time,low_gfcf_xs
2017-07-31 00:00:00+00:00,0.01929064001439551
2017-08-31 00:00:00+00:00,0.0016352472284606456
2017-09-30 00:00:00+00:00,-0.01172497353548485
2017-10-31 00:00:00+00:00,-0.0023077943381228927
2017-11-30 00:00:00+00:00,-0.006798659246946892
2017-12-31 00:00:00+00:00,-0.01618519160096077
2018-01-31 00:00:00+00:00,0.001163383961559239
2018-02-28 00:00:00+00:00,0.00952145872516974
2018-03-31 00:00:00+00:00,-0.0008379330999771506
2018-04-30 00:00:00+00:00,-0.006020704584044245
2018-05-31 00:00:00+00:00,0.00559928067637161
2018-06-30 00:00:00+00:00,0.0060028611628486495
2018-07-31 00:00:00+00:00,-0.008492883231332793
2018-08-31 00:00:00+00:00,0.004775184946512301
2018-09-30 00:00:00+00:00,-0.004807930367175195
2018-10-31 00:00:00+00:00,-0.004745831078774354
2018-11-30 00:00:00+00:00,-0.0046308338364762225
2018-12-31 00:00:00+00:00,0.004451299781497164
2019-01-31 00:00:00+00:00,-0.0025120418858964877
2019-02-28 00:00:00+00:00,0.00600394012935368
2019-03-31 00:00:00+00:00,-0.003827180784263362
2019-04-30 00:00:00+00:00,0.0058972705010433835
2019-05-31 00:00:00+00:00,-0.0033658966810475865
2019-06-30 00:00:00+00:00,-0.004513660079416448
2019-07-31 00:00:00+00:00,0.0028479414724187357
2019-08-31 00:00:00+00:00,0.007214839436457288
2019-09-30 00:00:00+00:00,0.006933807416526827
2019-10-31 00:00:00+00:00,-0.004889627428513843
2019-11-30 00:00:00+00:00,-0.004127133580318576
2019-12-31 00:00:00+00:00,0.002546139074273368
2020-01-31 00:00:00+00:00,-0.001459589599571487
2020-02-29 00:00:00+00:00,0.003950094828733208
2020-03-31 00:00:00+00:00,-0.006484539899981434
2020-04-30 00:00:00+00:00,0.009099414832334896
2020-05-31 00:00:00+00:00,0.0005006086531988974
2020-06-30 00:00:00+00:00,-0.0014635076978716244
2020-07-31 00:00:00+00:00,0.015017513570073193
2020-08-31 00:00:00+00:00,-0.0021238429998312602
2020-09-30 00:00:00+00:00,-0.006302778954690447
2020-10-31 00:00:00+00:00,0.0030324746273993064
2020-11-30 00:00:00+00:00,0.008903319526080589
2020-12-31 00:00:00+00:00,-0.004784035843439227
2021-01-31 00:00:00+00:00,0.002291279064161378
2021-02-28 00:00:00+00:00,-0.0017617100819979914
2021-03-31 00:00:00+00:00,-0.003247947900290149
2021-04-30 00:00:00+00:00,-0.002705251065678982
2021-05-31 00:00:00+00:00,0.0022609652260734414
2021-06-30 00:00:00+00:00,0.0023841074821939756
2021-07-31 00:00:00+00:00,0.0038438712416601906
2021-08-31 00:00:00+00:00,-0.0036570424846608107
2021-09-30 00:00:00+00:00,0.0030847547662988806
2021-10-31 00:00:00+00:00,-0.019060697822494088
2021-11-30 00:00:00+00:00,0.012929039382947316
2021-12-31 00:00:00+00:00,-0.005710786787236355
2022-01-31 00:00:00+00:00,-0.003641792879161887
2022-02-28 00:00:00+00:00,-0.0001058163182582339
2022-03-31 00:00:00+00:00,-0.031101229291951915
2022-04-30 00:00:00+00:00,-0.0019629211518877865
2022-05-31 00:00:00+00:00,0.005317761271201427
2022-06-30 00:00:00+00:00,-0.0018315604542011865
2022-07-31 00:00:00+00:00,-0.005128210563825841
2022-08-31 00:00:00+00:00,0.001674449970619829
2022-09-30 00:00:00+00:00,0.007757896242788664
2022-10-31 00:00:00+00:00,-0.0081592685238705
2022-11-30 00:00:00+00:00,-0.01490294312671725
2022-12-31 00:00:00+00:00,0.002153721084988458
2023-01-31 00:00:00+00:00,-0.0036722167863680877
2023-02-28 00:00:00+00:00,0.003072121322549526
2023-03-31 00:00:00+00:00,-0.005208527889600245
2023-04-30 00:00:00+00:00,0.006895193249882192
2023-05-31 00:00:00+00:00,0.002821195888261574
2023-06-30 00:00:00+00:00,0.016217393631432486
2023-07-31 00:00:00+00:00,-0.007747503546919221
2023-08-31 00:00:00+00:00,-0.0006003323326714272
2023-09-30 00:00:00+00:00,-0.0048342474910516575
2023-10-31 00:00:00+00:00,0.0023000813436899747
2023-11-30 00:00:00+00:00,-0.010327940497546595
2023-12-31 00:00:00+00:00,-0.0070863314283210466
2024-01-31 00:00:00+00:00,0.0008379311926451916
2024-02-29 00:00:00+00:00,0.00726069981884625
2024-03-31 00:00:00+00:00,-0.0033288568922440476
2024-04-30 00:00:00+00:00,0.005007353861794961
2024-05-31 00:00:00+00:00,0.006903471106835424
2024-06-30 00:00:00+00:00,-0.006624583938951378
2024-07-31 00:00:00+00:00,0.019078420133345153
2024-08-31 00:00:00+00:00,0.005601098250183512
2024-09-30 00:00:00+00:00,-0.006439742103152901
2024-10-31 00:00:00+00:00,-0.0008955317992928036
2024-11-30 00:00:00+00:00,-0.002450340294364528
2024-12-31 00:00:00+00:00,-0.00011318709719632114
2025-01-31 00:00:00+00:00,-0.0024299488733605656
2025-02-28 00:00:00+00:00,-0.010414482148839888
2025-03-31 00:00:00+00:00,0.006081322034992898
2025-04-30 00:00:00+00:00,0.005160964770855259
2025-05-31 00:00:00+00:00,8.068038356667806e-05
2025-06-30 00:00:00+00:00,-0.0012515567879161082
2025-07-31 00:00:00+00:00,3.2223242817153164e-05
2025-08-31 00:00:00+00:00,-0.003331009932622697
2025-09-30 00:00:00+00:00,-0.003505943442373427
2025-10-31 00:00:00+00:00,0.001377310358622319
2025-11-30 00:00:00+00:00,-0.0005707901452589592
2025-12-31 00:00:00+00:00,-0.005766059612492436
2026-01-31 00:00:00+00:00,-0.0051215483115537586
2026-02-28 00:00:00+00:00,0.0007695625412860174
2026-03-31 00:00:00+00:00,-0.0022102948350273266
2026-04-30 00:00:00+00:00,-0.0018609915267708832
2026-05-31 00:00:00+00:00,0.0044491525763770134
2026-06-30 00:00:00+00:00,0.0002601263951231836
2026-07-31 00:00:00+00:00,-0.0022195462382893494
2026-08-31 00:00:00+00:00,-0.0020083590684066843
2026-09-30 00:00:00+00:00,-3.219339487203765e-05
