time,low_wui_z_xs
2011-10-31 00:00:00+00:00,0.011730978152855842
2011-11-30 00:00:00+00:00,-0.02321463415848879
2011-12-31 00:00:00+00:00,0.0030181317321749113
2012-01-31 00:00:00+00:00,-0.01194428186523011
2012-02-29 00:00:00+00:00,-0.005825356192419862
2012-03-31 00:00:00+00:00,-0.0017782562302394167
2012-04-30 00:00:00+00:00,0.005165600322993402
2012-05-31 00:00:00+00:00,-0.010010019636213174
2012-06-30 00:00:00+00:00,0.01166469540858528
2012-07-31 00:00:00+00:00,0.012779683813215925
2012-08-31 00:00:00+00:00,-0.005806012790047443
2012-09-30 00:00:00+00:00,-0.001801789180161939
2012-10-31 00:00:00+00:00,0.003807045063372927
2012-11-30 00:00:00+00:00,-0.0006940872168117451
2012-12-31 00:00:00+00:00,-0.005649099315952033
2013-01-31 00:00:00+00:00,0.0023104597580740904
2013-02-28 00:00:00+00:00,0.00558845891782167
2013-03-31 00:00:00+00:00,0.0006860372147068361
2013-04-30 00:00:00+00:00,-0.0011659746533753124
2013-05-31 00:00:00+00:00,-0.009905683799260379
2013-06-30 00:00:00+00:00,-0.022062204960437315
2013-07-31 00:00:00+00:00,-0.0024509241866441656
2013-08-31 00:00:00+00:00,-0.0053567504410001465
2013-09-30 00:00:00+00:00,-0.016927062890846556
2013-10-31 00:00:00+00:00,-0.006188100840183064
2013-11-30 00:00:00+00:00,0.0036692832043561108
2013-12-31 00:00:00+00:00,-0.014774918299241269
2014-01-31 00:00:00+00:00,0.0021073360577752442
2014-02-28 00:00:00+00:00,-0.007089136435188048
2014-03-31 00:00:00+00:00,0.01741382617895937
2014-04-30 00:00:00+00:00,-0.0031745855320570726
2014-05-31 00:00:00+00:00,0.0026102634628073496
2014-06-30 00:00:00+00:00,3.9899824673339523e-05
2014-07-31 00:00:00+00:00,0.0043350552689775945
2014-08-31 00:00:00+00:00,0.005542585573331094
2014-09-30 00:00:00+00:00,0.017667481557873232
2014-10-31 00:00:00+00:00,-0.002088376278202797
2014-11-30 00:00:00+00:00,0.0075146708172075805
2014-12-31 00:00:00+00:00,0.003389522817644375
2015-01-31 00:00:00+00:00,-0.02695306704212186
2015-02-28 00:00:00+00:00,0.0045014441924451365
2015-03-31 00:00:00+00:00,0.0018213455567679393
2015-04-30 00:00:00+00:00,-0.0069155993316732944
2015-05-31 00:00:00+00:00,-0.010135081250681188
2015-06-30 00:00:00+00:00,0.00892010524448228
2015-07-31 00:00:00+00:00,0.003431584452783909
2015-08-31 00:00:00+00:00,0.02026720829996531
2015-09-30 00:00:00+00:00,0.0018069663837203542
2015-10-31 00:00:00+00:00,-0.012352403278818924
2015-11-30 00:00:00+00:00,0.007542399788479148
2015-12-31 00:00:00+00:00,0.004768082506684701
2016-01-31 00:00:00+00:00,0.009709101604753023
2016-02-29 00:00:00+00:00,-0.012955950528469873
2016-03-31 00:00:00+00:00,-0.009321465676243368
2016-04-30 00:00:00+00:00,0.003523776128600886
2016-05-31 00:00:00+00:00,0.0053250267464679535
2016-06-30 00:00:00+00:00,0.00043621393147108556
2016-07-31 00:00:00+00:00,-0.004394072313992581
2016-08-31 00:00:00+00:00,0.007919794066510555
2016-09-30 00:00:00+00:00,0.0030827539913118596
2016-10-31 00:00:00+00:00,0.014563454664281439
2016-11-30 00:00:00+00:00,-0.0038887622726401228
2016-12-31 00:00:00+00:00,0.0045034914623762745
2017-01-31 00:00:00+00:00,-0.0057893129319196435
