time,fx_vol_level
2011-09-15 23:00:00+00:00,
2011-09-18 23:00:00+00:00,0.005796128907986697
2011-09-19 23:00:00+00:00,0.009213062661930635
2011-09-20 23:00:00+00:00,0.00467461366036966
2011-09-21 23:00:00+00:00,0.015596396221153164
2011-09-22 23:00:00+00:00,0.016490547140823097
2011-09-25 23:00:00+00:00,0.005612674362303005
2011-09-26 23:00:00+00:00,0.002410880294399694
2011-09-27 23:00:00+00:00,0.006851290435657205
2011-09-28 23:00:00+00:00,0.009901623623858805
2011-09-29 23:00:00+00:00,0.003478335896352288
2011-10-02 23:00:00+00:00,0.009956316219909092
2011-10-03 23:00:00+00:00,0.011089635173772835
2011-10-04 23:00:00+00:00,0.004463458641328559
2011-10-05 23:00:00+00:00,0.005792212614389891
2011-10-06 23:00:00+00:00,0.005319354967749601
2011-10-09 23:00:00+00:00,0.0034647762235296975
2011-10-10 23:00:00+00:00,0.01700400511132775
2011-10-11 23:00:00+00:00,0.0031200786911664835
2011-10-12 23:00:00+00:00,0.014310986357048769
2011-10-13 23:00:00+00:00,0.0033627526404286976
2011-10-16 23:00:00+00:00,0.01200872493505963
2011-10-17 23:00:00+00:00,0.011042441390803273
2011-10-18 23:00:00+00:00,0.003575377246473388
2011-10-19 23:00:00+00:00,0.0027283714190708963
2011-10-20 23:00:00+00:00,0.0026364384253638926
2011-10-23 23:00:00+00:00,0.008550952091629038
2011-10-24 23:00:00+00:00,0.006250583800544385
2011-10-25 23:00:00+00:00,0.005083746459539647
2011-10-26 23:00:00+00:00,0.004399915329359683
2011-10-27 23:00:00+00:00,0.0202542255120783
2011-10-31 00:00:00+00:00,0.002135967167292622
2011-11-01 00:00:00+00:00,0.011698630309764904
2011-11-02 00:00:00+00:00,0.016731417832364186
2011-11-03 00:00:00+00:00,0.004656071769104468
2011-11-04 00:00:00+00:00,0.011788097636342568
2011-11-07 00:00:00+00:00,0.004927835721915926
2011-11-08 00:00:00+00:00,0.003814346251170516
2011-11-09 00:00:00+00:00,0.0037330626286819304
2011-11-10 00:00:00+00:00,0.018287041087933165
2011-11-11 00:00:00+00:00,0.004241720934655931
2011-11-14 00:00:00+00:00,0.011819208492536001
2011-11-15 00:00:00+00:00,0.011662330237435773
2011-11-16 00:00:00+00:00,0.007810218972152412
2011-11-17 00:00:00+00:00,0.005782519200210705
2011-11-18 00:00:00+00:00,0.0035718409580249113
2011-11-21 00:00:00+00:00,0.0034434793601634817
2011-11-22 00:00:00+00:00,0.007884881367555977
2011-11-23 00:00:00+00:00,0.0016764536760773459
2011-11-24 00:00:00+00:00,0.010755561906673964
2011-11-25 00:00:00+00:00,0.0014945458413096468
2011-11-28 00:00:00+00:00,0.006821135009705622
2011-11-29 00:00:00+00:00,0.004497298161036463
2011-11-30 00:00:00+00:00,0.005457598837575887
2011-12-01 00:00:00+00:00,0.01368092265984483
2011-12-02 00:00:00+00:00,0.0020993255011449627
2011-12-05 00:00:00+00:00,0.0030617431472266254
2011-12-06 00:00:00+00:00,0.001364329516030549
2011-12-07 00:00:00+00:00,0.002757331653996257
