time,value_low_gpr
2018-04-30 00:00:00+00:00,0.008897102100730692
2018-05-31 00:00:00+00:00,0.0017982740878685899
2018-06-30 00:00:00+00:00,-0.0019135055224502873
2018-07-31 00:00:00+00:00,0.0010915706267282665
2018-08-31 00:00:00+00:00,-0.005338576397945882
2018-09-30 00:00:00+00:00,0.007476361516733698
2018-10-31 00:00:00+00:00,0.0003131448596764841
2018-11-30 00:00:00+00:00,0.005769441244683593
2018-12-31 00:00:00+00:00,-0.011632240183976905
2019-01-31 00:00:00+00:00,-0.0012705563119969066
2019-02-28 00:00:00+00:00,0.005148658003022888
2019-03-31 00:00:00+00:00,-0.002761561856536199
2019-04-30 00:00:00+00:00,0.003100993463821977
2019-05-31 00:00:00+00:00,-0.009729162880206088
2019-06-30 00:00:00+00:00,-0.004835535191712315
2019-07-31 00:00:00+00:00,5.6657894155431876e-05
2019-08-31 00:00:00+00:00,-0.005417746976465021
2019-09-30 00:00:00+00:00,0.0006465287662669184
2019-10-31 00:00:00+00:00,-0.0020720008142210977
2019-11-30 00:00:00+00:00,-0.005495192664462412
2019-12-31 00:00:00+00:00,0.011532487151582949
2020-01-31 00:00:00+00:00,-0.008196823124247188
2020-02-29 00:00:00+00:00,-0.004639459434107263
2020-03-31 00:00:00+00:00,-0.027163223209713427
2020-04-30 00:00:00+00:00,0.008900759340691788
2020-05-31 00:00:00+00:00,0.021426692041392803
2020-06-30 00:00:00+00:00,0.00022066606199899752
2020-07-31 00:00:00+00:00,0.005559767645734626
2020-08-31 00:00:00+00:00,0.0022530439397756563
2020-09-30 00:00:00+00:00,0.0012035543452617592
2020-10-31 00:00:00+00:00,-0.003326103530763902
2020-11-30 00:00:00+00:00,0.008957563878762453
2020-12-31 00:00:00+00:00,0.006863690047580917
2021-01-31 00:00:00+00:00,0.006302469699539515
2021-02-28 00:00:00+00:00,0.008080572512903172
2021-03-31 00:00:00+00:00,-0.0005301203073538874
2021-04-30 00:00:00+00:00,0.002461450089031869
2021-05-31 00:00:00+00:00,-0.005177802370073814
2021-06-30 00:00:00+00:00,0.0009199220522180251
2021-07-31 00:00:00+00:00,-0.004280628386454932
2021-08-31 00:00:00+00:00,-0.002979331194818524
2021-09-30 00:00:00+00:00,0.003085318209830268
2021-10-31 00:00:00+00:00,0.009723948147844386
2021-11-30 00:00:00+00:00,-0.012250763399709652
2021-12-31 00:00:00+00:00,-0.0016232683469605824
2022-01-31 00:00:00+00:00,-0.0035363446253137143
2022-02-28 00:00:00+00:00,0.00671923542921804
2022-03-31 00:00:00+00:00,0.0
2022-04-30 00:00:00+00:00,-0.0004534692804269991
2022-05-31 00:00:00+00:00,-0.006523034356490043
2022-06-30 00:00:00+00:00,-0.009518704405063527
2022-07-31 00:00:00+00:00,-0.002273030200349413
2022-08-31 00:00:00+00:00,0.00027613368225298807
2022-09-30 00:00:00+00:00,-0.018008103422945454
2022-10-31 00:00:00+00:00,0.00044984785471435806
2022-11-30 00:00:00+00:00,-0.00372443481385365
2022-12-31 00:00:00+00:00,0.008794786744706906
2023-01-31 00:00:00+00:00,0.009041963501980943
2023-02-28 00:00:00+00:00,-0.008327108650825532
2023-03-31 00:00:00+00:00,0.007210668691339128
2023-04-30 00:00:00+00:00,-0.013348245313657303
2023-05-31 00:00:00+00:00,-0.012691124334734516
2023-06-30 00:00:00+00:00,-0.004576319614218782
2023-07-31 00:00:00+00:00,-0.0011695657607589949
2023-08-31 00:00:00+00:00,-0.010109017753621052
2023-09-30 00:00:00+00:00,-0.0036409370496391924
2023-10-31 00:00:00+00:00,-0.005017070674472768
2023-11-30 00:00:00+00:00,0.0003085247539422742
2023-12-31 00:00:00+00:00,0.002073771157906412
2024-01-31 00:00:00+00:00,-0.00261879683718913
2024-02-29 00:00:00+00:00,0.004958060477411763
2024-03-31 00:00:00+00:00,-0.0047359370642747756
2024-04-30 00:00:00+00:00,0.000474189083779164
2024-05-31 00:00:00+00:00,0.0039328448065505395
2024-06-30 00:00:00+00:00,-0.0006375640884731526
2024-07-31 00:00:00+00:00,-0.020831182178479124
2024-08-31 00:00:00+00:00,-0.004576519625047792
2024-09-30 00:00:00+00:00,-0.001578628749224209
2024-10-31 00:00:00+00:00,-0.006088016098969473
2024-11-30 00:00:00+00:00,0.007010429237789273
2024-12-31 00:00:00+00:00,-0.005180926604711034
2025-01-31 00:00:00+00:00,0.005297415247458082
2025-02-28 00:00:00+00:00,-0.003992902289788547
2025-03-31 00:00:00+00:00,-0.0021436051458391114
2025-04-30 00:00:00+00:00,-0.009509353568060486
2025-05-31 00:00:00+00:00,-0.0015491135608354245
2025-06-30 00:00:00+00:00,0.0005124525530406654
2025-07-31 00:00:00+00:00,-0.0011939479575606704
2025-08-31 00:00:00+00:00,-0.007271812197795047
2025-09-30 00:00:00+00:00,-0.006825348715064683
2025-10-31 00:00:00+00:00,-0.0017554419998350168
2025-11-30 00:00:00+00:00,-0.0007392688354177501
2025-12-31 00:00:00+00:00,0.001486283380145892
2026-01-31 00:00:00+00:00,-0.006413834834259724
2026-02-28 00:00:00+00:00,-0.006097756332226645
2026-03-31 00:00:00+00:00,-0.0018598057163340398
2026-04-30 00:00:00+00:00,0.001736893944655371
2026-05-31 00:00:00+00:00,-0.002518542352993647
2026-06-30 00:00:00+00:00,-0.0021126108257204512
2026-07-31 00:00:00+00:00,0.00217876226039615
2026-08-31 00:00:00+00:00,-0.0018061772737286708
2026-09-30 00:00:00+00:00,0.00035480919930264143
