time,cot_noncomm_net_xs
2016-07-31 00:00:00+00:00,-0.0017440539722091142
2016-08-31 00:00:00+00:00,-0.0006300468778143165
2016-09-30 00:00:00+00:00,0.007757454366918548
2016-10-31 00:00:00+00:00,0.008606202701238796
2016-11-30 00:00:00+00:00,-0.02151728456001023
2016-12-31 00:00:00+00:00,-0.014975806042329842
2017-01-31 00:00:00+00:00,0.009074574920426404
2017-02-28 00:00:00+00:00,0.0010779193099739182
2017-03-31 00:00:00+00:00,-0.01108284092378975
2017-04-30 00:00:00+00:00,-0.006594468952817123
2017-05-31 00:00:00+00:00,-0.004637304422151489
2017-06-30 00:00:00+00:00,0.003468045539890996
2017-07-31 00:00:00+00:00,0.013718277519027211
2017-08-31 00:00:00+00:00,-0.008509582744942401
2017-09-30 00:00:00+00:00,-0.004954903072174832
2017-10-31 00:00:00+00:00,-0.0038369252362593365
2017-11-30 00:00:00+00:00,-0.009725738767490721
2017-12-31 00:00:00+00:00,0.012313227491670409
2018-01-31 00:00:00+00:00,-0.004287510042924825
2018-02-28 00:00:00+00:00,-0.013540395792582371
2018-03-31 00:00:00+00:00,0.0010347510188983833
2018-04-30 00:00:00+00:00,-0.003871910665967815
2018-05-31 00:00:00+00:00,-0.011815605509922111
2018-06-30 00:00:00+00:00,0.009285638901558313
2018-07-31 00:00:00+00:00,0.0037171470321919475
2018-08-31 00:00:00+00:00,-0.0021895244355913945
2018-09-30 00:00:00+00:00,0.001517180773327631
2018-10-31 00:00:00+00:00,-0.0027289250589566105
2018-11-30 00:00:00+00:00,-0.012599470453356854
2018-12-31 00:00:00+00:00,-0.005167487419098338
2019-01-31 00:00:00+00:00,0.0019520409851745413
2019-02-28 00:00:00+00:00,-0.0025975783117665463
2019-03-31 00:00:00+00:00,-0.004636507088745856
2019-04-30 00:00:00+00:00,-0.0029704728671052782
2019-05-31 00:00:00+00:00,-0.01751025246934257
2019-06-30 00:00:00+00:00,-0.011405240059909949
2019-07-31 00:00:00+00:00,0.010693429207271121
2019-08-31 00:00:00+00:00,0.006979305082032816
2019-09-30 00:00:00+00:00,-0.0024078398406963686
2019-10-31 00:00:00+00:00,-0.018069434066228407
2019-11-30 00:00:00+00:00,-0.005423969785500304
2019-12-31 00:00:00+00:00,-0.016453342081333755
2020-01-31 00:00:00+00:00,0.005078847883414728
2020-02-29 00:00:00+00:00,0.00037125883786748304
2020-03-31 00:00:00+00:00,-0.011581738321261192
2020-04-30 00:00:00+00:00,-0.023846190717655258
2020-05-31 00:00:00+00:00,-0.011722841823551988
2020-06-30 00:00:00+00:00,-0.015177386250721292
2020-07-31 00:00:00+00:00,0.006599209702025544
2020-08-31 00:00:00+00:00,-0.011034636976383627
2020-09-30 00:00:00+00:00,-0.0008304105162245667
2020-10-31 00:00:00+00:00,0.00030728398463963913
2020-11-30 00:00:00+00:00,-0.0041209285814800545
2020-12-31 00:00:00+00:00,-0.0036769132733281973
2021-01-31 00:00:00+00:00,-0.0010738625215150899
2021-02-28 00:00:00+00:00,-0.0037388376635499876
2021-03-31 00:00:00+00:00,-0.014948896124645561
2021-04-30 00:00:00+00:00,0.004319687917234916
2021-05-31 00:00:00+00:00,0.002777086090442138
2021-06-30 00:00:00+00:00,-0.006568412958701808
2021-07-31 00:00:00+00:00,0.0020419920981478157
2021-08-31 00:00:00+00:00,-0.0011836163470617667
2021-09-30 00:00:00+00:00,-0.007530111904708869
2021-10-31 00:00:00+00:00,0.0088893933356895
2021-11-30 00:00:00+00:00,-0.01030258621145519
2021-12-31 00:00:00+00:00,-0.0027651138490749627
2022-01-31 00:00:00+00:00,0.005290154369605338
2022-02-28 00:00:00+00:00,-0.005247053143973113
2022-03-31 00:00:00+00:00,0.008192545591475753
2022-04-30 00:00:00+00:00,0.009671618536706061
2022-05-31 00:00:00+00:00,0.0034695182195561003
2022-06-30 00:00:00+00:00,0.008519504303933667
2022-07-31 00:00:00+00:00,-0.011631219072984034
2022-08-31 00:00:00+00:00,0.0004027785216416113
2022-09-30 00:00:00+00:00,0.0096577820018795
2022-10-31 00:00:00+00:00,0.002938443412201952
2022-11-30 00:00:00+00:00,-0.013779500132853117
2022-12-31 00:00:00+00:00,-0.009165220335938473
2023-01-31 00:00:00+00:00,-0.004204824860330358
2023-02-28 00:00:00+00:00,-0.0047692107586978505
2023-03-31 00:00:00+00:00,0.005563087745002804
2023-04-30 00:00:00+00:00,0.012741405284730112
2023-05-31 00:00:00+00:00,-0.0008201169025144894
2023-06-30 00:00:00+00:00,0.014088741541836924
2023-07-31 00:00:00+00:00,-0.0005816118977709506
2023-08-31 00:00:00+00:00,0.007468120100000419
2023-09-30 00:00:00+00:00,-0.008961234598794388
2023-10-31 00:00:00+00:00,0.0005434122899437011
2023-11-30 00:00:00+00:00,0.006038216055121337
2023-12-31 00:00:00+00:00,-0.011981199082659266
2024-01-31 00:00:00+00:00,0.013141261454950204
2024-02-29 00:00:00+00:00,0.006508842448679886
2024-03-31 00:00:00+00:00,-0.0017296333195788716
2024-04-30 00:00:00+00:00,0.005639291252534262
2024-05-31 00:00:00+00:00,0.003189191106491185
2024-06-30 00:00:00+00:00,0.002193575366201461
2024-07-31 00:00:00+00:00,-0.0185152005084247
2024-08-31 00:00:00+00:00,-0.0022086844262833027
2024-09-30 00:00:00+00:00,-0.0007977006925187213
2024-10-31 00:00:00+00:00,-0.011655905277124123
2024-11-30 00:00:00+00:00,-0.0009617870052081035
2024-12-31 00:00:00+00:00,-0.005112747662308625
2025-01-31 00:00:00+00:00,0.008710387333760616
2025-02-28 00:00:00+00:00,0.009752126091534752
2025-03-31 00:00:00+00:00,0.0036073080247434053
2025-04-30 00:00:00+00:00,-0.0029448153952946754
2025-05-31 00:00:00+00:00,0.00010221003240085125
2025-06-30 00:00:00+00:00,-0.010421190934697622
2025-07-31 00:00:00+00:00,-0.012123233524796051
2025-08-31 00:00:00+00:00,0.005319353438033136
2025-09-30 00:00:00+00:00,0.0032603916546107836
2025-10-31 00:00:00+00:00,-0.011462319346760896
2025-11-30 00:00:00+00:00,-0.0037847241867011716
2025-12-31 00:00:00+00:00,-0.005010085592468516
2026-01-31 00:00:00+00:00,-0.007053282701379837
2026-02-28 00:00:00+00:00,0.005454700087572206
2026-03-31 00:00:00+00:00,0.002824616013180181
2026-04-30 00:00:00+00:00,0.0017568493715129918
2026-05-31 00:00:00+00:00,-0.0053895725946027095
2026-06-30 00:00:00+00:00,0.008785150955059606
2026-07-31 00:00:00+00:00,-0.005656407204469804
2026-08-31 00:00:00+00:00,-0.004964195053403508
2026-09-30 00:00:00+00:00,-0.009423518541391562
