time,cot_noncomm_net_xs
2011-10-31 00:00:00+00:00,-0.0021809207325564905
2011-11-30 00:00:00+00:00,0.005208651388118879
2011-12-31 00:00:00+00:00,0.018867749229345643
2012-01-31 00:00:00+00:00,0.007195733211706523
2012-02-29 00:00:00+00:00,-0.002283569907361893
2012-03-31 00:00:00+00:00,-0.01173223224653952
2012-04-30 00:00:00+00:00,-0.0005013824273939482
2012-05-31 00:00:00+00:00,-0.0068448163529409856
2012-06-30 00:00:00+00:00,-0.0030824410636207666
2012-07-31 00:00:00+00:00,0.019929662963763306
2012-08-31 00:00:00+00:00,-0.017049001905945382
2012-09-30 00:00:00+00:00,-0.000897759650170471
2012-10-31 00:00:00+00:00,-0.010720847639905773
2012-11-30 00:00:00+00:00,0.0015757768695812135
2012-12-31 00:00:00+00:00,-0.00342155988413706
2013-01-31 00:00:00+00:00,-0.00597733856878091
2013-02-28 00:00:00+00:00,0.0029747572937763866
2013-03-31 00:00:00+00:00,0.008747555833180654
2013-04-30 00:00:00+00:00,0.0021824011166897694
2013-05-31 00:00:00+00:00,-0.026854089600454767
2013-06-30 00:00:00+00:00,-0.02419592570814111
2013-07-31 00:00:00+00:00,0.016147759787667137
2013-08-31 00:00:00+00:00,-0.00244148349906248
2013-09-30 00:00:00+00:00,0.007039559368881898
2013-10-31 00:00:00+00:00,-0.001602276315900375
2013-11-30 00:00:00+00:00,0.002504545308417594
2013-12-31 00:00:00+00:00,0.0129038130057344
2014-01-31 00:00:00+00:00,-0.0006165301061323847
2014-02-28 00:00:00+00:00,0.004388773324270456
2014-03-31 00:00:00+00:00,0.005709389056872682
2014-04-30 00:00:00+00:00,-0.002664236383366436
2014-05-31 00:00:00+00:00,-0.011140123749603714
2014-06-30 00:00:00+00:00,0.004626611192450669
2014-07-31 00:00:00+00:00,-0.005171317196200675
2014-08-31 00:00:00+00:00,0.0012469866186168854
2014-09-30 00:00:00+00:00,-0.023263948023558023
2014-10-31 00:00:00+00:00,-0.00010718921005969939
2014-11-30 00:00:00+00:00,-0.0007489887052108957
2014-12-31 00:00:00+00:00,0.002450979425532296
2015-01-31 00:00:00+00:00,-0.02738955908182783
2015-02-28 00:00:00+00:00,-0.0006513188842888207
2015-03-31 00:00:00+00:00,0.004094860068887041
2015-04-30 00:00:00+00:00,-0.00813564848433479
2015-05-31 00:00:00+00:00,-0.007451851552324973
2015-06-30 00:00:00+00:00,0.010157523050025263
2015-07-31 00:00:00+00:00,-0.004411139177850187
2015-08-31 00:00:00+00:00,-0.0017719687116102278
2015-09-30 00:00:00+00:00,0.0017078908639271972
2015-10-31 00:00:00+00:00,0.00170941699764815
2015-11-30 00:00:00+00:00,-0.005260345127815258
2015-12-31 00:00:00+00:00,-0.002508530041421153
2016-01-31 00:00:00+00:00,-0.016790033080061884
2016-02-29 00:00:00+00:00,0.0006279543415574906
2016-03-31 00:00:00+00:00,-0.0012695164574835216
2016-04-30 00:00:00+00:00,-0.0048223138555691936
2016-05-31 00:00:00+00:00,-0.008696543235094834
2016-06-30 00:00:00+00:00,0.024149486249005037
