time,bs_ew
2011-10-31 00:00:00+00:00,0.006811389747927388
2011-11-30 00:00:00+00:00,-0.009726922520346903
2011-12-31 00:00:00+00:00,0.00752717046561191
2012-01-31 00:00:00+00:00,-0.0024531156996712156
2012-02-29 00:00:00+00:00,-0.004281150532799094
2012-03-31 00:00:00+00:00,0.001967914996808817
2012-04-30 00:00:00+00:00,0.0008882739868645295
2012-05-31 00:00:00+00:00,0.01141431702621376
2012-06-30 00:00:00+00:00,-0.001123205201791655
2012-07-31 00:00:00+00:00,0.0018790790360865284
2012-08-31 00:00:00+00:00,-0.0029840949052490906
2012-09-30 00:00:00+00:00,-0.003975836686205159
2012-10-31 00:00:00+00:00,-0.002029339830395882
2012-11-30 00:00:00+00:00,-0.000163333842475466
2012-12-31 00:00:00+00:00,-0.001972817653326908
2013-01-31 00:00:00+00:00,-0.003915875932605117
2013-02-28 00:00:00+00:00,0.0017991339176151033
2013-03-31 00:00:00+00:00,-0.0014364083982449927
2013-04-30 00:00:00+00:00,0.009537735725398067
2013-05-31 00:00:00+00:00,-0.01129361150706154
2013-06-30 00:00:00+00:00,-0.005865129235329003
2013-07-31 00:00:00+00:00,0.007149241768702019
2013-08-31 00:00:00+00:00,-0.002745412061580632
2013-09-30 00:00:00+00:00,0.014376599739815088
2013-10-31 00:00:00+00:00,0.0027521904347020953
2013-11-30 00:00:00+00:00,-0.0044537870051606365
2013-12-31 00:00:00+00:00,0.004150246376856348
2014-01-31 00:00:00+00:00,-0.007812978072360699
2014-02-28 00:00:00+00:00,0.003166687503441734
2014-03-31 00:00:00+00:00,0.0008383883205593801
2014-04-30 00:00:00+00:00,0.0011440206128348063
2014-05-31 00:00:00+00:00,-0.0031987008168636866
2014-06-30 00:00:00+00:00,0.001095825362001035
2014-07-31 00:00:00+00:00,-0.003723975514044797
2014-08-31 00:00:00+00:00,-0.0032791687111716206
2014-09-30 00:00:00+00:00,-0.006404072928424487
2014-10-31 00:00:00+00:00,-0.0001393846686660316
2014-11-30 00:00:00+00:00,-0.0019677091308043515
2014-12-31 00:00:00+00:00,-0.004008387937250779
2015-01-31 00:00:00+00:00,-0.011537589652512614
2015-02-28 00:00:00+00:00,-0.001853674656555393
2015-03-31 00:00:00+00:00,-0.006904354876619445
2015-04-30 00:00:00+00:00,0.007342845366047124
2015-05-31 00:00:00+00:00,-0.0037736976415481127
2015-06-30 00:00:00+00:00,0.0028365528156373276
2015-07-31 00:00:00+00:00,-0.0028930275642861103
2015-08-31 00:00:00+00:00,0.004413409746014452
2015-09-30 00:00:00+00:00,-0.0007537975044575873
2015-10-31 00:00:00+00:00,-0.002602914573529236
2015-11-30 00:00:00+00:00,-0.006287062310109448
2015-12-31 00:00:00+00:00,0.005538085656055847
2016-01-31 00:00:00+00:00,-0.0024762765798771458
2016-02-29 00:00:00+00:00,0.00011310197565106428
2016-03-31 00:00:00+00:00,-0.006860846591738912
2016-04-30 00:00:00+00:00,0.00032711774058702403
2016-05-31 00:00:00+00:00,0.0032204211569193397
2016-06-30 00:00:00+00:00,-0.0014794120895070817
2016-07-31 00:00:00+00:00,-0.0015594269523229176
2016-08-31 00:00:00+00:00,7.437711259949964e-05
2016-09-30 00:00:00+00:00,0.0004058891693698996
2016-10-31 00:00:00+00:00,-0.0020104834498290147
2016-11-30 00:00:00+00:00,-0.00709584634116367
2016-12-31 00:00:00+00:00,-0.004591146338823626
2017-01-31 00:00:00+00:00,0.0015125217560518767
2017-02-28 00:00:00+00:00,0.0032009033957447475
2017-03-31 00:00:00+00:00,-0.00027510994981561065
2017-04-30 00:00:00+00:00,-0.002799480458614334
2017-05-31 00:00:00+00:00,-0.0019338490777204287
2017-06-30 00:00:00+00:00,0.00045352458980496557
2017-07-31 00:00:00+00:00,0.0050834292877071086
2017-08-31 00:00:00+00:00,-0.0034383433803664154
2017-09-30 00:00:00+00:00,-0.0020131786734175483
2017-10-31 00:00:00+00:00,-0.0046518635394499075
2017-11-30 00:00:00+00:00,0.0004327347114494451
2017-12-31 00:00:00+00:00,-0.0004397017726027741
2018-01-31 00:00:00+00:00,0.00606047605230664
2018-02-28 00:00:00+00:00,0.0016628472717374887
2018-03-31 00:00:00+00:00,-3.266578897753725e-05
2018-04-30 00:00:00+00:00,-0.004747988642939682
2018-05-31 00:00:00+00:00,0.004673072136041734
2018-06-30 00:00:00+00:00,-0.0043057201695275715
2018-07-31 00:00:00+00:00,-0.002783070757797823
2018-08-31 00:00:00+00:00,0.0005314298376679627
2018-09-30 00:00:00+00:00,-0.0033532420687306663
2018-10-31 00:00:00+00:00,-0.004538118324143081
2018-11-30 00:00:00+00:00,0.0012543496067387583
2018-12-31 00:00:00+00:00,-0.0038389791414905616
2019-01-31 00:00:00+00:00,-0.0012762875524613415
2019-02-28 00:00:00+00:00,0.0013087468252179768
2019-03-31 00:00:00+00:00,-0.002064322977227695
2019-04-30 00:00:00+00:00,0.000504198291352731
2019-05-31 00:00:00+00:00,-0.00431343614735169
2019-06-30 00:00:00+00:00,0.0020131930050741875
2019-07-31 00:00:00+00:00,-0.0036385566601763175
2019-08-31 00:00:00+00:00,-0.004313389631674491
2019-09-30 00:00:00+00:00,-0.0014430345045454152
2019-10-31 00:00:00+00:00,0.01043509820160371
2019-11-30 00:00:00+00:00,-0.00357104005938369
2019-12-31 00:00:00+00:00,0.009920294652431938
2020-01-31 00:00:00+00:00,-0.0077711250842710244
2020-02-29 00:00:00+00:00,-0.0032346344940605842
