time,oil_me_vs_non
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,-0.0004381442364524979
2012-01-31 00:00:00+00:00,-0.006909145548988027
2012-02-29 00:00:00+00:00,-0.008913850300891313
2012-03-31 00:00:00+00:00,-0.0037590464608272534
2012-04-30 00:00:00+00:00,0.006795078669435961
2012-05-31 00:00:00+00:00,0.001768666011261244
2012-06-30 00:00:00+00:00,0.0001607718831511118
2012-07-31 00:00:00+00:00,0.003797743264894571
2012-08-31 00:00:00+00:00,-0.009096504937472383
2012-09-30 00:00:00+00:00,-0.0005632243600771636
2012-10-31 00:00:00+00:00,0.0020000448385439906
2012-11-30 00:00:00+00:00,-0.0031124857688912266
2012-12-31 00:00:00+00:00,-0.001629256211437169
2013-01-31 00:00:00+00:00,-0.0010634782635001727
2013-02-28 00:00:00+00:00,-0.0001806642779534906
2013-03-31 00:00:00+00:00,-0.0011806626213293203
2013-04-30 00:00:00+00:00,0.0
2013-05-31 00:00:00+00:00,0.00024410002770935968
2013-06-30 00:00:00+00:00,-0.005045393893043593
2013-07-31 00:00:00+00:00,-0.0018874803091006864
2013-08-31 00:00:00+00:00,-0.002027171508416803
2013-09-30 00:00:00+00:00,-0.004088360112759926
2013-10-31 00:00:00+00:00,-4.6556410740028475e-05
2013-11-30 00:00:00+00:00,0.0016603704769724281
2013-12-31 00:00:00+00:00,0.0010440239793516604
2014-01-31 00:00:00+00:00,0.0011949530185935142
2014-02-28 00:00:00+00:00,-0.00038728069543558785
2014-03-31 00:00:00+00:00,-0.0014367106415887898
2014-04-30 00:00:00+00:00,0.0
2014-05-31 00:00:00+00:00,0.0
2014-06-30 00:00:00+00:00,-0.0005280182527920285
2014-07-31 00:00:00+00:00,0.0008781131648689655
2014-08-31 00:00:00+00:00,-3.07437404069022e-05
2014-09-30 00:00:00+00:00,0.01141129077647074
2014-10-31 00:00:00+00:00,-7.251760526050255e-05
2014-11-30 00:00:00+00:00,0.0025414881434102643
2014-12-31 00:00:00+00:00,-0.00118868469740685
2015-01-31 00:00:00+00:00,-0.001328405334124927
2015-02-28 00:00:00+00:00,0.0023179680592164686
2015-03-31 00:00:00+00:00,0.009234954663766226
2015-04-30 00:00:00+00:00,-0.0006039797461772078
2015-05-31 00:00:00+00:00,-0.00045450702234717255
2015-06-30 00:00:00+00:00,0.0033222664076850705
2015-07-31 00:00:00+00:00,-0.0019802969591788955
2015-08-31 00:00:00+00:00,0.0004970412695279869
2015-09-30 00:00:00+00:00,-7.500000000004725e-05
2015-10-31 00:00:00+00:00,-0.0064313240455117215
2015-11-30 00:00:00+00:00,0.0
2015-12-31 00:00:00+00:00,-0.006563993700337445
2016-01-31 00:00:00+00:00,0.005531703406941979
2016-02-29 00:00:00+00:00,-0.0024894373815784743
2016-03-31 00:00:00+00:00,0.0
2016-04-30 00:00:00+00:00,0.0023869471329285297
2016-05-31 00:00:00+00:00,0.0007712824659116269
2016-06-30 00:00:00+00:00,0.0
2016-07-31 00:00:00+00:00,0.0
2016-08-31 00:00:00+00:00,-0.0009716869791062122
2016-09-30 00:00:00+00:00,-0.001397292001558026
2016-10-31 00:00:00+00:00,0.0016138191652264045
2016-11-30 00:00:00+00:00,0.00026073821917393936
2016-12-31 00:00:00+00:00,6.693463401008515e-05
2017-01-31 00:00:00+00:00,-0.004917134780119681
2017-02-28 00:00:00+00:00,-0.0006024712643940555
2017-03-31 00:00:00+00:00,0.0005116309034871591
2017-04-30 00:00:00+00:00,-0.0013117391907896403
2017-05-31 00:00:00+00:00,0.0013336800951071481
2017-06-30 00:00:00+00:00,-0.0012173923753111549
2017-07-31 00:00:00+00:00,-0.009652587666108547
2017-08-31 00:00:00+00:00,0.0005903410537693166
