time,low_cli_xs
2015-06-30 00:00:00+00:00,0.010887711570957581
2015-07-31 00:00:00+00:00,0.003603840059439145
2015-08-31 00:00:00+00:00,-0.00031501818198342857
2015-09-30 00:00:00+00:00,-0.003872547324395015
2015-10-31 00:00:00+00:00,0.003227027383321035
2015-11-30 00:00:00+00:00,-0.00016495542869698898
2015-12-31 00:00:00+00:00,-0.021048769617829644
2016-01-31 00:00:00+00:00,-0.010999595892617342
2016-02-29 00:00:00+00:00,7.445765501667978e-05
2016-03-31 00:00:00+00:00,0.00904525865012995
2016-04-30 00:00:00+00:00,0.013251983742928353
2016-05-31 00:00:00+00:00,-0.007640507122515627
2016-06-30 00:00:00+00:00,-0.017141428795390046
2016-07-31 00:00:00+00:00,-0.00956652633736721
2016-08-31 00:00:00+00:00,-0.0009231863291678799
2016-09-30 00:00:00+00:00,-0.004006724157694097
2016-10-31 00:00:00+00:00,-0.01721732266657716
2016-11-30 00:00:00+00:00,-0.008474667788230805
2016-12-31 00:00:00+00:00,-0.003224975649283368
2017-01-31 00:00:00+00:00,-0.008300313381046531
2017-02-28 00:00:00+00:00,-0.003540257774353628
2017-03-31 00:00:00+00:00,0.006322411312446485
2017-04-30 00:00:00+00:00,-0.007588323061145763
2017-05-31 00:00:00+00:00,-0.0025249859540623643
2017-06-30 00:00:00+00:00,-0.006288376769358783
2017-07-31 00:00:00+00:00,-0.00460313541103663
2017-08-31 00:00:00+00:00,-0.00387582931851127
2017-09-30 00:00:00+00:00,-0.006260237239283373
2017-10-31 00:00:00+00:00,0.004459357707608191
2017-11-30 00:00:00+00:00,-0.005608257346188417
2017-12-31 00:00:00+00:00,-0.0031711634897815255
2018-01-31 00:00:00+00:00,0.008523198860418635
2018-02-28 00:00:00+00:00,-0.001650815877526579
2018-03-31 00:00:00+00:00,-0.0003455250163065804
2018-04-30 00:00:00+00:00,-0.006065186190907235
2018-05-31 00:00:00+00:00,-0.0020679308911772942
2018-06-30 00:00:00+00:00,-0.004484929028619078
2018-07-31 00:00:00+00:00,0.003759850364928985
2018-08-31 00:00:00+00:00,-0.008621675859297961
2018-09-30 00:00:00+00:00,0.006864297387324747
2018-10-31 00:00:00+00:00,-0.008080442019119616
2018-11-30 00:00:00+00:00,-0.0017458611735778895
2018-12-31 00:00:00+00:00,-0.002699185642913937
2019-01-31 00:00:00+00:00,0.006662320328416627
2019-02-28 00:00:00+00:00,0.01168207304854052
2019-03-31 00:00:00+00:00,-0.007822053174723842
2019-04-30 00:00:00+00:00,0.0026268217962761575
2019-05-31 00:00:00+00:00,-0.010279561835372486
2019-06-30 00:00:00+00:00,0.003373190682568694
2019-07-31 00:00:00+00:00,-0.0054326571345091335
2019-08-31 00:00:00+00:00,-0.0015161338729848817
2019-09-30 00:00:00+00:00,0.0016645609233916225
2019-10-31 00:00:00+00:00,0.00302556099122242
2019-11-30 00:00:00+00:00,0.0009838958158807642
2019-12-31 00:00:00+00:00,-0.0014968487464614988
2020-01-31 00:00:00+00:00,0.0066181279991595066
2020-02-29 00:00:00+00:00,0.004193795826014313
2020-03-31 00:00:00+00:00,0.03114666061138993
2020-04-30 00:00:00+00:00,-0.01924118087999116
2020-05-31 00:00:00+00:00,0.0009910668106041243
2020-06-30 00:00:00+00:00,-0.010326594034496206
2020-07-31 00:00:00+00:00,0.01122525231088356
2020-08-31 00:00:00+00:00,0.004477510266973184
2020-09-30 00:00:00+00:00,0.0011993333177686694
2020-10-31 00:00:00+00:00,-0.0048212324646461635
2020-11-30 00:00:00+00:00,-0.0002780976949211533
2020-12-31 00:00:00+00:00,-0.00021630183966925287
2021-01-31 00:00:00+00:00,0.0020808262098876984
2021-02-28 00:00:00+00:00,-0.006207348009524716
2021-03-31 00:00:00+00:00,-0.005934886280373197
2021-04-30 00:00:00+00:00,-0.006893793737769438
2021-05-31 00:00:00+00:00,-0.003078076140549668
2021-06-30 00:00:00+00:00,0.0011722565600609247
2021-07-31 00:00:00+00:00,-0.0031291996293186797
2021-08-31 00:00:00+00:00,0.0014316758665238183
2021-09-30 00:00:00+00:00,-0.0004133286883734044
2021-10-31 00:00:00+00:00,-0.009465205261332876
2021-11-30 00:00:00+00:00,0.000950343756368266
2021-12-31 00:00:00+00:00,-0.003611612117413898
2022-01-31 00:00:00+00:00,-0.007129859246453929
2022-02-28 00:00:00+00:00,0.006481785895462222
2022-03-31 00:00:00+00:00,-0.00557384367671554
2022-04-30 00:00:00+00:00,-0.0120237039117288
2022-05-31 00:00:00+00:00,-0.005171101714298021
2022-06-30 00:00:00+00:00,-0.001604241944460516
2022-07-31 00:00:00+00:00,-0.01354670390890933
2022-08-31 00:00:00+00:00,0.00229520782527759
2022-09-30 00:00:00+00:00,-0.0004466819290175339
2022-10-31 00:00:00+00:00,0.02088798464384456
2022-11-30 00:00:00+00:00,-0.018439598911373922
2022-12-31 00:00:00+00:00,-0.010673865766950619
2023-01-31 00:00:00+00:00,-0.0059941932018542365
2023-02-28 00:00:00+00:00,0.012930566211575512
2023-03-31 00:00:00+00:00,0.002881691303691536
2023-04-30 00:00:00+00:00,0.012578799485230885
2023-05-31 00:00:00+00:00,0.0066685538854918125
2023-06-30 00:00:00+00:00,0.015366640645239737
2023-07-31 00:00:00+00:00,-0.004359056996223298
2023-08-31 00:00:00+00:00,-0.005867644625783486
2023-09-30 00:00:00+00:00,0.014083014903098379
2023-10-31 00:00:00+00:00,-0.00794289648759472
2023-11-30 00:00:00+00:00,-0.00019183358096586112
2023-12-31 00:00:00+00:00,0.00410977154263148
2024-01-31 00:00:00+00:00,-0.0007661642430801807
2024-02-29 00:00:00+00:00,-0.0008822249550315409
2024-03-31 00:00:00+00:00,0.004277210087434424
2024-04-30 00:00:00+00:00,0.0064718121093241265
2024-05-31 00:00:00+00:00,0.001642227804023344
2024-06-30 00:00:00+00:00,0.009745903377065268
2024-07-31 00:00:00+00:00,-0.02871796364253809
2024-08-31 00:00:00+00:00,-0.007610951815421485
2024-09-30 00:00:00+00:00,-0.004618026805097375
2024-10-31 00:00:00+00:00,-0.001922801885357206
2024-11-30 00:00:00+00:00,0.0037514534869191873
2024-12-31 00:00:00+00:00,-0.00427697798344473
2025-01-31 00:00:00+00:00,0.009417710975696991
2025-02-28 00:00:00+00:00,0.004810453361761224
2025-03-31 00:00:00+00:00,0.008791181403732695
2025-04-30 00:00:00+00:00,0.004909117319484402
2025-05-31 00:00:00+00:00,0.0006650196313506829
2025-06-30 00:00:00+00:00,-0.004570119004340789
2025-07-31 00:00:00+00:00,-0.011235718015317309
2025-08-31 00:00:00+00:00,0.005005179323475328
2025-09-30 00:00:00+00:00,-0.0003541397269655189
2025-10-31 00:00:00+00:00,-0.010645950158267414
2025-11-30 00:00:00+00:00,-0.0020951077367644677
2025-12-31 00:00:00+00:00,-0.005130568673124891
2026-01-31 00:00:00+00:00,0.003036405461692704
2026-02-28 00:00:00+00:00,-0.0033786478694094457
2026-03-31 00:00:00+00:00,-2.625911828235683e-05
2026-04-30 00:00:00+00:00,-1.5623109627549425e-05
2026-05-31 00:00:00+00:00,-0.0008621906474972629
2026-06-30 00:00:00+00:00,-0.0007261733537833326
2026-07-31 00:00:00+00:00,0.00218860994950143
2026-08-31 00:00:00+00:00,0.0069853121265299745
2026-09-30 00:00:00+00:00,-0.008704809934028002
