,USD,GBP,JPY,CAD,EUR,AUD,NZD
1968-05-01 00:00:00+00:00,0.7092198481,11.366525737452049,16.831618280087746,0.8032129248,,,
1968-06-01 00:00:00+00:00,0.3521126711,8.941475949553546,14.563025496467885,1.9920318581,,,
1968-07-01 00:00:00+00:00,1.0526315642,8.81425363885735,13.461558861110445,0.3906249399,,,
1968-08-01 00:00:00+00:00,0.0,8.894703275723614,16.504788194799435,0.0,,,
1968-09-01 00:00:00+00:00,0.0,7.920424840649121,13.207565021662049,-0.3891049987,,,
1968-10-01 00:00:00+00:00,-0.3472222174,8.208099834254256,12.149541470144953,1.1718750108,,,
1968-11-01 00:00:00+00:00,1.7421602546,7.621618238275629,13.888912104555938,1.1583011689,,,
1968-12-01 00:00:00+00:00,0.6849314975,7.207981732622426,13.761489837417074,0.7633587544,,,
1969-01-01 00:00:00+00:00,0.6802721673,7.539697025604797,14.545482726583936,0.7575757337,,,
1969-02-01 00:00:00+00:00,1.0135134992,9.176715039577843,18.348591776082745,1.5037594435,,,
1969-03-01 00:00:00+00:00,0.3344481559,8.276032383796394,13.274353562660979,0.3703703133,,,
1969-04-01 00:00:00+00:00,0.0,6.989672832066196,14.03502289552514,0.3690037237,,,
1969-05-01 00:00:00+00:00,0.3333333287,7.212030452916984,11.864422625806581,0.7352940945,,,
1969-06-01 00:00:00+00:00,0.664451818,9.035225536166514,12.711887455718674,0.3649635369,,,
1969-07-01 00:00:00+00:00,0.3300329987,6.691281402213933,16.101746775366998,0.7272727043,,,
1969-08-01 00:00:00+00:00,0.3289473639,7.90126626951726,17.499979105899666,0.3610108632,,,
1969-09-01 00:00:00+00:00,0.6557376959,7.863755652949922,18.333319403933103,-0.3597122628,,,
1969-10-01 00:00:00+00:00,0.3257328946,7.861887948004864,16.666722384267587,0.3610108632,,,
1969-11-01 00:00:00+00:00,1.2987013457,8.509472334091473,17.07314686694559,1.4388488753,,,
1969-12-01 00:00:00+00:00,0.320512816,8.75847305354036,16.12900094953551,0.709219836,,,
1970-01-01 00:00:00+00:00,0.3194888134,8.192618915100391,15.079325912813136,1.4084507467,,,
1970-02-01 00:00:00+00:00,0.9554139994,8.504856750481382,18.604654778860684,1.3888888452,,,
1970-03-01 00:00:00+00:00,-0.3154574089,8.762492283526857,14.843709599319265,0.0,,,
1970-04-01 00:00:00+00:00,0.3164556918,10.412253721054077,17.692303538213828,0.3424657847,,,
1970-05-01 00:00:00+00:00,0.6309148178,10.965637891319346,17.424236092696876,1.0238907947,,,
1970-06-01 00:00:00+00:00,0.0,10.06156024525351,18.796997583950926,1.013513523,,,
1970-07-01 00:00:00+00:00,0.9404388586,12.506662537630309,17.518242831709152,0.0,,,
1970-08-01 00:00:00+00:00,0.621118004,12.832057856025791,15.602898928016895,0.6688963,,,
1970-09-01 00:00:00+00:00,0.3086420326,13.575214392057088,17.60564176089614,-0.3322259439,,,
1970-10-01 00:00:00+00:00,0.3076923034,14.466885521729477,23.57139940498407,0.6666667276,,,
1970-11-01 00:00:00+00:00,0.9202453859,13.826525537867473,16.666666666666675,0.0,,,
1970-12-01 00:00:00+00:00,-0.9118540907,14.045992111900674,18.750017411750285,1.3245032694,,,
1971-01-01 00:00:00+00:00,0.0,15.080004194605978,19.31036677011697,0.9803921663,,,
1971-02-01 00:00:00+00:00,1.8404907717,14.306905594429931,16.33987742125791,2.588996762,,,
1971-03-01 00:00:00+00:00,1.2048192605,14.281468940053866,21.08840334987805,0.6309148068,,,
1971-04-01 00:00:00+00:00,0.8928571899,13.84993010371318,17.64707810297925,0.6269593049,,,
1971-05-01 00:00:00+00:00,0.0,12.000815473309823,16.129038519772344,0.0,,,
1971-06-01 00:00:00+00:00,0.5899704932,13.221012505587403,15.18987181074074,0.6230529398,,,
1971-07-01 00:00:00+00:00,0.5865102557,12.888923589561042,11.180090175279922,1.2383900539,,,
1971-08-01 00:00:00+00:00,0.5830903709,11.07482727442035,15.950924775112906,0.611620851,,,
1971-09-01 00:00:00+00:00,0.2898550685,10.985231069503243,13.772450774498024,-0.6079027907,,,
1971-10-01 00:00:00+00:00,0.5780346741,10.568126283917124,13.872829018956278,0.3058104255,,,
1971-11-01 00:00:00+00:00,0.0,10.580833089711138,14.880957355738179,1.2195121569,,,
1971-12-01 00:00:00+00:00,0.5747126358,9.987996940142274,14.035085661400082,0.9036144667,,,
1972-01-01 00:00:00+00:00,-0.2857142818,8.625876819925594,13.872829018956278,0.2985074899,,,
1972-02-01 00:00:00+00:00,1.7191977412,8.761289348311108,8.988783670258949,1.4880952279,,,
1972-03-01 00:00:00+00:00,0.5633802738,9.355057334916882,14.606752335303286,0.2932551587,,,
1972-04-01 00:00:00+00:00,1.1204481637,10.26533783743242,15.000013929400247,0.2923976158,,,
1972-05-01 00:00:00+00:00,0.5540166129,11.772285853130949,16.111134326778178,0.874635577,,,
1972-06-01 00:00:00+00:00,0.5509641798,10.897983316270366,16.483542522291472,1.1560693989,,,
1972-07-01 00:00:00+00:00,0.547945198,11.343287851147842,17.318469246310777,0.2857142418,,,
1972-08-01 00:00:00+00:00,0.2724796146,12.362362268729088,14.285668801976525,0.0,,,
1972-09-01 00:00:00+00:00,0.2717391266,11.966873638969,12.105312609199181,0.5698006219,,,
1972-10-01 00:00:00+00:00,1.0840108249,12.127591978143503,11.167501836559213,0.8498583648,,,
1972-11-01 00:00:00+00:00,0.5361930221,14.116006996225195,16.580344805904424,0.8426965682,,,
1972-12-01 00:00:00+00:00,0.799999989,14.473002636227971,16.410237156366026,0.8356546043,,,
1973-01-01 00:00:00+00:00,0.2645502609,15.462799785283776,17.258871102816254,0.5524862383,,,
1973-02-01 00:00:00+00:00,1.0554090091,13.820180156211826,19.072167613233958,1.3736263638,,,
1973-03-01 00:00:00+00:00,0.7832898062,13.610088543680243,16.176507460177092,0.542005403,,,
1973-04-01 00:00:00+00:00,0.2590673539,13.224965435340597,17.87439800773263,0.2695418035,,,
1973-05-01 00:00:00+00:00,0.2583979292,12.406176950325465,17.703349741497032,1.0752687832,,,
1973-06-01 00:00:00+00:00,0.7731958656,11.43610760157907,17.452828626643058,0.797872348,,,
1973-07-01 00:00:00+00:00,0.5115089444,13.372969799724665,23.809526083711052,0.7915567357,,,
1973-08-01 00:00:00+00:00,0.5089058455,13.860970103700176,24.07408955118544,0.7853403215,,,
1973-09-01 00:00:00+00:00,0.7594937109,14.146211183742107,22.53520330953016,0.0,,,
1973-10-01 00:00:00+00:00,0.5025125558,13.519560895927118,20.547931404161226,-0.5194805031,,,
1973-11-01 00:00:00+00:00,0.7499999896,12.303506174002287,21.333326201482805,2.6109660388,,,
1973-12-01 00:00:00+00:00,0.4962779088,12.679992173736721,22.466972224946737,1.2722646222,,,
1974-01-01 00:00:00+00:00,0.4938271537,13.114330011317099,22.943738543521807,-0.2512563043,,,
1974-02-01 00:00:00+00:00,0.4914004847,14.066675507519367,34.19915581331334,1.7632242189,,,
1974-03-01 00:00:00+00:00,0.2444987742,7.10216219598796,17.29954788354997,0.9900989787,,,
1974-04-01 00:00:00+00:00,0.7317073557,8.061737667586,18.8524495828853,0.2450980616,,,
1974-05-01 00:00:00+00:00,0.4842614944,13.7331523594735,18.69917638530916,1.4669926788,,,
1974-06-01 00:00:00+00:00,0.2409638521,13.14950486924693,24.899597584783706,1.4457830869,,,
1974-07-01 00:00:00+00:00,2.1634615084,12.584872292713612,33.46153950006152,1.4251781611,,,
1974-08-01 00:00:00+00:00,1.1764706191,15.97429022854675,32.08955447297102,0.7025761191,,,
1974-09-01 00:00:00+00:00,0.6976744089,18.150470202418024,35.63216403256979,2.0930232757,,,
1974-10-01 00:00:00+00:00,1.1547343952,20.003614467580853,31.81821980745516,1.138952156,,,
1974-11-01 00:00:00+00:00,0.9132420421,20.81847236236978,26.37361910699283,2.2522522366,,,
