time,curve_slope_z_xs
2011-10-31 00:00:00+00:00,-0.0025069548045268952
2011-11-30 00:00:00+00:00,-0.003955382314311029
2011-12-31 00:00:00+00:00,-0.009888863285272054
2012-01-31 00:00:00+00:00,0.003423273972669172
2012-02-29 00:00:00+00:00,0.005545262665620054
2012-03-31 00:00:00+00:00,-0.007268415652359472
2012-04-30 00:00:00+00:00,-0.004319040111708583
2012-05-31 00:00:00+00:00,-0.007079125517370222
2012-06-30 00:00:00+00:00,0.011354247907488624
2012-07-31 00:00:00+00:00,7.130446679304292e-05
2012-08-31 00:00:00+00:00,0.001485708626455029
2012-09-30 00:00:00+00:00,0.002838213427530434
2012-10-31 00:00:00+00:00,0.006621523264928264
2012-11-30 00:00:00+00:00,-0.0026136929645450557
2012-12-31 00:00:00+00:00,-0.0004986984912381809
2013-01-31 00:00:00+00:00,0.008099575742914755
2013-02-28 00:00:00+00:00,0.005981497199441632
2013-03-31 00:00:00+00:00,0.009927415436347564
2013-04-30 00:00:00+00:00,-0.009863893184344774
2013-05-31 00:00:00+00:00,-7.83889218781697e-05
2013-06-30 00:00:00+00:00,-0.006144271914016675
2013-07-31 00:00:00+00:00,-0.004222147891447814
2013-08-31 00:00:00+00:00,0.009054187001139358
2013-09-30 00:00:00+00:00,-0.005116233752953114
2013-10-31 00:00:00+00:00,0.010935947507167532
2013-11-30 00:00:00+00:00,-0.01301717283557724
2013-12-31 00:00:00+00:00,-0.0034198615787979225
2014-01-31 00:00:00+00:00,0.007672290862640763
2014-02-28 00:00:00+00:00,0.005893563120681566
2014-03-31 00:00:00+00:00,0.016936304617383824
2014-04-30 00:00:00+00:00,-0.0030943460484466057
2014-05-31 00:00:00+00:00,-0.0018757530977312475
2014-06-30 00:00:00+00:00,-0.008941450210958601
2014-07-31 00:00:00+00:00,0.008491109413293563
2014-08-31 00:00:00+00:00,0.006513714333354681
2014-09-30 00:00:00+00:00,0.004371004962502534
2014-10-31 00:00:00+00:00,-0.0017602049094316286
2014-11-30 00:00:00+00:00,-0.006739729903521896
2014-12-31 00:00:00+00:00,-0.00350920293855983
2015-01-31 00:00:00+00:00,0.023203772439179593
2015-02-28 00:00:00+00:00,-0.012835017170740093
2015-03-31 00:00:00+00:00,0.001459618882473146
2015-04-30 00:00:00+00:00,0.005250911880573694
2015-05-31 00:00:00+00:00,0.007559682278626578
2015-06-30 00:00:00+00:00,0.010772964815934927
2015-07-31 00:00:00+00:00,-0.011237943071412348
2015-08-31 00:00:00+00:00,-0.0026451775131413058
2015-09-30 00:00:00+00:00,-0.005990385396854259
2015-10-31 00:00:00+00:00,-0.01636695263749799
2015-11-30 00:00:00+00:00,0.004321457699695497
2015-12-31 00:00:00+00:00,0.005544842078280654
2016-01-31 00:00:00+00:00,-0.006882072001905382
2016-02-29 00:00:00+00:00,0.019335805540621642
2016-03-31 00:00:00+00:00,0.00852649065937805
2016-04-30 00:00:00+00:00,-0.006200495192243527
2016-05-31 00:00:00+00:00,-0.01482997252081053
2016-06-30 00:00:00+00:00,0.030026888538568608
2016-07-31 00:00:00+00:00,0.003092196273874581
2016-08-31 00:00:00+00:00,-0.005543770728162145
2016-09-30 00:00:00+00:00,0.005316085675448834
2016-10-31 00:00:00+00:00,0.012149061346247159
2016-11-30 00:00:00+00:00,-0.004056943368175081
2016-12-31 00:00:00+00:00,-0.0019401416326972898
2017-01-31 00:00:00+00:00,0.01053505822595513
2017-02-28 00:00:00+00:00,0.005138008588195353
2017-03-31 00:00:00+00:00,-0.010334444838738577
2017-04-30 00:00:00+00:00,-0.02709503494572374
2017-05-31 00:00:00+00:00,-0.0003787636046986842
2017-06-30 00:00:00+00:00,0.01814740329852227
2017-07-31 00:00:00+00:00,0.007761518710108994
2017-08-31 00:00:00+00:00,0.0017373235414597232
2017-09-30 00:00:00+00:00,-0.008981021699848712
2017-10-31 00:00:00+00:00,-0.0023818126457951783
2017-11-30 00:00:00+00:00,-0.011069545667812597
2017-12-31 00:00:00+00:00,0.007849263895638448
2018-01-31 00:00:00+00:00,-0.006870852966269547
2018-02-28 00:00:00+00:00,-0.010585160657978432
2018-03-31 00:00:00+00:00,-0.009545920257615359
2018-04-30 00:00:00+00:00,0.005119142289744305
2018-05-31 00:00:00+00:00,0.01587993249683728
2018-06-30 00:00:00+00:00,-0.0064067488278578555
2018-07-31 00:00:00+00:00,-0.0034598055811747574
2018-08-31 00:00:00+00:00,-0.00486632351435945
2018-09-30 00:00:00+00:00,-0.004498765213431066
2018-10-31 00:00:00+00:00,0.007753248427825321
2018-11-30 00:00:00+00:00,6.503447529659923e-05
2018-12-31 00:00:00+00:00,0.017671945425868474
2019-01-31 00:00:00+00:00,-0.0014734478230600256
2019-02-28 00:00:00+00:00,-0.005058580327964912
2019-03-31 00:00:00+00:00,-0.0009648547991353285
2019-04-30 00:00:00+00:00,0.00503256275310382
2019-05-31 00:00:00+00:00,0.004430711800683218
2019-06-30 00:00:00+00:00,-0.012409495717295993
2019-07-31 00:00:00+00:00,-0.003552463311904952
2019-08-31 00:00:00+00:00,0.010066531103828158
2019-09-30 00:00:00+00:00,-0.0006597821577425389
2019-10-31 00:00:00+00:00,0.003264037621664606
2019-11-30 00:00:00+00:00,0.0029125972836230307
2019-12-31 00:00:00+00:00,-0.003060062626486837
2020-01-31 00:00:00+00:00,0.007796938543560783
2020-02-29 00:00:00+00:00,0.0024766541119940477
2020-03-31 00:00:00+00:00,0.012767816170206725
2020-04-30 00:00:00+00:00,0.001958654473974919
2020-05-31 00:00:00+00:00,0.0013518362506295123
2020-06-30 00:00:00+00:00,0.004409430338704334
2020-07-31 00:00:00+00:00,-0.012861528118886856
2020-08-31 00:00:00+00:00,-0.0008121785153013539
2020-09-30 00:00:00+00:00,0.008012933064253547
2020-10-31 00:00:00+00:00,0.002460918935429879
2020-11-30 00:00:00+00:00,-0.0004283385843262266
2020-12-31 00:00:00+00:00,-0.0005122953482783466
2021-01-31 00:00:00+00:00,-0.010348131701479746
2021-02-28 00:00:00+00:00,-0.002352771556839328
2021-03-31 00:00:00+00:00,-0.005947496293093546
2021-04-30 00:00:00+00:00,-0.0012227058049151251
2021-05-31 00:00:00+00:00,-0.005307193603762639
