time,dollar_beta_xs_36m
2018-04-30 00:00:00+00:00,-0.0007618815367137488
2018-05-31 00:00:00+00:00,0.007616484065560369
2018-06-30 00:00:00+00:00,-0.008342164967855004
2018-07-31 00:00:00+00:00,0.006584062215785336
2018-08-31 00:00:00+00:00,-0.01065078172750944
2018-09-30 00:00:00+00:00,0.00347297059199958
2018-10-31 00:00:00+00:00,-0.0019760191331664734
2018-11-30 00:00:00+00:00,0.0186484209655553
2018-12-31 00:00:00+00:00,-0.020341774661063794
2019-01-31 00:00:00+00:00,0.003240603764327332
2019-02-28 00:00:00+00:00,-0.0048216057867296325
2019-03-31 00:00:00+00:00,0.0035452045815251854
2019-04-30 00:00:00+00:00,-0.0015565271440690642
2019-05-31 00:00:00+00:00,-0.01824975366662973
2019-06-30 00:00:00+00:00,0.0033670663969858072
2019-07-31 00:00:00+00:00,-0.007925667704200778
2019-08-31 00:00:00+00:00,-0.020431820067873474
2019-09-30 00:00:00+00:00,0.005333624596432607
2019-10-31 00:00:00+00:00,0.010795750877782728
2019-11-30 00:00:00+00:00,-0.0002496284910644686
2019-12-31 00:00:00+00:00,0.011547861455680763
2020-01-31 00:00:00+00:00,-0.01964039967134945
2020-02-29 00:00:00+00:00,-0.009827044522366712
2020-03-31 00:00:00+00:00,-0.03681955966154593
2020-04-30 00:00:00+00:00,0.022578031077943095
2020-05-31 00:00:00+00:00,0.009209027258074931
2020-06-30 00:00:00+00:00,0.016365867805702594
2020-07-31 00:00:00+00:00,0.002103803115793612
2020-08-31 00:00:00+00:00,0.00962671147958738
2020-09-30 00:00:00+00:00,-0.007966321270802323
2020-10-31 00:00:00+00:00,-0.0077165132162109185
2020-11-30 00:00:00+00:00,0.023722476816173232
2020-12-31 00:00:00+00:00,0.007412753856902876
2021-01-31 00:00:00+00:00,0.0030125700532859234
2021-02-28 00:00:00+00:00,0.023139301368066967
2021-03-31 00:00:00+00:00,-0.0014924451647421177
2021-04-30 00:00:00+00:00,0.0017694176669278416
2021-05-31 00:00:00+00:00,-0.0014143807903320704
2021-06-30 00:00:00+00:00,-0.006698905686092771
2021-07-31 00:00:00+00:00,-0.01183189143684149
2021-08-31 00:00:00+00:00,0.0031162513904363642
2021-09-30 00:00:00+00:00,-0.0005514426673811634
2021-10-31 00:00:00+00:00,0.02017367203475806
2021-11-30 00:00:00+00:00,-0.022212481490690106
2021-12-31 00:00:00+00:00,0.0039684560195485385
2022-01-31 00:00:00+00:00,-0.013785192348683695
2022-02-28 00:00:00+00:00,0.011672292763777792
2022-03-31 00:00:00+00:00,0.0321456754860161
2022-04-30 00:00:00+00:00,-0.005291304480475767
2022-05-31 00:00:00+00:00,-0.0032605274032119214
2022-06-30 00:00:00+00:00,-0.00259685101568663
2022-07-31 00:00:00+00:00,-0.001048477023032346
2022-08-31 00:00:00+00:00,0.005807281672578268
2022-09-30 00:00:00+00:00,-0.007716841604456404
2022-10-31 00:00:00+00:00,0.0034963414934312542
2022-11-30 00:00:00+00:00,0.012000798865176021
2022-12-31 00:00:00+00:00,-0.00949686734356725
2023-01-31 00:00:00+00:00,0.0119100611733578
2023-02-28 00:00:00+00:00,-0.008579487647313866
2023-03-31 00:00:00+00:00,-0.0033780931174064444
2023-04-30 00:00:00+00:00,-0.011913488942943973
2023-05-31 00:00:00+00:00,-0.0054162516452843645
2023-06-30 00:00:00+00:00,-0.0025740744123977644
2023-07-31 00:00:00+00:00,0.0007375475691144828
2023-08-31 00:00:00+00:00,-0.008544183337761191
2023-09-30 00:00:00+00:00,0.005718433821155999
2023-10-31 00:00:00+00:00,-0.004559755149955769
2023-11-30 00:00:00+00:00,0.01066616183766822
2023-12-31 00:00:00+00:00,-0.0003322357781847529
2024-01-31 00:00:00+00:00,-0.007941349588185154
2024-02-29 00:00:00+00:00,0.0030720836582025512
2024-03-31 00:00:00+00:00,0.002592671154705517
2024-04-30 00:00:00+00:00,0.0031295981736991774
2024-05-31 00:00:00+00:00,0.009760296285599601
2024-06-30 00:00:00+00:00,2.1573874663616266e-05
2024-07-31 00:00:00+00:00,-0.014427746101673078
2024-08-31 00:00:00+00:00,0.007472014581789255
2024-09-30 00:00:00+00:00,0.008135883991182036
2024-10-31 00:00:00+00:00,-0.014599502838468337
2024-11-30 00:00:00+00:00,0.0010353655999499889
2024-12-31 00:00:00+00:00,-0.010208863033992932
2025-01-31 00:00:00+00:00,0.00871836507106094
2025-02-28 00:00:00+00:00,0.005430251092656491
2025-03-31 00:00:00+00:00,-0.008846521639829907
2025-04-30 00:00:00+00:00,0.0012459516745371157
2025-05-31 00:00:00+00:00,-0.0006752025387333216
2025-06-30 00:00:00+00:00,-0.007559665109443725
2025-07-31 00:00:00+00:00,-0.008047538381725228
2025-08-31 00:00:00+00:00,-0.0015367912001933437
2025-09-30 00:00:00+00:00,-0.0014825643567250024
2025-10-31 00:00:00+00:00,-0.005714892236718727
2025-11-30 00:00:00+00:00,-0.005197741985135229
2025-12-31 00:00:00+00:00,-0.007802813447190804
2026-01-31 00:00:00+00:00,0.007231466225017025
2026-02-28 00:00:00+00:00,0.0008023730207611379
2026-03-31 00:00:00+00:00,-0.005119815773061531
2026-04-30 00:00:00+00:00,-0.0035537049267881926
2026-05-31 00:00:00+00:00,0.006172943554132004
2026-06-30 00:00:00+00:00,-0.007105241949951657
2026-07-31 00:00:00+00:00,0.005036419941063519
2026-08-31 00:00:00+00:00,-0.0024696044942771334
2026-09-30 00:00:00+00:00,-0.007063650035129987
