symbol,timeframe,strategy,data_source,bars_total,bars_research,bars_holdout,range_start,range_end,params,wf_mode,folds,is_return,oos_return,oos_max_dd,oos_daily_dd,oos_sharpe,oos_trades,oos_gates_pass,oos_profitable,overfit_oos_weaker,anchored_oos_return,anchored_gates_pass,holdout_return,holdout_max_dd,holdout_daily_dd,holdout_sharpe,holdout_trades,holdout_gates_pass,holdout_profitable_and_gates,ftmo_golive_candidate,baseline_oos_return,baseline_gates_pass
EURUSD,H4,bbands_reversion,approximate_non_ftmo,4437,2852,1585,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_max"": 28, ""require_htf_align"": false, ""require_rsi"": true, ""rsi_high"": 60, ""rsi_low"": 40, ""session_hours"": null}",rolling,23,0.0018358299669997038,0.0009015865276169454,0.02632000138102219,0.017094135284423828,0.46302265427247596,33,True,True,True,0.0009015865276169454,True,-0.013741300697331371,0.045014399244286456,0.012325763702392578,-0.2955376381890938,44,True,False,False,0.0009015865276169454,True
EURUSD,H4,breakout_donchian,approximate_non_ftmo,4437,2852,1585,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_min"": 15, ""atr_pct_min"": 0.1, ""session_hours"": null, ""use_mid_exit"": false}",rolling,23,-0.015624475310856775,-0.001358019313877511,0.034338928442133834,0.015614176101685006,-0.09012566236751374,87,True,False,False,-0.001358019313877511,True,-0.01881423428595619,0.06891697043223728,0.012571801763262192,-0.27207072723423653,98,True,False,False,-0.0037407127218876813,True
EURUSD,H4,hybrid_regime,approximate_non_ftmo,4437,2852,1585,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_chop"": 16, ""adx_trend"": 24, ""rsi_high"": 70, ""rsi_low"": 35, ""session_hours"": null}",rolling,23,0.0002564834106002211,1.490740453684001e-06,0.017304516949593486,0.014359345060076448,-0.12806560576258813,80,True,True,True,1.490740453684001e-06,True,-0.04733579925613929,0.05548087873336937,0.009986582370431133,-0.9941647966377573,81,True,False,False,-0.001958762174534269,True
EURUSD,H4,trend_ma_adx,approximate_non_ftmo,4437,2852,1585,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_threshold"": 22, ""atr_pct_max"": 0.9, ""atr_pct_min"": 0.0, ""require_ema_align"": true, ""require_htf_align"": false, ""session_hours"": null}",rolling,23,0.0011214991706653965,-0.0006670195820603426,0.02033849965550309,0.019254892692565917,-0.570961123685376,81,True,False,True,-0.0006670195820603426,True,-0.0513754905155791,0.05475367898489431,0.01044367364065969,-1.210526366297911,84,True,False,False,-0.0016274788814676705,True
EURUSD,H4,mean_reversion_regime,approximate_non_ftmo,4437,2852,1585,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_max"": 20, ""rsi_high"": 65, ""rsi_low"": 30, ""session_hours"": null}",rolling,23,0.006357299149554257,0.0003809096278314721,0.01727221936953606,0.009757757186889503,0.45742115679830575,8,True,True,True,0.0003809096278314721,True,-0.014015836219788746,0.02559425180366849,0.012325763702392578,-0.489587518750393,12,True,False,False,0.0014278725831404094,True
EURUSD,D1,bbands_reversion,approximate_non_ftmo,2601,2341,260,2016-09-15 23:00:00+00:00,2026-09-15 23:00:00+00:00,"{""adx_max"": 22, ""require_htf_align"": false, ""require_rsi"": true, ""rsi_high"": 60, ""rsi_low"": 40, ""session_hours"": null}",rolling,21,0.018766368841216054,0.0025951369054612143,0.020405488791313705,0.01076960563659668,0.7345823570972675,17,True,True,True,0.0025951369054612143,True,-0.005766135359573488,0.017405958426334165,0.009739909172058251,-0.4368033803733832,5,True,False,False,0.0025592473721004006,True
EURUSD,D1,breakout_donchian,approximate_non_ftmo,2601,2341,260,2016-09-15 23:00:00+00:00,2026-09-15 23:00:00+00:00,"{""adx_min"": 20, ""atr_pct_min"": 0.0, ""session_hours"": null, ""use_mid_exit"": false}",rolling,21,-0.00029739852961841953,-0.0029696368176985893,0.06951919975026455,0.01214740588313507,-0.7789644749942859,29,True,False,False,-0.0029696368176985893,True,-0.021434028333091715,0.0357369332211657,0.009204840458515683,-1.4424217649419238,10,True,False,False,-0.006731291629371002,True
EURUSD,D1,hybrid_regime,approximate_non_ftmo,2601,2341,260,2016-09-15 23:00:00+00:00,2026-09-15 23:00:00+00:00,"{""adx_chop"": 16, ""adx_trend"": 24, ""rsi_high"": 70, ""rsi_low"": 35, ""session_hours"": null}",rolling,21,-0.0001327344001258023,-0.0012106419912027194,0.03237801936556433,0.011330356749234634,-0.13016127178829637,34,True,False,False,-0.0012106419912027194,True,-0.03156020705691742,0.03726416841684632,0.00800426163711556,-2.6947342664740366,10,True,False,False,-0.0015005410847969084,True
EURUSD,D1,trend_ma_adx,approximate_non_ftmo,2601,2341,260,2016-09-15 23:00:00+00:00,2026-09-15 23:00:00+00:00,"{""adx_threshold"": 22, ""atr_pct_max"": 0.9, ""atr_pct_min"": 0.0, ""require_ema_align"": false, ""require_htf_align"": false, ""session_hours"": null}",rolling,21,0.006865657030921383,-0.0014187273800272933,0.020434353091872914,0.009994059444100275,-0.7980281282192023,30,True,False,True,-0.0014187273800272933,True,-0.014103855048942626,0.022804837720727385,0.006833779811859131,-1.1360489654377828,10,True,False,False,-0.002818189714132068,True
EURUSD,D1,mean_reversion_regime,approximate_non_ftmo,2601,2341,260,2016-09-15 23:00:00+00:00,2026-09-15 23:00:00+00:00,"{""adx_max"": 20, ""rsi_high"": 70, ""rsi_low"": 35, ""session_hours"": null}",rolling,21,0.00840637284773845,0.002116509995142563,0.020467261307525478,0.00830416202545166,0.7157062677043311,11,True,True,True,0.002116509995142563,True,-0.0015762749443056778,0.01307846134567284,0.005626416206359864,-0.22661797954317103,1,True,False,False,0.0026109091672442317,True
GBPUSD,H4,bbands_reversion,approximate_non_ftmo,4437,2851,1586,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_max"": 22, ""require_htf_align"": false, ""require_rsi"": false, ""rsi_high"": 60, ""rsi_low"": 35, ""session_hours"": null}",rolling,23,-0.0020379102229557892,-0.0008358511903180377,0.04333920117187488,0.015112876892089844,0.30984765242593576,23,True,False,False,-0.0008358511903180377,True,-0.02025556167602005,0.0609484468966789,0.014938950538635254,-0.3382911683391478,37,True,False,False,0.0005555431644607917,True
GBPUSD,H4,breakout_donchian,approximate_non_ftmo,4437,2851,1586,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_min"": 15, ""atr_pct_min"": 0.1, ""session_hours"": ""7-20"", ""use_mid_exit"": true}",rolling,23,-0.008789098612100121,-0.00047639457360948916,0.02730781132289354,0.010953903198242333,-0.6563664357008743,86,True,False,False,-0.00047639457360948916,True,-0.014225256362421668,0.04813220915898335,0.01332982669285382,-0.21790108309044576,67,True,False,False,-0.0004324824620131787,True
GBPUSD,H4,hybrid_regime,approximate_non_ftmo,4437,2851,1586,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_chop"": 20, ""adx_trend"": 20, ""rsi_high"": 70, ""rsi_low"": 30, ""session_hours"": null}",rolling,23,0.018565503531281623,0.0030516592846653603,0.024570085659735633,0.015550183559635916,0.29111137387067226,91,True,True,True,0.0030516592846653603,True,-0.019465226290448667,0.04920175450830339,0.016935567103794746,-0.24518955268094295,108,True,False,False,0.0037137767085877217,True
GBPUSD,H4,trend_ma_adx,approximate_non_ftmo,4437,2851,1586,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_threshold"": 22, ""atr_pct_max"": 0.9, ""atr_pct_min"": 0.0, ""require_ema_align"": true, ""require_htf_align"": true, ""session_hours"": null}",rolling,23,0.007194044592944303,0.0,0.0,0.0,0.0,0,True,False,True,0.0,True,-0.021193145021490833,0.05573269878329255,0.011001360588073585,-0.6269948487356489,30,True,False,False,0.0032666440578924924,True
GBPUSD,H4,mean_reversion_regime,approximate_non_ftmo,4437,2851,1586,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_max"": 30, ""rsi_high"": 65, ""rsi_low"": 30, ""session_hours"": ""7-20""}",rolling,23,-0.0056280463937330725,-0.0017219437691230466,0.03765178775978042,0.010767579078674608,-0.0013196549825566577,22,True,False,False,-0.0017219437691230466,True,0.029059913749699406,0.047072539633993625,0.014938950538635254,0.6157968288213924,23,True,True,False,-0.0009339840118572145,True
GBPUSD,D1,bbands_reversion,approximate_non_ftmo,2601,2341,260,2016-09-15 23:00:00+00:00,2026-09-15 23:00:00+00:00,"{""adx_max"": 28, ""require_htf_align"": false, ""require_rsi"": true, ""rsi_high"": 65, ""rsi_low"": 40, ""session_hours"": null}",rolling,21,0.018867004017331688,-0.0010320648575917852,0.03866452313052879,0.016337740421295165,-0.13676712735683916,23,True,False,True,-0.0010320648575917852,True,0.010102608832932125,0.013732127252416643,0.007933523654937744,0.9331122960865422,6,True,True,False,-0.0020777065490358133,True
