time,low_xval_xs
2011-10-31 00:00:00+00:00,0.013862732442199155
2011-11-30 00:00:00+00:00,0.0004304507652925782
2011-12-31 00:00:00+00:00,-0.00214394041479804
2012-01-31 00:00:00+00:00,0.006217037513866153
2012-02-29 00:00:00+00:00,-0.004779779584895727
2012-03-31 00:00:00+00:00,-0.0004450434046064933
2012-04-30 00:00:00+00:00,0.0004949175431001596
2012-05-31 00:00:00+00:00,0.004091838614435073
2012-06-30 00:00:00+00:00,0.011426125115509889
2012-07-31 00:00:00+00:00,0.001259837319918633
2012-08-31 00:00:00+00:00,0.008212207475576605
2012-09-30 00:00:00+00:00,-0.0008794862685410632
2012-10-31 00:00:00+00:00,0.0026650494452487017
2012-11-30 00:00:00+00:00,0.0019678015999644582
2012-12-31 00:00:00+00:00,-0.005629859171291107
2013-01-31 00:00:00+00:00,0.011701126919856364
2013-02-28 00:00:00+00:00,-0.0002553881624937082
2013-03-31 00:00:00+00:00,-0.011622503614747481
2013-04-30 00:00:00+00:00,-0.00702930543946001
2013-05-31 00:00:00+00:00,-0.00541505414668042
2013-06-30 00:00:00+00:00,0.008577135450942741
2013-07-31 00:00:00+00:00,0.009474955088676129
2013-08-31 00:00:00+00:00,0.009716243271503888
2013-09-30 00:00:00+00:00,0.01118280929963178
2013-10-31 00:00:00+00:00,-0.0040241792637925045
2013-11-30 00:00:00+00:00,0.011780069513540825
2013-12-31 00:00:00+00:00,0.0016932049110989222
2014-01-31 00:00:00+00:00,0.012548880201425527
2014-02-28 00:00:00+00:00,-0.007756820563010636
2014-03-31 00:00:00+00:00,0.011624692827234329
2014-04-30 00:00:00+00:00,-0.004328874547369299
2014-05-31 00:00:00+00:00,0.010382218051344871
2014-06-30 00:00:00+00:00,-0.0008616752311279008
2014-07-31 00:00:00+00:00,0.010333619417024709
2014-08-31 00:00:00+00:00,0.00015863186621412062
2014-09-30 00:00:00+00:00,-0.01715277377077762
2014-10-31 00:00:00+00:00,-0.0017790229181340322
2014-11-30 00:00:00+00:00,0.0013338701036280654
2014-12-31 00:00:00+00:00,-0.016451030518881415
2015-01-31 00:00:00+00:00,0.032017753225130674
2015-02-28 00:00:00+00:00,0.0250620526650156
2015-03-31 00:00:00+00:00,0.011443448099209164
2015-04-30 00:00:00+00:00,-0.0014266955750709132
2015-05-31 00:00:00+00:00,-0.00902526248754898
2015-06-30 00:00:00+00:00,-0.02307628737324341
2015-07-31 00:00:00+00:00,-0.010789231486679651
2015-08-31 00:00:00+00:00,-0.015840997541526458
2015-09-30 00:00:00+00:00,2.2531054708618825e-05
2015-10-31 00:00:00+00:00,0.008188677558497615
2015-11-30 00:00:00+00:00,-0.006679237215408196
2015-12-31 00:00:00+00:00,0.0037959028274530127
2016-01-31 00:00:00+00:00,-0.018309226506852738
2016-02-29 00:00:00+00:00,0.003678196129234479
2016-03-31 00:00:00+00:00,-0.011400508884873317
2016-04-30 00:00:00+00:00,0.007403622272383004
2016-05-31 00:00:00+00:00,-0.017792183052594113
2016-06-30 00:00:00+00:00,-0.0031474269584358394
2016-07-31 00:00:00+00:00,-0.006772441629413373
2016-08-31 00:00:00+00:00,0.0014627053196374362
2016-09-30 00:00:00+00:00,0.0029682351637703164
2016-10-31 00:00:00+00:00,-0.005713573500162994
2016-11-30 00:00:00+00:00,0.0033784997100161362
2016-12-31 00:00:00+00:00,-0.004696307792330323
2017-01-31 00:00:00+00:00,-0.0019897699619921827
2017-02-28 00:00:00+00:00,-0.005699132258522144
2017-03-31 00:00:00+00:00,0.00015299631358556276
2017-04-30 00:00:00+00:00,0.008442195294281252
2017-05-31 00:00:00+00:00,-0.014626374950684418
2017-06-30 00:00:00+00:00,0.0045030252696829365
2017-07-31 00:00:00+00:00,-0.005145234680007604
2017-08-31 00:00:00+00:00,0.014048128229798618
2017-09-30 00:00:00+00:00,0.008217267652107507
2017-10-31 00:00:00+00:00,-0.002885072624679852
2017-11-30 00:00:00+00:00,-0.004961573139354525
2017-12-31 00:00:00+00:00,0.012534214800391075
2018-01-31 00:00:00+00:00,-0.004642646376051607
2018-02-28 00:00:00+00:00,0.004349676360029475
2018-03-31 00:00:00+00:00,-0.004124505926412558
2018-04-30 00:00:00+00:00,0.009498197215997761
2018-05-31 00:00:00+00:00,-0.0009672663350052124
2018-06-30 00:00:00+00:00,0.0033627135951785903
2018-07-31 00:00:00+00:00,0.0010063566273326163
2018-08-31 00:00:00+00:00,0.005397759157105053
2018-09-30 00:00:00+00:00,0.007301968965256478
2018-10-31 00:00:00+00:00,0.010038844914825207
2018-11-30 00:00:00+00:00,-0.008448800154175817
2018-12-31 00:00:00+00:00,-0.0084776706780334
2019-01-31 00:00:00+00:00,-0.015399154724562991
2019-02-28 00:00:00+00:00,0.007402080891329543
2019-03-31 00:00:00+00:00,-0.010035470694549908
2019-04-30 00:00:00+00:00,0.005558300542501504
2019-05-31 00:00:00+00:00,0.0067669216907972896
2019-06-30 00:00:00+00:00,-0.0051643418428909404
2019-07-31 00:00:00+00:00,0.00020967654810677416
2019-08-31 00:00:00+00:00,0.006397745437700442
2019-09-30 00:00:00+00:00,-0.009699744636049168
2019-10-31 00:00:00+00:00,0.010121848923329235
2019-11-30 00:00:00+00:00,0.0009742846748013179
2019-12-31 00:00:00+00:00,0.003808573700516682
2020-01-31 00:00:00+00:00,0.0057254779218121055
2020-02-29 00:00:00+00:00,0.00019897535771740138
2020-03-31 00:00:00+00:00,0.020412941939496942
2020-04-30 00:00:00+00:00,-0.007271883329278084
2020-05-31 00:00:00+00:00,0.01706036722210902
2020-06-30 00:00:00+00:00,0.008228208912515633
2020-07-31 00:00:00+00:00,-0.00370978280836598
2020-08-31 00:00:00+00:00,0.0014073635557509956
2020-09-30 00:00:00+00:00,0.004808710062690791
2020-10-31 00:00:00+00:00,0.005715907477292337
2020-11-30 00:00:00+00:00,0.022606368704203517
2020-12-31 00:00:00+00:00,0.004465783215976016
2021-01-31 00:00:00+00:00,0.015561327513745615
2021-02-28 00:00:00+00:00,-0.007042022518194746
2021-03-31 00:00:00+00:00,0.006531651324124921
2021-04-30 00:00:00+00:00,-0.00304119157602345
2021-05-31 00:00:00+00:00,0.007920830762214504
2021-06-30 00:00:00+00:00,0.0010898605341655987
2021-07-31 00:00:00+00:00,-0.0067382374422441105
2021-08-31 00:00:00+00:00,-0.007957761383769801
2021-09-30 00:00:00+00:00,-0.0011627759232915036
2021-10-31 00:00:00+00:00,-0.009584973034604927
2021-11-30 00:00:00+00:00,-0.008566812899503007
2021-12-31 00:00:00+00:00,-0.0031941160400946744
2022-01-31 00:00:00+00:00,-0.00275900625608827
2022-02-28 00:00:00+00:00,0.006937812040019864
2022-03-31 00:00:00+00:00,0.008268370676806747
2022-04-30 00:00:00+00:00,0.007386654340736376
2022-05-31 00:00:00+00:00,-0.007961673232355637
2022-06-30 00:00:00+00:00,-0.01634012773868765
2022-07-31 00:00:00+00:00,-0.006347030869869097
2022-08-31 00:00:00+00:00,-0.010129872429867626
2022-09-30 00:00:00+00:00,0.0050442981756564365
2022-10-31 00:00:00+00:00,0.009230319313101587
2022-11-30 00:00:00+00:00,-0.002324078153167042
2022-12-31 00:00:00+00:00,0.003724977321517331
2023-01-31 00:00:00+00:00,-0.008857772488623294
