time,ulc_chg_xs
2011-10-31 00:00:00+00:00,0.02890430640463748
2011-11-30 00:00:00+00:00,-0.01826907981231951
2011-12-31 00:00:00+00:00,0.020441151751737996
2012-01-31 00:00:00+00:00,0.01736523444623228
2012-02-29 00:00:00+00:00,-0.0022835699073631144
2012-03-31 00:00:00+00:00,-0.010374312065151381
2012-04-30 00:00:00+00:00,0.003496937908102238
2012-05-31 00:00:00+00:00,-0.003512073735406962
2012-06-30 00:00:00+00:00,-0.016318000757486018
2012-07-31 00:00:00+00:00,-0.007436118044678919
2012-08-31 00:00:00+00:00,0.0033180615656702717
2012-09-30 00:00:00+00:00,-0.003326821109048028
2012-10-31 00:00:00+00:00,0.004958011705551213
2012-11-30 00:00:00+00:00,0.00043634653752744335
2012-12-31 00:00:00+00:00,0.0022724945670791197
2013-01-31 00:00:00+00:00,0.003003584378565627
2013-02-28 00:00:00+00:00,-0.004003416571031315
2013-03-31 00:00:00+00:00,-0.009899728762176152
2013-04-30 00:00:00+00:00,0.0007290762645359994
2013-05-31 00:00:00+00:00,0.015793451039850748
2013-06-30 00:00:00+00:00,-0.02292875188353316
2013-07-31 00:00:00+00:00,-0.0024509241866440545
2013-08-31 00:00:00+00:00,-0.005356750441000369
2013-09-30 00:00:00+00:00,-0.015591309102567563
2013-10-31 00:00:00+00:00,0.0036024586140537274
2013-11-30 00:00:00+00:00,-0.005525551463413048
2013-12-31 00:00:00+00:00,-0.00020539641925199081
2014-01-31 00:00:00+00:00,-0.007243090993585333
2014-02-28 00:00:00+00:00,-0.009898937911856809
2014-03-31 00:00:00+00:00,0.013289605404513294
2014-04-30 00:00:00+00:00,-0.0030685525363250976
2014-05-31 00:00:00+00:00,0.00180888109172761
2014-06-30 00:00:00+00:00,-0.009375712125727853
2014-07-31 00:00:00+00:00,0.0016493700228605856
2014-08-31 00:00:00+00:00,0.004725810929748775
2014-09-30 00:00:00+00:00,-0.015535440323514282
2014-10-31 00:00:00+00:00,-0.0017844989237530973
2014-11-30 00:00:00+00:00,-0.0007461511590802772
2014-12-31 00:00:00+00:00,-0.0020886832973510128
2015-01-31 00:00:00+00:00,0.017225469329273047
2015-02-28 00:00:00+00:00,-0.003308565081254322
2015-03-31 00:00:00+00:00,-0.0017534069875325686
2015-04-30 00:00:00+00:00,-0.004572466350361348
2015-05-31 00:00:00+00:00,0.0137436669131763
2015-06-30 00:00:00+00:00,-0.014892529456482562
2015-07-31 00:00:00+00:00,0.01289031227710602
2015-08-31 00:00:00+00:00,-0.0076619175606550405
2015-09-30 00:00:00+00:00,0.006443220647688097
2015-10-31 00:00:00+00:00,0.006048908428058386
