start,end,n_months,mean_mo,pct_pos,top3,tstat_ols,tstat_nw,ann_sharpe,strategy,window,role,gates_pass,clears_1pct_bar
2011-09-18,2026-09-15,180,-0.00034025365918201724,0.5277777777777778,0.10469741974983453,-0.4311885860476382,-0.5051703202763268,-0.12865387643179188,carry_ir3m_xs,full_sample,eval,False,False
2024-01-01,2024-12-31,11,0.0006279455914606213,0.7272727272727273,0.6405604895579032,0.21141544671332252,0.24150100635228758,0.3872410434583626,carry_ir3m_xs,year_2024,eval,True,False
2025-01-01,2025-12-31,11,0.0008713324128184687,0.7272727272727273,0.6009861941144111,0.4970317575062241,0.4757332771822893,0.11653966474937379,carry_ir3m_xs,year_2025,eval,True,False
2026-01-01,2026-12-31,8,0.0018965893607228584,0.75,0.6930909869744418,0.6640145569781295,0.9192911651364707,0.9584797553959021,carry_ir3m_xs,year_2026,eval,True,False
2025-09-15,2026-09-15,12,0.0030836364591271905,0.8333333333333334,0.43182827619949643,1.5948918181946234,1.5004443239509047,1.1675761551965238,carry_ir3m_xs,holdout_365d,confirm_only,True,False
2011-09-18,2026-09-15,180,-0.00010678771273339778,0.5166666666666667,0.10269987740574094,-0.1367620425427895,-0.1618483468163606,-0.06508755814836244,carry_irstci_xs,full_sample,eval,False,False
2024-01-01,2024-12-31,11,0.0012774058165044037,0.6363636363636364,0.6292428507575493,0.49919017631044915,0.5589823438959343,0.6759046111762858,carry_irstci_xs,year_2024,eval,True,False
2025-01-01,2025-12-31,11,0.0011059086776572524,0.6363636363636364,0.6253360127221379,0.7420490030772005,0.6115031277978041,0.16253822609046067,carry_irstci_xs,year_2025,eval,True,False
2026-01-01,2026-12-31,8,0.0015601743186728634,0.625,0.8174699524847538,0.7731628417098066,0.7900044657084166,1.1530707641732592,carry_irstci_xs,year_2026,eval,True,False
2025-09-15,2026-09-15,12,0.0032810515723656433,0.75,0.5507340248326148,2.126896204065215,1.4595063571784006,1.376922240354595,carry_irstci_xs,holdout_365d,confirm_only,True,False
2011-09-18,2026-09-15,180,-0.00034025365918201724,0.5277777777777778,0.10469741974983453,-0.4311885860476382,-0.5051703202763268,-0.12865387643179188,carry_cip_fd_xs,full_sample,eval,False,False
2024-01-01,2024-12-31,11,0.0006279455914606213,0.7272727272727273,0.6405604895579032,0.21141544671332252,0.24150100635228758,0.3872410434583626,carry_cip_fd_xs,year_2024,eval,True,False
2025-01-01,2025-12-31,11,0.0008713324128184687,0.7272727272727273,0.6009861941144111,0.4970317575062241,0.4757332771822893,0.11653966474937379,carry_cip_fd_xs,year_2025,eval,True,False
2026-01-01,2026-12-31,8,0.0018965893607228584,0.75,0.6930909869744418,0.6640145569781295,0.9192911651364707,0.9584797553959021,carry_cip_fd_xs,year_2026,eval,True,False
2025-09-15,2026-09-15,12,0.0030836364591271905,0.8333333333333334,0.43182827619949643,1.5948918181946234,1.5004443239509047,1.1675761551965238,carry_cip_fd_xs,holdout_365d,confirm_only,True,False
2011-09-18,2026-09-15,180,-0.00029259951512943314,0.49444444444444446,0.10981140784711159,-0.500865891645485,-0.6095544850943935,-0.10491300114258378,carry_ir3m_ew,full_sample,eval,True,False
2024-01-01,2024-12-31,11,-0.0014059888693757376,0.5454545454545454,0.8587286928881854,-0.48567399363844244,-0.8194105572131669,-0.7755303841480817,carry_ir3m_ew,year_2024,eval,True,False
2025-01-01,2025-12-31,11,0.0004637547026365783,0.5454545454545454,0.6904560141737228,0.3038098299941918,0.6027864643486213,0.05424756041322811,carry_ir3m_ew,year_2025,eval,True,False
2026-01-01,2026-12-31,8,0.0014190200307533929,0.5,0.9924724795649339,0.8073404314326783,0.9603216434636137,0.5424461511535512,carry_ir3m_ew,year_2026,eval,True,False
2025-09-15,2026-09-15,12,0.0009131408618485252,0.5,0.8267498329475497,0.6858348753535966,0.8405283856795185,0.5002022069921199,carry_ir3m_ew,holdout_365d,confirm_only,True,False
2011-09-18,2026-09-15,180,-0.0003519187693999146,0.5277777777777778,0.10490586095806877,-0.44600653367800747,-0.5221722405511454,-0.132535225196468,carry_ir3m_tc5,full_sample,eval,False,False
2024-01-01,2024-12-31,11,0.0006279455914606213,0.7272727272727273,0.6405604895579032,0.21141544671332252,0.24150100635228758,0.3872410434583626,carry_ir3m_tc5,year_2024,eval,True,False
2025-01-01,2025-12-31,11,0.0008553591392233096,0.7272727272727273,0.6046679643204586,0.4880855670650962,0.46509788191706775,0.11230732791490787,carry_ir3m_tc5,year_2025,eval,True,False
2026-01-01,2026-12-31,8,0.001874545632555305,0.75,0.6964949691661946,0.6573373180550186,0.9142041023765157,0.9497980363115187,carry_ir3m_tc5,year_2026,eval,True,False
2025-09-15,2026-09-15,12,0.0030689406403487385,0.8333333333333334,0.4331472180545852,1.5889424367125953,1.4973931478228042,1.1611400804572136,carry_ir3m_tc5,holdout_365d,confirm_only,True,False
2011-09-18,2026-09-15,180,-0.00022339525153920582,0.5166666666666667,0.10486765816698651,-0.28643743469965893,-0.3373322327862352,-0.09793786609939698,carry_blend_xs,full_sample,eval,False,False
2024-01-01,2024-12-31,11,0.0009533130195767555,0.7272727272727273,0.6401566654991208,0.34583248225521185,0.3928133160487604,0.5255896526159435,carry_blend_xs,year_2024,eval,True,False
2025-01-01,2025-12-31,11,0.000989549230907287,0.6363636363636364,0.6092728261943352,0.6281400670950329,0.5464867801227957,0.1389238638341846,carry_blend_xs,year_2025,eval,True,False
2026-01-01,2026-12-31,8,0.0017279671376806277,0.625,0.7101126772439562,0.7442073203673155,0.8797068799801984,1.0842972885620143,carry_blend_xs,year_2026,eval,True,False
2025-09-15,2026-09-15,12,0.0031820680265001733,0.75,0.45791503092655905,1.9335475909340007,1.4970008184278751,1.3005136282805492,carry_blend_xs,holdout_365d,confirm_only,True,False
