time,ppi_ew
2011-10-31 00:00:00+00:00,0.004639571169712475
2011-11-30 00:00:00+00:00,0.0046397947438225895
2011-12-31 00:00:00+00:00,0.0024057505870396234
2012-01-31 00:00:00+00:00,-0.002138887236465492
2012-02-29 00:00:00+00:00,-0.002468749341408505
2012-03-31 00:00:00+00:00,0.0018924837142197948
2012-04-30 00:00:00+00:00,0.002543911454940595
2012-05-31 00:00:00+00:00,0.0007999840666004232
2012-06-30 00:00:00+00:00,-0.006473640815275794
2012-07-31 00:00:00+00:00,-0.002565871725647817
2012-08-31 00:00:00+00:00,0.004478421617730266
2012-09-30 00:00:00+00:00,-0.0004284851364972919
2012-10-31 00:00:00+00:00,0.0038878239343602683
2012-11-30 00:00:00+00:00,-5.146901833785744e-05
2012-12-31 00:00:00+00:00,0.003908828018471366
2013-01-31 00:00:00+00:00,0.0009224503534819295
2013-02-28 00:00:00+00:00,-0.007364736829200136
2013-03-31 00:00:00+00:00,-0.0061914724259961584
2013-04-30 00:00:00+00:00,0.0027395220991608404
2013-05-31 00:00:00+00:00,0.003082271829685901
2013-06-30 00:00:00+00:00,0.005650148761490614
2013-07-31 00:00:00+00:00,-0.004046884007170348
2013-08-31 00:00:00+00:00,0.00014960494165339178
2013-09-30 00:00:00+00:00,0.005488773435229799
2013-10-31 00:00:00+00:00,-0.004382549113390866
2013-11-30 00:00:00+00:00,0.002598936004372332
2013-12-31 00:00:00+00:00,-0.002669183639338213
2014-01-31 00:00:00+00:00,0.006573687753266277
2014-02-28 00:00:00+00:00,0.0014157211550533955
2014-03-31 00:00:00+00:00,0.008935436741325242
2014-04-30 00:00:00+00:00,-0.0027786622253351823
2014-05-31 00:00:00+00:00,0.0032318333946923516
2014-06-30 00:00:00+00:00,0.0014872334484228311
2014-07-31 00:00:00+00:00,-0.0011870356892521583
2014-08-31 00:00:00+00:00,0.0058992946666132084
2014-09-30 00:00:00+00:00,-0.0006046003500577157
2014-10-31 00:00:00+00:00,0.004150892053788713
2014-11-30 00:00:00+00:00,0.00025536099866574347
2014-12-31 00:00:00+00:00,-0.0018994829172993555
2015-01-31 00:00:00+00:00,0.0033221798669977876
2015-02-28 00:00:00+00:00,-0.00910381395872184
2015-03-31 00:00:00+00:00,0.0015795179750235366
2015-04-30 00:00:00+00:00,0.0028060028262562042
2015-05-31 00:00:00+00:00,0.0064249730958023665
2015-06-30 00:00:00+00:00,0.009969685182553034
2015-07-31 00:00:00+00:00,0.000455419105312993
2015-08-31 00:00:00+00:00,0.006583555922108131
2015-09-30 00:00:00+00:00,-0.003937784186607729
2015-10-31 00:00:00+00:00,-0.006100851709169186
2015-11-30 00:00:00+00:00,-0.0018264278692738944
2015-12-31 00:00:00+00:00,0.0031002467509635423
2016-01-31 00:00:00+00:00,-0.005924292789114771
