strategy,scale,binding,is_total_return,is_static_loss,is_max_daily_dd,is_gates_pass,oos_total_return,oos_static_loss,oos_max_daily_dd,oos_gates_pass,mean_mo_is,mean_mo_oos,n_scales_tried,scaled_full_mean_mo,scaled_full_pct_pos,scaled_ho_mean_mo,scaled_ho_pct_pos,scaled_clears_1pct_is,scaled_clears_1pct_oos
carry_raw,0.9631651544554102,static,-0.06745819596432545,0.09999999987481817,0.02962371566632588,True,0.03254281082055566,0.004501913856243045,0.0047165658934162635,True,-0.00021416719907501694,0.002976375643881405,117,-1.794089378478593e-05,0.5111111111111111,0.002976375643881405,0.75,False,False
fxrv_usd_tilt_21d,3.291121780138857,daily,0.11144826558054777,0.009071531135849801,0.04999999991960547,True,-0.009999496707397637,0.012092472342395922,0.012032434872899903,True,0.0007681417111236949,-0.0008158821724708795,117,0.0006625401188840542,0.25555555555555554,-0.0008158821724708795,0.25,False,False
fxrv_innov_usd_21d,3.063194005045485,daily,0.1672028004790358,0.02524485582157693,0.049999999956039244,True,-0.0057719370143999305,0.03619153756681233,0.01909093305170667,True,0.0010555476653887658,2.5765684230914337e-05,117,0.0009617800044944003,0.36666666666666664,2.5765684230914337e-05,0.3333333333333333,False,False
fxrv_highvol_usd_21d,3.3514708773604114,daily,0.12965001650283847,0.033085366189693884,0.049999999911839406,True,0.0,0.0,0.0,True,0.0008440461864416945,0.0,117,0.0007877764406789149,0.12777777777777777,0.0,0.0,False,False
carry_fxrv_cool_21d,1.4104875960471412,static,-0.049481350531978885,0.09999999991816833,0.024191743546583166,True,0.04526103658090053,0.006589944360290829,0.006522089116074494,True,3.2371703953471527e-07,0.004145159414799288,117,0.0002524572257111557,0.49444444444444446,0.004145159414799288,0.8333333333333334,False,False
carry_fxrv_lowvol_only_21d,1.181282483266508,static,-0.013471499551882982,0.09999999985866423,0.02069850322054117,True,0.032227768292604875,0.005520272826326109,0.005457928842239926,True,-3.784491942908562e-05,0.0030203065927409123,117,0.00014579949246278984,0.4,0.0030203065927409123,0.75,False,False
fxrv_usd_tilt_63d,3.3197984924701873,daily,0.14781789882740415,0.0456196833982227,0.049999999991292864,True,-0.012257758222133153,0.01841640451279731,0.00907338071746839,True,0.0010086110349827005,-0.0010120332942025005,117,0.0008739014130370228,0.2,-0.0010120332942025005,0.25,False,False
fxrv_innov_usd_63d,3.526735909982395,daily,0.029803833101913035,0.007122345803059871,0.049999999951996436,True,0.01130682116997006,0.005403317201667669,0.022782131361895008,True,0.00037221248404901324,0.0010719601622779056,117,0.0004188623292642715,0.29444444444444445,0.0010719601622779056,0.25,False,False
fxrv_highvol_usd_63d,3.239207075601655,daily,0.1778218571411052,0.04009719251073926,0.04999999989885371,True,0.0,0.0,0.0,True,0.0011506828764554949,0.0,117,0.0010739706846917953,0.12222222222222222,0.0,0.0,False,False
carry_fxrv_cool_63d,1.341116680553752,static,-0.033795748770978795,0.09999999996731364,0.022627635351241335,True,0.04097843332665008,0.006266248205935699,0.006637987738611992,True,7.944601181850406e-05,0.003779727547910644,117,0.000303141109312794,0.5111111111111111,0.003779727547910644,0.75,False,False
carry_fxrv_lowvol_only_63d,1.4999950920418916,static,-0.02474690579691885,0.09999999988031355,0.026504706085218495,True,0.04353447228078289,0.007007537967029203,0.007457744731568819,True,-7.205492711361204e-05,0.004038537077699226,117,0.00017624787354815702,0.39444444444444443,0.004038537077699226,0.6666666666666666,False,False
fxrv_ew_21d,3.166649421083099,daily,0.14253404692341687,0.013095944355248794,0.04999999990987475,True,-0.007600220239159294,0.020592376894403713,0.01565112681974104,True,0.0009188486395176583,-0.0003826008828378043,117,0.0008190940347431581,0.37777777777777777,-0.0003826008828378043,0.4166666666666667,False,False
