time,mom_low_vix
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0
2012-01-31 00:00:00+00:00,0.0
2012-02-29 00:00:00+00:00,-0.008133578012247678
2012-03-31 00:00:00+00:00,-0.007628809940154024
2012-04-30 00:00:00+00:00,-0.0017971874082910455
2012-05-31 00:00:00+00:00,-0.007644389899078785
2012-06-30 00:00:00+00:00,-0.004512300595180041
2012-07-31 00:00:00+00:00,-0.008416702904726514
2012-08-31 00:00:00+00:00,-0.013888084305988091
2012-09-30 00:00:00+00:00,0.0014816477790267069
2012-10-31 00:00:00+00:00,-0.007342937870233213
2012-11-30 00:00:00+00:00,-0.001844184010444283
2012-12-31 00:00:00+00:00,0.0058880838517163525
2013-01-31 00:00:00+00:00,0.021064596090088816
2013-02-28 00:00:00+00:00,0.001764927117194448
2013-03-31 00:00:00+00:00,-0.0024088571446930773
2013-04-30 00:00:00+00:00,0.0
2013-05-31 00:00:00+00:00,-0.015102024105353662
2013-06-30 00:00:00+00:00,-0.0021581593599658833
2013-07-31 00:00:00+00:00,0.01709107938817067
2013-08-31 00:00:00+00:00,0.01227896721243682
2013-09-30 00:00:00+00:00,0.00431809472521949
2013-10-31 00:00:00+00:00,0.009089280534932964
2013-11-30 00:00:00+00:00,0.011904502003804662
2013-12-31 00:00:00+00:00,-0.0071381349397914295
2014-01-31 00:00:00+00:00,0.016736721804228694
2014-02-28 00:00:00+00:00,0.00424676439685534
2014-03-31 00:00:00+00:00,-0.003154971261246753
2014-04-30 00:00:00+00:00,-0.0040812289316738415
2014-05-31 00:00:00+00:00,-0.0005326780345904503
2014-06-30 00:00:00+00:00,0.0013710306492427105
2014-07-31 00:00:00+00:00,-0.003243578517080681
2014-08-31 00:00:00+00:00,0.006998891412824282
2014-09-30 00:00:00+00:00,-0.003914881061695241
2014-10-31 00:00:00+00:00,0.0
2014-11-30 00:00:00+00:00,-0.008698170549211293
2014-12-31 00:00:00+00:00,-0.001408085651955937
2015-01-31 00:00:00+00:00,0.0
2015-02-28 00:00:00+00:00,0.0021744967781065494
2015-03-31 00:00:00+00:00,-0.00859177153752122
2015-04-30 00:00:00+00:00,-0.002280243207913979
2015-05-31 00:00:00+00:00,0.007627286697881486
2015-06-30 00:00:00+00:00,-0.021338055110495247
2015-07-31 00:00:00+00:00,-0.004665537464371039
2015-08-31 00:00:00+00:00,0.011363660205750747
2015-09-30 00:00:00+00:00,0.0
2015-10-31 00:00:00+00:00,-0.004642024401461331
2015-11-30 00:00:00+00:00,-0.010963505412841856
2015-12-31 00:00:00+00:00,0.0032472703852917117
2016-01-31 00:00:00+00:00,0.0018694167764221614
2016-02-29 00:00:00+00:00,0.0
2016-03-31 00:00:00+00:00,0.005165085016384907
2016-04-30 00:00:00+00:00,-0.008668312509483522
2016-05-31 00:00:00+00:00,-0.01047260515379822
2016-06-30 00:00:00+00:00,0.00979586573440061
2016-07-31 00:00:00+00:00,-0.00760260059858564
2016-08-31 00:00:00+00:00,0.003944517339393272
2016-09-30 00:00:00+00:00,0.00032956060412026034
2016-10-31 00:00:00+00:00,0.01459587316346811
2016-11-30 00:00:00+00:00,-0.007112936175456497
2016-12-31 00:00:00+00:00,-0.008505394930417132
2017-01-31 00:00:00+00:00,0.012988657718956187
2017-02-28 00:00:00+00:00,-0.004489958169771935
2017-03-31 00:00:00+00:00,-0.006535354683614769
2017-04-30 00:00:00+00:00,-0.009887947471489578
2017-05-31 00:00:00+00:00,-0.004408690220417455
2017-06-30 00:00:00+00:00,-0.0129006053111419
2017-07-31 00:00:00+00:00,-0.008621663762530596
2017-08-31 00:00:00+00:00,0.003764779672629892
2017-09-30 00:00:00+00:00,0.0026624264524335306
