time,EUR,GBP,AUD,NZD,JPY,CAD,CHF
2011-09-30 23:59:59.999999+00:00,4.138833105156152,3.7562510959535866,2.3820674629524037,1.7948945262567626,,2.2933030062468727,2.4807972251160844
2011-10-31 23:59:59.999999+00:00,4.285271987797695,3.8633902591687663,2.609538855116368,1.916736123013951,,2.3931553821134073,2.581085297318513
2011-11-30 23:59:59.999999+00:00,4.026707375302213,3.7426819063368297,2.4508349127190403,1.7927110455373736,,2.301810257031781,2.4193211981319047
2011-12-31 23:59:59.999999+00:00,3.919581313324698,3.698014441862026,2.485492219425005,1.8164080238533542,,2.3308493965131483,2.378962780257825
2012-01-31 23:59:59.999999+00:00,3.9628513254076916,3.757180445435173,2.5951967070815467,1.9281963514466014,,2.386855359290244,2.4539178184636254
2012-02-29 23:59:59.999999+00:00,4.108715507299594,3.830739955791324,2.6521062699722853,1.9722892431255898,,2.4043105508147335,2.5236348188966016
2012-03-31 23:59:59.999999+00:00,4.04730132230508,3.8276631385087967,2.5532686956487525,1.9231819774688945,,2.3930076150141257,2.4904482696866945
2012-04-30 23:59:59.999999+00:00,3.9817988764130345,3.893500330425659,2.570213162677454,1.9291004860359047,,2.408981400397419,2.476356245468083
2012-05-31 23:59:59.999999+00:00,3.7070741016812057,3.6795289597024015,2.3893644889377845,1.7733152924532802,,2.2979352554890045,2.3148380901639043
2012-06-30 23:59:59.999999+00:00,3.7277568922526374,3.700979691027848,2.4611251799421914,1.8483452947574632,,2.2941723353067283,2.3258532857871335
2012-07-31 23:59:59.999999+00:00,3.6836122127133835,3.74526966105944,2.5697031779534405,1.8988282459469112,,2.370991706254693,2.302286476574604
2012-08-31 23:59:59.999999+00:00,3.7694442760367726,3.771688454975777,2.485757829372123,1.8682041376483853,,2.398976585059251,2.3555588928260636
2012-09-30 23:59:59.999999+00:00,3.8668901033073415,3.857854644557564,2.51829657913157,1.9492111206097662,,2.427513539414971,2.4109021958215395
2012-10-31 23:59:59.999999+00:00,3.9032271422049547,3.85214778533615,2.5329085529136366,1.9453064438634247,,2.397797730768869,2.4439949658388174
