time,ip_chg_xs
2011-10-31 00:00:00+00:00,0.012063724649474361
2011-11-30 00:00:00+00:00,-0.010952852316317374
2011-12-31 00:00:00+00:00,0.009730029145689212
2012-01-31 00:00:00+00:00,0.0017845780417831136
2012-02-29 00:00:00+00:00,0.005914058091398333
2012-03-31 00:00:00+00:00,-0.010747354555256772
2012-04-30 00:00:00+00:00,0.0022555072176915214
2012-05-31 00:00:00+00:00,-0.014174100443512527
2012-06-30 00:00:00+00:00,-0.004240788493267589
2012-07-31 00:00:00+00:00,-0.015217574583756388
2012-08-31 00:00:00+00:00,0.001595485384736417
2012-09-30 00:00:00+00:00,-0.0025952817885662727
2012-10-31 00:00:00+00:00,-0.004115112309084568
2012-11-30 00:00:00+00:00,-0.00310023249318947
2012-12-31 00:00:00+00:00,0.008336841714352783
2013-01-31 00:00:00+00:00,-0.0023981862295603396
2013-02-28 00:00:00+00:00,0.0007167973077086831
2013-03-31 00:00:00+00:00,0.004070932370453084
2013-04-30 00:00:00+00:00,0.012695563603350335
2013-05-31 00:00:00+00:00,-0.0017253765169219504
2013-06-30 00:00:00+00:00,0.002885775376312072
2013-07-31 00:00:00+00:00,-0.012937908128004993
2013-08-31 00:00:00+00:00,0.0050904573979349
2013-09-30 00:00:00+00:00,-0.007790675087206433
2013-10-31 00:00:00+00:00,0.010945821119908716
2013-11-30 00:00:00+00:00,-0.012704794953888987
2013-12-31 00:00:00+00:00,-0.0003448752329869853
2014-01-31 00:00:00+00:00,-0.006348776080996932
2014-02-28 00:00:00+00:00,-0.005051378072967738
2014-03-31 00:00:00+00:00,-0.008886441470835282
2014-04-30 00:00:00+00:00,0.002090230495852552
2014-05-31 00:00:00+00:00,0.005570645183870848
2014-06-30 00:00:00+00:00,-0.003983053158325256
2014-07-31 00:00:00+00:00,0.0021756897443094836
2014-08-31 00:00:00+00:00,0.005357931081606537
2014-09-30 00:00:00+00:00,-0.00899584850051327
2014-10-31 00:00:00+00:00,-0.0027975445144812205
2014-11-30 00:00:00+00:00,-0.001989568728173352
2014-12-31 00:00:00+00:00,0.0012454517304545387
2015-01-31 00:00:00+00:00,0.004716409488102702
2015-02-28 00:00:00+00:00,0.0025923795342257527
2015-03-31 00:00:00+00:00,-0.0024374808160162464
2015-04-30 00:00:00+00:00,0.014558024268309211
2015-05-31 00:00:00+00:00,-0.011493379196701015
2015-06-30 00:00:00+00:00,0.009566238905660551
2015-07-31 00:00:00+00:00,0.01144305465798423
2015-08-31 00:00:00+00:00,0.004820945585337633
2015-09-30 00:00:00+00:00,0.0007132938094269736
2015-10-31 00:00:00+00:00,0.002371865722510913
2015-11-30 00:00:00+00:00,-0.011086631327005159
2015-12-31 00:00:00+00:00,0.014023178616172194
2016-01-31 00:00:00+00:00,-0.0015545904176227365
2016-02-29 00:00:00+00:00,-0.02157208328343796
