time,cot_lev_z_mr_xs
2021-07-31 00:00:00+00:00,0.005466279857496259
2021-08-31 00:00:00+00:00,-0.007387855382024244
2021-09-30 00:00:00+00:00,0.008277921418695877
2021-10-31 00:00:00+00:00,-0.00330148568752775
2021-11-30 00:00:00+00:00,0.0034161637467873263
2021-12-31 00:00:00+00:00,0.00973464473418617
2022-01-31 00:00:00+00:00,-0.0002793540628275304
2022-02-28 00:00:00+00:00,0.00878347789100209
2022-03-31 00:00:00+00:00,0.022185677672479587
2022-04-30 00:00:00+00:00,-0.011045892183920047
2022-05-31 00:00:00+00:00,-0.0034647941202798904
2022-06-30 00:00:00+00:00,0.0012198639370686326
2022-07-31 00:00:00+00:00,0.0009520035016321593
2022-08-31 00:00:00+00:00,0.016283559469139952
2022-09-30 00:00:00+00:00,-0.005609431676295684
2022-10-31 00:00:00+00:00,0.01387905173236148
2022-11-30 00:00:00+00:00,-0.009262721724776823
2022-12-31 00:00:00+00:00,-0.023565883630564
2023-01-31 00:00:00+00:00,-0.004289572878999337
2023-02-28 00:00:00+00:00,0.0030041819405819403
2023-03-31 00:00:00+00:00,0.005561011001805172
2023-04-30 00:00:00+00:00,-0.004804479206552026
2023-05-31 00:00:00+00:00,0.0046721349564937675
2023-06-30 00:00:00+00:00,-0.018406466575798253
2023-07-31 00:00:00+00:00,-0.004095357589441018
2023-08-31 00:00:00+00:00,0.0040510482414590765
2023-09-30 00:00:00+00:00,0.009187419272341346
2023-10-31 00:00:00+00:00,-0.005608035762268204
2023-11-30 00:00:00+00:00,-0.003352209798430872
2023-12-31 00:00:00+00:00,0.008737474553358604
2024-01-31 00:00:00+00:00,-0.009818539280668559
2024-02-29 00:00:00+00:00,0.004092997047898672
2024-03-31 00:00:00+00:00,-0.0009804509780609871
2024-04-30 00:00:00+00:00,0.0003702420064430889
2024-05-31 00:00:00+00:00,0.0023901643182182575
2024-06-30 00:00:00+00:00,-0.001701524362600404
2024-07-31 00:00:00+00:00,0.011647681891437278
2024-08-31 00:00:00+00:00,0.0016236162931857478
2024-09-30 00:00:00+00:00,-0.005798879313394956
2024-10-31 00:00:00+00:00,0.015426958502357424
2024-11-30 00:00:00+00:00,-0.005198207337840599
2024-12-31 00:00:00+00:00,-0.0006857996328227811
2025-01-31 00:00:00+00:00,-0.0021842216038230333
2025-02-28 00:00:00+00:00,-0.010997471023374894
2025-03-31 00:00:00+00:00,0.0026032834387723636
2025-04-30 00:00:00+00:00,0.003967409836576952
2025-05-31 00:00:00+00:00,0.00918931124846889
2025-06-30 00:00:00+00:00,-0.001054178993703192
2025-07-31 00:00:00+00:00,-0.005110481357155194
2025-08-31 00:00:00+00:00,-0.004566158047808799
2025-09-30 00:00:00+00:00,-0.004188287502384536
2025-10-31 00:00:00+00:00,-0.011201983849904673
2025-11-30 00:00:00+00:00,0.004339121787985345
2025-12-31 00:00:00+00:00,0.0030981645852798945
2026-01-31 00:00:00+00:00,-0.013332765669154534
2026-02-28 00:00:00+00:00,-0.004919458593384274
2026-03-31 00:00:00+00:00,0.004405048697951441
2026-04-30 00:00:00+00:00,-0.0018472631747677992
2026-05-31 00:00:00+00:00,0.00717292769106459
2026-06-30 00:00:00+00:00,0.0037342162430433756
2026-07-31 00:00:00+00:00,-0.0013852256556881049
2026-08-31 00:00:00+00:00,0.0024462494729036166
2026-09-30 00:00:00+00:00,0.004196214430659317
