idea,params,score,min_mean_mo,max_top3,min_pct_pos,hard_pass,soft_pass
blend_eq_none_pairs_n2,"{""lock_w"": 0.7, ""overlay"": {""base_vt"": 0.0025}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURUSD/GBPUSD"": 1.1529977019054902}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.30000000000000004}",0.005644795224912351,0.008585734271955374,0.6970469523521512,0.75,False,True
blend_eq_budget_daily_pairs_n4,"{""lock_w"": 0.7, ""overlay"": {""assumed_sharpe"": 1.2, ""base_vt"": 0.0025, ""target_mo"": 0.01}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURJPY/GBPJPY"": 0.9867519908895764, ""EURUSD/GBPUSD"": 1.1529977019054902, ""EURUSD/USDCHF"": -0.7694190856057223}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40"", ""EURUSD/USDCHF:w40"", ""EURJPY/GBPJPY:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.30000000000000004}",0.005617073865902745,0.008547438117242295,0.6965182125669775,0.75,False,True
blend_eq_none_pairs_n4,"{""lock_w"": 0.7, ""overlay"": {""base_vt"": 0.0025}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURJPY/GBPJPY"": 0.9867519908895764, ""EURUSD/GBPUSD"": 1.1529977019054902, ""EURUSD/USDCHF"": -0.7694190856057223}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40"", ""EURUSD/USDCHF:w40"", ""EURJPY/GBPJPY:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.30000000000000004}",0.005617073865902659,0.008547438117242174,0.6965182125669758,0.75,False,True
blend_eq_budget_daily_pairs_n2,"{""lock_w"": 0.8, ""overlay"": {""assumed_sharpe"": 1.2, ""base_vt"": 0.0025, ""target_mo"": 0.01}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURUSD/GBPUSD"": 1.1529977019054902}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.19999999999999996}",0.004751157153473013,0.007683200447431679,0.6966021646979333,0.7272727272727273,False,True
blend_eq_none_pairs_n2,"{""lock_w"": 0.8, ""overlay"": {""base_vt"": 0.0025}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURUSD/GBPUSD"": 1.1529977019054902}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.19999999999999996}",0.004751157153472867,0.007683200447431537,0.6966021646979336,0.7272727272727273,False,True
blend_eq_budget_daily_pairs_n4,"{""lock_w"": 0.8, ""overlay"": {""assumed_sharpe"": 1.2, ""base_vt"": 0.0025, ""target_mo"": 0.01}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURJPY/GBPJPY"": 0.9867519908895764, ""EURUSD/GBPUSD"": 1.1529977019054902, ""EURUSD/USDCHF"": -0.7694190856057223}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40"", ""EURUSD/USDCHF:w40"", ""EURJPY/GBPJPY:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.19999999999999996}",0.004731325266372183,0.00765687937755034,0.6962777055589079,0.7272727272727273,False,True
blend_eq_none_pairs_n4,"{""lock_w"": 0.8, ""overlay"": {""base_vt"": 0.0025}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURJPY/GBPJPY"": 0.9867519908895764, ""EURUSD/GBPUSD"": 1.1529977019054902, ""EURUSD/USDCHF"": -0.7694190856057223}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40"", ""EURUSD/USDCHF:w40"", ""EURJPY/GBPJPY:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.19999999999999996}",0.004731325266371983,0.007656879377550178,0.6962777055589098,0.7272727272727273,False,True
pairs_n3,"{""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURUSD/GBPUSD"": 1.1529977019054902, ""EURUSD/USDCHF"": -0.7694190856057223}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40"", ""EURUSD/USDCHF:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 0.55}",0.004273368291320947,0.005683169887818806,0.620490079824893,0.75,False,True
blend_eq_budget_daily_pairs_n4,"{""lock_w"": 0.9, ""overlay"": {""assumed_sharpe"": 1.2, ""base_vt"": 0.0025, ""target_mo"": 0.01}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURJPY/GBPJPY"": 0.9867519908895764, ""EURUSD/GBPUSD"": 1.1529977019054902, ""EURUSD/USDCHF"": -0.7694190856057223}, ""entry"": 1.5, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40"", ""EURUSD/USDCHF:w40"", ""EURJPY/GBPJPY:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.09999999999999998}",0.004153979841298968,0.007118430415664118,0.6982225287182575,0.7272727272727273,False,True
blend_eq_none_pairs_n4,"{""lock_w"": 0.9, ""overlay"": {""base_vt"": 0.0025}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURJPY/GBPJPY"": 0.9867519908895764, ""EURUSD/GBPUSD"": 1.1529977019054902, ""EURUSD/USDCHF"": -0.7694190856057223}, ""entry"": 1.5, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40"", ""EURUSD/USDCHF:w40"", ""EURJPY/GBPJPY:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.09999999999999998}",0.004153979841298757,0.007118430415663886,0.6982225287182565,0.7272727272727273,False,True
blend_eq_budget_daily_pairs_n3,"{""lock_w"": 0.8, ""overlay"": {""assumed_sharpe"": 1.2, ""base_vt"": 0.0025, ""target_mo"": 0.01}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURUSD/GBPUSD"": 1.1529977019054902, ""EURUSD/USDCHF"": -0.7694190856057223}, ""entry"": 2.25, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40"", ""EURUSD/USDCHF:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.19999999999999996}",0.004068701060983929,0.00704796921111538,0.6989634075065726,0.7272727272727273,False,True
blend_eq_none_pairs_n3,"{""lock_w"": 0.8, ""overlay"": {""base_vt"": 0.0025}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURUSD/GBPUSD"": 1.1529977019054902, ""EURUSD/USDCHF"": -0.7694190856057223}, ""entry"": 2.25, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40"", ""EURUSD/USDCHF:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.19999999999999996}",0.004068701060983733,0.007047969211115229,0.6989634075065748,0.7272727272727273,False,True
blend_eq_budget_daily_pairs_n2,"{""lock_w"": 0.9, ""overlay"": {""assumed_sharpe"": 1.2, ""base_vt"": 0.0025, ""target_mo"": 0.01}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURUSD/GBPUSD"": 1.1529977019054902}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.09999999999999998}",0.0038482624040427865,0.00677478940278548,0.6963263499371347,0.7272727272727273,False,True
blend_eq_none_pairs_n2,"{""lock_w"": 0.9, ""overlay"": {""base_vt"": 0.0025}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURUSD/GBPUSD"": 1.1529977019054902}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.09999999999999998}",0.003848262404042598,0.006774789402785258,0.696326349937133,0.7272727272727273,False,True
blend_eq_budget_daily_pairs_n2,"{""lock_w"": 0.9, ""overlay"": {""assumed_sharpe"": 1.2, ""base_vt"": 0.0025, ""target_mo"": 0.01}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURUSD/GBPUSD"": 1.1529977019054902}, ""entry"": 1.5, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.09999999999999998}",0.003840385164506777,0.006812501677383403,0.6986058256438313,0.7272727272727273,False,True
blend_eq_none_pairs_n2,"{""lock_w"": 0.9, ""overlay"": {""base_vt"": 0.0025}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURUSD/GBPUSD"": 1.1529977019054902}, ""entry"": 1.5, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.09999999999999998}",0.0038403851645065572,0.006812501677383201,0.6986058256438322,0.7272727272727273,False,True
blend_eq_budget_daily_pairs_n4,"{""lock_w"": 0.9, ""overlay"": {""assumed_sharpe"": 1.2, ""base_vt"": 0.0025, ""target_mo"": 0.01}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURJPY/GBPJPY"": 0.9867519908895764, ""EURUSD/GBPUSD"": 1.1529977019054902, ""EURUSD/USDCHF"": -0.7694190856057223}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40"", ""EURUSD/USDCHF:w40"", ""EURJPY/GBPJPY:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.09999999999999998}",0.0038377135953419766,0.006761228607153527,0.6961757505905776,0.7272727272727273,False,True
blend_eq_none_pairs_n4,"{""lock_w"": 0.9, ""overlay"": {""base_vt"": 0.0025}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURJPY/GBPJPY"": 0.9867519908895764, ""EURUSD/GBPUSD"": 1.1529977019054902, ""EURUSD/USDCHF"": -0.7694190856057223}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40"", ""EURUSD/USDCHF:w40"", ""EURJPY/GBPJPY:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.09999999999999998}",0.003837713595341788,0.006761228607153325,0.6961757505905769,0.7272727272727273,False,True
blend_eq_budget_mo_pairs_n2,"{""lock_w"": 0.7, ""overlay"": {""assumed_sharpe"": 1.0, ""base_vt"": null, ""lookback_months"": 6, ""target_mo"": 0.01}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURUSD/GBPUSD"": 1.1529977019054902}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.30000000000000004}",0.0037986782024683613,0.006303808536548449,0.6752565167040044,0.8181818181818182,False,True
blend_eq_budget_mo_pairs_n2,"{""lock_w"": 0.7, ""overlay"": {""assumed_sharpe"": 1.2, ""base_vt"": null, ""lookback_months"": 6, ""target_mo"": 0.012}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURUSD/GBPUSD"": 1.1529977019054902}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.30000000000000004}",0.0037986782024683613,0.006303808536548449,0.6752565167040044,0.8181818181818182,False,True
blend_eq_budget_daily_pairs_n3,"{""lock_w"": 0.9, ""overlay"": {""assumed_sharpe"": 1.2, ""base_vt"": 0.0025, ""target_mo"": 0.01}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURUSD/GBPUSD"": 1.1529977019054902, ""EURUSD/USDCHF"": -0.7694190856057223}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40"", ""EURUSD/USDCHF:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.09999999999999998}",0.003683853415290048,0.006643053701976709,0.6979600143343331,0.7272727272727273,False,True
blend_eq_none_pairs_n3,"{""lock_w"": 0.9, ""overlay"": {""base_vt"": 0.0025}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURUSD/GBPUSD"": 1.1529977019054902, ""EURUSD/USDCHF"": -0.7694190856057223}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40"", ""EURUSD/USDCHF:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.09999999999999998}",0.0036838534152898836,0.006643053701976487,0.6979600143343302,0.7272727272727273,False,True
blend_eq_budget_mo_pairs_n2,"{""lock_w"": 0.7, ""overlay"": {""assumed_sharpe"": 1.0, ""base_vt"": null, ""lookback_months"": 4, ""target_mo"": 0.01}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURUSD/GBPUSD"": 1.1529977019054902}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.30000000000000004}",0.0036834471392567384,0.006303808536548449,0.6810180698645856,0.8181818181818182,False,True
blend_eq_budget_mo_pairs_n4,"{""lock_w"": 0.7, ""overlay"": {""assumed_sharpe"": 1.0, ""base_vt"": null, ""lookback_months"": 6, ""target_mo"": 0.01}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURJPY/GBPJPY"": 0.9867519908895764, ""EURUSD/GBPUSD"": 1.1529977019054902, ""EURUSD/USDCHF"": -0.7694190856057223}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40"", ""EURUSD/USDCHF:w40"", ""EURJPY/GBPJPY:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.30000000000000004}",0.00364720429873316,0.006257586526534964,0.6805191113900902,0.8181818181818182,False,True
blend_eq_budget_mo_pairs_n4,"{""lock_w"": 0.7, ""overlay"": {""assumed_sharpe"": 1.2, ""base_vt"": null, ""lookback_months"": 6, ""target_mo"": 0.012}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURJPY/GBPJPY"": 0.9867519908895764, ""EURUSD/GBPUSD"": 1.1529977019054902, ""EURUSD/USDCHF"": -0.7694190856057223}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40"", ""EURUSD/USDCHF:w40"", ""EURJPY/GBPJPY:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.30000000000000004}",0.00364720429873316,0.006257586526534964,0.6805191113900902,0.8181818181818182,False,True
blend_eq_budget_daily_pairs_n2,"{""lock_w"": 0.7, ""overlay"": {""assumed_sharpe"": 1.2, ""base_vt"": null, ""target_mo"": 0.01}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURUSD/GBPUSD"": 1.1529977019054902}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.30000000000000004}",0.003596842187818933,0.006321194371744458,0.6862176091962763,0.8181818181818182,False,True
blend_eq_budget_daily_pairs_n2,"{""lock_w"": 0.7, ""overlay"": {""assumed_sharpe"": 1.0, ""base_vt"": null, ""target_mo"": 0.012}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURUSD/GBPUSD"": 1.1529977019054902}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.30000000000000004}",0.003596842187818933,0.006321194371744458,0.6862176091962763,0.8181818181818182,False,True
blend_eq_budget_mo_pairs_n4,"{""lock_w"": 0.7, ""overlay"": {""assumed_sharpe"": 1.0, ""base_vt"": null, ""lookback_months"": 4, ""target_mo"": 0.01}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURJPY/GBPJPY"": 0.9867519908895764, ""EURUSD/GBPUSD"": 1.1529977019054902, ""EURUSD/USDCHF"": -0.7694190856057223}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40"", ""EURUSD/USDCHF:w40"", ""EURJPY/GBPJPY:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.30000000000000004}",0.0035304258820609835,0.006257586526534964,0.6863580322236991,0.8181818181818182,False,True
blend_eq_budget_daily_pairs_n3,"{""lock_w"": 0.9, ""overlay"": {""assumed_sharpe"": 1.2, ""base_vt"": 0.0025, ""target_mo"": 0.01}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURUSD/GBPUSD"": 1.1529977019054902, ""EURUSD/USDCHF"": -0.7694190856057223}, ""entry"": 2.25, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40"", ""EURUSD/USDCHF:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.09999999999999998}",0.003505021265040429,0.0064538307127475015,0.6974404723853537,0.7272727272727273,False,True
blend_eq_none_pairs_n3,"{""lock_w"": 0.9, ""overlay"": {""base_vt"": 0.0025}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURUSD/GBPUSD"": 1.1529977019054902, ""EURUSD/USDCHF"": -0.7694190856057223}, ""entry"": 2.25, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40"", ""EURUSD/USDCHF:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.09999999999999998}",0.0035050212650402602,0.006453830712747299,0.697440472385352,0.7272727272727273,False,True
pairs_n4,"{""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURJPY/GBPJPY"": 0.9867519908895764, ""EURUSD/GBPUSD"": 1.1529977019054902, ""EURUSD/USDCHF"": -0.7694190856057223}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40"", ""EURUSD/USDCHF:w40"", ""EURJPY/GBPJPY:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 0.55}",0.0034800400372818263,0.005075743753243878,0.6297851857981026,0.875,False,True
blend_eq_budget_daily_pairs_n4,"{""lock_w"": 0.7, ""overlay"": {""assumed_sharpe"": 1.2, ""base_vt"": null, ""target_mo"": 0.01}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURJPY/GBPJPY"": 0.9867519908895764, ""EURUSD/GBPUSD"": 1.1529977019054902, ""EURUSD/USDCHF"": -0.7694190856057223}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40"", ""EURUSD/USDCHF:w40"", ""EURJPY/GBPJPY:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.30000000000000004}",0.0034491419236271953,0.006275006900463443,0.6912932488418124,0.8181818181818182,False,True
blend_eq_budget_daily_pairs_n4,"{""lock_w"": 0.7, ""overlay"": {""assumed_sharpe"": 1.0, ""base_vt"": null, ""target_mo"": 0.012}, ""pairs"": {""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURJPY/GBPJPY"": 0.9867519908895764, ""EURUSD/GBPUSD"": 1.1529977019054902, ""EURUSD/USDCHF"": -0.7694190856057223}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40"", ""EURUSD/USDCHF:w40"", ""EURJPY/GBPJPY:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 1.0}, ""pairs_w"": 0.30000000000000004}",0.0034491419236271953,0.006275006900463443,0.6912932488418124,0.8181818181818182,False,True
pairs_n2,"{""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURUSD/GBPUSD"": 1.1529977019054902}, ""entry"": 2.0, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 0.55}",0.0034108117180478405,0.005200930453420988,0.6395059367686574,0.75,False,True
pairs_n4,"{""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURJPY/GBPJPY"": 0.9867519908895764, ""EURUSD/GBPUSD"": 1.1529977019054902, ""EURUSD/USDCHF"": -0.7694190856057223}, ""entry"": 1.5, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40"", ""EURUSD/USDCHF:w40"", ""EURJPY/GBPJPY:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 0.55}",0.0034035205528580837,0.005537343941019124,0.6566911694080521,0.875,False,True
pairs_n2,"{""betas"": {""EURCHF/USDCHF"": 0.2331771245504048, ""EURUSD/GBPUSD"": 1.1529977019054902}, ""entry"": 1.5, ""pairs"": [""EURUSD/GBPUSD:w40"", ""EURCHF/USDCHF:w40""], ""risk_frac"": 0.01, ""sleeve_budget"": 0.55}",0.0032716989814864806,0.0054274254963322666,0.6577863257422893,0.875,False,True
