time,ppi_chg_xs
2011-10-31 00:00:00+00:00,-0.003118193004350789
2011-11-30 00:00:00+00:00,0.017985445232960418
2011-12-31 00:00:00+00:00,0.002080949733394233
2012-01-31 00:00:00+00:00,-0.010657591971888314
2012-02-29 00:00:00+00:00,-0.007926414339694654
2012-03-31 00:00:00+00:00,0.009828813165338346
2012-04-30 00:00:00+00:00,0.00452526595847913
2012-05-31 00:00:00+00:00,0.010484432764747753
2012-06-30 00:00:00+00:00,-0.01962489144483104
2012-07-31 00:00:00+00:00,-0.020530091111875426
2012-08-31 00:00:00+00:00,0.00712794739887368
2012-09-30 00:00:00+00:00,-0.001878174905168506
2012-10-31 00:00:00+00:00,0.007745042076740649
2012-11-30 00:00:00+00:00,0.00033162549208554104
2012-12-31 00:00:00+00:00,0.00691127088696275
2013-01-31 00:00:00+00:00,0.006134968416677156
2013-02-28 00:00:00+00:00,-0.0071951003159292926
2013-03-31 00:00:00+00:00,-0.010302048986575163
2013-04-30 00:00:00+00:00,0.002820799749153169
2013-05-31 00:00:00+00:00,0.006727012331780635
2013-06-30 00:00:00+00:00,0.01113135619259542
2013-07-31 00:00:00+00:00,-0.009950410195497805
2013-08-31 00:00:00+00:00,-0.005321794862354956
2013-09-30 00:00:00+00:00,-0.0004629689812335469
2013-10-31 00:00:00+00:00,-0.001682736291110598
2013-11-30 00:00:00+00:00,0.005123022318200832
2013-12-31 00:00:00+00:00,-0.004616279031418924
2014-01-31 00:00:00+00:00,0.0023279524219903536
2014-02-28 00:00:00+00:00,-0.0010726482958124395
2014-03-31 00:00:00+00:00,0.008292896831797458
2014-04-30 00:00:00+00:00,-0.006340283699046045
2014-05-31 00:00:00+00:00,0.004849183318578643
2014-06-30 00:00:00+00:00,0.002141241359538304
2014-07-31 00:00:00+00:00,-0.0014960888817342477
2014-08-31 00:00:00+00:00,0.008642012060731341
2014-09-30 00:00:00+00:00,-0.0009977233854366885
2014-10-31 00:00:00+00:00,0.006222984988164093
2014-11-30 00:00:00+00:00,0.00037269354626556783
2014-12-31 00:00:00+00:00,-0.0028669635048074182
2015-01-31 00:00:00+00:00,0.004971562486076886
2015-02-28 00:00:00+00:00,-0.0122507731471303
2015-03-31 00:00:00+00:00,0.00856164948536109
2015-04-30 00:00:00+00:00,-0.003119634600709298
2015-05-31 00:00:00+00:00,0.02150666938217949
2015-06-30 00:00:00+00:00,0.020594019816769782
2015-07-31 00:00:00+00:00,0.01069493360974505
2015-08-31 00:00:00+00:00,0.01509643617848
2015-09-30 00:00:00+00:00,-0.004619664938578794
2015-10-31 00:00:00+00:00,-0.012828721119041542
2015-11-30 00:00:00+00:00,-0.004696572441875602
2015-12-31 00:00:00+00:00,-0.001992668158175226
2016-01-31 00:00:00+00:00,-0.014746024297760174
2016-02-29 00:00:00+00:00,-0.010967429161230724
2016-03-31 00:00:00+00:00,0.001539076895098912
2016-04-30 00:00:00+00:00,0.014823686626892707
2016-05-31 00:00:00+00:00,-0.009004089263370707
2016-06-30 00:00:00+00:00,-0.010329527207117883
2016-07-31 00:00:00+00:00,-0.0012970706171729907
2016-08-31 00:00:00+00:00,-0.002395029716547703
2016-09-30 00:00:00+00:00,-0.006454172416757942
