strategy,scale,binding,is_total_return,is_static_loss,is_max_daily_dd,is_gates_pass,oos_total_return,oos_static_loss,oos_max_daily_dd,oos_gates_pass,mean_mo_is,mean_mo_oos,n_scales_tried,scaled_full_mean_mo,scaled_full_pct_pos,scaled_full_top3,scaled_ho_mean_mo,scaled_ho_pct_pos,scaled_clears_1pct_is,scaled_clears_1pct_oos
ppp_xs_60m,1.1511589534659992,static,-0.03634542551763564,0.09999999992230106,0.04274612007632429,True,0.007960045986007191,0.01149725975143534,0.004352403775296406,True,-0.00017170865433174083,0.001104195736164465,117,-0.00011147853589568898,0.4222222222222222,0.12027010076545852,0.001104195736164465,0.6666666666666666,False,False
ppp_ts_60m,1.8172831925942083,static,-0.07472558521745509,0.09999999986589275,0.029603025173879433,True,0.015069592852408054,0.022976685768492898,0.011593084548686893,True,-0.0003640407953785428,0.0011581998159992852,117,-0.00026787849369490325,0.39444444444444443,0.12892357823429518,0.0011581998159992852,0.5,False,False
ppp_xs_120m,1.1511589534659992,static,-0.0038056908708118398,0.09999999992230106,0.04274612007632429,True,0.007960045986007191,0.01149725975143534,0.004352403775296406,True,2.9116510374257732e-05,0.001104195736164465,117,7.595828449656709e-05,0.42777777777777776,0.11727441922566141,0.001104195736164465,0.6666666666666666,False,False
ppp_ts_120m,1.8172831925942083,static,-0.08129537789788999,0.09999999986589275,0.02939283267855164,True,0.015069592852408054,0.022976685768492898,0.011593084548686893,True,-0.00040477786875583413,0.0011581998159992852,117,-0.000305899762180374,0.4111111111111111,0.12930910416888858,0.0011581998159992852,0.5,False,False
ppp_xs_ew,1.1511589534659992,static,-0.019899666453663922,0.09999999992230106,0.04274612007632429,True,0.007960045986007191,0.01149725975143534,0.004352403775296406,True,-7.06599369204969e-05,0.001104195736164465,117,-1.7166399645198975e-05,0.4222222222222222,0.11573656273982888,0.001104195736164465,0.6666666666666666,False,False
