time,high_gfcf_z_xs
2011-10-31 00:00:00+00:00,-0.016173371786250113
2011-11-30 00:00:00+00:00,0.01486835236961559
2011-12-31 00:00:00+00:00,0.006237619356691537
2012-01-31 00:00:00+00:00,0.0012106848024471262
2012-02-29 00:00:00+00:00,-0.005573227246340906
2012-03-31 00:00:00+00:00,-0.0073047619703049405
2012-04-30 00:00:00+00:00,-0.002486633794327009
2012-05-31 00:00:00+00:00,0.013172426088185363
2012-06-30 00:00:00+00:00,0.0045556678701645925
2012-07-31 00:00:00+00:00,0.0066421787972810176
2012-08-31 00:00:00+00:00,-0.011925205295738261
2012-09-30 00:00:00+00:00,-0.006179944279028016
2012-10-31 00:00:00+00:00,0.001150583165243857
2012-11-30 00:00:00+00:00,-0.00031008435629986675
2012-12-31 00:00:00+00:00,-0.0014670688230770113
2013-01-31 00:00:00+00:00,-0.0004602123629088295
2013-02-28 00:00:00+00:00,0.013096875012220233
2013-03-31 00:00:00+00:00,-0.0021540694550925554
2013-04-30 00:00:00+00:00,0.001498050610746926
2013-05-31 00:00:00+00:00,-0.00871159771582708
2013-06-30 00:00:00+00:00,0.0034830028026793247
2013-07-31 00:00:00+00:00,0.0059826492405326
2013-08-31 00:00:00+00:00,0.0010119760963009927
2013-09-30 00:00:00+00:00,0.011278449972016658
2013-10-31 00:00:00+00:00,-0.01133688128212229
2013-11-30 00:00:00+00:00,0.013308618611001632
2013-12-31 00:00:00+00:00,0.0044865531456437235
2014-01-31 00:00:00+00:00,0.008024651233152769
2014-02-28 00:00:00+00:00,-0.004565066853023936
2014-03-31 00:00:00+00:00,-0.0003345076431652272
2014-04-30 00:00:00+00:00,-0.004254613174024091
2014-05-31 00:00:00+00:00,-0.007003198747495443
2014-06-30 00:00:00+00:00,-0.002032701942993209
2014-07-31 00:00:00+00:00,0.00560166016818564
2014-08-31 00:00:00+00:00,-0.005865680494532288
2014-09-30 00:00:00+00:00,0.00020122990129234353
2014-10-31 00:00:00+00:00,-0.004764958385643836
2014-11-30 00:00:00+00:00,0.008135797870205908
2014-12-31 00:00:00+00:00,0.012975207379306575
2015-01-31 00:00:00+00:00,0.007407006802616634
2015-02-28 00:00:00+00:00,0.011486821763517119
2015-03-31 00:00:00+00:00,0.0030690323262148045
2015-04-30 00:00:00+00:00,-0.006248845713207052
2015-05-31 00:00:00+00:00,-0.0042662726067749235
2015-06-30 00:00:00+00:00,-0.006554588189068844
