time,carry_acm_tp_loose
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0029132854043896206
2012-01-31 00:00:00+00:00,0.01618726344348098
2012-02-29 00:00:00+00:00,0.004162388327817235
2012-03-31 00:00:00+00:00,-0.007956754522364329
2012-04-30 00:00:00+00:00,-0.000663248330995514
2012-05-31 00:00:00+00:00,-0.020369352275412478
2012-06-30 00:00:00+00:00,0.01759171693467354
2012-07-31 00:00:00+00:00,0.021571550091280756
2012-08-31 00:00:00+00:00,-0.012613422960811693
2012-09-30 00:00:00+00:00,0.006868866648691352
2012-10-31 00:00:00+00:00,-0.00430366518032399
2012-11-30 00:00:00+00:00,0.0005802756465691505
2012-12-31 00:00:00+00:00,-0.0011333909994284408
2013-01-31 00:00:00+00:00,0.009857444563644346
2013-02-28 00:00:00+00:00,0.0
2013-03-31 00:00:00+00:00,0.0
2013-04-30 00:00:00+00:00,0.004107431808681561
2013-05-31 00:00:00+00:00,-0.006147552967874392
2013-06-30 00:00:00+00:00,0.0
2013-07-31 00:00:00+00:00,0.0
2013-08-31 00:00:00+00:00,0.0
2013-09-30 00:00:00+00:00,0.0
2013-10-31 00:00:00+00:00,0.0
2013-11-30 00:00:00+00:00,0.0
2013-12-31 00:00:00+00:00,0.0
2014-01-31 00:00:00+00:00,0.0
2014-02-28 00:00:00+00:00,0.0
2014-03-31 00:00:00+00:00,0.0
2014-04-30 00:00:00+00:00,0.0
2014-05-31 00:00:00+00:00,-0.004187762629541236
2014-06-30 00:00:00+00:00,0.006503942850919264
2014-07-31 00:00:00+00:00,-0.006900986421526367
2014-08-31 00:00:00+00:00,-0.000810581965942303
2014-09-30 00:00:00+00:00,-0.005354827335349643
2014-10-31 00:00:00+00:00,0.0032847405176110733
2014-11-30 00:00:00+00:00,-0.002741266839275225
2014-12-31 00:00:00+00:00,0.00141954984910031
2015-01-31 00:00:00+00:00,-0.026684250524149022
2015-02-28 00:00:00+00:00,0.020551897274737385
2015-03-31 00:00:00+00:00,0.006785827032559588
2015-04-30 00:00:00+00:00,-0.00628548461767009
2015-05-31 00:00:00+00:00,-0.020623903423877654
2015-06-30 00:00:00+00:00,-0.00512187082347082
2015-07-31 00:00:00+00:00,0.0024775978797968445
2015-08-31 00:00:00+00:00,-0.020949145085356946
2015-09-30 00:00:00+00:00,-0.0020538281341212494
2015-10-31 00:00:00+00:00,0.023055027424654595
2015-11-30 00:00:00+00:00,0.003120918561402508
2015-12-31 00:00:00+00:00,-0.006263021890808185
2016-01-31 00:00:00+00:00,0.0015680492196854523
2016-02-29 00:00:00+00:00,0.002076541043377622
2016-03-31 00:00:00+00:00,0.011527068235500648
2016-04-30 00:00:00+00:00,0.0024537256617767067
2016-05-31 00:00:00+00:00,-0.007931560549374383
2016-06-30 00:00:00+00:00,0.016587707676783747
2016-07-31 00:00:00+00:00,0.00356126593694861
2016-08-31 00:00:00+00:00,0.0036648919603321506
2016-09-30 00:00:00+00:00,-0.0020328392425169595
2016-10-31 00:00:00+00:00,0.007096526403926662
2016-11-30 00:00:00+00:00,0.004226919199528112
2016-12-31 00:00:00+00:00,0.0
2017-01-31 00:00:00+00:00,0.0
2017-02-28 00:00:00+00:00,0.0
2017-03-31 00:00:00+00:00,0.0
2017-04-30 00:00:00+00:00,0.0
2017-05-31 00:00:00+00:00,0.0
2017-06-30 00:00:00+00:00,0.00960148264473526
2017-07-31 00:00:00+00:00,0.008495532239183756
2017-08-31 00:00:00+00:00,-0.016629599620325286
2017-09-30 00:00:00+00:00,0.004236854596896933
2017-10-31 00:00:00+00:00,-0.007827593481556372
2017-11-30 00:00:00+00:00,-0.010947015425862183
2017-12-31 00:00:00+00:00,0.010011414650405115
