time,lp_chg_xs
2011-10-31 00:00:00+00:00,0.023145509648480944
2011-11-30 00:00:00+00:00,-0.010574854327339955
2011-12-31 00:00:00+00:00,0.01860269967843098
2012-01-31 00:00:00+00:00,0.01736523444623206
2012-02-29 00:00:00+00:00,-0.0022835699073625593
2012-03-31 00:00:00+00:00,-0.010374312065150826
2012-04-30 00:00:00+00:00,0.003496937908102682
2012-05-31 00:00:00+00:00,-0.003512073735405963
2012-06-30 00:00:00+00:00,-0.007100143867295072
2012-07-31 00:00:00+00:00,0.006883081710676864
2012-08-31 00:00:00+00:00,-0.005905863877397
2012-09-30 00:00:00+00:00,-0.0006681225198769125
2012-10-31 00:00:00+00:00,0.006400989496544884
2012-11-30 00:00:00+00:00,0.00033111564892251977
2012-12-31 00:00:00+00:00,0.005871194746470687
2013-01-31 00:00:00+00:00,0.006451012420960911
2013-02-28 00:00:00+00:00,-0.0024107409683035153
2013-03-31 00:00:00+00:00,-0.012732413414543897
2013-04-30 00:00:00+00:00,0.003819280172247863
2013-05-31 00:00:00+00:00,0.01667982031371351
2013-06-30 00:00:00+00:00,0.00313078422041535
2013-07-31 00:00:00+00:00,0.01755386036019546
2013-08-31 00:00:00+00:00,-0.011727319797135483
2013-09-30 00:00:00+00:00,-0.01680755720903704
2013-10-31 00:00:00+00:00,-0.005256194621252819
2013-11-30 00:00:00+00:00,0.01941524684992557
2013-12-31 00:00:00+00:00,-0.006239673183747629
2014-01-31 00:00:00+00:00,-0.010671721593736638
2014-02-28 00:00:00+00:00,-0.008087700401188447
2014-03-31 00:00:00+00:00,-0.006982596049559753
2014-04-30 00:00:00+00:00,0.004353810068067565
2014-05-31 00:00:00+00:00,0.006486168461290687
2014-06-30 00:00:00+00:00,-0.006026992863010894
2014-07-31 00:00:00+00:00,-0.003024571195692216
2014-08-31 00:00:00+00:00,-0.004002691409179526
2014-09-30 00:00:00+00:00,-0.016546056694224043
2014-10-31 00:00:00+00:00,0.0016488544391450866
2014-11-30 00:00:00+00:00,0.0002594538283531289
2014-12-31 00:00:00+00:00,-0.0007164234042521533
2015-01-31 00:00:00+00:00,0.006757367045521878
2015-02-28 00:00:00+00:00,-0.00019256536146894376
2015-03-31 00:00:00+00:00,-0.00023058907495165926
2015-04-30 00:00:00+00:00,-0.010741762094345186
2015-05-31 00:00:00+00:00,0.010277595191533706
2015-06-30 00:00:00+00:00,-0.01791825269128855
2015-07-31 00:00:00+00:00,0.006688463943862244
2015-08-31 00:00:00+00:00,-0.017040500648541457
2015-09-30 00:00:00+00:00,-0.007092639830586167
2015-10-31 00:00:00+00:00,-0.009723337789631414
2015-11-30 00:00:00+00:00,-0.00974097665928575
2015-12-31 00:00:00+00:00,0.022946269449530377
2016-01-31 00:00:00+00:00,-0.00940376011339783
2016-02-29 00:00:00+00:00,0.006187113695163227
2016-03-31 00:00:00+00:00,0.002596269765434478
2016-04-30 00:00:00+00:00,0.0012147151607984075
2016-05-31 00:00:00+00:00,-0.00011637125351238176
2016-06-30 00:00:00+00:00,-0.009283083184703278
2016-07-31 00:00:00+00:00,-0.002679654493490502
2016-08-31 00:00:00+00:00,-0.003231028663544633
2016-09-30 00:00:00+00:00,0.012748781636817474
2016-10-31 00:00:00+00:00,0.011010448950523832
2016-11-30 00:00:00+00:00,-0.014485320075557695
2016-12-31 00:00:00+00:00,-1.1572712967145016e-05
2017-01-31 00:00:00+00:00,-0.011229603767951568
2017-02-28 00:00:00+00:00,-0.0027536537144580153
2017-03-31 00:00:00+00:00,0.003429733477293251
2017-04-30 00:00:00+00:00,0.002824169988700609
2017-05-31 00:00:00+00:00,-0.018007937052428535
2017-06-30 00:00:00+00:00,-0.017439521277947234
2017-07-31 00:00:00+00:00,-0.018957338786001476
2017-08-31 00:00:00+00:00,0.0034847161842803676
2017-09-30 00:00:00+00:00,0.004503064494981279
2017-10-31 00:00:00+00:00,-0.008769446681158644
2017-11-30 00:00:00+00:00,0.001037843325246035
2017-12-31 00:00:00+00:00,-0.020831976154470078
2018-01-31 00:00:00+00:00,0.009158589687328744
2018-02-28 00:00:00+00:00,0.010806505941440614
2018-03-31 00:00:00+00:00,0.0022879008033853676
2018-04-30 00:00:00+00:00,-0.011519196232268158
2018-05-31 00:00:00+00:00,0.0015714312200647562
2018-06-30 00:00:00+00:00,-0.007605013795455751
2018-07-31 00:00:00+00:00,0.004616590461851144
2018-08-31 00:00:00+00:00,-0.0010770575603595844
2018-09-30 00:00:00+00:00,-0.005894373543751108
2018-10-31 00:00:00+00:00,-0.0016326365838642554
2018-11-30 00:00:00+00:00,-0.0031432657758398985
2018-12-31 00:00:00+00:00,-0.020141277724047058
2019-01-31 00:00:00+00:00,0.017551944051281243
2019-02-28 00:00:00+00:00,0.002358161854534524
2019-03-31 00:00:00+00:00,-0.0019249573152236854
2019-04-30 00:00:00+00:00,-0.005779201185574512
2019-05-31 00:00:00+00:00,-0.0037904157324782917
2019-06-30 00:00:00+00:00,-0.010591115162112752
2019-07-31 00:00:00+00:00,-0.0018919438959206225
2019-08-31 00:00:00+00:00,0.00494451329160861
2019-09-30 00:00:00+00:00,0.0022247346315413807
2019-10-31 00:00:00+00:00,-0.0010962031350520984
2019-11-30 00:00:00+00:00,0.0012912942834804042
2019-12-31 00:00:00+00:00,0.005654599963045737
2020-01-31 00:00:00+00:00,0.003928317616102683
2020-02-29 00:00:00+00:00,0.0014605039661097496
2020-03-31 00:00:00+00:00,-0.015535256612855486
2020-04-30 00:00:00+00:00,0.008905971525837275
2020-05-31 00:00:00+00:00,0.00704112019000136
2020-06-30 00:00:00+00:00,-0.0016796926255460143
2020-07-31 00:00:00+00:00,-0.012979980522251688
2020-08-31 00:00:00+00:00,-0.002307548128540393
2020-09-30 00:00:00+00:00,0.00018222515036248055
2020-10-31 00:00:00+00:00,-0.0053933311762363045
