time,rv_63d
2011-09-15 23:00:00+00:00,
2011-09-18 23:00:00+00:00,
2011-09-19 23:00:00+00:00,
2011-09-20 23:00:00+00:00,
2011-09-21 23:00:00+00:00,
2011-09-22 23:00:00+00:00,
2011-09-25 23:00:00+00:00,
2011-09-26 23:00:00+00:00,
2011-09-27 23:00:00+00:00,
2011-09-28 23:00:00+00:00,
2011-09-29 23:00:00+00:00,
2011-10-02 23:00:00+00:00,
2011-10-03 23:00:00+00:00,
2011-10-04 23:00:00+00:00,
2011-10-05 23:00:00+00:00,
2011-10-06 23:00:00+00:00,0.007776435388132282
2011-10-09 23:00:00+00:00,0.00750695669034462
2011-10-10 23:00:00+00:00,0.008065606597461274
2011-10-11 23:00:00+00:00,0.007790855047111564
2011-10-12 23:00:00+00:00,0.008134019852897733
2011-10-13 23:00:00+00:00,0.007895456492274282
2011-10-16 23:00:00+00:00,0.008091326418121202
2011-10-17 23:00:00+00:00,0.00822546800778857
2011-10-18 23:00:00+00:00,0.008023290148600953
2011-10-19 23:00:00+00:00,0.007802668534870535
2011-10-20 23:00:00+00:00,0.007596019330490268
2011-10-23 23:00:00+00:00,0.00763274751361099
2011-10-24 23:00:00+00:00,0.007581556264978894
2011-10-25 23:00:00+00:00,0.007492348771927492
2011-10-26 23:00:00+00:00,0.007385713135976878
2011-10-27 23:00:00+00:00,0.007814663548513592
2011-10-31 00:00:00+00:00,0.007631479794280658
2011-11-01 00:00:00+00:00,0.00775857824788954
2011-11-02 00:00:00+00:00,0.008030482477722105
2011-11-03 00:00:00+00:00,0.007931235103939234
2011-11-04 00:00:00+00:00,0.008041431176293615
2011-11-07 00:00:00+00:00,0.007954942413672013
2011-11-08 00:00:00+00:00,0.007843034409280079
2011-11-09 00:00:00+00:00,0.0077348772571590755
2011-11-10 00:00:00+00:00,0.008005445560512258
2011-11-11 00:00:00+00:00,0.007911352444865849
2011-11-14 00:00:00+00:00,0.008006666007004146
2011-11-15 00:00:00+00:00,0.008093705631538231
2011-11-16 00:00:00+00:00,0.00808711291852926
2011-11-17 00:00:00+00:00,0.008034735788567475
2011-11-18 00:00:00+00:00,0.00793556034788875
2011-11-21 00:00:00+00:00,0.007837906413372984
2011-11-22 00:00:00+00:00,0.007838905880483261
2011-11-23 00:00:00+00:00,0.007710521459558137
2011-11-24 00:00:00+00:00,0.007772665142152338
2011-11-25 00:00:00+00:00,0.007647102756135484
2011-11-28 00:00:00+00:00,0.007630907310127055
2011-11-29 00:00:00+00:00,0.007570645595721467
2011-11-30 00:00:00+00:00,0.007530776788964003
2011-12-01 00:00:00+00:00,0.0076446683791655
2011-12-02 00:00:00+00:00,0.00754384396320149
2011-12-05 00:00:00+00:00,0.00746380644863051
2011-12-06 00:00:00+00:00,0.007356798081391914
2011-12-07 00:00:00+00:00,0.007277496936091989
2011-12-08 00:00:00+00:00,0.007185455882695621
2011-12-09 00:00:00+00:00,0.007182953608171168
2011-12-12 00:00:00+00:00,0.007098974929782822
2011-12-13 00:00:00+00:00,0.007187092738524312
2011-12-14 00:00:00+00:00,0.007194153807614553
2011-12-15 00:00:00+00:00,0.007186870661187006
2011-12-16 00:00:00+00:00,0.00714166086788554
2011-12-19 00:00:00+00:00,0.007119555703889382
2011-12-20 00:00:00+00:00,0.006912708365762706
2011-12-21 00:00:00+00:00,0.006817404262563315
2011-12-22 00:00:00+00:00,0.006757187151133691
2011-12-23 00:00:00+00:00,0.006776978391068783
2011-12-26 00:00:00+00:00,0.0066962051071461515
2011-12-27 00:00:00+00:00,0.006545178152119014
2011-12-28 00:00:00+00:00,0.006522852043151579
2011-12-29 00:00:00+00:00,0.006504806795446387
2011-12-30 00:00:00+00:00,0.006391973434837016
2012-01-02 00:00:00+00:00,0.0063860411833819445
2012-01-03 00:00:00+00:00,0.006331854654750451
2012-01-04 00:00:00+00:00,0.006391306385014828
2012-01-05 00:00:00+00:00,0.0064224202467011385
2012-01-06 00:00:00+00:00,0.006282453562798845
2012-01-09 00:00:00+00:00,0.0063322425496754094
2012-01-10 00:00:00+00:00,0.006223073794515498
2012-01-11 00:00:00+00:00,0.006228235096417527
2012-01-12 00:00:00+00:00,0.006096165728206915
2012-01-13 00:00:00+00:00,0.00598840965648865
2012-01-16 00:00:00+00:00,0.006037293116167395
2012-01-17 00:00:00+00:00,0.006036112592310313
2012-01-18 00:00:00+00:00,0.006073757625528224
2012-01-19 00:00:00+00:00,0.0060352779853736485
2012-01-20 00:00:00+00:00,0.005986619067902409
2012-01-23 00:00:00+00:00,0.005975188867527849
2012-01-24 00:00:00+00:00,0.006023085468584606
2012-01-25 00:00:00+00:00,0.005729464135613626
2012-01-26 00:00:00+00:00,0.005791776306833756
2012-01-27 00:00:00+00:00,0.005639863731949047
2012-01-30 00:00:00+00:00,0.005431229652746858
2012-01-31 00:00:00+00:00,0.005411976154534442
2012-02-01 00:00:00+00:00,0.005278022294622592
2012-02-02 00:00:00+00:00,0.0053208928103686695
2012-02-03 00:00:00+00:00,0.0052948915164141505
2012-02-06 00:00:00+00:00,0.005276947957694456
2012-02-07 00:00:00+00:00,0.0050063914292159135
2012-02-08 00:00:00+00:00,0.0050255829664358365
2012-02-09 00:00:00+00:00,0.004864849627522445
2012-02-10 00:00:00+00:00,0.004698260463959514
2012-02-13 00:00:00+00:00,0.0046296669883381806
2012-02-14 00:00:00+00:00,0.00458507316783215
2012-02-15 00:00:00+00:00,0.004560047498497795
2012-02-16 00:00:00+00:00,0.004553218415047309
2012-02-17 00:00:00+00:00,0.004512530109157576
2012-02-20 00:00:00+00:00,0.004577696790995739
2012-02-21 00:00:00+00:00,0.00446566669270084
2012-02-22 00:00:00+00:00,0.004486669128968136
2012-02-23 00:00:00+00:00,0.0044439185131178475
2012-02-24 00:00:00+00:00,0.004497665014807739
2012-02-27 00:00:00+00:00,0.0044922021894063255
2012-02-28 00:00:00+00:00,0.004343126397653904
2012-02-29 00:00:00+00:00,0.0043746928720751485
2012-03-01 00:00:00+00:00,0.004432424181473985
2012-03-02 00:00:00+00:00,0.004455726956470508
2012-03-05 00:00:00+00:00,0.004547176148334799
2012-03-06 00:00:00+00:00,0.004589248649845979
2012-03-07 00:00:00+00:00,0.004615974438981796
2012-03-08 00:00:00+00:00,0.004604390353906302
2012-03-09 00:00:00+00:00,0.004544620715225757
2012-03-12 00:00:00+00:00,0.004546646517041302
2012-03-13 00:00:00+00:00,0.004497081763865958
2012-03-14 00:00:00+00:00,0.0044632670090396145
2012-03-15 00:00:00+00:00,0.004540146364752855
2012-03-16 00:00:00+00:00,0.004604015677482073
2012-03-19 00:00:00+00:00,0.004549564610471083
2012-03-20 00:00:00+00:00,0.00456429328154624
2012-03-21 00:00:00+00:00,0.004579607056377782
2012-03-22 00:00:00+00:00,0.004582742722848019
2012-03-23 00:00:00+00:00,0.004626292875667184
2012-03-25 23:00:00+00:00,0.0046836179217516856
2012-03-26 23:00:00+00:00,0.004623444218192188
2012-03-27 23:00:00+00:00,0.004614430599445886
2012-03-28 23:00:00+00:00,0.0045833269945430325
2012-03-29 23:00:00+00:00,0.0045725365247293
2012-04-01 23:00:00+00:00,0.004487469909481044
2012-04-02 23:00:00+00:00,0.004442096804255729
2012-04-03 23:00:00+00:00,0.0044367713817922965
2012-04-04 23:00:00+00:00,0.004393852208727012
2012-04-05 23:00:00+00:00,0.004329631430459754
2012-04-08 23:00:00+00:00,0.004309194386287274
2012-04-09 23:00:00+00:00,0.004281768347964075
2012-04-10 23:00:00+00:00,0.00429915660391962
2012-04-11 23:00:00+00:00,0.004263145212455304
2012-04-12 23:00:00+00:00,0.0043485262563760715
2012-04-15 23:00:00+00:00,0.004406795291219829
2012-04-16 23:00:00+00:00,0.004363383022239327
2012-04-17 23:00:00+00:00,0.004374781485500984
2012-04-18 23:00:00+00:00,0.004355771196147293
2012-04-19 23:00:00+00:00,0.0042777841189110405
2012-04-22 23:00:00+00:00,0.00431288925309351
2012-04-23 23:00:00+00:00,0.004283690926225401
2012-04-24 23:00:00+00:00,0.004293209173587198
2012-04-25 23:00:00+00:00,0.004279298057296506
2012-04-26 23:00:00+00:00,0.004258472243248771
2012-04-29 23:00:00+00:00,0.004312367659405997
2012-04-30 23:00:00+00:00,0.004244386876883724
2012-05-01 23:00:00+00:00,0.004249179471671153
2012-05-02 23:00:00+00:00,0.0042878532762947105
2012-05-03 23:00:00+00:00,0.0043037901186370195
2012-05-06 23:00:00+00:00,0.004395444740351984
2012-05-07 23:00:00+00:00,0.004472135186190535
2012-05-08 23:00:00+00:00,0.004574289046886264
2012-05-09 23:00:00+00:00,0.00456873325515801
2012-05-10 23:00:00+00:00,0.004526797579362353
2012-05-13 23:00:00+00:00,0.004545191373130278
2012-05-14 23:00:00+00:00,0.00456069868067875
2012-05-15 23:00:00+00:00,0.004580040513968359
2012-05-16 23:00:00+00:00,0.004529376358266469
2012-05-17 23:00:00+00:00,0.004541750077492912
2012-05-20 23:00:00+00:00,0.004575241714145701
2012-05-21 23:00:00+00:00,0.0045908306736429805
2012-05-22 23:00:00+00:00,0.0046386263525180615
2012-05-23 23:00:00+00:00,0.004647518769796794
2012-05-24 23:00:00+00:00,0.004623052617614653
2012-05-27 23:00:00+00:00,0.004609845501835105
2012-05-28 23:00:00+00:00,0.004525583848587408
2012-05-29 23:00:00+00:00,0.004518463068143919
2012-05-30 23:00:00+00:00,0.004535998678423639
2012-05-31 23:00:00+00:00,0.004502345102255133
2012-06-03 23:00:00+00:00,0.004444721093472997
2012-06-04 23:00:00+00:00,0.004547795953850384
2012-06-05 23:00:00+00:00,0.004440671302184743
2012-06-06 23:00:00+00:00,0.004477513719714468
2012-06-07 23:00:00+00:00,0.004461704962208641
2012-06-10 23:00:00+00:00,0.004492181325952425
2012-06-11 23:00:00+00:00,0.004521431638859661
2012-06-12 23:00:00+00:00,0.0045028416830270625
2012-06-13 23:00:00+00:00,0.004437101496324943
2012-06-14 23:00:00+00:00,0.004475649102139226
2012-06-17 23:00:00+00:00,0.004523085648057028
2012-06-18 23:00:00+00:00,0.004547091353420233
2012-06-19 23:00:00+00:00,0.00457930743167426
2012-06-20 23:00:00+00:00,0.00451610270139405
2012-06-21 23:00:00+00:00,0.004614229782680078
2012-06-24 23:00:00+00:00,0.004576094637252989
2012-06-25 23:00:00+00:00,0.0045715726679621095
2012-06-26 23:00:00+00:00,0.004593078454768734
2012-06-27 23:00:00+00:00,0.004568905331358174
2012-06-28 23:00:00+00:00,0.004599230558432731
2012-07-01 23:00:00+00:00,0.004734059551801346
2012-07-02 23:00:00+00:00,0.004717075308183867
2012-07-03 23:00:00+00:00,0.004704899178168493
2012-07-04 23:00:00+00:00,0.0047344211981689395
2012-07-05 23:00:00+00:00,0.004772829744085976
2012-07-08 23:00:00+00:00,0.00480713722169346
2012-07-09 23:00:00+00:00,0.004772079908214561
2012-07-10 23:00:00+00:00,0.004693602910182403
2012-07-11 23:00:00+00:00,0.004587326317821344
2012-07-12 23:00:00+00:00,0.004618306532462236
2012-07-15 23:00:00+00:00,0.00467017874675228
2012-07-16 23:00:00+00:00,0.0046405819808821415
2012-07-17 23:00:00+00:00,0.004652570725481515
2012-07-18 23:00:00+00:00,0.004621591931178849
2012-07-19 23:00:00+00:00,0.00460093940873315
2012-07-22 23:00:00+00:00,0.004703864663598298
2012-07-23 23:00:00+00:00,0.0047263164911000785
2012-07-24 23:00:00+00:00,0.004773248769709891
2012-07-25 23:00:00+00:00,0.004769846836113941
2012-07-26 23:00:00+00:00,0.004883706901095653
2012-07-29 23:00:00+00:00,0.00492116167248207
2012-07-30 23:00:00+00:00,0.004881069993967407
2012-07-31 23:00:00+00:00,0.004876130905644439
2012-08-01 23:00:00+00:00,0.004751375904154953
2012-08-02 23:00:00+00:00,0.0046896727057777155
2012-08-05 23:00:00+00:00,0.004769233433958142
2012-08-06 23:00:00+00:00,0.004752186157806761
2012-08-07 23:00:00+00:00,0.004783227065004411
2012-08-08 23:00:00+00:00,0.004769814126272244
2012-08-09 23:00:00+00:00,0.004761384449930149
2012-08-12 23:00:00+00:00,0.004678603578080069
2012-08-13 23:00:00+00:00,0.004679193285526598
2012-08-14 23:00:00+00:00,0.00463354543625188
2012-08-15 23:00:00+00:00,0.004587195245399522
2012-08-16 23:00:00+00:00,0.00457494380933091
2012-08-19 23:00:00+00:00,0.00446070710000932
2012-08-20 23:00:00+00:00,0.00439283413865449
2012-08-21 23:00:00+00:00,0.004423629172275949
2012-08-22 23:00:00+00:00,0.004444817440800369
2012-08-23 23:00:00+00:00,0.0044767086459570685
2012-08-26 23:00:00+00:00,0.0044914020825936015
2012-08-27 23:00:00+00:00,0.004362816066423263
2012-08-28 23:00:00+00:00,0.004381488468221475
2012-08-29 23:00:00+00:00,0.004342945940470854
2012-08-30 23:00:00+00:00,0.004267462431302834
2012-09-02 23:00:00+00:00,0.004301666564984369
2012-09-03 23:00:00+00:00,0.004166126954134329
2012-09-04 23:00:00+00:00,0.004191613054852158
2012-09-05 23:00:00+00:00,0.004142149751519026
2012-09-06 23:00:00+00:00,0.004062223123147671
2012-09-09 23:00:00+00:00,0.004110339922854066
2012-09-10 23:00:00+00:00,0.004094843278832057
2012-09-11 23:00:00+00:00,0.004128147092744878
2012-09-12 23:00:00+00:00,0.0040555869293653094
2012-09-13 23:00:00+00:00,0.004106517810486303
2012-09-16 23:00:00+00:00,0.004101994207100284
2012-09-17 23:00:00+00:00,0.004114791612098552
2012-09-18 23:00:00+00:00,0.003965116492111147
2012-09-19 23:00:00+00:00,0.003970301404000014
2012-09-20 23:00:00+00:00,0.003991022603943462
2012-09-23 23:00:00+00:00,0.003959077457306134
2012-09-24 23:00:00+00:00,0.0039546581692720345
2012-09-25 23:00:00+00:00,0.003937469682382291
2012-09-26 23:00:00+00:00,0.0037192945930864868
2012-09-27 23:00:00+00:00,0.003742048774507323
2012-09-30 23:00:00+00:00,0.003796416962617052
2012-10-01 23:00:00+00:00,0.003770081891602877
2012-10-02 23:00:00+00:00,0.0037533411519447067
2012-10-03 23:00:00+00:00,0.0036659679533539284
2012-10-04 23:00:00+00:00,0.0037029254212705537
2012-10-07 23:00:00+00:00,0.003700407681539311
2012-10-08 23:00:00+00:00,0.003722518192199535
2012-10-09 23:00:00+00:00,0.0037270734817940517
2012-10-10 23:00:00+00:00,0.00363703720426034
2012-10-11 23:00:00+00:00,0.0036726210697714096
2012-10-14 23:00:00+00:00,0.0036442508960982173
2012-10-15 23:00:00+00:00,0.0036466773395015264
2012-10-16 23:00:00+00:00,0.003690636602593491
2012-10-17 23:00:00+00:00,0.0035981134287905755
2012-10-18 23:00:00+00:00,0.0035874273891254023
2012-10-21 23:00:00+00:00,0.0035913492960008182
2012-10-22 23:00:00+00:00,0.003528818190542162
2012-10-23 23:00:00+00:00,0.0034547250601783533
2012-10-24 23:00:00+00:00,0.0034482746799895697
2012-10-25 23:00:00+00:00,0.0034402666084863923
2012-10-29 00:00:00+00:00,0.0034340357458689645
2012-10-30 00:00:00+00:00,0.0034072650747860958
2012-10-31 00:00:00+00:00,0.003412797491432224
2012-11-01 00:00:00+00:00,0.0032295936118596296
2012-11-02 00:00:00+00:00,0.0032382861033405496
2012-11-05 00:00:00+00:00,0.0033021190956618873
2012-11-06 00:00:00+00:00,0.003298297359040418
2012-11-07 00:00:00+00:00,0.0032734517820506297
2012-11-08 00:00:00+00:00,0.0033151808511341445
2012-11-09 00:00:00+00:00,0.0033097752563363853
2012-11-12 00:00:00+00:00,0.0033140107000658526
2012-11-13 00:00:00+00:00,0.003307007223258202
2012-11-14 00:00:00+00:00,0.003255061998379739
2012-11-15 00:00:00+00:00,0.003256292868574338
2012-11-16 00:00:00+00:00,0.003273476366491002
2012-11-19 00:00:00+00:00,0.003233454589218274
2012-11-20 00:00:00+00:00,0.003204566694715932
2012-11-21 00:00:00+00:00,0.0031815300908295944
2012-11-22 00:00:00+00:00,0.003164204337297904
2012-11-23 00:00:00+00:00,0.00315577432360662
2012-11-26 00:00:00+00:00,0.003209094482311017
2012-11-27 00:00:00+00:00,0.003185929156763382
2012-11-28 00:00:00+00:00,0.0031770673442450726
2012-11-29 00:00:00+00:00,0.0031441129958858227
2012-11-30 00:00:00+00:00,0.0031505262966691223
2012-12-03 00:00:00+00:00,0.0031288421226135037
2012-12-04 00:00:00+00:00,0.003138527910907967
2012-12-05 00:00:00+00:00,0.003093179382449613
2012-12-06 00:00:00+00:00,0.0029909036261861798
2012-12-07 00:00:00+00:00,0.003022265985812282
2012-12-10 00:00:00+00:00,0.002951070250925067
2012-12-11 00:00:00+00:00,0.002927122426861463
2012-12-12 00:00:00+00:00,0.002879227304088265
2012-12-13 00:00:00+00:00,0.002846018312125489
2012-12-14 00:00:00+00:00,0.0028275977696450845
2012-12-17 00:00:00+00:00,0.002858904574625725
2012-12-18 00:00:00+00:00,0.0028541348263551158
2012-12-19 00:00:00+00:00,0.0028653639506932465
2012-12-20 00:00:00+00:00,0.0028879385671814416
2012-12-21 00:00:00+00:00,0.0028785187015841667
2012-12-24 00:00:00+00:00,0.0029388287864756412
2012-12-25 00:00:00+00:00,0.0029153683953792287
2012-12-26 00:00:00+00:00,0.002859876355955018
2012-12-27 00:00:00+00:00,0.0028002700689427626
2012-12-28 00:00:00+00:00,0.0027760043286027304
2012-12-31 00:00:00+00:00,0.002747039213091813
2013-01-01 00:00:00+00:00,0.0027673054997930865
2013-01-02 00:00:00+00:00,0.0027140841167101358
2013-01-03 00:00:00+00:00,0.002746144701603917
2013-01-04 00:00:00+00:00,0.002819364666867503
2013-01-07 00:00:00+00:00,0.0027832059934748622
2013-01-08 00:00:00+00:00,0.002813933435969826
2013-01-09 00:00:00+00:00,0.002788787781957101
2013-01-10 00:00:00+00:00,0.0027929223385250233
2013-01-11 00:00:00+00:00,0.002907561375592371
2013-01-14 00:00:00+00:00,0.0028778912495824433
2013-01-15 00:00:00+00:00,0.002885226584836246
2013-01-16 00:00:00+00:00,0.002874768152122099
2013-01-17 00:00:00+00:00,0.0028225844991212937
2013-01-18 00:00:00+00:00,0.0028218462778654887
2013-01-21 00:00:00+00:00,0.002791045228729522
2013-01-22 00:00:00+00:00,0.002731373824572707
2013-01-23 00:00:00+00:00,0.0027457662315634327
2013-01-24 00:00:00+00:00,0.002756559948472692
2013-01-25 00:00:00+00:00,0.002799498992123692
2013-01-28 00:00:00+00:00,0.002804839630109066
2013-01-29 00:00:00+00:00,0.002819668143497753
2013-01-30 00:00:00+00:00,0.002843409815381815
2013-01-31 00:00:00+00:00,0.0028205000055262887
2013-02-01 00:00:00+00:00,0.0028426799543787235
2013-02-04 00:00:00+00:00,0.0028725223404355697
2013-02-05 00:00:00+00:00,0.002862112747216076
2013-02-06 00:00:00+00:00,0.0028844567000865587
2013-02-07 00:00:00+00:00,0.0029151237692450894
2013-02-08 00:00:00+00:00,0.0029776906464043687
2013-02-11 00:00:00+00:00,0.0030152119571033734
2013-02-12 00:00:00+00:00,0.0030171781957878015
2013-02-13 00:00:00+00:00,0.003046531061512649
2013-02-14 00:00:00+00:00,0.003062224521475491
2013-02-15 00:00:00+00:00,0.0030800638308437203
2013-02-18 00:00:00+00:00,0.0031020197866429436
2013-02-19 00:00:00+00:00,0.003081699626207805
2013-02-20 00:00:00+00:00,0.0030992049438669017
2013-02-21 00:00:00+00:00,0.0031395477481746246
2013-02-22 00:00:00+00:00,0.0031642797872979533
2013-02-25 00:00:00+00:00,0.003173513134962375
2013-02-26 00:00:00+00:00,0.0032076145970897528
2013-02-27 00:00:00+00:00,0.003215770513945275
2013-02-28 00:00:00+00:00,0.0032313586246326647
2013-03-01 00:00:00+00:00,0.003244218985817648
2013-03-04 00:00:00+00:00,0.00327398203110532
2013-03-05 00:00:00+00:00,0.003283173915610215
2013-03-06 00:00:00+00:00,0.003259007932812563
2013-03-07 00:00:00+00:00,0.0033116694407818907
2013-03-08 00:00:00+00:00,0.0033563806418551636
2013-03-11 00:00:00+00:00,0.0034126920447046733
2013-03-12 00:00:00+00:00,0.0034256929968272723
2013-03-13 00:00:00+00:00,0.003423996630979975
2013-03-14 00:00:00+00:00,0.0034307830172814226
2013-03-15 00:00:00+00:00,0.0035158173212702904
2013-03-18 00:00:00+00:00,0.0034994871865997863
2013-03-19 00:00:00+00:00,0.0035012267777677426
2013-03-20 00:00:00+00:00,0.0035277279478014146
2013-03-21 00:00:00+00:00,0.003454098840208872
