time,soft_ew6_no_haven
2016-02-29 00:00:00+00:00,0.007902773935226204
2016-03-31 00:00:00+00:00,-0.002296812890243527
2016-04-30 00:00:00+00:00,0.0005835576927080144
2016-05-31 00:00:00+00:00,-0.004457873062361228
2016-06-30 00:00:00+00:00,0.010527420906943918
2016-07-31 00:00:00+00:00,-0.00014637369226599972
2016-08-31 00:00:00+00:00,-0.0021178323262748266
2016-09-30 00:00:00+00:00,-0.0028782301120385823
2016-10-31 00:00:00+00:00,-0.00015980220839639792
2016-11-30 00:00:00+00:00,0.004979134971010657
2016-12-31 00:00:00+00:00,0.0022189323197814304
2017-01-31 00:00:00+00:00,0.003898843815907549
2017-02-28 00:00:00+00:00,0.0018587964218503839
2017-03-31 00:00:00+00:00,-0.0017306450795494532
2017-04-30 00:00:00+00:00,-8.840057271275459e-05
2017-05-31 00:00:00+00:00,-0.0016486267856287151
2017-06-30 00:00:00+00:00,0.0030953134641373836
2017-07-31 00:00:00+00:00,0.004000829834555297
2017-08-31 00:00:00+00:00,-0.002267382126291295
2017-09-30 00:00:00+00:00,0.0035396413959218886
2017-10-31 00:00:00+00:00,0.0009152919028105888
2017-11-30 00:00:00+00:00,0.0013778036692191353
2017-12-31 00:00:00+00:00,-0.0010276610041013434
2018-01-31 00:00:00+00:00,0.0017090234299088625
2018-02-28 00:00:00+00:00,0.004869420616069986
2018-03-31 00:00:00+00:00,-0.0024108686642984045
2018-04-30 00:00:00+00:00,-0.0012685276807625767
2018-05-31 00:00:00+00:00,0.006192414692766102
2018-06-30 00:00:00+00:00,-0.0005232416635057024
2018-07-31 00:00:00+00:00,0.0005155692231284537
2018-08-31 00:00:00+00:00,0.0005073016193937185
2018-09-30 00:00:00+00:00,0.0002585244247492735
2018-10-31 00:00:00+00:00,0.001361139927031907
2018-11-30 00:00:00+00:00,0.0011971183849595057
2018-12-31 00:00:00+00:00,-0.003425151441225016
2019-01-31 00:00:00+00:00,-0.0019642370637444895
2019-02-28 00:00:00+00:00,0.000937264472953725
2019-03-31 00:00:00+00:00,-0.001296620438028362
2019-04-30 00:00:00+00:00,0.0002047733255863271
2019-05-31 00:00:00+00:00,-0.007361628757863281
2019-06-30 00:00:00+00:00,-0.0006282838114978206
2019-07-31 00:00:00+00:00,-0.003420250575801753
2019-08-31 00:00:00+00:00,-0.0013051540132552608
2019-09-30 00:00:00+00:00,0.003077122162131074
2019-10-31 00:00:00+00:00,0.0035283545907469627
2019-11-30 00:00:00+00:00,-0.00029241980760719155
2019-12-31 00:00:00+00:00,-0.0009996903026098236
2020-01-31 00:00:00+00:00,-0.0017904892210502954
2020-02-29 00:00:00+00:00,0.0013238065783574005
2020-03-31 00:00:00+00:00,0.0006622318661864135
2020-04-30 00:00:00+00:00,0.0003877823944691272
2020-05-31 00:00:00+00:00,0.007001416902860713
2020-06-30 00:00:00+00:00,0.002323699406755475
2020-07-31 00:00:00+00:00,0.00010288044964412713
2020-08-31 00:00:00+00:00,0.0007963765777245779
2020-09-30 00:00:00+00:00,-0.00416167464489281
2020-10-31 00:00:00+00:00,-0.00028280714739903345
2020-11-30 00:00:00+00:00,0.005054413211565967
2020-12-31 00:00:00+00:00,7.22901316525526e-05
2021-01-31 00:00:00+00:00,0.004769890077829686
2021-02-28 00:00:00+00:00,0.007243222500037394
2021-03-31 00:00:00+00:00,0.010211317623180394
2021-04-30 00:00:00+00:00,0.001409522427481713
2021-05-31 00:00:00+00:00,0.0038887249296368775
2021-06-30 00:00:00+00:00,0.0012774126487247184
2021-07-31 00:00:00+00:00,-0.00013292300153533443
2021-08-31 00:00:00+00:00,0.00010740115242313664
2021-09-30 00:00:00+00:00,0.001761057400079924
2021-10-31 00:00:00+00:00,-0.0023881725433286816
2021-11-30 00:00:00+00:00,0.0003972955242685927
2021-12-31 00:00:00+00:00,0.00014826920640742536
2022-01-31 00:00:00+00:00,-0.0029979040603126395
2022-02-28 00:00:00+00:00,0.00263941861520256
2022-03-31 00:00:00+00:00,0.01508233316188834
2022-04-30 00:00:00+00:00,0.003877637082449814
2022-05-31 00:00:00+00:00,-0.001538922376161933
2022-06-30 00:00:00+00:00,0.0009734880165757076
2022-07-31 00:00:00+00:00,-0.0019527785031773215
2022-08-31 00:00:00+00:00,0.003562509391399349
2022-09-30 00:00:00+00:00,0.0038087843077538874
2022-10-31 00:00:00+00:00,-0.0016601210167458413
2022-11-30 00:00:00+00:00,0.004242003154997009
2022-12-31 00:00:00+00:00,0.0030862450990820633
2023-01-31 00:00:00+00:00,-0.0014390035219505881
2023-02-28 00:00:00+00:00,0.0035039332787962785
2023-03-31 00:00:00+00:00,-0.0016749942509080018
2023-04-30 00:00:00+00:00,0.0015074985946221808
2023-05-31 00:00:00+00:00,-0.0017279781021117824
2023-06-30 00:00:00+00:00,0.005788698942467363
2023-07-31 00:00:00+00:00,-0.0026677426584114095
2023-08-31 00:00:00+00:00,-0.0006186828687815282
2023-09-30 00:00:00+00:00,0.003379644903552581
2023-10-31 00:00:00+00:00,-0.0006730258328626615
2023-11-30 00:00:00+00:00,0.001921571657618637
2023-12-31 00:00:00+00:00,-0.0054906452825571606
2024-01-31 00:00:00+00:00,0.0020947195595832913
2024-02-29 00:00:00+00:00,0.004748931298671932
2024-03-31 00:00:00+00:00,0.003252876042922237
2024-04-30 00:00:00+00:00,0.004487575481815664
2024-05-31 00:00:00+00:00,-0.0002882976899456491
2024-06-30 00:00:00+00:00,-0.0013032030817918816
2024-07-31 00:00:00+00:00,0.00219321973707598
2024-08-31 00:00:00+00:00,-0.0024565702217977936
2024-09-30 00:00:00+00:00,6.892962082893916e-05
2024-10-31 00:00:00+00:00,-0.002031698080099398
2024-11-30 00:00:00+00:00,-0.0023202061347633585
2024-12-31 00:00:00+00:00,-0.00014915217061262087
2025-01-31 00:00:00+00:00,-0.0020663005287472336
2025-02-28 00:00:00+00:00,-0.0020775544744807695
2025-03-31 00:00:00+00:00,0.001635933587600391
2025-04-30 00:00:00+00:00,0.002572302606336452
2025-05-31 00:00:00+00:00,3.5929075139495836e-06
2025-06-30 00:00:00+00:00,0.0027040264696609473
2025-07-31 00:00:00+00:00,0.0013641436113058791
2025-08-31 00:00:00+00:00,0.0014489845741465501
2025-09-30 00:00:00+00:00,0.0008990503474095579
2025-10-31 00:00:00+00:00,-0.00144371529941556
2025-11-30 00:00:00+00:00,0.0007626361292678574
2025-12-31 00:00:00+00:00,-0.001542447917690537
2026-01-31 00:00:00+00:00,-0.0005579422521616584
2026-02-28 00:00:00+00:00,0.0004840908275447475
2026-03-31 00:00:00+00:00,0.002499589962738469
2026-04-30 00:00:00+00:00,0.0015386153419145732
2026-05-31 00:00:00+00:00,0.00020566506066699297
2026-06-30 00:00:00+00:00,0.00044889368404543717
2026-07-31 00:00:00+00:00,0.001828773019657115
2026-08-31 00:00:00+00:00,0.0036156712318020645
2026-09-30 00:00:00+00:00,-0.00045286152268342317
