time,soft_ew6_no_haven
2011-10-31 00:00:00+00:00,0.00733704727381701
2011-11-30 00:00:00+00:00,-0.0013145605231650315
2011-12-31 00:00:00+00:00,0.0062008032448988
2012-01-31 00:00:00+00:00,0.0027705822742936093
2012-02-29 00:00:00+00:00,-0.001192643194779519
2012-03-31 00:00:00+00:00,0.0022266776537147592
2012-04-30 00:00:00+00:00,0.0032379486659745993
2012-05-31 00:00:00+00:00,-0.0034731364563255207
2012-06-30 00:00:00+00:00,-0.0006347897187061191
2012-07-31 00:00:00+00:00,0.0024760510001484715
2012-08-31 00:00:00+00:00,0.0016246660922480949
2012-09-30 00:00:00+00:00,0.002374294728177073
2012-10-31 00:00:00+00:00,0.0014840615744107222
2012-11-30 00:00:00+00:00,0.0012857119247779991
2012-12-31 00:00:00+00:00,0.002727122068361343
2013-01-31 00:00:00+00:00,-0.0022076812001433632
2013-02-28 00:00:00+00:00,0.00029208701104144197
2013-03-31 00:00:00+00:00,-0.004602789408475694
2013-04-30 00:00:00+00:00,0.003692005618692429
2013-05-31 00:00:00+00:00,0.00707823383997308
2013-06-30 00:00:00+00:00,0.006269044575645477
2013-07-31 00:00:00+00:00,0.0020362528320296835
2013-08-31 00:00:00+00:00,0.0022071855703942322
2013-09-30 00:00:00+00:00,0.0005497847078044238
2013-10-31 00:00:00+00:00,-0.001142845466287512
2013-11-30 00:00:00+00:00,0.0014024957555036632
2013-12-31 00:00:00+00:00,0.0007924526075278049
2014-01-31 00:00:00+00:00,0.001752560387076052
2014-02-28 00:00:00+00:00,0.0006559418365690295
2014-03-31 00:00:00+00:00,0.004242750484674485
2014-04-30 00:00:00+00:00,0.0002993147008882868
2014-05-31 00:00:00+00:00,0.002261610783786283
2014-06-30 00:00:00+00:00,0.0008167460420427375
2014-07-31 00:00:00+00:00,-0.0010769832414907476
2014-08-31 00:00:00+00:00,0.002482755017629179
2014-09-30 00:00:00+00:00,0.004144247263011103
2014-10-31 00:00:00+00:00,0.001108886127571207
2014-11-30 00:00:00+00:00,0.0032032907020613788
2014-12-31 00:00:00+00:00,-0.0003161163177897164
2015-01-31 00:00:00+00:00,0.0062343414619705495
2015-02-28 00:00:00+00:00,-0.007533468245590091
2015-03-31 00:00:00+00:00,0.0038818952155355024
2015-04-30 00:00:00+00:00,-0.00028624501848117934
2015-05-31 00:00:00+00:00,-7.859740591198427e-05
2015-06-30 00:00:00+00:00,0.0003264209077484814
2015-07-31 00:00:00+00:00,0.0010858443108334725
2015-08-31 00:00:00+00:00,0.005044576320605509
2015-09-30 00:00:00+00:00,0.00046411214060815276
2015-10-31 00:00:00+00:00,-0.001561431447343331
2015-11-30 00:00:00+00:00,-0.00044379887163403797
2015-12-31 00:00:00+00:00,-0.00021373706583860397
2016-01-31 00:00:00+00:00,0.0071268852578381114
