time,carry_ir3m_xs
2022-05-31 00:00:00+00:00,-0.004418032024138374
2022-06-30 00:00:00+00:00,-0.01463894829315393
2022-07-31 00:00:00+00:00,0.007774326697559619
2022-08-31 00:00:00+00:00,0.00020155448986636237
2022-09-30 00:00:00+00:00,-0.021008684571412584
2022-10-31 00:00:00+00:00,0.015707858719440804
2022-11-30 00:00:00+00:00,-0.009068929089072642
2022-12-31 00:00:00+00:00,-0.0120693387149855
2023-01-31 00:00:00+00:00,0.004170953153407986
2023-02-28 00:00:00+00:00,-0.00155171090279127
2023-03-31 00:00:00+00:00,-0.006235568984863438
2023-04-30 00:00:00+00:00,-0.0036141966917093704
2023-05-31 00:00:00+00:00,0.0032059908435446705
2023-06-30 00:00:00+00:00,0.01483552020293466
2023-07-31 00:00:00+00:00,-0.003353236578898522
2023-08-31 00:00:00+00:00,-0.0035520752077968787
2023-09-30 00:00:00+00:00,0.005530076982778853
2023-10-31 00:00:00+00:00,-0.00970132209602137
2023-11-30 00:00:00+00:00,0.012692304567662571
2023-12-31 00:00:00+00:00,-0.010174130307408658
2024-01-31 00:00:00+00:00,0.0069978788106774825
2024-02-29 00:00:00+00:00,0.00853948997779952
2024-03-31 00:00:00+00:00,0.0028746127255501186
2024-04-30 00:00:00+00:00,0.007880978628957758
2024-05-31 00:00:00+00:00,0.009223917331292908
2024-06-30 00:00:00+00:00,0.003172861641584923
2024-07-31 00:00:00+00:00,-0.025708859611077828
2024-08-31 00:00:00+00:00,0.001839898320839417
2024-09-30 00:00:00+00:00,0.0049815821396139714
2024-10-31 00:00:00+00:00,-0.0007638628719642826
2024-11-30 00:00:00+00:00,-0.006654168409643502
2024-12-31 00:00:00+00:00,0.001520951633115386
2025-01-31 00:00:00+00:00,-0.005392998131129145
2025-02-28 00:00:00+00:00,-0.00591254161822119
2025-03-31 00:00:00+00:00,0.0016030852623007963
2025-04-30 00:00:00+00:00,-0.013204184119020468
2025-05-31 00:00:00+00:00,0.005104776937850719
2025-06-30 00:00:00+00:00,0.0005230944554330819
2025-07-31 00:00:00+00:00,0.0032508743270791562
2025-08-31 00:00:00+00:00,-0.00015533315079796495
2025-09-30 00:00:00+00:00,0.0017890459922615953
2025-10-31 00:00:00+00:00,0.004348127811624636
2025-11-30 00:00:00+00:00,0.005562408115570738
2025-12-31 00:00:00+00:00,0.006675302526921056
2026-01-31 00:00:00+00:00,0.005245084169627212
2026-02-28 00:00:00+00:00,0.0036673633534458627
2026-03-31 00:00:00+00:00,0.0013357668735687334
2026-04-30 00:00:00+00:00,0.009299867727086353
2026-05-31 00:00:00+00:00,0.006071146738339195
2026-06-30 00:00:00+00:00,-0.008912865730908548
2026-07-31 00:00:00+00:00,0.008229254943202813
2026-08-31 00:00:00+00:00,0.007479857927185307
2026-09-30 00:00:00+00:00,-0.011997676946137625
