date,EUR,GBP,JPY,AUD,CAD,CHF,NZD
2000-01-31 23:59:59.999999+00:00,49.999992,-6.0649891,61.570023,18.151001,,28.499994,5.4999423
2000-02-29 23:59:59.999999+00:00,41.37495,-7.109962,60.800014,14.79999,46.000008,38.000027,-4.2499833
2000-03-31 23:59:59.999999+00:00,64.050011,7.1799827,84.449997,45.200027,44.199982,41.624985,19.199997
2000-04-30 23:59:59.999999+00:00,60.675007,-3.9249926,83.45002,28.449987,66.20002,39.849991,8.4499798
2000-05-31 23:59:59.999999+00:00,62.500038,17.000048,99.500015,46.000053,65.000031,59.000034,32.800056
2000-06-30 23:59:59.999999+00:00,45.999996,-1.1250579,90.874947,30.999954,50.949993,46.700008,20.400059
2000-07-31 23:59:59.999999+00:00,51.775055,3.6750183,94.599991,39.099964,54.900036,56.400017,30.399992
2000-08-31 23:59:59.999999+00:00,49.099987,1.1000147,94.799995,39.300011,61.349987,61.050007,29.600004
2000-09-30 23:59:59.999999+00:00,40.300011,23.050018,83.550041,27.300041,48.300007,60.800022,38.850021
2000-10-31 23:59:59.999999+00:00,54.149982,34.049969,100.3,27.799994,55.300007,70.799988,40.700005
2000-11-30 23:59:59.999999+00:00,60.249943,36.374981,103.12498,41.499939,63.49995,78.249969,42.499996
2000-12-31 23:59:59.999999+00:00,51.624969,26.749977,95.500015,29.500006,49.850014,63.350033,26.350025
2001-01-31 23:59:59.999999+00:00,38.949993,17.449965,70.949966,13.699982,41.949982,47.449989,14.200002
2001-02-28 23:59:59.999999+00:00,41.000042,25.050024,83.550018,12.800046,57.950008,55.800026,16.999985
2001-03-31 23:59:59.999999+00:00,48.100021,46.500034,89.000015,20.500029,51.750027,64.500023,18.749968
2001-04-30 23:59:59.999999+00:00,30.700027,28.900009,72.775032,17.400017,39.900021,49.400017,19.650019
2001-05-31 23:59:59.999999+00:00,43.42495,36.874954,74.774971,27.549953,37.600018,48.924969,14.150047
2001-06-30 23:59:59.999999+00:00,49.649998,25.100018,85.29998,22.800009,37.600037,48.350033,21.850018
2001-07-31 23:59:59.999999+00:00,39.250023,25.225006,75.475021,20.100006,39.599991,48.724998,26.75
2001-08-31 23:59:59.999999+00:00,34.599995,16.79999,66.549965,12.899979,34.400005,41.899971,20.399981
2001-09-30 23:59:59.999999+00:00,25.600018,14.150027,60.950016,0.5000248,29.900002,28.750011,12.350011
2001-10-31 23:59:59.999999+00:00,30.125006,9.6000328,59.000011,16.500006,35.500004,38.500019,14.350029
2001-11-30 23:59:59.999999+00:00,45.249989,19.400017,79.499992,43.700008,48.699989,34.449993,19.999981
2001-12-31 23:59:59.999999+00:00,48.04998,25.600006,77.849991,32.599995,51.349991,31.499985,22.599991
2002-01-31 23:59:59.999999+00:00,41.849991,27.299992,72.924965,13.299962,40.049976,28.299982,4.8749981
2002-02-28 23:59:59.999999+00:00,30.474993,20.075008,64.950005,20.950006,33.200005,19.949995,8.200017
2002-03-31 23:59:59.999999+00:00,26.500036,24.500042,51.199989,9.7500429,26.750015,19.75004,-2.2999797
2002-04-30 23:59:59.999999+00:00,17.49999,7.4999442,43.999985,-0.50002146,18.774952,12.749969,-23.300024
2002-05-31 23:59:59.999999+00:00,25.749992,19.500008,43.300007,10.999991,24.499992,17.750002,-5.9999819
2002-06-30 23:59:59.999999+00:00,24.059978,18.249977,47.499981,7.275001,29.499975,18.249996,-2.1934509e-05
2002-07-31 23:59:59.999999+00:00,36.630024,28.460032,65.65004,21.320004,43.440018,35.980022,11.890038
