time,soft_low_gpr
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0002784397630402058
2012-01-31 00:00:00+00:00,-0.001062433607036506
2012-02-29 00:00:00+00:00,0.0006475695918646274
2012-03-31 00:00:00+00:00,0.001027831599735629
2012-04-30 00:00:00+00:00,-0.00031504051743824757
2012-05-31 00:00:00+00:00,-0.0003158240989667993
2012-06-30 00:00:00+00:00,0.0004959026594852922
2012-07-31 00:00:00+00:00,-0.00044540813672577784
2012-08-31 00:00:00+00:00,0.007214091617220086
2012-09-30 00:00:00+00:00,0.0010271371586501044
2012-10-31 00:00:00+00:00,0.0005590132242976331
2012-11-30 00:00:00+00:00,-0.00034264618714818784
2012-12-31 00:00:00+00:00,0.0002836573312579027
2013-01-31 00:00:00+00:00,-0.0006457091363036849
2013-02-28 00:00:00+00:00,0.0012723742569749064
2013-03-31 00:00:00+00:00,-0.006209006430962782
2013-04-30 00:00:00+00:00,0.0015292451314381506
2013-05-31 00:00:00+00:00,-0.0003337872838571343
2013-06-30 00:00:00+00:00,0.005648963465626489
2013-07-31 00:00:00+00:00,-0.005082073896978012
2013-08-31 00:00:00+00:00,0.002271454141627993
2013-09-30 00:00:00+00:00,-0.00020165516521553073
2013-10-31 00:00:00+00:00,-0.001766095789908606
2013-11-30 00:00:00+00:00,0.001384759216294329
2013-12-31 00:00:00+00:00,-0.0027796327784040953
2014-01-31 00:00:00+00:00,0.0011578372690941308
2014-02-28 00:00:00+00:00,0.0017593288248198835
2014-03-31 00:00:00+00:00,-0.0011638762505615796
2014-04-30 00:00:00+00:00,0.0011180366354062166
2014-05-31 00:00:00+00:00,-0.001270503192110417
2014-06-30 00:00:00+00:00,0.0004085929432506852
2014-07-31 00:00:00+00:00,-0.0004855745082839036
2014-08-31 00:00:00+00:00,0.0007502160332484298
2014-09-30 00:00:00+00:00,-0.0010349991605131947
2014-10-31 00:00:00+00:00,-0.002984509652045997
2014-11-30 00:00:00+00:00,0.0017340323125303314
2014-12-31 00:00:00+00:00,-0.0019816515909656385
2015-01-31 00:00:00+00:00,0.014638919438522358
2015-02-28 00:00:00+00:00,-0.004489802122679243
2015-03-31 00:00:00+00:00,0.000834884341043729
2015-04-30 00:00:00+00:00,-0.002645151908361454
2015-05-31 00:00:00+00:00,0.0036292943783411413
2015-06-30 00:00:00+00:00,-0.0016394893478877126
2015-07-31 00:00:00+00:00,0.0011958475758464537
2015-08-31 00:00:00+00:00,0.006137005290907993
2015-09-30 00:00:00+00:00,-0.0004980544518452534
2015-10-31 00:00:00+00:00,-0.004655025253784917
2015-11-30 00:00:00+00:00,-0.005160738040764445
2015-12-31 00:00:00+00:00,0.0012013453535737462
2016-01-31 00:00:00+00:00,0.000925906527923237
2016-02-29 00:00:00+00:00,0.0036484722252185797
2016-03-31 00:00:00+00:00,-0.006243797538500018
2016-04-30 00:00:00+00:00,-0.0016639647286414982
2016-05-31 00:00:00+00:00,-0.004458165947382686
2016-06-30 00:00:00+00:00,0.015571924657352909
2016-07-31 00:00:00+00:00,1.821864723527966e-05
2016-08-31 00:00:00+00:00,-0.0011809537528327807
2016-09-30 00:00:00+00:00,-0.0027432210842304183
2016-10-31 00:00:00+00:00,0.002634769535690973
2016-11-30 00:00:00+00:00,0.006112177541697461
2016-12-31 00:00:00+00:00,8.264228104515325e-05
2017-01-31 00:00:00+00:00,-0.0011548912659010702
2017-02-28 00:00:00+00:00,0.00016961552080441145
2017-03-31 00:00:00+00:00,-9.433710930994987e-05
2017-04-30 00:00:00+00:00,0.0006425656960227233
2017-05-31 00:00:00+00:00,-0.002347691893480164
2017-06-30 00:00:00+00:00,0.0012878192353857898
2017-07-31 00:00:00+00:00,0.0009150648109603754
