time,eq_diff_ts
2011-10-31 00:00:00+00:00,-0.010032876931102108
2011-11-30 00:00:00+00:00,0.023318443975276715
2011-12-31 00:00:00+00:00,0.002229540858812884
2012-01-31 00:00:00+00:00,0.005367518336373278
2012-02-29 00:00:00+00:00,0.0013666614191205628
2012-03-31 00:00:00+00:00,-0.000873219010114612
2012-04-30 00:00:00+00:00,0.006197417417195039
2012-05-31 00:00:00+00:00,-0.012428384679367355
2012-06-30 00:00:00+00:00,0.0043764011132338965
2012-07-31 00:00:00+00:00,-0.01899542595286563
2012-08-31 00:00:00+00:00,-0.007176796970911337
2012-09-30 00:00:00+00:00,-0.009236206253803947
2012-10-31 00:00:00+00:00,0.006281444872453301
2012-11-30 00:00:00+00:00,0.0005371337657111841
2012-12-31 00:00:00+00:00,-0.0009248512208615001
2013-01-31 00:00:00+00:00,0.0022418525826548574
2013-02-28 00:00:00+00:00,0.007080884861468739
2013-03-31 00:00:00+00:00,-0.0010949253256400393
2013-04-30 00:00:00+00:00,-0.001488655581573739
2013-05-31 00:00:00+00:00,0.009237000146234076
2013-06-30 00:00:00+00:00,0.010355754194586453
2013-07-31 00:00:00+00:00,-0.0046046640193618815
2013-08-31 00:00:00+00:00,0.008023829582135988
2013-09-30 00:00:00+00:00,0.013104561728299657
2013-10-31 00:00:00+00:00,-0.0004605217903869141
2013-11-30 00:00:00+00:00,0.0035037380786602235
2013-12-31 00:00:00+00:00,-0.0003362723534249268
2014-01-31 00:00:00+00:00,0.00608570264453423
2014-02-28 00:00:00+00:00,-0.005525998411287647
2014-03-31 00:00:00+00:00,-0.009871005843567593
2014-04-30 00:00:00+00:00,-0.0047027309914998705
2014-05-31 00:00:00+00:00,0.0017266732755010228
2014-06-30 00:00:00+00:00,-0.005246708444229475
2014-07-31 00:00:00+00:00,0.0027202653396820597
2014-08-31 00:00:00+00:00,0.0017000721237958594
2014-09-30 00:00:00+00:00,0.00275565332149319
2014-10-31 00:00:00+00:00,0.0033495710381297172
2014-11-30 00:00:00+00:00,-0.006249587252361022
2014-12-31 00:00:00+00:00,0.0055783298131835135
2015-01-31 00:00:00+00:00,0.03772615627576448
2015-02-28 00:00:00+00:00,0.003776720116502874
2015-03-31 00:00:00+00:00,-0.0038168539213913055
2015-04-30 00:00:00+00:00,-0.017098529674414276
2015-05-31 00:00:00+00:00,0.01932916195343881
2015-06-30 00:00:00+00:00,-0.005210084104436685
2015-07-31 00:00:00+00:00,-0.0022392194246710906
2015-08-31 00:00:00+00:00,0.027497223572820584
2015-09-30 00:00:00+00:00,0.0007321512469820046
2015-10-31 00:00:00+00:00,-0.002998551122236015
