Date,OIL_ME_VS_NON
1971-11-21 00:00:00+00:00,-103.64
1971-11-22 00:00:00+00:00,-64.7
1971-11-23 00:00:00+00:00,-121.47
1971-11-24 00:00:00+00:00,-135.64
1971-11-25 00:00:00+00:00,-195.86
1971-11-26 00:00:00+00:00,-145.62
1971-11-27 00:00:00+00:00,-142.52999999999997
1971-11-28 00:00:00+00:00,-144.21
1971-11-29 00:00:00+00:00,-62.510000000000005
1971-11-30 00:00:00+00:00,-200.34
1971-12-01 00:00:00+00:00,-83.16
1971-12-02 00:00:00+00:00,69.35000000000001
1971-12-03 00:00:00+00:00,-98.66
1971-12-04 00:00:00+00:00,-93.27
1971-12-05 00:00:00+00:00,-200.31
1971-12-06 00:00:00+00:00,-47.449999999999996
1971-12-07 00:00:00+00:00,-196.57
1971-12-08 00:00:00+00:00,-262.29
1971-12-09 00:00:00+00:00,-76.69
1971-12-10 00:00:00+00:00,-23.900000000000006
1971-12-11 00:00:00+00:00,-118.25999999999999
1971-12-12 00:00:00+00:00,-63.510000000000005
1971-12-13 00:00:00+00:00,-116.43
1971-12-14 00:00:00+00:00,-195.22999999999996
1971-12-15 00:00:00+00:00,-140.81
1971-12-16 00:00:00+00:00,-187.65
1971-12-17 00:00:00+00:00,-178.72
1971-12-18 00:00:00+00:00,-240.6
1971-12-19 00:00:00+00:00,-162.52
1971-12-20 00:00:00+00:00,-67.08999999999999
1971-12-21 00:00:00+00:00,-67.11999999999999
1971-12-22 00:00:00+00:00,-164.41
1971-12-23 00:00:00+00:00,-198.93
1971-12-24 00:00:00+00:00,-145.95
1971-12-25 00:00:00+00:00,-172.22
1971-12-26 00:00:00+00:00,-138.56
1971-12-27 00:00:00+00:00,7.269999999999996
1971-12-28 00:00:00+00:00,-163.88
1971-12-29 00:00:00+00:00,-199.67
1971-12-30 00:00:00+00:00,-178.79
1971-12-31 00:00:00+00:00,-158.77
1972-01-01 00:00:00+00:00,-148.61
1972-01-02 00:00:00+00:00,-193.05
1972-01-03 00:00:00+00:00,-74.24
1972-01-04 00:00:00+00:00,-185.53
1972-01-05 00:00:00+00:00,-121.89999999999999
1972-01-06 00:00:00+00:00,-181.14
1972-01-07 00:00:00+00:00,-123.02
1972-01-08 00:00:00+00:00,-89.78999999999999
1972-01-09 00:00:00+00:00,11.719999999999999
1972-01-10 00:00:00+00:00,-78.73
1972-01-11 00:00:00+00:00,-149.53
1972-01-12 00:00:00+00:00,-83.08
1972-01-13 00:00:00+00:00,-184.36
1972-01-14 00:00:00+00:00,-112.53
1972-01-15 00:00:00+00:00,-31.909999999999997
1972-01-16 00:00:00+00:00,-107.09
1972-01-17 00:00:00+00:00,-78.16
1972-01-18 00:00:00+00:00,-0.4099999999999966
1972-01-19 00:00:00+00:00,-167.26
1972-01-20 00:00:00+00:00,-171.26
1972-01-21 00:00:00+00:00,-27.870000000000005
1972-01-22 00:00:00+00:00,-102.28999999999999
1972-01-23 00:00:00+00:00,-112.04
1972-01-24 00:00:00+00:00,-45.870000000000005
1972-01-25 00:00:00+00:00,-205.02
1972-01-26 00:00:00+00:00,-98.96
1972-01-27 00:00:00+00:00,-203.84
1972-01-28 00:00:00+00:00,-178.17
1972-01-29 00:00:00+00:00,-116.91999999999999
1972-01-30 00:00:00+00:00,-131.31
1972-01-31 00:00:00+00:00,-68.89999999999999
1972-02-01 00:00:00+00:00,-170.16
1972-02-02 00:00:00+00:00,-197.66
1972-02-03 00:00:00+00:00,-170.79
1972-02-04 00:00:00+00:00,-154.37
1972-02-05 00:00:00+00:00,-184.88
1972-02-06 00:00:00+00:00,-164.24
1972-02-07 00:00:00+00:00,-83.55
1972-02-08 00:00:00+00:00,-184.48
1972-02-09 00:00:00+00:00,-136.64
1972-02-10 00:00:00+00:00,-70.48999999999998
1972-02-11 00:00:00+00:00,-27.42
1972-02-12 00:00:00+00:00,-84.59
1972-02-13 00:00:00+00:00,-97.9
1972-02-14 00:00:00+00:00,-63.67
1972-02-15 00:00:00+00:00,-115.55
1972-02-16 00:00:00+00:00,-108.57
1972-02-17 00:00:00+00:00,-135.54
1972-02-18 00:00:00+00:00,-150.55
1972-02-19 00:00:00+00:00,-130.81
1972-02-20 00:00:00+00:00,-56.09
1972-02-21 00:00:00+00:00,-56.279999999999994
1972-02-22 00:00:00+00:00,-166.57
1972-02-23 00:00:00+00:00,-159.33
1972-02-24 00:00:00+00:00,-61.66
1972-02-25 00:00:00+00:00,-114.22
1972-02-26 00:00:00+00:00,-138.81
1972-02-27 00:00:00+00:00,-109.2
1972-02-28 00:00:00+00:00,-25.840000000000003
1972-02-29 00:00:00+00:00,-90.56
1972-03-01 00:00:00+00:00,-117.60000000000001
1972-03-02 00:00:00+00:00,-151.68
1972-03-03 00:00:00+00:00,-80.30999999999999
1972-03-04 00:00:00+00:00,-64.88999999999999
1972-03-05 00:00:00+00:00,-64.83
1972-03-06 00:00:00+00:00,-34.79
1972-03-07 00:00:00+00:00,-126.4
1972-03-08 00:00:00+00:00,-136.81
1972-03-09 00:00:00+00:00,-163.17
1972-03-10 00:00:00+00:00,-117.83
1972-03-11 00:00:00+00:00,-194.58
1972-03-12 00:00:00+00:00,-127.9
1972-03-13 00:00:00+00:00,-66.66
1972-03-14 00:00:00+00:00,-51.91
1972-03-15 00:00:00+00:00,-125.9
1972-03-16 00:00:00+00:00,-76.86
1972-03-17 00:00:00+00:00,-61.22
1972-03-18 00:00:00+00:00,4.099999999999994
1972-03-19 00:00:00+00:00,-105.07
1972-03-20 00:00:00+00:00,-72.61
1972-03-21 00:00:00+00:00,-80.02000000000001
1972-03-22 00:00:00+00:00,-177.66
1972-03-23 00:00:00+00:00,-173.35
1972-03-24 00:00:00+00:00,-61.36000000000001
1972-03-25 00:00:00+00:00,-173.87
1972-03-26 00:00:00+00:00,-163.63
1972-03-27 00:00:00+00:00,-54.81
1972-03-28 00:00:00+00:00,-27.0
1972-03-29 00:00:00+00:00,-158.0
1972-03-30 00:00:00+00:00,-165.19
1972-03-31 00:00:00+00:00,-69.81
1972-04-01 00:00:00+00:00,-127.48
1972-04-02 00:00:00+00:00,-118.67
1972-04-03 00:00:00+00:00,-65.51
1972-04-04 00:00:00+00:00,-148.61
1972-04-05 00:00:00+00:00,-216.27
1972-04-06 00:00:00+00:00,-250.28
1972-04-07 00:00:00+00:00,-82.28
1972-04-08 00:00:00+00:00,-126.05999999999999
1972-04-09 00:00:00+00:00,-60.03
1972-04-10 00:00:00+00:00,-42.620000000000005
1972-04-11 00:00:00+00:00,-81.72
1972-04-12 00:00:00+00:00,-119.67999999999999
1972-04-13 00:00:00+00:00,-104.1
1972-04-14 00:00:00+00:00,-146.23
1972-04-15 00:00:00+00:00,-173.44
1972-04-16 00:00:00+00:00,-126.4
1972-04-17 00:00:00+00:00,-59.55999999999999
1972-04-18 00:00:00+00:00,-220.43
1972-04-19 00:00:00+00:00,-269.36
1972-04-20 00:00:00+00:00,-212.05
1972-04-21 00:00:00+00:00,-159.88
1972-04-22 00:00:00+00:00,-188.84
1972-04-23 00:00:00+00:00,-155.63
1972-04-24 00:00:00+00:00,-78.73
1972-04-25 00:00:00+00:00,-180.83
1972-04-26 00:00:00+00:00,-164.02
1972-04-27 00:00:00+00:00,-178.87
1972-04-28 00:00:00+00:00,-132.77
1972-04-29 00:00:00+00:00,-177.06
1972-04-30 00:00:00+00:00,-127.67
1972-05-01 00:00:00+00:00,-31.500000000000007
1972-05-02 00:00:00+00:00,-196.93
1972-05-03 00:00:00+00:00,-185.09
1972-05-04 00:00:00+00:00,-209.22
1972-05-05 00:00:00+00:00,-119.56
1972-05-06 00:00:00+00:00,-256.3
1972-05-07 00:00:00+00:00,-207.07
1972-05-08 00:00:00+00:00,-63.620000000000005
1972-05-09 00:00:00+00:00,-230.24
1972-05-10 00:00:00+00:00,-291.48
1972-05-11 00:00:00+00:00,-319.96
1972-05-12 00:00:00+00:00,-234.32
1972-05-13 00:00:00+00:00,-227.41000000000003
1972-05-14 00:00:00+00:00,-199.72
1972-05-15 00:00:00+00:00,-56.489999999999995
1972-05-16 00:00:00+00:00,-163.75
1972-05-17 00:00:00+00:00,-175.87
1972-05-18 00:00:00+00:00,-140.7
1972-05-19 00:00:00+00:00,-138.39
1972-05-20 00:00:00+00:00,-218.16
1972-05-21 00:00:00+00:00,-214.09
1972-05-22 00:00:00+00:00,-60.03
1972-05-23 00:00:00+00:00,-197.4
1972-05-24 00:00:00+00:00,-162.52
1972-05-25 00:00:00+00:00,-178.36
1972-05-26 00:00:00+00:00,-131.07
1972-05-27 00:00:00+00:00,-187.97
1972-05-28 00:00:00+00:00,-148.56
1972-05-29 00:00:00+00:00,-90.32
1972-05-30 00:00:00+00:00,-176.56
1972-05-31 00:00:00+00:00,-139.3
1972-06-01 00:00:00+00:00,-194.19
1972-06-02 00:00:00+00:00,-41.41000000000001
1972-06-03 00:00:00+00:00,183.70999999999998
1972-06-04 00:00:00+00:00,210.64000000000001
1972-06-05 00:00:00+00:00,-75.91000000000001
1972-06-06 00:00:00+00:00,-160.2
1972-06-07 00:00:00+00:00,-116.50000000000001
1972-06-08 00:00:00+00:00,-89.95
1972-06-09 00:00:00+00:00,-82.94
1972-06-10 00:00:00+00:00,-130.29000000000002
1972-06-11 00:00:00+00:00,-153.27
1972-06-12 00:00:00+00:00,-63.08
1972-06-13 00:00:00+00:00,20.419999999999987
1972-06-14 00:00:00+00:00,-159.67
1972-06-15 00:00:00+00:00,-203.98
1972-06-16 00:00:00+00:00,-126.4
1972-06-17 00:00:00+00:00,-103.32000000000001
1972-06-18 00:00:00+00:00,-126.79
1972-06-19 00:00:00+00:00,-64.43
1972-06-20 00:00:00+00:00,-181.81
1972-06-21 00:00:00+00:00,-165.34
1972-06-22 00:00:00+00:00,-172.37
1972-06-23 00:00:00+00:00,-126.03
1972-06-24 00:00:00+00:00,-156.7
1972-06-25 00:00:00+00:00,-133.71
1972-06-26 00:00:00+00:00,-61.64
1972-06-27 00:00:00+00:00,-161.03
1972-06-28 00:00:00+00:00,-161.68
1972-06-29 00:00:00+00:00,-120.84
1972-06-30 00:00:00+00:00,-153.77
1972-07-01 00:00:00+00:00,-148.63
1972-07-02 00:00:00+00:00,-55.1
1972-07-03 00:00:00+00:00,-36.19
1972-07-04 00:00:00+00:00,-165.54
1972-07-05 00:00:00+00:00,-134.13
1972-07-06 00:00:00+00:00,-101.61
1972-07-07 00:00:00+00:00,-132.84
1972-07-08 00:00:00+00:00,-164.27
1972-07-09 00:00:00+00:00,-93.92
1972-07-10 00:00:00+00:00,-88.96
1972-07-11 00:00:00+00:00,-121.76
1972-07-12 00:00:00+00:00,-155.49
1972-07-13 00:00:00+00:00,-85.24000000000001
1972-07-14 00:00:00+00:00,-152.62
1972-07-15 00:00:00+00:00,-132.42
1972-07-16 00:00:00+00:00,-157.54
1972-07-17 00:00:00+00:00,-18.949999999999996
1972-07-18 00:00:00+00:00,-150.95
1972-07-19 00:00:00+00:00,-159.93
1972-07-20 00:00:00+00:00,-65.05000000000001
1972-07-21 00:00:00+00:00,-132.91
1972-07-22 00:00:00+00:00,-69.69999999999999
1972-07-23 00:00:00+00:00,-50.44
1972-07-24 00:00:00+00:00,-44.730000000000004
1972-07-25 00:00:00+00:00,-163.62
1972-07-26 00:00:00+00:00,-6.849999999999994
1972-07-27 00:00:00+00:00,-162.74
1972-07-28 00:00:00+00:00,-111.75
1972-07-29 00:00:00+00:00,-89.32000000000001
1972-07-30 00:00:00+00:00,-133.31
1972-07-31 00:00:00+00:00,-73.16
1972-08-01 00:00:00+00:00,-144.75
1972-08-02 00:00:00+00:00,-99.87
1972-08-03 00:00:00+00:00,-141.61
1972-08-04 00:00:00+00:00,-138.46
1972-08-05 00:00:00+00:00,-168.71
1972-08-06 00:00:00+00:00,-125.09
1972-08-07 00:00:00+00:00,-82.56
1972-08-08 00:00:00+00:00,-56.46000000000001
1972-08-09 00:00:00+00:00,-130.2
1972-08-10 00:00:00+00:00,-117.37
1972-08-11 00:00:00+00:00,-122.45
1972-08-12 00:00:00+00:00,-137.06
1972-08-13 00:00:00+00:00,-124.03
1972-08-14 00:00:00+00:00,-76.53
1972-08-15 00:00:00+00:00,-170.45
1972-08-16 00:00:00+00:00,-134.94
1972-08-17 00:00:00+00:00,-173.4
1972-08-18 00:00:00+00:00,-59.28
1972-08-19 00:00:00+00:00,-165.09
1972-08-20 00:00:00+00:00,-137.77
1972-08-21 00:00:00+00:00,-108.25
1972-08-22 00:00:00+00:00,-161.48
1972-08-23 00:00:00+00:00,-145.19
1972-08-24 00:00:00+00:00,-167.82
1972-08-25 00:00:00+00:00,-126.4
1972-08-26 00:00:00+00:00,-184.56
1972-08-27 00:00:00+00:00,-130.31
1972-08-28 00:00:00+00:00,-78.05
1972-08-29 00:00:00+00:00,-150.48
1972-08-30 00:00:00+00:00,-143.58
1972-08-31 00:00:00+00:00,-151.97
1972-09-01 00:00:00+00:00,-124.02
1972-09-02 00:00:00+00:00,-139.79
1972-09-03 00:00:00+00:00,-116.11
1972-09-04 00:00:00+00:00,-79.76
1972-09-05 00:00:00+00:00,-164.79
1972-09-06 00:00:00+00:00,-164.14
1972-09-07 00:00:00+00:00,-317.61
1972-09-08 00:00:00+00:00,-116.77000000000001
1972-09-09 00:00:00+00:00,-233.24
1972-09-10 00:00:00+00:00,41.52999999999999
1972-09-11 00:00:00+00:00,-74.44
1972-09-12 00:00:00+00:00,-123.56
1972-09-13 00:00:00+00:00,-138.21
1972-09-14 00:00:00+00:00,-175.48
1972-09-15 00:00:00+00:00,-133.66
1972-09-16 00:00:00+00:00,-147.24
1972-09-17 00:00:00+00:00,-126.71
1972-09-18 00:00:00+00:00,7.640000000000001
1972-09-19 00:00:00+00:00,152.11
1972-09-20 00:00:00+00:00,-138.4
1972-09-21 00:00:00+00:00,-173.12
1972-09-22 00:00:00+00:00,-129.56
1972-09-23 00:00:00+00:00,-186.13
1972-09-24 00:00:00+00:00,-116.6
1972-09-25 00:00:00+00:00,-69.02000000000001
1972-09-26 00:00:00+00:00,-72.27
1972-09-27 00:00:00+00:00,-177.8
1972-09-28 00:00:00+00:00,-161.49
1972-09-29 00:00:00+00:00,-110.22
1972-09-30 00:00:00+00:00,-188.22
1972-10-01 00:00:00+00:00,-129.25
1972-10-02 00:00:00+00:00,-84.47
1972-10-03 00:00:00+00:00,-124.33
1972-10-04 00:00:00+00:00,-143.52
1972-10-05 00:00:00+00:00,-140.77
1972-10-06 00:00:00+00:00,-109.37
1972-10-07 00:00:00+00:00,-67.23000000000002
1972-10-08 00:00:00+00:00,-116.76
1972-10-09 00:00:00+00:00,-67.91
1972-10-10 00:00:00+00:00,-123.16
1972-10-11 00:00:00+00:00,-48.67
1972-10-12 00:00:00+00:00,-79.99
1972-10-13 00:00:00+00:00,-131.39
1972-10-14 00:00:00+00:00,-108.71
1972-10-15 00:00:00+00:00,-98.62
1972-10-16 00:00:00+00:00,-86.01
1972-10-17 00:00:00+00:00,-127.41
1972-10-18 00:00:00+00:00,-151.97
1972-10-19 00:00:00+00:00,-184.07
1972-10-20 00:00:00+00:00,-117.53
1972-10-21 00:00:00+00:00,-106.35
1972-10-22 00:00:00+00:00,-102.45
1972-10-23 00:00:00+00:00,-87.6
1972-10-24 00:00:00+00:00,-175.77
1972-10-25 00:00:00+00:00,-115.75999999999999
1972-10-26 00:00:00+00:00,-84.26999999999998
1972-10-27 00:00:00+00:00,-116.29
1972-10-28 00:00:00+00:00,-198.5
1972-10-29 00:00:00+00:00,-145.16
1972-10-30 00:00:00+00:00,-71.1
1972-10-31 00:00:00+00:00,-139.54
1972-11-01 00:00:00+00:00,-169.65
1972-11-02 00:00:00+00:00,-144.72
1972-11-03 00:00:00+00:00,-115.78
1972-11-04 00:00:00+00:00,-145.54
1972-11-05 00:00:00+00:00,-120.35
1972-11-06 00:00:00+00:00,-62.15
1972-11-07 00:00:00+00:00,-175.84
1972-11-08 00:00:00+00:00,-132.08
1972-11-09 00:00:00+00:00,-100.38
1972-11-10 00:00:00+00:00,-90.43
1972-11-11 00:00:00+00:00,-142.73
1972-11-12 00:00:00+00:00,-134.56
1972-11-13 00:00:00+00:00,-88.32
1972-11-14 00:00:00+00:00,-168.91
1972-11-15 00:00:00+00:00,-157.52
1972-11-16 00:00:00+00:00,-69.57000000000002
1972-11-17 00:00:00+00:00,-119.01
1972-11-18 00:00:00+00:00,-69.57000000000002
1972-11-19 00:00:00+00:00,-100.71
1972-11-20 00:00:00+00:00,-41.400000000000006
1972-11-21 00:00:00+00:00,-39.519999999999996
1972-11-22 00:00:00+00:00,-131.9
1972-11-23 00:00:00+00:00,-111.85
1972-11-24 00:00:00+00:00,-71.83
1972-11-25 00:00:00+00:00,-129.31
1972-11-26 00:00:00+00:00,-136.72
1972-11-27 00:00:00+00:00,-30.07
1972-11-28 00:00:00+00:00,-72.17999999999999
1972-11-29 00:00:00+00:00,-58.16000000000001
1972-11-30 00:00:00+00:00,-119.48
1972-12-01 00:00:00+00:00,-95.88
1972-12-02 00:00:00+00:00,-119.22
1972-12-03 00:00:00+00:00,-79.59
1972-12-04 00:00:00+00:00,-68.32
1972-12-05 00:00:00+00:00,-122.59
1972-12-06 00:00:00+00:00,-102.95
1972-12-07 00:00:00+00:00,-78.53999999999999
1972-12-08 00:00:00+00:00,-30.730000000000004
1972-12-09 00:00:00+00:00,-61.5
1972-12-10 00:00:00+00:00,-121.05
1972-12-11 00:00:00+00:00,-93.14
1972-12-12 00:00:00+00:00,-150.73
1972-12-13 00:00:00+00:00,-130.4
1972-12-14 00:00:00+00:00,-152.93
1972-12-15 00:00:00+00:00,-115.63
1972-12-16 00:00:00+00:00,-104.61
1972-12-17 00:00:00+00:00,-107.09
1972-12-18 00:00:00+00:00,-65.68
1972-12-19 00:00:00+00:00,-137.3
1972-12-20 00:00:00+00:00,-157.26
1972-12-21 00:00:00+00:00,-167.26
1972-12-22 00:00:00+00:00,-175.87
1972-12-23 00:00:00+00:00,-190.33
1972-12-24 00:00:00+00:00,-181.05
1972-12-25 00:00:00+00:00,-129.64
1972-12-26 00:00:00+00:00,-139.56
1972-12-27 00:00:00+00:00,-136.79
1972-12-28 00:00:00+00:00,-148.74
1972-12-29 00:00:00+00:00,-140.97
1972-12-30 00:00:00+00:00,-171.85
1972-12-31 00:00:00+00:00,-185.33
1973-01-01 00:00:00+00:00,-122.23
1973-01-02 00:00:00+00:00,-139.46
1973-01-03 00:00:00+00:00,-155.2
1973-01-04 00:00:00+00:00,-180.71
1973-01-05 00:00:00+00:00,-103.85
1973-01-06 00:00:00+00:00,-143.0
1973-01-07 00:00:00+00:00,-118.18
1973-01-08 00:00:00+00:00,-33.22
1973-01-09 00:00:00+00:00,-172.49
1973-01-10 00:00:00+00:00,-133.6
1973-01-11 00:00:00+00:00,-150.91
1973-01-12 00:00:00+00:00,-53.190000000000005
1973-01-13 00:00:00+00:00,-93.14
1973-01-14 00:00:00+00:00,-92.44
1973-01-15 00:00:00+00:00,-52.64
1973-01-16 00:00:00+00:00,-120.0
1973-01-17 00:00:00+00:00,-122.57
1973-01-18 00:00:00+00:00,-109.92
1973-01-19 00:00:00+00:00,-95.35
1973-01-20 00:00:00+00:00,-135.62
1973-01-21 00:00:00+00:00,-85.46
1973-01-22 00:00:00+00:00,-77.9
1973-01-23 00:00:00+00:00,-137.19
1973-01-24 00:00:00+00:00,-114.87
1973-01-25 00:00:00+00:00,-109.71
1973-01-26 00:00:00+00:00,-137.52
1973-01-27 00:00:00+00:00,-145.36
1973-01-28 00:00:00+00:00,-70.71
1973-01-29 00:00:00+00:00,-64.99
1973-01-30 00:00:00+00:00,-161.43
1973-01-31 00:00:00+00:00,-31.790000000000006
1973-02-01 00:00:00+00:00,-128.88
1973-02-02 00:00:00+00:00,-114.3
1973-02-03 00:00:00+00:00,-151.15
1973-02-04 00:00:00+00:00,-108.66
1973-02-05 00:00:00+00:00,-73.21
1973-02-06 00:00:00+00:00,-142.2
1973-02-07 00:00:00+00:00,-119.26
1973-02-08 00:00:00+00:00,-127.71
1973-02-09 00:00:00+00:00,-112.53
1973-02-10 00:00:00+00:00,-26.409999999999997
1973-02-11 00:00:00+00:00,-98.97
1973-02-12 00:00:00+00:00,-68.62
1973-02-13 00:00:00+00:00,-114.68
1973-02-14 00:00:00+00:00,-98.57
1973-02-15 00:00:00+00:00,-38.28
1973-02-16 00:00:00+00:00,-60.67
1973-02-17 00:00:00+00:00,-146.32
1973-02-18 00:00:00+00:00,-48.040000000000006
1973-02-19 00:00:00+00:00,-56.35
1973-02-20 00:00:00+00:00,-103.27
1973-02-21 00:00:00+00:00,-18.840000000000003
1973-02-22 00:00:00+00:00,-105.83
1973-02-23 00:00:00+00:00,25.669999999999987
1973-02-24 00:00:00+00:00,-84.56
1973-02-25 00:00:00+00:00,-116.19
1973-02-26 00:00:00+00:00,-44.540000000000006
1973-02-27 00:00:00+00:00,-102.4
1973-02-28 00:00:00+00:00,-115.17
1973-03-01 00:00:00+00:00,-63.35
1973-03-02 00:00:00+00:00,-41.53
1973-03-03 00:00:00+00:00,-130.59
1973-03-04 00:00:00+00:00,-133.18
1973-03-05 00:00:00+00:00,-66.23
1973-03-06 00:00:00+00:00,-70.34
1973-03-07 00:00:00+00:00,-112.46
1973-03-08 00:00:00+00:00,-117.06
1973-03-09 00:00:00+00:00,-56.54
1973-03-10 00:00:00+00:00,-128.05
1973-03-11 00:00:00+00:00,-50.62
1973-03-12 00:00:00+00:00,-3.730000000000004
1973-03-13 00:00:00+00:00,-120.0
1973-03-14 00:00:00+00:00,-127.29
1973-03-15 00:00:00+00:00,-66.61000000000001
1973-03-16 00:00:00+00:00,-93.01
1973-03-17 00:00:00+00:00,-148.21
1973-03-18 00:00:00+00:00,-92.27
1973-03-19 00:00:00+00:00,-55.73
1973-03-20 00:00:00+00:00,-108.12
1973-03-21 00:00:00+00:00,-96.24
1973-03-22 00:00:00+00:00,50.86
1973-03-23 00:00:00+00:00,-62.16
1973-03-24 00:00:00+00:00,-63.599999999999994
1973-03-25 00:00:00+00:00,-88.41
1973-03-26 00:00:00+00:00,-36.49
1973-03-27 00:00:00+00:00,4.530000000000001
1973-03-28 00:00:00+00:00,-120.97
1973-03-29 00:00:00+00:00,13.219999999999999
1973-03-30 00:00:00+00:00,-52.14
1973-03-31 00:00:00+00:00,-44.01
1973-04-01 00:00:00+00:00,36.63
1973-04-02 00:00:00+00:00,-54.85
1973-04-03 00:00:00+00:00,-103.68
1973-04-04 00:00:00+00:00,-114.48
1973-04-05 00:00:00+00:00,-91.58
1973-04-06 00:00:00+00:00,-40.7
1973-04-07 00:00:00+00:00,-114.8
1973-04-08 00:00:00+00:00,19.299999999999997
1973-04-09 00:00:00+00:00,-68.01
1973-04-10 00:00:00+00:00,-117.74
1973-04-11 00:00:00+00:00,-78.49000000000001
1973-04-12 00:00:00+00:00,-77.25
1973-04-13 00:00:00+00:00,16.99000000000001
1973-04-14 00:00:00+00:00,-135.24
1973-04-15 00:00:00+00:00,263.56
1973-04-16 00:00:00+00:00,127.50000000000001
1973-04-17 00:00:00+00:00,-50.03
1973-04-18 00:00:00+00:00,19.11
1973-04-19 00:00:00+00:00,-128.52
1973-04-20 00:00:00+00:00,-29.82
1973-04-21 00:00:00+00:00,90.02
1973-04-22 00:00:00+00:00,54.69
1973-04-23 00:00:00+00:00,-80.1
1973-04-24 00:00:00+00:00,-61.41
1973-04-25 00:00:00+00:00,-91.72
1973-04-26 00:00:00+00:00,-49.72
1973-04-27 00:00:00+00:00,-88.77
1973-04-28 00:00:00+00:00,-103.53
1973-04-29 00:00:00+00:00,-80.18
1973-04-30 00:00:00+00:00,-24.479999999999997
1973-05-01 00:00:00+00:00,-38.42
1973-05-02 00:00:00+00:00,141.2
1973-05-03 00:00:00+00:00,-91.78
1973-05-04 00:00:00+00:00,-99.94
1973-05-05 00:00:00+00:00,-52.05
1973-05-06 00:00:00+00:00,10.400000000000006
1973-05-07 00:00:00+00:00,-51.9
1973-05-08 00:00:00+00:00,-146.94
1973-05-09 00:00:00+00:00,-118.76
1973-05-10 00:00:00+00:00,-38.53999999999999
1973-05-11 00:00:00+00:00,-16.39
1973-05-12 00:00:00+00:00,-31.97
1973-05-13 00:00:00+00:00,-19.28
1973-05-14 00:00:00+00:00,-34.71
1973-05-15 00:00:00+00:00,-56.83
1973-05-16 00:00:00+00:00,-112.7
1973-05-17 00:00:00+00:00,118.78000000000002
1973-05-18 00:00:00+00:00,-30.629999999999995
1973-05-19 00:00:00+00:00,-94.18
1973-05-20 00:00:00+00:00,-54.85
1973-05-21 00:00:00+00:00,-6.399999999999999
1973-05-22 00:00:00+00:00,-82.65
1973-05-23 00:00:00+00:00,-31.700000000000003
1973-05-24 00:00:00+00:00,-32.5
1973-05-25 00:00:00+00:00,-37.08
1973-05-26 00:00:00+00:00,-76.09
1973-05-27 00:00:00+00:00,-7.980000000000004
1973-05-28 00:00:00+00:00,-58.74
1973-05-29 00:00:00+00:00,-100.64
1973-05-30 00:00:00+00:00,-25.89
1973-05-31 00:00:00+00:00,-99.04
1973-06-01 00:00:00+00:00,-56.54
1973-06-02 00:00:00+00:00,28.47
1973-06-03 00:00:00+00:00,-55.64
1973-06-04 00:00:00+00:00,-52.76
1973-06-05 00:00:00+00:00,-84.46
1973-06-06 00:00:00+00:00,49.980000000000004
1973-06-07 00:00:00+00:00,-101.55
1973-06-08 00:00:00+00:00,-34.839999999999996
1973-06-09 00:00:00+00:00,-88.07
1973-06-10 00:00:00+00:00,-25.13000000000001
1973-06-11 00:00:00+00:00,12.25
1973-06-12 00:00:00+00:00,-112.23
1973-06-13 00:00:00+00:00,-23.259999999999998
1973-06-14 00:00:00+00:00,-47.08
1973-06-15 00:00:00+00:00,-80.87
1973-06-16 00:00:00+00:00,-102.42
1973-06-17 00:00:00+00:00,-75.84
1973-06-18 00:00:00+00:00,-18.380000000000003
1973-06-19 00:00:00+00:00,4.510000000000005
1973-06-20 00:00:00+00:00,-28.300000000000004
1973-06-21 00:00:00+00:00,-72.73
1973-06-22 00:00:00+00:00,24.88000000000001
1973-06-23 00:00:00+00:00,-25.439999999999998
1973-06-24 00:00:00+00:00,-82.6
1973-06-25 00:00:00+00:00,-16.869999999999997
1973-06-26 00:00:00+00:00,-89.13
1973-06-27 00:00:00+00:00,-26.769999999999996
1973-06-28 00:00:00+00:00,-83.89
1973-06-29 00:00:00+00:00,-61.81
1973-06-30 00:00:00+00:00,-56.9
1973-07-01 00:00:00+00:00,-80.66
1973-07-02 00:00:00+00:00,-46.36
1973-07-03 00:00:00+00:00,49.370000000000005
1973-07-04 00:00:00+00:00,-168.39
1973-07-05 00:00:00+00:00,-37.34
1973-07-06 00:00:00+00:00,-57.73
1973-07-07 00:00:00+00:00,-107.35
1973-07-08 00:00:00+00:00,-101.96
1973-07-09 00:00:00+00:00,-36.900000000000006
1973-07-10 00:00:00+00:00,-60.92
1973-07-11 00:00:00+00:00,7.959999999999994
1973-07-12 00:00:00+00:00,-109.26
1973-07-13 00:00:00+00:00,-77.61
1973-07-14 00:00:00+00:00,-77.2
1973-07-15 00:00:00+00:00,57.980000000000004
1973-07-16 00:00:00+00:00,-31.050000000000004
1973-07-17 00:00:00+00:00,-99.44
1973-07-18 00:00:00+00:00,-101.67
1973-07-19 00:00:00+00:00,-42.57
1973-07-20 00:00:00+00:00,-56.48
1973-07-21 00:00:00+00:00,9.569999999999993
1973-07-22 00:00:00+00:00,-95.74
1973-07-23 00:00:00+00:00,-9.590000000000003
1973-07-24 00:00:00+00:00,-123.2
1973-07-25 00:00:00+00:00,-30.799999999999997
1973-07-26 00:00:00+00:00,-133.45
1973-07-27 00:00:00+00:00,-89.1
1973-07-28 00:00:00+00:00,-79.31
