time,high_cpi_z_xs
2011-10-31 00:00:00+00:00,0.011744496516229885
2011-11-30 00:00:00+00:00,-0.008733897322786288
2011-12-31 00:00:00+00:00,0.005321326567209184
2012-01-31 00:00:00+00:00,-0.006418303688645266
2012-02-29 00:00:00+00:00,-0.007926414339694765
2012-03-31 00:00:00+00:00,0.011796220339331587
2012-04-30 00:00:00+00:00,0.0006083846170061857
2012-05-31 00:00:00+00:00,0.006179754994665387
2012-06-30 00:00:00+00:00,-0.010582398874919074
2012-07-31 00:00:00+00:00,-0.020377760229534747
2012-08-31 00:00:00+00:00,0.012831577049133402
2012-09-30 00:00:00+00:00,-0.005183398113040805
2012-10-31 00:00:00+00:00,0.002878245783569655
2012-11-30 00:00:00+00:00,-0.00116672489956271
2012-12-31 00:00:00+00:00,0.00046243599341377895
2013-01-31 00:00:00+00:00,0.003643812468454577
2013-02-28 00:00:00+00:00,0.00037932335230239644
2013-03-31 00:00:00+00:00,-0.011511460718307776
2013-04-30 00:00:00+00:00,-0.0011978564099939248
2013-05-31 00:00:00+00:00,0.0019592537923398545
2013-06-30 00:00:00+00:00,-0.006530312968104357
2013-07-31 00:00:00+00:00,-0.016125170574162295
2013-08-31 00:00:00+00:00,0.011787057255937539
2013-09-30 00:00:00+00:00,-0.010970290113085035
2013-10-31 00:00:00+00:00,0.0028022318763092358
2013-11-30 00:00:00+00:00,0.0020849368624806797
2013-12-31 00:00:00+00:00,-0.0018191115216179554
2014-01-31 00:00:00+00:00,0.01168632030670591
2014-02-28 00:00:00+00:00,-0.0027129964045802257
2014-03-31 00:00:00+00:00,0.007624861654295989
2014-04-30 00:00:00+00:00,-0.004433284377915014
2014-05-31 00:00:00+00:00,0.007845381644429938
2014-06-30 00:00:00+00:00,-0.004168511751531101
2014-07-31 00:00:00+00:00,0.005450491008507363
2014-08-31 00:00:00+00:00,0.0101798509899802
2014-09-30 00:00:00+00:00,0.007687920526654457
2014-10-31 00:00:00+00:00,0.0035808402532506722
2014-11-30 00:00:00+00:00,0.003938427223342478
2014-12-31 00:00:00+00:00,0.0025330752849712646
