time,lp_ew
2011-10-31 00:00:00+00:00,0.017305446129930235
2011-11-30 00:00:00+00:00,-0.009608829375481687
2011-12-31 00:00:00+00:00,0.013874602666198
2012-01-31 00:00:00+00:00,0.007920178345072415
2012-02-29 00:00:00+00:00,-0.0031864336543960814
2012-03-31 00:00:00+00:00,-0.005488499619436427
2012-04-30 00:00:00+00:00,0.0029243320201548517
2012-05-31 00:00:00+00:00,0.0007373173478546491
2012-06-30 00:00:00+00:00,-0.002228175931934473
2012-07-31 00:00:00+00:00,0.0045112979531569675
2012-08-31 00:00:00+00:00,-0.005948467448695038
2012-09-30 00:00:00+00:00,0.0008823324166353785
2012-10-31 00:00:00+00:00,0.0019431684050903453
2012-11-30 00:00:00+00:00,0.000875398407241823
2012-12-31 00:00:00+00:00,0.0028115712920315783
2013-01-31 00:00:00+00:00,0.002299879479517708
2013-02-28 00:00:00+00:00,-0.003361653088808758
2013-03-31 00:00:00+00:00,-0.001997130286931603
2013-04-30 00:00:00+00:00,0.0031933485420441166
2013-05-31 00:00:00+00:00,-0.003881601429469028
2013-06-30 00:00:00+00:00,0.002044730886112678
2013-07-31 00:00:00+00:00,0.0073276711895702284
2013-08-31 00:00:00+00:00,-0.00538142691808885
2013-09-30 00:00:00+00:00,-0.012611383166391543
2013-10-31 00:00:00+00:00,-0.0014648114883196728
2013-11-30 00:00:00+00:00,0.010548545699605283
2013-12-31 00:00:00+00:00,-0.007265919428464329
2014-01-31 00:00:00+00:00,-0.0028479009129709354
2014-02-28 00:00:00+00:00,-0.004363122101899264
2014-03-31 00:00:00+00:00,0.00016484718409182086
2014-04-30 00:00:00+00:00,0.0018590196100329859
2014-05-31 00:00:00+00:00,0.005077984822640769
2014-06-30 00:00:00+00:00,-0.0037599942015280607
2014-07-31 00:00:00+00:00,-0.0024556696450832582
2014-08-31 00:00:00+00:00,-0.0007842595045157719
2014-09-30 00:00:00+00:00,-0.0073719789079038645
2014-10-31 00:00:00+00:00,-0.0003277133620726014
2014-11-30 00:00:00+00:00,-0.0016720237503473623
2014-12-31 00:00:00+00:00,-0.004858761870533801
2015-01-31 00:00:00+00:00,0.0056922520088944495
2015-02-28 00:00:00+00:00,-0.004972216831848897
2015-03-31 00:00:00+00:00,-0.0021027146534224883
2015-04-30 00:00:00+00:00,-0.0010220321346903205
2015-05-31 00:00:00+00:00,0.005399773329352042
2015-06-30 00:00:00+00:00,-0.00754422444774161
2015-07-31 00:00:00+00:00,0.00275427848459886
2015-08-31 00:00:00+00:00,-0.009073284467521092
2015-09-30 00:00:00+00:00,-0.003049886742803487
2015-10-31 00:00:00+00:00,-6.579560262398587e-06
2015-11-30 00:00:00+00:00,-0.006810473911328607
2015-12-31 00:00:00+00:00,0.015685802160002593
2016-01-31 00:00:00+00:00,-0.0071996971639941565
2016-02-29 00:00:00+00:00,0.007896454444869638
2016-03-31 00:00:00+00:00,0.0015613045605948894
2016-04-30 00:00:00+00:00,0.0033935820598993693
2016-05-31 00:00:00+00:00,-0.0006808210802843329
2016-06-30 00:00:00+00:00,-0.006027907290352408
2016-07-31 00:00:00+00:00,-9.542519468863642e-05
2016-08-31 00:00:00+00:00,-0.0012893565837454046
2016-09-30 00:00:00+00:00,0.006889466882275208
2016-10-31 00:00:00+00:00,0.0040014554040956885
2016-11-30 00:00:00+00:00,-0.007583616994904618
2016-12-31 00:00:00+00:00,0.0010886536032885807
2017-01-31 00:00:00+00:00,-0.005197163343139799
2017-02-28 00:00:00+00:00,-0.0021170102141282454
2017-03-31 00:00:00+00:00,0.0032444560007860446
2017-04-30 00:00:00+00:00,0.00309819927024102
2017-05-31 00:00:00+00:00,-0.011685499970369495
2017-06-30 00:00:00+00:00,-0.009334934176365106
2017-07-31 00:00:00+00:00,-0.004693117192879459
2017-08-31 00:00:00+00:00,0.0018795086140184214
2017-09-30 00:00:00+00:00,0.0034539169519600676
2017-10-31 00:00:00+00:00,-0.004170913340458049
2017-11-30 00:00:00+00:00,0.0023807661698012073
2017-12-31 00:00:00+00:00,-0.012754152764998916
2018-01-31 00:00:00+00:00,0.006834441789477674
2018-02-28 00:00:00+00:00,0.005766088172732831
2018-03-31 00:00:00+00:00,0.0005121550981721512
2018-04-30 00:00:00+00:00,-0.007691004011302627
2018-05-31 00:00:00+00:00,0.0010551923075499126
2018-06-30 00:00:00+00:00,-0.004538192837272748
2018-07-31 00:00:00+00:00,0.0037138557047260434
2018-08-31 00:00:00+00:00,0.0012302820836675998
2018-09-30 00:00:00+00:00,-0.0016204876174705785
2018-10-31 00:00:00+00:00,-0.0017508329447718518
2018-11-30 00:00:00+00:00,0.0032800429408808007
2018-12-31 00:00:00+00:00,-0.0069522510251670555
2019-01-31 00:00:00+00:00,0.008814286060868204
2019-02-28 00:00:00+00:00,0.0033555468248567255
2019-03-31 00:00:00+00:00,-0.0015055438340045857
2019-04-30 00:00:00+00:00,-0.005355286693099814
2019-05-31 00:00:00+00:00,-0.004050405934727386
2019-06-30 00:00:00+00:00,-0.00486483678781835
2019-07-31 00:00:00+00:00,-0.004459945252394348
2019-08-31 00:00:00+00:00,-0.001225898671104786
2019-09-30 00:00:00+00:00,0.0008827995895215324
2019-10-31 00:00:00+00:00,-0.004330839108135254
2019-11-30 00:00:00+00:00,6.355921234546535e-05
2019-12-31 00:00:00+00:00,0.0021220382528568393
2020-01-31 00:00:00+00:00,0.004670765096183471
2020-02-29 00:00:00+00:00,0.0014775040697871944
2020-03-31 00:00:00+00:00,-0.008251913832677316
2020-04-30 00:00:00+00:00,0.006005178804264544
2020-05-31 00:00:00+00:00,0.006866754768710903
2020-06-30 00:00:00+00:00,0.000282419827942082
2020-07-31 00:00:00+00:00,-0.002395627054675109
2020-08-31 00:00:00+00:00,0.00035399470430164115
2020-09-30 00:00:00+00:00,0.0010246721937272607
2020-10-31 00:00:00+00:00,-0.003593262927427343
2020-11-30 00:00:00+00:00,-0.002468503415969825
2020-12-31 00:00:00+00:00,-0.0031560960422351014
2021-01-31 00:00:00+00:00,0.0018788303132635242
2021-02-28 00:00:00+00:00,0.0006325059270133604
2021-03-31 00:00:00+00:00,-0.005376659945957707
2021-04-30 00:00:00+00:00,-0.0002533456320222838
2021-05-31 00:00:00+00:00,3.846392946305066e-05
2021-06-30 00:00:00+00:00,-0.002999721701957614
2021-07-31 00:00:00+00:00,-0.0009080084205972394
2021-08-31 00:00:00+00:00,0.0019024047261588795
2021-09-30 00:00:00+00:00,-0.0036574842351456693
2021-10-31 00:00:00+00:00,-0.0018102281193754788
2021-11-30 00:00:00+00:00,0.0026696242661525815
2021-12-31 00:00:00+00:00,0.0013541628764595082
2022-01-31 00:00:00+00:00,0.005194238902256343
2022-02-28 00:00:00+00:00,-0.0031916291656207685
2022-03-31 00:00:00+00:00,0.011829104790197276
2022-04-30 00:00:00+00:00,-0.002292902731149238
2022-05-31 00:00:00+00:00,-0.003101731897072524
2022-06-30 00:00:00+00:00,0.002549093147057757
2022-07-31 00:00:00+00:00,-0.007576766722870665
2022-08-31 00:00:00+00:00,-0.006399234136907794
2022-09-30 00:00:00+00:00,-0.0065447365703256155
2022-10-31 00:00:00+00:00,-0.00819741425176057
2022-11-30 00:00:00+00:00,0.0034156344474254308
2022-12-31 00:00:00+00:00,-0.0011381220606674347
2023-01-31 00:00:00+00:00,1.2526155464209765e-05
2023-02-28 00:00:00+00:00,-0.0005870063879390708
2023-03-31 00:00:00+00:00,0.004350477958979582
2023-04-30 00:00:00+00:00,0.003271809671499426
2023-05-31 00:00:00+00:00,-0.0015957379285277407
2023-06-30 00:00:00+00:00,-0.008333992693556058
2023-07-31 00:00:00+00:00,-0.0021510979613675874
2023-08-31 00:00:00+00:00,-0.0009531817370839191
2023-09-30 00:00:00+00:00,-0.0032605864154797715
2023-10-31 00:00:00+00:00,0.00016615697567545773
2023-11-30 00:00:00+00:00,-0.0019349435699445028
2023-12-31 00:00:00+00:00,-0.006319451796300002
2024-01-31 00:00:00+00:00,0.003562451455048077
2024-02-29 00:00:00+00:00,0.002669221280394707
2024-03-31 00:00:00+00:00,0.004304335274904814
2024-04-30 00:00:00+00:00,-0.0009620369489773406
2024-05-31 00:00:00+00:00,-0.003324627133519442
2024-06-30 00:00:00+00:00,-0.004796148827587943
2024-07-31 00:00:00+00:00,0.008846643937249654
2024-08-31 00:00:00+00:00,-0.004672583616187609
2024-09-30 00:00:00+00:00,0.0008276282132508861
2024-10-31 00:00:00+00:00,0.0006478854201854567
2024-11-30 00:00:00+00:00,0.0003277573812230372
2024-12-31 00:00:00+00:00,0.0049991135601132886
2025-01-31 00:00:00+00:00,0.0010849080197041783
2025-02-28 00:00:00+00:00,0.0027272818216645955
2025-03-31 00:00:00+00:00,0.003815548924139378
2025-04-30 00:00:00+00:00,-0.004522338286044425
2025-05-31 00:00:00+00:00,0.00030661781826712975
2025-06-30 00:00:00+00:00,-0.0034952759369765163
2025-07-31 00:00:00+00:00,-0.0038485177793833314
2025-08-31 00:00:00+00:00,0.0033472343223921452
2025-09-30 00:00:00+00:00,-0.0012498930184976498
2025-10-31 00:00:00+00:00,-0.0054742774094184155
2025-11-30 00:00:00+00:00,0.00107551984899934
2025-12-31 00:00:00+00:00,-0.0018030984125363414
2026-01-31 00:00:00+00:00,-0.006579050824737087
2026-02-28 00:00:00+00:00,-0.003880152547261262
2026-03-31 00:00:00+00:00,0.004345087759238586
2026-04-30 00:00:00+00:00,-0.0024865957530803007
2026-05-31 00:00:00+00:00,-0.004396558129353689
2026-06-30 00:00:00+00:00,0.007297697307258488
2026-07-31 00:00:00+00:00,-0.00013323500651196696
2026-08-31 00:00:00+00:00,0.00011705543669426888
2026-09-30 00:00:00+00:00,0.005526803280089476
