time,high_pce_z_xs
2011-10-31 00:00:00+00:00,0.011730978152855842
2011-11-30 00:00:00+00:00,-0.02321463415848879
2011-12-31 00:00:00+00:00,-0.0017427734400996542
2012-01-31 00:00:00+00:00,0.013864855558429978
2012-02-29 00:00:00+00:00,0.005563909705051273
2012-03-31 00:00:00+00:00,0.0037048676211206555
2012-04-30 00:00:00+00:00,-0.005219671384458446
2012-05-31 00:00:00+00:00,-0.008926317900875613
2012-06-30 00:00:00+00:00,-1.0559027008305577e-05
2012-07-31 00:00:00+00:00,-0.012929280613606209
2012-08-31 00:00:00+00:00,-0.0002857175861528116
2012-09-30 00:00:00+00:00,0.003358072498638842
2012-10-31 00:00:00+00:00,0.009570523500960215
2012-11-30 00:00:00+00:00,-0.0017972579077203399
2012-12-31 00:00:00+00:00,0.00933916613169461
2013-01-31 00:00:00+00:00,0.00802522946662787
2013-02-28 00:00:00+00:00,-0.0028069703900207577
2013-03-31 00:00:00+00:00,-0.012981916369267488
2013-04-30 00:00:00+00:00,0.00945594684571116
2013-05-31 00:00:00+00:00,0.01165110367787947
2013-06-30 00:00:00+00:00,0.013759647545604548
2013-07-31 00:00:00+00:00,-0.001377621320236444
2013-08-31 00:00:00+00:00,0.0072034237346072505
2013-09-30 00:00:00+00:00,-0.00897406915204424
2013-10-31 00:00:00+00:00,-0.006368007062486192
2013-11-30 00:00:00+00:00,0.010849576065666389
2013-12-31 00:00:00+00:00,0.00585946060408582
2014-01-31 00:00:00+00:00,0.003541765463867197
2014-02-28 00:00:00+00:00,-0.0035905176463830735
2014-03-31 00:00:00+00:00,0.0018303069497376256
2014-04-30 00:00:00+00:00,-0.004015723496514134
2014-05-31 00:00:00+00:00,0.000686818975626835
2014-06-30 00:00:00+00:00,0.0016400759836650014
2014-07-31 00:00:00+00:00,0.0020076686274113076
2014-08-31 00:00:00+00:00,-0.002332175063084363
2014-09-30 00:00:00+00:00,-0.0033913342535666358
2014-10-31 00:00:00+00:00,-0.0026600812812198615
2014-11-30 00:00:00+00:00,-0.005306921261908792
2014-12-31 00:00:00+00:00,0.0026231436521773066
2015-01-31 00:00:00+00:00,-0.03930626151857597
2015-02-28 00:00:00+00:00,0.022618435693203987
2015-03-31 00:00:00+00:00,-0.013411110268818582
2015-04-30 00:00:00+00:00,0.009712052676328131
2015-05-31 00:00:00+00:00,-0.004357564942807257
2015-06-30 00:00:00+00:00,0.009205908734033263
2015-07-31 00:00:00+00:00,0.0075762951498927755
2015-08-31 00:00:00+00:00,0.008986395630649513
2015-09-30 00:00:00+00:00,0.005255694699974889
2015-10-31 00:00:00+00:00,0.00246471416607541
2015-11-30 00:00:00+00:00,-0.01544347140351543
2015-12-31 00:00:00+00:00,0.026911998924794345
2016-01-31 00:00:00+00:00,0.0030951962952614487
2016-02-29 00:00:00+00:00,-0.006574547564085043
2016-03-31 00:00:00+00:00,-0.006958035838759868
2016-04-30 00:00:00+00:00,-0.006350431995796324
2016-05-31 00:00:00+00:00,0.01232887592338594
2016-06-30 00:00:00+00:00,0.00862419085936339
2016-07-31 00:00:00+00:00,0.0017435762825797063
2016-08-31 00:00:00+00:00,0.005616068947376096
2016-09-30 00:00:00+00:00,-0.01127838140252757
2016-10-31 00:00:00+00:00,-0.0036677423764976957
2016-11-30 00:00:00+00:00,0.029602200079926977
2016-12-31 00:00:00+00:00,0.004332970503046596
2017-01-31 00:00:00+00:00,0.003558117370182634
