time,credit_ew
2015-05-31 00:00:00+00:00,0.007126145226017178
2015-06-30 00:00:00+00:00,0.0035209332930492554
2015-07-31 00:00:00+00:00,0.013553615662586838
2015-08-31 00:00:00+00:00,0.0011133513705570142
2015-09-30 00:00:00+00:00,0.0015504626593871862
2015-10-31 00:00:00+00:00,0.0005419351787419036
2015-11-30 00:00:00+00:00,-0.0023943759641442686
2015-12-31 00:00:00+00:00,0.0013589666875324369
2016-01-31 00:00:00+00:00,0.0012823011428493292
2016-02-29 00:00:00+00:00,-0.012696719384555966
2016-03-31 00:00:00+00:00,-0.013113682908465152
2016-04-30 00:00:00+00:00,-0.002149535250305701
2016-05-31 00:00:00+00:00,0.013012308711643161
2016-06-30 00:00:00+00:00,-0.018373786584761742
2016-07-31 00:00:00+00:00,-0.0020649815546447403
2016-08-31 00:00:00+00:00,0.003136194748695864
2016-09-30 00:00:00+00:00,-0.0016550668290211679
2016-10-31 00:00:00+00:00,-0.005333672647570453
2016-11-30 00:00:00+00:00,-0.008418229524627674
2016-12-31 00:00:00+00:00,-0.005950140122555125
2017-01-31 00:00:00+00:00,-0.0021834299422651693
2017-02-28 00:00:00+00:00,0.0035675010215048264
2017-03-31 00:00:00+00:00,0.002901582474014619
2017-04-30 00:00:00+00:00,0.00822085206954637
2017-05-31 00:00:00+00:00,-0.0009462810686114986
2017-06-30 00:00:00+00:00,-0.002106485862899188
2017-07-31 00:00:00+00:00,0.005202983625595792
2017-08-31 00:00:00+00:00,-0.0053323555376477705
2017-09-30 00:00:00+00:00,-0.0016830706021604414
2017-10-31 00:00:00+00:00,0.001246978731022974
2017-11-30 00:00:00+00:00,-0.0007183816760378825
2017-12-31 00:00:00+00:00,0.00039783462458897745
2018-01-31 00:00:00+00:00,0.0016486777052948653
2018-02-28 00:00:00+00:00,-0.0023831379158490984
2018-03-31 00:00:00+00:00,0.003327410189715607
2018-04-30 00:00:00+00:00,0.00018477548672013455
2018-05-31 00:00:00+00:00,-0.003159524306988848
2018-06-30 00:00:00+00:00,-0.0025995846714313986
2018-07-31 00:00:00+00:00,-0.00086224115145217
2018-08-31 00:00:00+00:00,-0.006223528507557474
2018-09-30 00:00:00+00:00,-0.002234678469905216
2018-10-31 00:00:00+00:00,0.00330233934528934
2018-11-30 00:00:00+00:00,0.004586812960570619
2018-12-31 00:00:00+00:00,0.0014825805802707315
2019-01-31 00:00:00+00:00,0.004730525916787798
2019-02-28 00:00:00+00:00,0.0036058096633939662
2019-03-31 00:00:00+00:00,-0.0021036967770835524
2019-04-30 00:00:00+00:00,-0.0010621580612243386
2019-05-31 00:00:00+00:00,-0.007758691447403598
2019-06-30 00:00:00+00:00,-0.0022701887327861714
2019-07-31 00:00:00+00:00,-0.007646211721387908
2019-08-31 00:00:00+00:00,-0.00323055925677751
2019-09-30 00:00:00+00:00,0.001544521763316542
2019-10-31 00:00:00+00:00,0.009771007669775456
2019-11-30 00:00:00+00:00,0.0017924210300819254
2019-12-31 00:00:00+00:00,0.003707053833640561
2020-01-31 00:00:00+00:00,-0.0049348685170845785
2020-02-29 00:00:00+00:00,-0.004146342636261124
2020-03-31 00:00:00+00:00,-0.00883587777164574
2020-04-30 00:00:00+00:00,0.009089493019500017
2020-05-31 00:00:00+00:00,0.00040064819796437057
2020-06-30 00:00:00+00:00,0.0053546379339954875
2020-07-31 00:00:00+00:00,0.005813300393511245
2020-08-31 00:00:00+00:00,0.0017753434034437632
2020-09-30 00:00:00+00:00,-0.00446831949176596
2020-10-31 00:00:00+00:00,-0.0021181483733514472
2020-11-30 00:00:00+00:00,0.015604266532482258
2020-12-31 00:00:00+00:00,0.006115924968594699
2021-01-31 00:00:00+00:00,0.0011441391159323633
2021-02-28 00:00:00+00:00,0.00997846062797203
2021-03-31 00:00:00+00:00,-0.011795706369885472
2021-04-30 00:00:00+00:00,0.0035427566580326086
2021-05-31 00:00:00+00:00,-0.0049153457415075374
2021-06-30 00:00:00+00:00,-0.007272849097257894
2021-07-31 00:00:00+00:00,-0.0028012385263794792
2021-08-31 00:00:00+00:00,0.0023869922073873617
2021-09-30 00:00:00+00:00,-0.004196563612845927
2021-10-31 00:00:00+00:00,0.009190115130031096
2021-11-30 00:00:00+00:00,-0.01778074191504342
2021-12-31 00:00:00+00:00,0.0025044887126335347
2022-01-31 00:00:00+00:00,-0.012096830531135416
2022-02-28 00:00:00+00:00,0.006531925618051382
2022-03-31 00:00:00+00:00,0.0138843085083864
2022-04-30 00:00:00+00:00,0.0004495655412668498
2022-05-31 00:00:00+00:00,-0.002298384073503801
2022-06-30 00:00:00+00:00,-0.0060331405949991534
2022-07-31 00:00:00+00:00,-0.00023693080333986316
2022-08-31 00:00:00+00:00,-0.0015504060819198084
2022-09-30 00:00:00+00:00,-0.0032649105804495315
2022-10-31 00:00:00+00:00,0.010282941204215579
2022-11-30 00:00:00+00:00,-0.003523622889409328
2022-12-31 00:00:00+00:00,-0.004618649278692377
2023-01-31 00:00:00+00:00,0.0028850908906929984
2023-02-28 00:00:00+00:00,0.0006169632010066817
2023-03-31 00:00:00+00:00,-0.001070314171385256
2023-04-30 00:00:00+00:00,0.0026347117359257766
2023-05-31 00:00:00+00:00,0.0031551732399477395
2023-06-30 00:00:00+00:00,0.010856305769265218
2023-07-31 00:00:00+00:00,-0.0027232617950652127
2023-08-31 00:00:00+00:00,0.0008186980561821766
2023-09-30 00:00:00+00:00,-0.00028448883488463306
2023-10-31 00:00:00+00:00,-0.0015913107718371622
2023-11-30 00:00:00+00:00,0.007765877451565206
2023-12-31 00:00:00+00:00,-0.004504665896341575
2024-01-31 00:00:00+00:00,0.0022704580665797724
2024-02-29 00:00:00+00:00,0.00487032660828568
2024-03-31 00:00:00+00:00,-0.00020583441994403984
2024-04-30 00:00:00+00:00,0.0038445747884523485
2024-05-31 00:00:00+00:00,0.002878365057544574
2024-06-30 00:00:00+00:00,-0.0029939962719073288
2024-07-31 00:00:00+00:00,0.0025495536036104216
2024-08-31 00:00:00+00:00,-6.988501129201463e-05
2024-09-30 00:00:00+00:00,0.0018781873847013575
2024-10-31 00:00:00+00:00,0.0019084550993220262
2024-11-30 00:00:00+00:00,-0.0016961740559089389
2024-12-31 00:00:00+00:00,0.0001564390945316685
2025-01-31 00:00:00+00:00,-0.0015132223428335756
2025-02-28 00:00:00+00:00,-0.0015430753947979214
2025-03-31 00:00:00+00:00,0.00541053975898409
2025-04-30 00:00:00+00:00,0.000955078473133586
2025-05-31 00:00:00+00:00,0.0017834701328431901
2025-06-30 00:00:00+00:00,0.0006363659352781603
2025-07-31 00:00:00+00:00,-0.0009348476205832679
2025-08-31 00:00:00+00:00,0.0009509006462926628
2025-09-30 00:00:00+00:00,0.00031212057410767713
2025-10-31 00:00:00+00:00,-0.005703949867320257
2025-11-30 00:00:00+00:00,0.0032875449426283954
2025-12-31 00:00:00+00:00,0.0003948256161134811
2026-01-31 00:00:00+00:00,-0.0026098071137972134
2026-02-28 00:00:00+00:00,-0.0026995691918607623
2026-03-31 00:00:00+00:00,0.0008145185074330819
2026-04-30 00:00:00+00:00,-0.0010189786594598793
2026-05-31 00:00:00+00:00,-0.0007439063829399739
2026-06-30 00:00:00+00:00,0.004636853836265553
2026-07-31 00:00:00+00:00,-0.0028960527886359166
2026-08-31 00:00:00+00:00,-0.002061374352711587
2026-09-30 00:00:00+00:00,-0.001993456396212623
