time,credit_ew
2011-10-31 00:00:00+00:00,-0.0020627623307674092
2011-11-30 00:00:00+00:00,0.001995171891143954
2011-12-31 00:00:00+00:00,0.002529743842919263
2012-01-31 00:00:00+00:00,0.004466688586258316
2012-02-29 00:00:00+00:00,-0.001267555968531453
2012-03-31 00:00:00+00:00,-0.0016768383268281895
2012-04-30 00:00:00+00:00,0.000918064176353317
2012-05-31 00:00:00+00:00,0.0026031401223103323
2012-06-30 00:00:00+00:00,0.00645546850944001
2012-07-31 00:00:00+00:00,0.0060592659086600165
2012-08-31 00:00:00+00:00,-0.009755442372237244
2012-09-30 00:00:00+00:00,0.0007005556324253259
2012-10-31 00:00:00+00:00,-0.0027077605598373466
2012-11-30 00:00:00+00:00,-0.0008919654118335618
2012-12-31 00:00:00+00:00,-0.0030826604040505856
2013-01-31 00:00:00+00:00,-0.0010118125979993176
2013-02-28 00:00:00+00:00,0.006103406752421714
2013-03-31 00:00:00+00:00,0.010593991106630174
2013-04-30 00:00:00+00:00,-0.004556094777828146
2013-05-31 00:00:00+00:00,-0.0001552905360450163
2013-06-30 00:00:00+00:00,-0.00329718326325501
2013-07-31 00:00:00+00:00,-0.004668394576178847
2013-08-31 00:00:00+00:00,0.00848050413501178
2013-09-30 00:00:00+00:00,-0.0009002001602781418
2013-10-31 00:00:00+00:00,-3.0439282296845782e-05
2013-11-30 00:00:00+00:00,0.0031323049603415587
2013-12-31 00:00:00+00:00,0.0006309926320755554
2014-01-31 00:00:00+00:00,0.008903777282585068
2014-02-28 00:00:00+00:00,-0.0009591853679595808
2014-03-31 00:00:00+00:00,-0.004531280643633506
2014-04-30 00:00:00+00:00,0.0006475356312360958
2014-05-31 00:00:00+00:00,-0.0032770616953157194
2014-06-30 00:00:00+00:00,0.0017349611891073202
2014-07-31 00:00:00+00:00,0.00217489902724588
2014-08-31 00:00:00+00:00,-0.004167688225709787
2014-09-30 00:00:00+00:00,0.0042908956171350265
2014-10-31 00:00:00+00:00,-0.002595555579400277
2014-11-30 00:00:00+00:00,0.0031276397089825547
2014-12-31 00:00:00+00:00,0.007542334706265086
2015-01-31 00:00:00+00:00,0.0022757325922242444
2015-02-28 00:00:00+00:00,0.007713743526424288
2015-03-31 00:00:00+00:00,-0.0010514451474400444
2015-04-30 00:00:00+00:00,-0.006989918970037201
