time,high_cars_xs
2011-10-31 00:00:00+00:00,0.008481691226508214
2011-11-30 00:00:00+00:00,-0.010907952423113265
2011-12-31 00:00:00+00:00,-0.008481022298536423
2012-01-31 00:00:00+00:00,-0.008461009246298334
2012-02-29 00:00:00+00:00,-0.00707553050582177
2012-03-31 00:00:00+00:00,-0.0025874712279081447
2012-04-30 00:00:00+00:00,-0.0031313061071475135
2012-05-31 00:00:00+00:00,0.023366689308965904
2012-06-30 00:00:00+00:00,-0.0026935022008619525
2012-07-31 00:00:00+00:00,0.0013928888282230822
2012-08-31 00:00:00+00:00,0.003005821132965325
2012-09-30 00:00:00+00:00,-0.007837960866514448
2012-10-31 00:00:00+00:00,-0.0072646413687526
2012-11-30 00:00:00+00:00,-0.0034340940002519638
2012-12-31 00:00:00+00:00,-0.0013519122325907906
2013-01-31 00:00:00+00:00,-0.017138960359037725
2013-02-28 00:00:00+00:00,-0.007639936059868679
2013-03-31 00:00:00+00:00,0.009999133303854935
2013-04-30 00:00:00+00:00,-0.0052052543720153555
2013-05-31 00:00:00+00:00,-0.020617915937210185
2013-06-30 00:00:00+00:00,-0.004892402321086786
2013-07-31 00:00:00+00:00,-0.0005414008481843258
2013-08-31 00:00:00+00:00,0.01060099091083222
2013-09-30 00:00:00+00:00,0.009154712851507707
2013-10-31 00:00:00+00:00,0.0026203096015613436
2013-11-30 00:00:00+00:00,0.005552077865749627
2013-12-31 00:00:00+00:00,-0.005339774092939176
2014-01-31 00:00:00+00:00,0.014857470092614511
2014-02-28 00:00:00+00:00,-0.002747800472926998
2014-03-31 00:00:00+00:00,-0.008799436905949864
2014-04-30 00:00:00+00:00,0.0015262888664697716
2014-05-31 00:00:00+00:00,-0.005935388909395378
2014-06-30 00:00:00+00:00,-0.005436661115165942
2014-07-31 00:00:00+00:00,0.004721960938039116
2014-08-31 00:00:00+00:00,-0.01060098602855819
2014-09-30 00:00:00+00:00,0.0009116481142481536
2014-10-31 00:00:00+00:00,-0.006042742819970859
