time,ai_ew
2017-08-31 00:00:00+00:00,0.0024268522418968708
2017-09-30 00:00:00+00:00,-0.0015597697262148547
2017-10-31 00:00:00+00:00,0.00433218042372796
2017-11-30 00:00:00+00:00,-0.001155012869866634
2017-12-31 00:00:00+00:00,-0.00020512275568140836
2018-01-31 00:00:00+00:00,-7.292665342539806e-05
2018-02-28 00:00:00+00:00,0.000368939056786699
2018-03-31 00:00:00+00:00,-0.0024954931754685994
2018-04-30 00:00:00+00:00,0.0020348470412234754
2018-05-31 00:00:00+00:00,0.0033373531928826417
2018-06-30 00:00:00+00:00,0.0003646653489794982
2018-07-31 00:00:00+00:00,-0.0006537425105677119
2018-08-31 00:00:00+00:00,0.0019148498303296346
2018-09-30 00:00:00+00:00,0.00027166620587837365
2018-10-31 00:00:00+00:00,0.00046645573661474593
2018-11-30 00:00:00+00:00,-0.004298820320635333
2018-12-31 00:00:00+00:00,0.000821404737549214
2019-01-31 00:00:00+00:00,-0.0008611563101861286
2019-02-28 00:00:00+00:00,0.0019092089241385946
2019-03-31 00:00:00+00:00,0.000700387509730449
2019-04-30 00:00:00+00:00,-0.0010045423928680686
2019-05-31 00:00:00+00:00,0.000996057234355474
2019-06-30 00:00:00+00:00,-0.0024970332503695403
2019-07-31 00:00:00+00:00,0.002692725817051711
2019-08-31 00:00:00+00:00,-0.0006705216937500369
2019-09-30 00:00:00+00:00,-0.0015660373932230298
2019-10-31 00:00:00+00:00,-0.0035315625489368285
2019-11-30 00:00:00+00:00,-0.0006818137858293216
2019-12-31 00:00:00+00:00,-0.0006092158361388211
2020-01-31 00:00:00+00:00,0.0029648702508540126
2020-02-29 00:00:00+00:00,0.0
2020-03-31 00:00:00+00:00,0.0
2020-04-30 00:00:00+00:00,0.0
2020-05-31 00:00:00+00:00,-0.0002546312288198571
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,-0.0006168053712207744
2020-08-31 00:00:00+00:00,-0.0018951761064949224
2020-09-30 00:00:00+00:00,0.0003020834108311554
2020-10-31 00:00:00+00:00,0.0005370615937825285
2020-11-30 00:00:00+00:00,-0.00019520098917069628
2020-12-31 00:00:00+00:00,-8.015856421850209e-05
2021-01-31 00:00:00+00:00,0.0017467971454490083
2021-02-28 00:00:00+00:00,-0.0015718626078036202
2021-03-31 00:00:00+00:00,0.006788927875536643
2021-04-30 00:00:00+00:00,-0.0028362259769022513
2021-05-31 00:00:00+00:00,-0.001451455897392595
2021-06-30 00:00:00+00:00,0.0006656888272065231
2021-07-31 00:00:00+00:00,0.0006864744327697014
2021-08-31 00:00:00+00:00,-0.0013024012589947231
2021-09-30 00:00:00+00:00,-0.0029271926230680645
2021-10-31 00:00:00+00:00,-0.00038542500639249244
2021-11-30 00:00:00+00:00,0.0010863336844997296
2021-12-31 00:00:00+00:00,0.0003271746576645196
2022-01-31 00:00:00+00:00,0.003351810847040948
2022-02-28 00:00:00+00:00,-0.0016092849330033854
2022-03-31 00:00:00+00:00,-0.0017440588145133384
2022-04-30 00:00:00+00:00,0.015569723322816031
2022-05-31 00:00:00+00:00,0.0016741668072721705
2022-06-30 00:00:00+00:00,0.001166100571413864
2022-07-31 00:00:00+00:00,-8.302303142859735e-06
2022-08-31 00:00:00+00:00,0.0002533336353556237
2022-09-30 00:00:00+00:00,0.0025689128115331528
2022-10-31 00:00:00+00:00,-0.001190313537348664
2022-11-30 00:00:00+00:00,0.00012674884739083403
2022-12-31 00:00:00+00:00,-0.0004715078698376285
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.001536403245673279
2023-03-31 00:00:00+00:00,-0.0011163651441773448
2023-04-30 00:00:00+00:00,0.0009017281468763905
2023-05-31 00:00:00+00:00,0.00033701300580157856
2023-06-30 00:00:00+00:00,-6.083700976744488e-05
2023-07-31 00:00:00+00:00,-0.003986490866078385
2023-08-31 00:00:00+00:00,-0.0006053299124740841
2023-09-30 00:00:00+00:00,0.0011286429903094586
2023-10-31 00:00:00+00:00,0.002139230975005235
2023-11-30 00:00:00+00:00,-0.007970315599308386
2023-12-31 00:00:00+00:00,0.0009073979574920621
2024-01-31 00:00:00+00:00,0.0017776060507184166
2024-02-29 00:00:00+00:00,-0.0027256967326675374
2024-03-31 00:00:00+00:00,0.00015706119623781767
2024-04-30 00:00:00+00:00,-0.0002122039029437417
2024-05-31 00:00:00+00:00,0.0010450432183284342
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.00042133948423717094
2024-08-31 00:00:00+00:00,-0.0049251227755866545
2024-09-30 00:00:00+00:00,-0.0005960128178751356
2024-10-31 00:00:00+00:00,-0.00016913853293298864
2024-11-30 00:00:00+00:00,0.003294571588449813
2024-12-31 00:00:00+00:00,0.0013618229767822232
2025-01-31 00:00:00+00:00,-0.0027787131363793405
2025-02-28 00:00:00+00:00,0.0011971639472376783
2025-03-31 00:00:00+00:00,-0.002734826724701822
2025-04-30 00:00:00+00:00,-0.015427666499286508
2025-05-31 00:00:00+00:00,0.002120746691460562
2025-06-30 00:00:00+00:00,-0.004054912311206138
2025-07-31 00:00:00+00:00,-0.0011786356954996968
2025-08-31 00:00:00+00:00,-0.0021729635976224237
2025-09-30 00:00:00+00:00,-0.0005014233852839167
2025-10-31 00:00:00+00:00,0.0024615501343963064
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,-0.0011690955300420747
2026-01-31 00:00:00+00:00,0.00018762093594859586
2026-02-28 00:00:00+00:00,0.0001118438757863327
2026-03-31 00:00:00+00:00,0.0031405834272533184
2026-04-30 00:00:00+00:00,-0.007759485276301659
2026-05-31 00:00:00+00:00,0.0020547454290307243
2026-06-30 00:00:00+00:00,0.0033553618458184165
2026-07-31 00:00:00+00:00,-7.495431700776933e-05
2026-08-31 00:00:00+00:00,0.0016803000273888369
2026-09-30 00:00:00+00:00,0.0
