idea,params,sizing,is_score,is_min_mo,is_soft,is_hard,ho_mean_mo,ho_pct_pos,ho_top3,ho_gates,y2024_mo,y2025_mo,y2026_mo,y2024_pos,y2025_pos,y2026_pos,promote,reason
real_n2_z_vol,"{""betas_2024"": {""AUDUSD/NZDUSD"": 0.7150032270701753, ""EURAUD/AUDUSD"": -0.31093367860651805}, ""entry"": 2.5, ""exit_z"": 0.3, ""nested"": ""opt2024_val2025"", ""pairs"": [""EURAUD/AUDUSD:w40"", ""AUDUSD/NZDUSD:w40""], ""risk_frac"": 0.01, ""sizing"": ""z_vol"", ""sleeve_budget"": 1.0}",z_vol,-inf,0.005102639853347676,False,False,-0.005640579576400795,0.4166666666666667,0.9303091541999257,False,0.005191092146462184,0.00351600678669526,-0.002553471243204389,0.45454545454545453,0.5454545454545454,0.375,False,is_soft_fail|holdout_fail|years_fail
real_n3_z_vol,"{""betas_2024"": {""AUDUSD/NZDUSD"": 0.7150032270701753, ""EURAUD/AUDUSD"": -0.31093367860651805, ""GBPCAD/USDCAD"": 0.7854865692584787}, ""entry"": 2.0, ""exit_z"": 0.3, ""nested"": ""opt2024_val2025"", ""pairs"": [""EURAUD/AUDUSD:w40"", ""AUDUSD/NZDUSD:w40"", ""GBPCAD/USDCAD:w40""], ""risk_frac"": 0.01, ""sizing"": ""z_vol"", ""sleeve_budget"": 1.0}",z_vol,-inf,0.00476057632561705,False,False,0.0029596110700103595,0.5,0.5907157464367028,True,0.007467929093459633,0.00574696852833119,0.004808434996144514,0.7272727272727273,0.7272727272727273,0.5,False,is_soft_fail|holdout_fail|years_fail
real_n2_z_vol,"{""betas_2024"": {""AUDUSD/NZDUSD"": 0.7150032270701753, ""EURAUD/AUDUSD"": -0.31093367860651805}, ""entry"": 2.25, ""exit_z"": 0.3, ""nested"": ""opt2024_val2025"", ""pairs"": [""EURAUD/AUDUSD:w40"", ""AUDUSD/NZDUSD:w40""], ""risk_frac"": 0.01, ""sizing"": ""z_vol"", ""sleeve_budget"": 1.0}",z_vol,-inf,0.00433248711607942,False,False,-0.0038212097799093145,0.4166666666666667,0.7915519508856901,False,0.0062708856531451225,0.004159859410987388,-0.002054293357571388,0.7272727272727273,0.6363636363636364,0.375,False,is_soft_fail|holdout_fail|years_fail
real_n2_z_vol,"{""betas_2024"": {""AUDUSD/NZDUSD"": 0.7150032270701753, ""EURAUD/AUDUSD"": -0.31093367860651805}, ""entry"": 1.5, ""exit_z"": 0.3, ""nested"": ""opt2024_val2025"", ""pairs"": [""EURAUD/AUDUSD:w40"", ""AUDUSD/NZDUSD:w40""], ""risk_frac"": 0.01, ""sizing"": ""z_vol"", ""sleeve_budget"": 1.0}",z_vol,-inf,0.004270762319438112,False,False,0.002008660353536418,0.6666666666666666,0.5199067414190353,False,0.00428367270832393,0.007137098028287467,0.0045209966900781745,0.45454545454545453,0.6363636363636364,0.625,False,is_soft_fail|holdout_fail|years_fail
real_n2_z_vol,"{""betas_2024"": {""AUDUSD/NZDUSD"": 0.7150032270701753, ""EURAUD/AUDUSD"": -0.31093367860651805}, ""entry"": 2.0, ""exit_z"": 0.3, ""nested"": ""opt2024_val2025"", ""pairs"": [""EURAUD/AUDUSD:w40"", ""AUDUSD/NZDUSD:w40""], ""risk_frac"": 0.01, ""sizing"": ""z_vol"", ""sleeve_budget"": 1.0}",z_vol,-inf,0.004103115286114706,False,False,-0.0005055311668343276,0.5,0.6051844100072814,False,0.007324876089986837,0.0051623211714648875,0.0011013032851997784,0.6363636363636364,0.6363636363636364,0.5,False,is_soft_fail|holdout_fail|years_fail
real_n3_z_vol,"{""betas_2024"": {""AUDUSD/NZDUSD"": 0.7150032270701753, ""EURAUD/AUDUSD"": -0.31093367860651805, ""GBPCAD/USDCAD"": 0.7854865692584787}, ""entry"": 2.25, ""exit_z"": 0.3, ""nested"": ""opt2024_val2025"", ""pairs"": [""EURAUD/AUDUSD:w40"", ""AUDUSD/NZDUSD:w40"", ""GBPCAD/USDCAD:w40""], ""risk_frac"": 0.005, ""sizing"": ""z_vol"", ""sleeve_budget"": 0.55}",z_vol,-inf,0.0009385564216655429,False,False,-0.00048791206597058784,0.4166666666666667,0.7688407634007779,True,0.002066684592163112,0.0010700811839797662,-5.045179006252232e-05,0.7272727272727273,0.7272727272727273,0.375,False,is_soft_fail|holdout_fail|years_fail
real_n3_z_vol,"{""betas_2024"": {""AUDUSD/NZDUSD"": 0.7150032270701753, ""EURAUD/AUDUSD"": -0.31093367860651805, ""GBPCAD/USDCAD"": 0.7854865692584787}, ""entry"": 2.25, ""exit_z"": 0.3, ""nested"": ""opt2024_val2025"", ""pairs"": [""EURAUD/AUDUSD:w40"", ""AUDUSD/NZDUSD:w40"", ""GBPCAD/USDCAD:w40""], ""risk_frac"": 0.005, ""sizing"": ""z_vol"", ""sleeve_budget"": 1.0}",z_vol,-inf,0.0017068179704030767,False,False,-0.0008679363296114998,0.4166666666666667,0.7673665285545122,True,0.00373496227496085,0.0019446733434635786,-7.707088559728847e-05,0.7272727272727273,0.7272727272727273,0.375,False,is_soft_fail|holdout_fail|years_fail
real_n4_z_vol,"{""betas_2024"": {""AUDUSD/NZDUSD"": 0.7150032270701753, ""EURAUD/AUDUSD"": -0.31093367860651805, ""EURJPY/GBPJPY"": 0.8256957854656395, ""GBPCAD/USDCAD"": 0.7854865692584787}, ""entry"": 2.25, ""exit_z"": 0.3, ""nested"": ""opt2024_val2025"", ""pairs"": [""EURAUD/AUDUSD:w40"", ""AUDUSD/NZDUSD:w40"", ""GBPCAD/USDCAD:w40"", ""EURJPY/GBPJPY:w40""], ""risk_frac"": 0.005, ""sizing"": ""z_vol"", ""sleeve_budget"": 0.55}",z_vol,-inf,0.0007047846983955497,False,False,-0.0003663072968303667,0.4166666666666667,0.7693450765652725,True,0.0015573870238281577,0.0008045710978401566,-3.910464698822502e-05,0.7272727272727273,0.7272727272727273,0.375,False,is_soft_fail|holdout_fail|years_fail
real_n4_z_vol,"{""betas_2024"": {""AUDUSD/NZDUSD"": 0.7150032270701753, ""EURAUD/AUDUSD"": -0.31093367860651805, ""EURJPY/GBPJPY"": 0.8256957854656395, ""GBPCAD/USDCAD"": 0.7854865692584787}, ""entry"": 2.25, ""exit_z"": 0.3, ""nested"": ""opt2024_val2025"", ""pairs"": [""EURAUD/AUDUSD:w40"", ""AUDUSD/NZDUSD:w40"", ""GBPCAD/USDCAD:w40"", ""EURJPY/GBPJPY:w40""], ""risk_frac"": 0.005, ""sizing"": ""z_vol"", ""sleeve_budget"": 1.0}",z_vol,-inf,0.0012816259486197468,False,False,-0.0006552856497389717,0.4166666666666667,0.7682490003003721,True,0.0028186617467035628,0.0014623226247197313,-6.30272093881945e-05,0.7272727272727273,0.7272727272727273,0.375,False,is_soft_fail|holdout_fail|years_fail
real_n3_unit_residual,"{""betas_2024"": {""AUDUSD/NZDUSD"": 0.7150032270701753, ""EURAUD/AUDUSD"": -0.31093367860651805, ""GBPCAD/USDCAD"": 0.7854865692584787}, ""entry"": 1.75, ""exit_z"": 0.5, ""nested"": ""opt2024_val2025"", ""pairs"": [""EURAUD/AUDUSD:w60"", ""AUDUSD/NZDUSD:w60"", ""GBPCAD/USDCAD:w60""], ""risk_frac"": 0.01, ""sizing"": ""unit_residual"", ""sleeve_budget"": 1.0}",unit_residual,-inf,9.425972037221952e-06,False,False,1.2080557587788402e-05,0.8333333333333334,0.5476821981283309,True,5.5775536811312904e-05,2.9852849264044856e-05,2.8775727810612106e-05,0.6363636363636364,0.8181818181818182,0.875,False,is_soft_fail|holdout_fail|years_fail
