month,AUD,CAD,CHF,GBP,JPY,EUR
1995-01-01 00:00:00+00:00,-2.083554887212813,-1.909925326704979,-2.0941852687392384,-1.300450086593628,-1.9134687781333923,-1.8053932351370652
1995-02-01 00:00:00+00:00,-1.6248208470642567,-1.5329192131757736,-1.5770319998264313,-1.0219461917877197,-1.5108628273010254,-1.4722641445696354
1995-03-01 00:00:00+00:00,-1.5664961636066437,-1.462595909833908,-1.5585038363933563,-1.0949488580226898,-1.426630437374115,-1.4312926282485328
1995-04-01 00:00:00+00:00,-1.7116035781800747,-1.556324079632759,-1.7080744989216328,-1.1222472786903381,-1.4186899662017822,-1.5145633009572823
1995-05-01 00:00:00+00:00,-2.1603687778115273,-2.0129033476114273,-2.141935598105192,-1.544700562953949,-1.9096775352954865,-2.030722081040343
1995-06-01 00:00:00+00:00,-1.9369844496250153,-1.7552785873413086,-1.9551550336182117,-1.224697470664978,-1.5917433202266693,-1.733473889529705
1995-07-01 00:00:00+00:00,-2.0658560842275624,-1.7221626639366154,-2.09172547608614,-1.1382534503936772,-1.8108577430248265,-1.8416546471416955
1995-08-01 00:00:00+00:00,-2.1953596472740173,-2.0744783878326416,-2.2577499747276306,-1.0957300662994385,-2.1212711334228516,-1.9146031724909942
1995-09-01 00:00:00+00:00,-2.2569037750363345,-2.229523658752441,-2.3273097872734065,-1.5371979475021358,-2.1864977627992626,-2.137604707231124
1995-10-01 00:00:00+00:00,-1.363223232328892,-1.3291426450014117,-1.408664006739855,-0.8936685323715212,-1.3177824616432192,-1.2149095926433804
1995-11-01 00:00:00+00:00,-1.3341907002031803,-1.2988266125321388,-1.38241446018219,-0.9001768827438354,-1.2506028562784195,-1.2147029427190623
1995-12-01 00:00:00+00:00,-1.4902516901493073,-1.4118173867464066,-1.527601357549429,-0.8590422868728638,-1.4080824255943298,-1.3445879872888327
1996-01-01 00:00:00+00:00,-1.3967369310557842,-1.2853163182735443,-1.3887783158570528,-0.9192200303077698,-1.2892956286668777,-1.2289427916208904
1996-02-01 00:00:00+00:00,-1.4363885447382927,-1.3489892482757568,-1.4363885447382927,-0.961392343044281,-1.3603891506791115,-1.3451892770826817
1996-03-01 00:00:00+00:00,-1.608088191598654,-1.4966365396976473,-1.604107774794102,-0.9433586597442629,-1.5205190330743792,-1.4714272283017638
1996-04-01 00:00:00+00:00,-1.6817830801010134,-1.582638666033745,-1.6964711435139181,-1.208093047142029,-1.5055263340473177,-1.5893706921488049
1996-05-01 00:00:00+00:00,-1.7494807876646519,-1.6895670667290688,-1.7654577810317278,-1.2821537256240845,-1.5497683733701706,-1.6636044535165033
1996-06-01 00:00:00+00:00,-1.2700852900743484,-1.2042019069194794,-1.2774056680500507,-0.8272025287151337,-1.2005417197942734,-1.2042019044359524
1996-07-01 00:00:00+00:00,-1.2468220070004463,-1.1632361710071564,-1.250304751098156,-0.5990318059921265,-1.1353742331266403,-1.1678798285623393
1996-08-01 00:00:00+00:00,-1.5500971227884293,-1.4478929191827774,-1.5739447716623545,-0.7801587581634521,-1.4649269580841064,-1.4433505112926166
1996-09-01 00:00:00+00:00,-1.5433305650949478,-1.4579850882291794,-1.5611108727753162,-0.8712349534034729,-1.5539987497031689,-1.4633191867421071
1996-10-01 00:00:00+00:00,-1.9369834437966342,-1.8668830841779704,-1.9775678552687164,-1.0810212492942806,-1.8558146059513088,-1.8293732429544127
1996-11-01 00:00:00+00:00,-1.0335078053176403,-0.9652572944760323,-1.0400078520178795,-0.6045045852661133,-0.9750073626637459,-0.9852991094812751
1996-12-01 00:00:00+00:00,-1.021135114133358,-0.8718661963939667,-1.0618448220193386,-0.5495810508728027,-0.9906028360128403,-0.9617667971178889
1997-01-01 00:00:00+00:00,-1.4741458036005497,-1.2813729047775269,-1.4628062210977077,-0.7030541896820068,-1.1188388764858246,-1.345630532130599
1997-02-01 00:00:00+00:00,-0.9427558667957783,-0.8220831155776979,-0.9427558667957783,-0.3431631326675415,-0.6976393461227417,-0.8887045305843155
1997-03-01 00:00:00+00:00,-1.0281266197562218,-0.9069545567035675,-1.0134390965104103,-0.4810163974761963,-0.822501301765442,-0.9320457403858503
1997-04-01 00:00:00+00:00,-1.1028208211064339,-0.9981019198894501,-1.1224556118249893,-0.5628640055656433,-0.9882845282554626,-0.9877391184369724
1997-05-01 00:00:00+00:00,-1.2442675791680813,-1.139735609292984,-1.2644995711743832,-0.5833557844161987,-0.9812516570091248,-1.1374876145273447
1997-06-01 00:00:00+00:00,-1.0778326131403448,-1.0190417468547823,-1.0713002961128952,-0.538916349411011,-0.9798478335142138,-0.9542629184822244
1997-07-01 00:00:00+00:00,-0.7272602859884502,-0.6794591397047043,-0.7306746542453766,-0.2629062831401825,-0.6692160367965699,-0.6640944847216209
1997-08-01 00:00:00+00:00,-0.8427634239196777,-0.77819687128067,-0.8971352577209472,-0.2310802936553954,-0.7612056732177734,-0.7912234564622243
1997-09-01 00:00:00+00:00,-1.030427074059844,-0.9506296887993814,-1.020018719136715,-0.5169482827186584,-0.9506296887993814,-0.9760723331322273
1997-10-01 00:00:00+00:00,-0.8437571804970504,-0.7682458385825157,-0.8404740784317255,-0.3906891345977784,-0.7682458385825157,-0.7791895090291898
1997-11-01 00:00:00+00:00,-0.977466456592083,-0.9013397842645645,-1.0444579292088747,-0.4323994517326355,-0.9470157846808434,-0.9668087201813858
1997-12-01 00:00:00+00:00,-1.3213530629873278,-1.324656441807747,-1.4303646907210352,-0.6970137357711794,-1.3973308652639391,-1.3263081442564728
1998-01-01 00:00:00+00:00,-0.9290263392031193,-0.8305429816246033,-0.9191780053079127,-0.4300439953804015,-0.8568052127957344,-0.8371085387965043
1998-02-01 00:00:00+00:00,-1.0187486484646797,-0.9880634397268295,-1.0862560868263245,-0.33753716945648193,-1.0525023639202118,-0.970163743942976
1998-03-01 00:00:00+00:00,-1.7359436377882957,-1.7070112526416779,-1.7584466114640236,-0.5207830667495728,-1.7327289283275604,-1.6491464575131733
1998-04-01 00:00:00+00:00,-1.2089708931744099,-1.150566503405571,-1.2177315540611744,-0.5402405858039856,-1.1651675999164581,-1.0907019985218844
1998-05-01 00:00:00+00:00,-1.0362694021314383,-0.9369861036539078,-1.045577211305499,-0.35679930448532104,-0.9928329586982728,-0.9462939140697321
1998-06-01 00:00:00+00:00,-1.8256146162748337,-1.6660133302211761,-1.9012152180075645,-0.4060032367706299,-1.5064120590686798,-1.735547226543228
1998-07-01 00:00:00+00:00,-1.5277542211115358,-1.440049812197685,-1.524925049394369,-0.5035930871963499,-1.3693204522132871,-1.380637151499589
1998-08-01 00:00:00+00:00,-1.0997243337333202,-1.042790375649929,-1.1147069558501244,-0.48244041204452515,-1.0248112305998802,-1.0487834236895046
1998-09-01 00:00:00+00:00,-2.155346430838108,-2.096338391304016,-2.1895089857280254,-1.0714617967605593,-2.040436029434204,-2.0585525364925465
1998-10-01 00:00:00+00:00,-1.3880384266376495,-1.3151372522115707,-1.3705421425402164,-0.7319278717041016,-1.2159916460514069,-1.3214553510770202
1998-11-01 00:00:00+00:00,-1.192668292671442,-1.113345928490162,-1.1841694675385952,-0.5439246892929077,-1.1388424038887024,-1.0618808288127184
1998-12-01 00:00:00+00:00,-1.5692721791565418,-1.4825885742902756,-1.5662830881774426,-0.5918397903442383,-1.452697679400444,-1.466646761012574
1999-01-01 00:00:00+00:00,-1.6779372096061707,-1.671617291867733,-1.76325604878366,-0.5024331808090212,-1.6431776881217957,-1.6026249056061108
1999-02-01 00:00:00+00:00,-1.2420285195112228,-1.1752201318740845,-1.2815061993896961,-0.33707863092422496,-1.229881539940834,-1.139285327245792
1999-03-01 00:00:00+00:00,-1.218267146497965,-1.102565795183182,-1.2148641645908358,-0.39814871549606345,-1.0889538675546648,-1.060595696171125
1999-04-01 00:00:00+00:00,-1.8745749965310097,-1.732651337981224,-1.8804884850978851,-0.8426717519760132,-1.7474350482225418,-1.6582399824013312
1999-05-01 00:00:00+00:00,-2.295143026858568,-2.105948805809021,-2.295143026858568,-0.9428695440292361,-2.230010598897934,-1.9622439046700795
1999-06-01 00:00:00+00:00,-1.8102145642042156,-1.7104865461587901,-1.792082197964191,-0.8552432656288143,-1.6953762471675868,-1.557872466742992
1999-07-01 00:00:00+00:00,-1.5919666737318037,-1.4358314871788023,-1.5766593031585214,-0.5908645391464231,-1.4848150759935377,-1.3761327279110747
1999-08-01 00:00:00+00:00,-1.2036393396556377,-1.1215012222528458,-1.1941618621349335,-0.5086244940757751,-1.086750477552414,-1.1341378546009462
1999-09-01 00:00:00+00:00,-1.2078163996338844,-1.1423520892858505,-1.2372753396630287,-0.589178740978241,-1.0834342241287231,-1.15162620258828
1999-10-01 00:00:00+00:00,-1.0198282301425934,-1.2061126381158829,-1.3766102455556393,-0.6030563116073608,-1.2061126381158829,-1.2597878125185769
1999-11-01 00:00:00+00:00,-1.364264376461506,-1.2865531146526337,-1.4506102167069912,-0.7915036082267761,-1.2836749255657196,-1.3369215205311775
1999-12-01 00:00:00+00:00,-1.1411160007119179,-1.0365634858608246,-1.1769625786691904,-0.4689927101135254,-1.096307784318924,-1.0729079314817986
2000-01-01 00:00:00+00:00,-1.749928541481495,-1.4386889934539795,-1.749928541481495,-0.8670244812965392,-1.6895861774682999,-1.6366542801260948
2000-02-01 00:00:00+00:00,-1.1629998199641705,-0.9801570624113084,-1.1510101333260536,-0.5065643787384033,-1.1180384904146194,-1.0950582524140675
2000-03-01 00:00:00+00:00,-1.1987496539950373,-1.0530788004398348,-1.1805407963693144,-0.5007435083389284,-1.1653667539358141,-1.1051763656238718
2000-04-01 00:00:00+00:00,-0.9771987535059452,-0.8813949525356293,-0.9854105059057474,-0.46807003021240234,-0.87044595181942,-0.9115047209585707
2000-05-01 00:00:00+00:00,-0.9984408468008042,-0.8725113719701767,-1.0104341302067041,-0.5007195472717285,-0.9414727464318277,-0.9424721884230773
2000-06-01 00:00:00+00:00,-1.324126921594143,-1.2133094370365143,-1.3781149312853813,-0.40348929166793823,-1.2871877551078796,-1.2540372256189585
