month,AUD,CAD,CHF,GBP,JPY,EUR
1985-02-01 00:00:00+00:00,-2.5120856426656246,-2.166781783103943,-2.4602900594472885,-2.071823239326477,-2.4430248737335205,-2.3941068202257156
1985-03-01 00:00:00+00:00,-2.5048525631427765,-2.403179556131363,-2.800628501921892,-2.310749590396881,-2.6065255403518677,-2.5880395472049713
1985-04-01 00:00:00+00:00,-2.823204033076763,-2.3513140082359314,-2.7418436855077744,-2.3106338381767273,-2.749979719519615,-2.7377756647765636
1985-05-01 00:00:00+00:00,-1.9272784441709518,-1.6541823148727417,-1.9740949217230082,-1.740012526512146,-1.8648564666509628,-1.8466500621289015
1985-06-01 00:00:00+00:00,-2.3464010767638683,-1.9637572169303894,-2.3319616839289665,-2.0431738793849945,-2.223666250705719,-2.1454528936495385
1985-07-01 00:00:00+00:00,-3.777794767171145,-3.3084557056427006,-3.577748596668244,-3.216126680374146,-3.577748596668244,-3.4777255244553094
1985-08-01 00:00:00+00:00,-2.961198017001152,-2.5953028202056885,-3.0547991022467613,-2.365554690361023,-2.791014224290848,-2.842069355150064
1985-09-01 00:00:00+00:00,-1.7028772979974744,-1.4092777669429777,-1.7280429750680921,-1.4092777669429777,-1.660934507846832,-1.6874982727070649
1985-10-01 00:00:00+00:00,-2.3499523252248764,-2.1832327246665955,-2.469037748873234,-1.929183840751648,-2.2388059198856354,-2.297025473167499
1985-11-01 00:00:00+00:00,-2.686567068099976,-2.559701412916184,-2.6940297633409505,-2.1343282461166386,-2.634328275918961,-2.490049658964078
1985-12-01 00:00:00+00:00,-2.3915591165423393,-2.196170300245285,-2.1570925414562225,-1.9538881480693817,-2.2821413725614548,-2.207893623660008
1986-01-01 00:00:00+00:00,-2.22222226113081,-1.9070134460926056,-2.2064618170261383,-1.7257683873176575,-2.1197793930768967,-2.0042028203606606
1986-02-01 00:00:00+00:00,-3.339133374392986,-2.8254205584526058,-3.256276465952396,-2.386278927326202,-3.107134044170379,-2.7964206462105112
1986-03-01 00:00:00+00:00,-2.2123893722891808,-2.013725847005844,-2.248510017991066,-1.8421527743339539,-2.0679067969322205,-2.1025224175925055
1986-04-01 00:00:00+00:00,-2.387376304715872,-2.191153585910797,-2.39555224776268,-2.0521624982357025,-2.2892649471759796,-2.180252324168881
1986-05-01 00:00:00+00:00,-3.97543366253376,-3.4442692399024963,-3.9422358870506287,-2.4317370653152466,-3.560461461544037,-3.2713641673326492
1986-06-01 00:00:00+00:00,-2.810227856040001,-2.3445796370506287,-2.8265663906931877,-1.8217464685440063,-2.4507800936698914,-2.571957559635242
1986-07-01 00:00:00+00:00,-2.258222840726376,-1.9636720418930058,-2.258222840726376,-1.6854851245880131,-2.135493338108063,-2.154584591587385
1986-08-01 00:00:00+00:00,-2.102462977170944,-1.9651592671871185,-2.2140222303569317,-1.59615558385849,-2.1196259409189224,-2.039532112578551
1986-09-01 00:00:00+00:00,-2.374802067875862,-2.141488194465637,-2.4664610996842384,-1.8998416662216187,-2.2831430435180664,-2.297030777980884
1986-10-01 00:00:00+00:00,-2.9298317320644855,-2.5687320232391357,-2.765695497393608,-2.273286819458008,-2.732868254184723,-2.5632608085870743
1986-11-01 00:00:00+00:00,-2.469980303198099,-2.226782262325287,-2.447180487215519,-1.79358571767807,-2.3635811507701874,-2.2673152616868415
1986-12-01 00:00:00+00:00,-2.751709759235382,-2.4892634451389313,-2.6880864053964615,-2.0041353702545166,-2.497216373682022,-2.5674671356876693
1987-01-01 00:00:00+00:00,-2.225972445681691,-1.9929284155368805,-2.113468423485756,-1.7518483698368073,-2.1215044260025024,-2.073288422077894
1987-02-01 00:00:00+00:00,-2.412351205013693,-2.1936313658952717,-2.3351559638977055,-2.0778385102748875,-2.290125414729119,-2.2397340691337986
1987-03-01 00:00:00+00:00,-2.4901974871754646,-2.256311535835266,-2.4214075058698654,-2.056820571422577,-2.4214075058698654,-2.3560570192833743
1987-04-01 00:00:00+00:00,-2.2600941695272923,-2.021868050098419,-2.156252011656761,-1.6920164823532104,-2.131818562746048,-2.034084760894378
1987-05-01 00:00:00+00:00,-2.8101281486451626,-2.503041982650757,-2.740599200129509,-2.2712788581848145,-2.4566893577575684,-2.5464975722134113
1987-06-01 00:00:00+00:00,-2.3958633691072464,-2.17753529548645,-2.441827170550823,-1.8557887077331543,-2.189026266336441,-2.307766084869703
1987-07-01 00:00:00+00:00,-2.310738168656826,-1.9975179135799408,-2.316647984087467,-1.873411774635315,-2.015247344970703,-2.096014848599831
1987-08-01 00:00:00+00:00,-2.503847621381283,-2.3025927394628525,-2.4446550086140633,-1.9592756032943726,-2.261157900094986,-2.3124581736822925
1987-09-01 00:00:00+00:00,-2.7100107669830322,-2.52974396944046,-2.7160196602344513,-2.0971036553382874,-2.493690609931946,-2.539758791526159
1987-10-01 00:00:00+00:00,-3.0920104421675205,-2.8958754539489746,-3.115085147321224,-2.278627097606659,-2.7805019319057465,-2.8449188147981963
1987-11-01 00:00:00+00:00,-2.4380868077278137,-2.2953159511089325,-2.542419347912073,-2.0317389965057373,-2.3392454385757446,-2.414291656265656
1987-12-01 00:00:00+00:00,-2.479338917881251,-2.399544104933739,-2.445141144096852,-2.1316615045070653,-2.251353740692139,-2.3349483025570716
1988-01-01 00:00:00+00:00,-2.9137263968586926,-2.7031641304492955,-2.8966537788510327,-2.4015479087829594,-2.7259276211261754,-2.7221337072551255
1988-02-01 00:00:00+00:00,-2.0287014599889517,-1.8269839733839035,-2.034464817494154,-1.6540832817554474,-1.8788541853427887,-1.881735866268476
1988-03-01 00:00:00+00:00,-2.1303917411714792,-1.9202709197998047,-2.0953716039657593,-1.797700434923172,-2.0603514686226845,-1.9990662237008412
1988-04-01 00:00:00+00:00,-2.7798850201070313,-2.595643118023873,-2.720277346670628,-2.265091478824616,-2.5848053693771367,-2.5902242461840315
1988-05-01 00:00:00+00:00,-3.0684772543609142,-2.8951169550418854,-3.0338051952421665,-2.554175019264221,-2.8257728219032288,-2.881633377323548
1988-06-01 00:00:00+00:00,-2.6037923395633698,-2.3716070353984833,-2.576151229441166,-2.1836475133895874,-2.443473920226097,-2.508891206855575
1988-07-01 00:00:00+00:00,-1.922751672565937,-1.7028475254774094,-1.8325345888733864,-1.657738983631134,-1.79306460916996,-1.8081007941315572
1988-08-01 00:00:00+00:00,-2.0463275015354156,-1.8302929401397705,-2.010321743786335,-1.668267011642456,-1.9083054214715958,-1.9533126186579466
1988-09-01 00:00:00+00:00,-2.057926788926125,-1.8878986537456517,-2.0637898296117787,-1.7471857070922856,-1.9817072749137883,-2.0227485522627835
1988-10-01 00:00:00+00:00,-1.894760265946388,-1.7502917498350141,-1.850308410823345,-1.6113797128200529,-1.7447352558374403,-1.8030783223609128
1988-11-01 00:00:00+00:00,-1.8349632322788236,-1.681133985519409,-1.801999822258949,-1.6097132563591001,-1.6976156830787656,-1.7589642579356828
1988-12-01 00:00:00+00:00,-1.7157430713996293,-1.54764661192894,-1.6867609247565272,-1.3795501589775088,-1.6403894871473315,-1.6094751989779374
1989-01-01 00:00:00+00:00,-2.3329378813505173,-2.1295825093984604,-2.2933965623378754,-1.8810370862483978,-2.2086651623249054,-2.216196837524573
1989-02-01 00:00:00+00:00,-2.140620218589902,-1.9604477733373642,-2.1320405788719654,-1.8017244338989258,-2.0247950702905655,-1.959732796996832
1989-03-01 00:00:00+00:00,-2.204892527777702,-1.9635148197412495,-2.186325011774898,-1.8938866257667546,-2.0656361579895024,-2.05171051931878
1989-04-01 00:00:00+00:00,-1.9383437428623438,-1.805359661579132,-1.9101349972188473,-1.6562562882900238,-1.8416280448436737,-1.848344417133679
1989-05-01 00:00:00+00:00,-1.9497783994302154,-1.8358303159475327,-1.920236300677061,-1.5108672380447388,-1.8569318056106567,-1.8069915970166526
1989-06-01 00:00:00+00:00,-2.5071723368018866,-2.3325434178113937,-2.498856673017144,-1.9583386182785034,-2.28264944255352,-2.20780847966671
1989-07-01 00:00:00+00:00,-2.1080038100481033,-1.9904259145259857,-2.12899986281991,-1.8014614284038544,-1.9400353878736496,-2.005823022996386
1989-08-01 00:00:00+00:00,-1.900988277047872,-1.7362656295299526,-1.9232480935752387,-1.6383224427700038,-1.7985931187868114,-1.8037870768457647
1989-09-01 00:00:00+00:00,-2.686334636062384,-2.5738632977008824,-2.686334636062384,-2.4311112165451054,-2.5695374757051472,-2.5897246357053523
1989-10-01 00:00:00+00:00,-2.0552316401153803,-1.9190672188997269,-2.0552316401153803,-1.8041785061359406,-1.9701288789510727,-1.9495623788485925
1989-11-01 00:00:00+00:00,-1.6342196445912123,-1.5313389897346497,-1.6302626952528954,-1.4245013743638992,-1.5392528846859932,-1.5748654178654156
1989-12-01 00:00:00+00:00,-2.3236685059964657,-2.2167386263608932,-2.331893879920244,-2.122146815061569,-2.23730206489563,-2.1920624996225038
1990-01-01 00:00:00+00:00,-2.691605791449547,-2.550597161054611,-2.7123423516750336,-2.4386197328567505,-2.5381552278995514,-2.565803979833921
1990-02-01 00:00:00+00:00,-1.8640665896236892,-1.7903233021497722,-1.8968413844704624,-1.6100619137287135,-1.7739358991384502,-1.801931036325792
1990-03-01 00:00:00+00:00,-1.8752511218190195,-1.7814885675907137,-1.879716005176306,-1.571639031171799,-1.7055855393409731,-1.7494902331382038
1990-04-01 00:00:00+00:00,-1.584589093923569,-1.4913779720664027,-1.5923566883429887,-1.3166071176528933,-1.4874941781163218,-1.4874941765641176
1990-05-01 00:00:00+00:00,-1.945126947015524,-1.7608517557382584,-1.8959868997335434,-1.4701064825057983,-1.8673218712210655,-1.7840567889312904
1990-06-01 00:00:00+00:00,-2.0955706071108584,-1.8455309271812443,-2.087632838636637,-1.6629622578620915,-1.9844418615102772,-1.8640523726741478
1990-07-01 00:00:00+00:00,-1.9418281763792038,-1.8546948581933975,-1.962574202567339,-1.6472345888614655,-1.7758599519729614,-1.819426612307628
1990-08-01 00:00:00+00:00,-1.9646780975162983,-1.6266689598560333,-1.9604529812932014,-1.3604868054389954,-1.7534223943948746,-1.782294010122617
1990-09-01 00:00:00+00:00,-6.1683479398489,-5.552340030670166,-6.197287917137146,-4.299652814865112,-5.337357401847839,-5.752163603901863
1990-10-01 00:00:00+00:00,-4.80342073738575,-4.338439643383026,-4.844936907291412,-3.44999361038208,-4.043674826622009,-4.429775198300679
1990-11-01 00:00:00+00:00,-3.4470630586147313,-3.259467780590058,-3.513503044843674,-2.5950678586959843,-3.1617619097232823,-3.2184313200414185
1990-12-01 00:00:00+00:00,-4.01144964247942,-3.6889210045337677,-3.9227542728185654,-2.9188839197158813,-3.5074986815452576,-3.686233287677169
1991-01-01 00:00:00+00:00,-3.8556193113327026,-3.639739155769348,-3.8513017147779465,-3.1950260996818542,-3.410906195640564,-3.6224687608579793
1991-02-01 00:00:00+00:00,-9.367776185274124,-8.581045150756836,-9.238006114959717,-7.060302257537842,-8.447219848632812,-8.745961283644041
1991-03-01 00:00:00+00:00,-8.365341916680336,-7.865118622779846,-8.347476795315742,-5.837427616119385,-7.708798825740814,-7.853952909509341
1991-04-01 00:00:00+00:00,-3.7535816207528114,-3.536635249853134,-3.7167416736483574,-2.8817027807235718,-3.4424887001514435,-3.5318597002575793
1991-05-01 00:00:00+00:00,-2.3819087017327547,-2.261407420039177,-2.3497750274837017,-1.6428341269493103,-2.2051734775304794,-2.2085207402706146
1991-06-01 00:00:00+00:00,-2.0832553319633007,-1.9258871227502823,-2.06826788559556,-1.4537824988365173,-1.9183934032917023,-1.9571109805256128
1991-07-01 00:00:00+00:00,-2.099622894078493,-1.9487993121147156,-2.087715767323971,-1.496328592300415,-1.9210160225629807,-1.9468147965768974
1991-08-01 00:00:00+00:00,-2.6117861419916153,-2.4175552129745483,-2.6117861419916153,-1.7026200890541077,-2.3183734714984894,-2.35694414190948
1991-09-01 00:00:00+00:00,-2.4373399466276173,-2.331721872091294,-2.421091012656689,-1.669577836990357,-2.307348474860192,-2.2051155989368763
1991-10-01 00:00:00+00:00,-2.6323102861642838,-2.4655576050281525,-2.6799539141356945,-1.9097152948379517,-2.4218842685222626,-2.430486594637235
1991-11-01 00:00:00+00:00,-2.3019955568015575,-2.0831053256988525,-2.265513852238655,-1.8897522985935211,-2.1268833726644516,-2.0727688521146774
1991-12-01 00:00:00+00:00,-2.2459768317639828,-2.0761778950691223,-2.257554031908512,-1.7211437225341797,-2.0028556287288666,-2.0272963729997477
1992-01-01 00:00:00+00:00,-2.4971308894455433,-2.398195430636406,-2.453599289059639,-2.0499426424503326,-2.2161541879177094,-2.2676006369292736
1992-02-01 00:00:00+00:00,-2.3007835559546947,-2.1975922733545303,-2.335180649533868,-1.7580738067626953,-1.9912096858024597,-2.1517294800529876
1992-03-01 00:00:00+00:00,-2.08613196387887,-1.987356774508953,-2.0426708832383156,-1.659423142671585,-1.943895697593689,-1.9629922304302454
1992-04-01 00:00:00+00:00,-1.9635036252439022,-1.8795620203018188,-1.9452554509043694,-1.419708013534546,-1.784671500325203,-1.8144768606871367
1992-05-01 00:00:00+00:00,-1.95967379398644,-1.8275185227394106,-1.95967379398644,-1.4725872278213503,-1.7708805650472643,-1.7929064339647693
1992-06-01 00:00:00+00:00,-1.8033761698752642,-1.673235610127449,-1.7847846634685993,-1.3757714927196503,-1.676953911781311,-1.6620807138582072
1992-07-01 00:00:00+00:00,-2.1718203648924823,-1.894566714763641,-2.090954720973968,-1.6250145435333248,-1.9176711738109584,-1.909327913075685
1992-08-01 00:00:00+00:00,-1.7256386391818523,-1.4872280359268188,-1.691579982638359,-1.1277199983596802,-1.5742668360471725,-1.4979502136508624
1992-09-01 00:00:00+00:00,-1.805641695857048,-1.666150063276291,-1.7746435552835464,-0.9338189959526062,-1.7010229751467705,-1.5957584554950397
1992-10-01 00:00:00+00:00,-1.6697374787181616,-1.5507446974515915,-1.6582220494747162,-1.0171964168548584,-1.5046829730272293,-1.39016842097044
1992-11-01 00:00:00+00:00,-1.438719891011715,-1.3813146129250526,-1.4530712123960257,-1.0225315988063812,-1.3597876280546188,-1.3263012192522485
1992-12-01 00:00:00+00:00,-2.013782650232315,-1.9065850973129272,-2.029096584767103,-1.3782542943954468,-1.837672382593155,-1.8319296625753243
1993-01-01 00:00:00+00:00,-1.9702647104859352,-1.8090978562831879,-1.9138563126325607,-1.406180739402771,-1.8896812871098518,-1.7855943615237873
1993-02-01 00:00:00+00:00,-2.756315693259239,-2.637725830078125,-2.7383475303649902,-1.5308871269226074,-2.634132206439972,-2.552676534280181
1993-03-01 00:00:00+00:00,-1.8968047425150871,-1.7726091891527176,-1.9005682468414307,-1.1666854619979858,-1.7726091891527176,-1.7280744221061468
1993-04-01 00:00:00+00:00,-2.1335869431495667,-1.9773050993680954,-2.123394649475813,-1.4914723634719849,-1.9331384897232056,-1.9852324351668358
1993-05-01 00:00:00+00:00,-2.4169498551636934,-1.9280116558074951,-2.4204175025224686,-1.196338176727295,-2.1464734077453613,-2.1204660472770533
1993-06-01 00:00:00+00:00,-2.4565978795289993,-2.1786866784095764,-2.4840459004044533,-1.3449530601501465,-2.274754747748375,-2.1255061390499277
1993-07-01 00:00:00+00:00,-2.2411768790334463,-2.047793358564377,-2.230817049741745,-1.4918157458305359,-1.9925409257411957,-2.0098073122402034
1993-08-01 00:00:00+00:00,-2.5644683055579662,-2.3540320992469788,-2.5395012944936752,-1.7619573473930359,-2.136462450027466,-2.3486820198595524
1993-09-01 00:00:00+00:00,-2.0864988639950752,-1.9419634193181992,-2.067968677729368,-1.4342363476753235,-1.9679056704044342,-1.8968732977906864
1993-10-01 00:00:00+00:00,-1.8539208136498928,-1.8120243027806282,-1.8783604484051466,-1.417498767375946,-1.7037916332483292,-1.7648907185842593
1993-11-01 00:00:00+00:00,-2.297998448833823,-1.978921502828598,-2.2915524505078793,-1.6920745968818665,-2.0917264968156815,-2.1314768145481744
1993-12-01 00:00:00+00:00,-1.7493401728570461,-1.630912885069847,-1.7459565363824368,-1.130134642124176,-1.5124855935573578,-1.6359883410235245
1994-01-01 00:00:00+00:00,-1.706845011562109,-1.5168045461177826,-1.6927679404616356,-1.1754355430603027,-1.492169663310051,-1.5631415682534378
1994-02-01 00:00:00+00:00,-1.797000393271446,-1.4348672330379484,-1.7901676930487154,-1.3050459027290342,-1.6774281263351438,-1.6022684065004187
1994-03-01 00:00:00+00:00,-2.6163642220199113,-2.2943501770496373,-2.627341972663999,-1.6430035829544072,-2.3455796837806706,-2.329113048811754
1994-04-01 00:00:00+00:00,-1.9652030058205132,-1.7928749173879628,-1.9585750028491025,-1.3918806910514836,-1.6603148579597478,-1.8646782891203963
1994-05-01 00:00:00+00:00,-2.144222527742386,-1.9530843794345856,-2.144222527742386,-1.3310166001319885,-1.8870548605918884,-1.9229656532406807
1994-06-01 00:00:00+00:00,-2.3107277527451515,-2.0933655202388763,-2.3307919576764107,-1.688737392425537,-2.1301499009132385,-2.15745951483647
1994-07-01 00:00:00+00:00,-2.7320358734577894,-2.4768643975257874,-2.71842672675848,-2.044774055480957,-2.1332334876060486,-2.504649728536606
1994-08-01 00:00:00+00:00,-2.2605138048529625,-1.983150154352188,-2.236244484782219,-1.4006864428520203,-2.0247547030448914,-1.9744825301071007
1994-09-01 00:00:00+00:00,-2.0733880698680878,-1.955824837088585,-2.076950591057539,-1.1898825764656067,-1.927324652671814,-1.8501366736988227
1994-10-01 00:00:00+00:00,-2.2898697368800645,-2.1342803537845616,-2.283104978501797,-1.5186876058578496,-2.1782512664794926,-2.08185350522399
1994-11-01 00:00:00+00:00,-2.1044046208262444,-2.035889118909836,-2.117455191910267,-1.324633002281189,-1.9738989174365997,-1.9929309965421758
1994-12-01 00:00:00+00:00,-1.8478412255644798,-1.711610957980156,-1.9177029002457857,-0.9536117911338807,-1.7395556271076202,-1.671440500766039
