,USD,JPY,CAD,AUD,EUR,GBP,NZD,CHF
1983-04-01 00:00:00+00:00,99161000.0,57200000.0,10801100.0,6296568.0,32116830.0,23651000.0,,
1983-05-01 00:00:00+00:00,99089000.0,57220000.0,10818200.0,6289355.0,32116830.0,23651000.0,,
1983-06-01 00:00:00+00:00,99179000.0,57160000.0,10874900.0,6255706.0,32116830.0,23651000.0,,
1983-07-01 00:00:00+00:00,99560000.0,57120000.0,10932600.0,6232903.0,32062190.0,23646000.0,,
1983-08-01 00:00:00+00:00,99642000.0,57350000.0,10952500.0,6263803.0,32062190.0,23646000.0,,
1983-09-01 00:00:00+00:00,100633000.0,57420000.0,11021400.0,6271159.0,32062190.0,23646000.0,,
1983-10-01 00:00:00+00:00,101208000.0,57360000.0,11073400.0,6276639.0,32054060.0,23809000.0,,
1983-11-01 00:00:00+00:00,101608000.0,57360000.0,11126600.0,6283013.0,32054060.0,23809000.0,,
1983-12-01 00:00:00+00:00,102016000.0,57380000.0,11174200.0,6316716.0,32054060.0,23809000.0,,
1984-01-01 00:00:00+00:00,102039000.0,57510000.0,11163300.0,6317266.0,32076090.0,23995000.0,,
1984-02-01 00:00:00+00:00,102729000.0,57480000.0,11162000.0,6354203.0,32076090.0,23995000.0,,
1984-03-01 00:00:00+00:00,102996000.0,57360000.0,11187400.0,6378966.0,32076090.0,23995000.0,,
1984-04-01 00:00:00+00:00,103201000.0,57110000.0,11168600.0,6379989.0,32046790.0,24125000.0,,
1984-05-01 00:00:00+00:00,103824000.0,57240000.0,11203900.0,6392042.0,32046790.0,24125000.0,,
1984-06-01 00:00:00+00:00,103967000.0,57420000.0,11205900.0,6447588.0,32046790.0,24125000.0,,
1984-07-01 00:00:00+00:00,104336000.0,57530000.0,11198500.0,6454124.0,32106410.0,24246000.0,,
1984-08-01 00:00:00+00:00,105193000.0,57510000.0,11245500.0,6479499.0,32106410.0,24246000.0,,
1984-09-01 00:00:00+00:00,105591000.0,57710000.0,11314500.0,6501606.0,32106410.0,24246000.0,,
1984-10-01 00:00:00+00:00,105435000.0,57650000.0,11356600.0,6510513.0,32160180.0,24335000.0,,
1984-11-01 00:00:00+00:00,105163000.0,57740000.0,11349300.0,6508006.0,32160180.0,24335000.0,,
1984-12-01 00:00:00+00:00,105490000.0,58050000.0,11373800.0,6537955.0,32160180.0,24335000.0,,
1985-01-01 00:00:00+00:00,105638000.0,57990000.0,11387700.0,6534716.0,32232570.0,24435000.0,,
1985-02-01 00:00:00+00:00,105972000.0,58000000.0,11391100.0,6549988.0,32232570.0,24435000.0,,
1985-03-01 00:00:00+00:00,106223000.0,57970000.0,11430300.0,6553752.0,32232570.0,24435000.0,,
1985-04-01 00:00:00+00:00,106302000.0,58120000.0,11481700.0,6561395.0,32209640.0,24515000.0,,
1985-05-01 00:00:00+00:00,106555000.0,58080000.0,11506300.0,6626123.0,32209640.0,24515000.0,,
1985-06-01 00:00:00+00:00,106989000.0,57960000.0,11531400.0,6600922.0,32209640.0,24515000.0,,
1985-07-01 00:00:00+00:00,106936000.0,58070000.0,11571500.0,6611199.0,32281370.0,24570000.0,,
1985-08-01 00:00:00+00:00,106932000.0,58100000.0,11613700.0,6646185.0,32281370.0,24570000.0,,
1985-09-01 00:00:00+00:00,106505000.0,57940000.0,11627000.0,6660154.0,32281370.0,24570000.0,,
1985-10-01 00:00:00+00:00,106807000.0,58100000.0,11681100.0,6685348.0,32429800.0,24625000.0,,
1985-11-01 00:00:00+00:00,107095000.0,58080000.0,11712100.0,6727421.0,32429800.0,24625000.0,,
1985-12-01 00:00:00+00:00,107657000.0,58210000.0,11723300.0,6771710.0,32429800.0,24625000.0,,
1986-01-01 00:00:00+00:00,107847000.0,58180000.0,11754000.0,6756198.0,32511390.0,24660000.0,1555000.0,
1986-02-01 00:00:00+00:00,108007000.0,58120000.0,11819000.0,6855237.0,32511390.0,24660000.0,1555000.0,
1986-03-01 00:00:00+00:00,108216000.0,57910000.0,11860500.0,6822634.0,32511390.0,24660000.0,1555000.0,
1986-04-01 00:00:00+00:00,108887000.0,58410000.0,11903500.0,6869276.0,32492050.0,24670000.0,1623000.0,
1986-05-01 00:00:00+00:00,108480000.0,58500000.0,11917900.0,6892171.0,32492050.0,24670000.0,1623000.0,
1986-06-01 00:00:00+00:00,108837000.0,58410000.0,11926300.0,6902557.0,32492050.0,24670000.0,1623000.0,
1986-07-01 00:00:00+00:00,108952000.0,58420000.0,12008100.0,6971398.0,32614720.0,24694000.0,1621000.0,
1986-08-01 00:00:00+00:00,109089000.0,58320000.0,11977200.0,6965021.0,32614720.0,24694000.0,1621000.0,
1986-09-01 00:00:00+00:00,109576000.0,58400000.0,12016900.0,7005402.0,32614720.0,24694000.0,1621000.0,
1986-10-01 00:00:00+00:00,109810000.0,58630000.0,12017100.0,6987594.0,32803160.000000004,24770000.0,1621000.0,
1986-11-01 00:00:00+00:00,110015000.0,58670000.0,12024700.0,6969209.0,32803160.000000004,24770000.0,1621000.0,
1986-12-01 00:00:00+00:00,110085000.0,58640000.0,12035200.0,6994267.0,32803160.000000004,24770000.0,1621000.0,
1987-01-01 00:00:00+00:00,110273000.0,58720000.0,12059600.0,7018791.0,32900170.0,24850000.0,1609000.0,
1987-02-01 00:00:00+00:00,110475000.0,58660000.0,12082000.0,7007997.0,32900170.0,24850000.0,1609000.0,
1987-03-01 00:00:00+00:00,110728000.0,58650000.0,12079700.0,7024564.0,32900170.0,24850000.0,1609000.0,
1987-04-01 00:00:00+00:00,110953000.0,58640000.0,12102000.0,7024875.0,32837860.0,24925000.0,1627000.0,
1987-05-01 00:00:00+00:00,111257000.0,58640000.0,12131400.0,7056579.0,32837860.0,24925000.0,1627000.0,
1987-06-01 00:00:00+00:00,111408000.0,58850000.0,12182000.0,7070070.0,32837860.0,24925000.0,1627000.0,
1987-07-01 00:00:00+00:00,111794000.0,58880000.0,12229500.0,7084572.0,32908730.000000004,25110000.0,1624000.0,
1987-08-01 00:00:00+00:00,112434000.0,58850000.0,12285700.0,7089774.0,32908730.000000004,25110000.0,1624000.0,
1987-09-01 00:00:00+00:00,112246000.0,59030000.0,12319400.0,7125457.0,32908730.000000004,25110000.0,1624000.0,
1987-10-01 00:00:00+00:00,112634000.0,59040000.0,12345500.0,7171247.0,33033180.0,25345000.0,1627000.0,
1987-11-01 00:00:00+00:00,113057000.0,59320000.0,12376200.0,7149660.0,33033180.0,25345000.0,1627000.0,
1987-12-01 00:00:00+00:00,112909000.0,59300000.0,12421900.0,7137536.0,33033180.0,25345000.0,1627000.0,
1988-01-01 00:00:00+00:00,113282000.0,59370000.0,12487400.0,7167146.0,33062780.0,25575000.0,1617000.0,
1988-02-01 00:00:00+00:00,113505000.0,59590000.0,12519400.0,7157141.0,33062780.0,25575000.0,1617000.0,
1988-03-01 00:00:00+00:00,113793000.0,59770000.0,12583300.0,7234850.0,33062780.0,25575000.0,1617000.0,
1988-04-01 00:00:00+00:00,114016000.0,59780000.0,12601900.0,7296531.0,34469750.0,25795000.0,1597000.0,
1988-05-01 00:00:00+00:00,114227000.0,59640000.0,12642600.0,7282016.0,34469750.0,25795000.0,1597000.0,
1988-06-01 00:00:00+00:00,114037000.0,59720000.0,12662600.0,7329557.0,34469750.0,25795000.0,1597000.0,
1988-07-01 00:00:00+00:00,114650000.0,59980000.0,12676000.0,7359865.0,34562440.0,25970000.0,1580000.0,
1988-08-01 00:00:00+00:00,114292000.0,60120000.0,12679700.0,7343030.0,34562440.0,25970000.0,1580000.0,
1988-09-01 00:00:00+00:00,114927000.0,60090000.0,12698100.0,7360495.0,34562440.0,25970000.0,1580000.0,
1988-10-01 00:00:00+00:00,115060000.0,60180000.0,12711800.0,7378079.0,34734700.0,26160000.0,1557000.0,
1988-11-01 00:00:00+00:00,115282000.0,60240000.0,12720000.0,7408533.0,34734700.0,26160000.0,1557000.0,
1988-12-01 00:00:00+00:00,115356000.0,60200000.0,12732800.0,7451151.0,34734700.0,26160000.0,1557000.0,
1989-01-01 00:00:00+00:00,115638000.0,60280000.0,12765000.0,7466408.0,34780160.0,26355000.0,1553000.0,
1989-02-01 00:00:00+00:00,116100000.0,60430000.0,12795800.0,7487667.0,34780160.0,26355000.0,1553000.0,
1989-03-01 00:00:00+00:00,116104000.0,60590000.0,12849400.0,7521503.0,34780160.0,26355000.0,1553000.0,
1989-04-01 00:00:00+00:00,116708000.0,60560000.0,12922000.0,7554937.0,34819340.0,26590000.0,1533000.0,
1989-05-01 00:00:00+00:00,116776000.0,60750000.0,12936800.0,7605286.0,34819340.0,26590000.0,1533000.0,
1989-06-01 00:00:00+00:00,117022000.0,60800000.0,12982400.0,7624135.0,34819340.0,26590000.0,1533000.0,
1989-07-01 00:00:00+00:00,117097000.0,60980000.0,12959900.0,7655696.0,34967270.0,26730000.0,1517000.0,
1989-08-01 00:00:00+00:00,117099000.0,61130000.0,12962200.0,7711177.0,34967270.0,26730000.0,1517000.0,
1989-09-01 00:00:00+00:00,117418000.0,61390000.0,12979400.0,7710731.0,34967270.0,26730000.0,1517000.0,
1989-10-01 00:00:00+00:00,117472000.0,61560000.0,12979800.0,7735493.0,35044950.0,26795000.0,1520000.0,
1989-11-01 00:00:00+00:00,117655000.0,61490000.0,13029100.0,7774727.0,35044950.0,26795000.0,1520000.0,
1989-12-01 00:00:00+00:00,117354000.0,61460000.0,13029500.0,7783619.0,35044950.0,26795000.0,1520000.0,
1990-01-01 00:00:00+00:00,117581000.0,61600000.0,13034500.0,7791980.0,35290050.0,26880000.0,1525000.0,
1990-02-01 00:00:00+00:00,117912000.0,61720000.0,13059700.0,7844585.0,35290050.0,26880000.0,1525000.0,
1990-03-01 00:00:00+00:00,117830000.0,61900000.0,13066800.0,7829893.0,35290050.0,26880000.0,1525000.0,
1990-04-01 00:00:00+00:00,119081000.0,61880000.0,13101400.0,7842039.0,37002600.0,26900000.0,1533000.0,
1990-05-01 00:00:00+00:00,119059000.0,62050000.0,13134900.0,7846549.0,37002600.0,26900000.0,1533000.0,
1990-06-01 00:00:00+00:00,119203000.0,62310000.0,13126100.0,7861464.0,37002600.0,26900000.0,1533000.0,
1990-07-01 00:00:00+00:00,118852000.0,62240000.0,13141300.0,7866045.0,37224820.0,26934000.0,1543000.0,
1990-08-01 00:00:00+00:00,119151000.0,62450000.0,13101900.0,7899396.0,37224820.0,26934000.0,1543000.0,
1990-09-01 00:00:00+00:00,118983000.0,62360000.0,13134400.0,7900177.0,37224820.0,26934000.0,1543000.0,
1990-10-01 00:00:00+00:00,118810000.0,62550000.0,13113600.0,7898063.0,37342520.0,26900000.0,1536000.0,
1990-11-01 00:00:00+00:00,118802000.0,62470000.0,13100300.0,7869204.0,37342520.0,26900000.0,1536000.0,
1990-12-01 00:00:00+00:00,118524000.0,62860000.0,13089500.0,7844128.0,37342520.0,26900000.0,1536000.0,
1991-01-01 00:00:00+00:00,118536000.0,62920000.0,13039300.0,7829708.0,37301670.0,26750000.0,1527000.0,
1991-02-01 00:00:00+00:00,118306000.0,62880000.0,12985300.0,7809854.0,37301670.0,26750000.0,1527000.0,
1991-03-01 00:00:00+00:00,118241000.0,62930000.0,12934700.0,7813053.0,37301670.0,26750000.0,1527000.0,
1991-04-01 00:00:00+00:00,117940000.0,63270000.0,12894200.0,7744146.0,37183290.0,26530000.0,1519000.0,
1991-05-01 00:00:00+00:00,117755000.0,63210000.0,12845100.0,7758051.0,37183290.0,26530000.0,1519000.0,
1991-06-01 00:00:00+00:00,117652000.0,63420000.0,12809200.0,7701677.0,37183290.0,26530000.0,1519000.0,
1991-07-01 00:00:00+00:00,118109000.0,63460000.0,12850700.0,7695934.0,36956760.0,26276000.0,1513000.0,
1991-08-01 00:00:00+00:00,117440000.0,63530000.0,12879900.0,7693877.0,36956760.0,26276000.0,1513000.0,
1991-09-01 00:00:00+00:00,117639000.0,63780000.0,12886300.0,7658668.0,36956760.0,26276000.0,1513000.0,
1991-10-01 00:00:00+00:00,117568000.0,63700000.0,12872300.0,7630460.0,36668940.0,26025000.0,1505000.0,
1991-11-01 00:00:00+00:00,117484000.0,63870000.0,12876200.0,7635728.0,36668940.0,26025000.0,1505000.0,
1991-12-01 00:00:00+00:00,117928000.0,63970000.0,12855400.0,7645189.0,36668940.0,26025000.0,1505000.0,
1992-01-01 00:00:00+00:00,117800000.0,63860000.0,12861000.0,7616234.0,36674010.0,25820000.0,1499000.0,
1992-02-01 00:00:00+00:00,117770000.0,63990000.0,12823200.0,7597073.0,36674010.0,25820000.0,1499000.0,
1992-03-01 00:00:00+00:00,117466000.0,64170000.0,12810200.0,7616985.0,36674010.0,25820000.0,1499000.0,
1992-04-01 00:00:00+00:00,117978000.0,64130000.0,12790200.0,7630789.0,36545740.0,25710000.0,1508000.0,
1992-05-01 00:00:00+00:00,117753000.0,64600000.0,12771300.0,7650209.0,36545740.0,25710000.0,1508000.0,
1992-06-01 00:00:00+00:00,118144000.0,64300000.0,12744900.0,7631146.0,36545740.0,25710000.0,1508000.0,
1992-07-01 00:00:00+00:00,118426000.0,64140000.0,12730900.0,7624479.0,36443900.0,25605000.0,1518000.0,
1992-08-01 00:00:00+00:00,118375000.0,64210000.0,12736600.0,7620873.0,36443900.0,25605000.0,1518000.0,
1992-09-01 00:00:00+00:00,118419000.0,64210000.0,12717300.0,7633568.0,36443900.0,25605000.0,1518000.0,
1992-10-01 00:00:00+00:00,118713000.0,64110000.0,12732500.0,7651185.0,36320650.0,25509000.0,1511000.0,
1992-11-01 00:00:00+00:00,118826000.0,64370000.0,12693700.0,7671069.0,36320650.0,25509000.0,1511000.0,
1992-12-01 00:00:00+00:00,118720000.0,64360000.0,12700100.0,7635126.0,36320650.0,25509000.0,1511000.0,
1993-01-01 00:00:00+00:00,118628000.0,64590000.0,12713000.0,7644376.0,36248710.0,25335000.0,1518000.0,
1993-02-01 00:00:00+00:00,118876000.0,64730000.0,12704800.0,7569343.0,36248710.0,25335000.0,1518000.0,
1993-03-01 00:00:00+00:00,118997000.0,64600000.0,12721900.0,7599654.0,36248710.0,25335000.0,1518000.0,
1993-04-01 00:00:00+00:00,119075000.0,64400000.0,12755000.0,7650767.0,36146970.0,25282000.0,1526000.0,
1993-05-01 00:00:00+00:00,119275000.0,64330000.0,12763200.0,7582014.0,36146970.0,25282000.0,1526000.0,
1993-06-01 00:00:00+00:00,119542000.0,64350000.0,12780700.0,7631515.0,36146970.0,25282000.0,1526000.0,
1993-07-01 00:00:00+00:00,119474000.0,64460000.0,12748800.0,7612296.0,35993870.0,25293000.0,1535000.0,
1993-08-01 00:00:00+00:00,120115000.0,64420000.0,12755900.0,7613166.0,35993870.0,25293000.0,1535000.0,
1993-09-01 00:00:00+00:00,120290000.0,64390000.0,12780000.0,7626179.0,35993870.0,25293000.0,1535000.0,
1993-10-01 00:00:00+00:00,120467000.0,64520000.0,12789600.0,7628084.0,35922030.0,25315000.0,1552000.0,
1993-11-01 00:00:00+00:00,120856000.0,64560000.0,12808100.0,7651708.0,35922030.0,25315000.0,1552000.0,
1993-12-01 00:00:00+00:00,120554000.0,64490000.0,12840500.0,7670271.0,35922030.0,25315000.0,1552000.0,
1994-01-01 00:00:00+00:00,120823000.0,64640000.0,12825300.0,7719206.0,35891130.0,25320000.0,1566000.0,
1994-02-01 00:00:00+00:00,121169000.0,64720000.0,12873900.0,7729715.0,35891130.0,25320000.0,1566000.0,
1994-03-01 00:00:00+00:00,121464000.0,64720000.0,12848400.0,7745535.0,35891130.0,25320000.0,1566000.0,
1994-04-01 00:00:00+00:00,121966000.0,64650000.0,12856400.0,7766229.0,35896560.0,25407000.0,1582000.0,
1994-05-01 00:00:00+00:00,122086000.0,64490000.0,12889500.0,7789739.0,35896560.0,25407000.0,1582000.0,
1994-06-01 00:00:00+00:00,121930000.0,64450000.0,12928600.0,7808835.0,35896560.0,25407000.0,1582000.0,
1994-07-01 00:00:00+00:00,122290000.0,64710000.0,12940700.0,7811681.0,35806020.0,25451000.0,1599000.0,
1994-08-01 00:00:00+00:00,122864000.0,64780000.0,13012400.0,7853326.0,35806020.0,25451000.0,1599000.0,
1994-09-01 00:00:00+00:00,122634000.0,64530000.0,13041500.0,7875417.0,35806020.0,25451000.0,1599000.0,
1994-10-01 00:00:00+00:00,122706000.0,64430000.0,13098500.0,7948251.0,35706420.0,25559000.0,1620000.0,
1994-11-01 00:00:00+00:00,123342000.0,64520000.0,13115200.0,7932600.0,35706420.0,25559000.0,1620000.0,
1994-12-01 00:00:00+00:00,123687000.0,64380000.0,13176900.0,7981364.0,35706420.0,25559000.0,1620000.0,
1995-01-01 00:00:00+00:00,124112000.0,64430000.0,13168800.0,7978399.0,35615000.0,25600000.0,1643000.0,
1995-02-01 00:00:00+00:00,124516000.0,64540000.0,13259200.0,7990079.0,35615000.0,25600000.0,1643000.0,
1995-03-01 00:00:00+00:00,124721000.0,64530000.0,13245800.0,8034243.0,35615000.0,25600000.0,1643000.0,
1995-04-01 00:00:00+00:00,124663000.0,64550000.0,13269500.0,8050341.0,35785390.0,25671000.0,1662000.0,
1995-05-01 00:00:00+00:00,124928000.0,64610000.0,13262300.0,8098940.0,35785390.0,25671000.0,1662000.0,
1995-06-01 00:00:00+00:00,124955000.0,64580000.0,13290500.0,8102247.0,35785390.0,25671000.0,1662000.0,
1995-07-01 00:00:00+00:00,124945000.0,64520000.0,13268900.0,8159995.0,35746650.0,25770000.0,1678000.0,
1995-08-01 00:00:00+00:00,124421000.0,64510000.0,13265800.0,8166075.0,35746650.0,25770000.0,1678000.0,
1995-09-01 00:00:00+00:00,124522000.0,64590000.0,13278200.0,8201054.0,35746650.0,25770000.0,1678000.0,
1995-10-01 00:00:00+00:00,124816000.0,64650000.0,13280600.0,8207698.0,35770680.0,25852000.0,1695000.0,
1995-11-01 00:00:00+00:00,124852000.0,64570000.0,13297800.0,8236770.0,35770680.0,25852000.0,1695000.0,
1995-12-01 00:00:00+00:00,125133000.0,64820000.0,13331200.0,8224411.0,35770680.0,25852000.0,1695000.0,
1996-01-01 00:00:00+00:00,125388000.0,64590000.0,13347000.0,8214201.999999999,35817290.0,25983000.0,1709000.0,
1996-02-01 00:00:00+00:00,125188000.0,64430000.0,13315000.0,8288092.000000001,35817290.0,25983000.0,1709000.0,
1996-03-01 00:00:00+00:00,125088000.0,64460000.0,13356800.0,8289478.999999999,35817290.0,25983000.0,1709000.0,
1996-04-01 00:00:00+00:00,125125000.0,64430000.0,13374500.0,8291502.0,35631740.0,25971000.0,1722000.0,
1996-05-01 00:00:00+00:00,125639000.0,64400000.0,13399400.0,8292799.999999999,35631740.0,25971000.0,1722000.0,
1996-06-01 00:00:00+00:00,125862000.0,64710000.0,13377200.0,8266297.000000001,35631740.0,25971000.0,1722000.0,
1996-07-01 00:00:00+00:00,125994000.0,64760000.0,13404100.0,8296181.000000001,35660590.0,26009000.0,1740000.0,
1996-08-01 00:00:00+00:00,126244000.0,64590000.0,13425600.0,8301539.000000001,35660590.0,26009000.0,1740000.0,
1996-09-01 00:00:00+00:00,126602000.0,64910000.0,13412900.0,8305300.999999999,35660590.0,26009000.0,1740000.0,
1996-10-01 00:00:00+00:00,126947000.0,65120000.0,13440400.0,8307439.0,35653320.0,26061000.0,1754000.0,
1996-11-01 00:00:00+00:00,127172000.0,65050000.0,13456600.0,8302584.999999999,35653320.0,26061000.0,1754000.0,
1996-12-01 00:00:00+00:00,127536000.0,65210000.0,13414400.0,8295654.0,35653320.0,26061000.0,1754000.0,
1997-01-01 00:00:00+00:00,127890000.0,65090000.0,13412800.0,8301754.999999999,35601350.0,26198000.0,1744000.0,
1997-02-01 00:00:00+00:00,127771000.0,65060000.0,13441500.0,8300704.0,35601350.0,26198000.0,1744000.0,
1997-03-01 00:00:00+00:00,127860000.0,65020000.0,13465700.0,8324302.0,35601350.0,26198000.0,1744000.0,
1997-04-01 00:00:00+00:00,128298000.0,65330000.0,13535900.0,8333271.000000001,35451870.0,26381000.0,1745000.0,
1997-05-01 00:00:00+00:00,128298000.0,65580000.0,13538100.0,8334871.999999999,35451870.0,26381000.0,1745000.0,
1997-06-01 00:00:00+00:00,128891000.0,65610000.0,13569800.0,8338016.0,35451870.0,26381000.0,1745000.0,
1997-07-01 00:00:00+00:00,129143000.0,65580000.0,13571200.0,8330919.0,35492850.0,26514000.0,1754000.0,
1997-08-01 00:00:00+00:00,129464000.0,65620000.0,13637200.0,8334897.999999999,35492850.0,26514000.0,1754000.0,
1997-09-01 00:00:00+00:00,129412000.0,65840000.0,13690000.0,8336165.999999999,35492850.0,26514000.0,1754000.0,
1997-10-01 00:00:00+00:00,129822000.0,65760000.0,13731500.0,8347028.0,35557570.0,26572000.0,1752000.0,
1997-11-01 00:00:00+00:00,130010000.0,65530000.0,13798900.0,8333630.999999999,35557570.0,26572000.0,1752000.0,
1997-12-01 00:00:00+00:00,130019000.0,65510000.0,13815900.0,8395868.0,35557570.0,26572000.0,1752000.0,
1998-01-01 00:00:00+00:00,130179000.0,65600000.0,13833100.0,8388934.0,35529710.0,26636000.0,1750000.0,
1998-02-01 00:00:00+00:00,130653000.0,65350000.0,13859500.0,8447261.0,35529710.0,26636000.0,1750000.0,
1998-03-01 00:00:00+00:00,130679000.0,65520000.0,13874900.0,8432779.0,35529710.0,26636000.0,1750000.0,
1998-04-01 00:00:00+00:00,130726000.0,65600000.0,13864800.0,8439052.0,35911980.0,26677000.0,1745000.0,
1998-05-01 00:00:00+00:00,130807000.0,65430000.0,13914500.0,8453234.0,35911980.0,26677000.0,1745000.0,
1998-06-01 00:00:00+00:00,130814000.0,65400000.0,13949400.0,8456296.0,35911980.0,26677000.0,1745000.0,
1998-07-01 00:00:00+00:00,131209000.0,65210000.0,13977600.0,8488668.0,36137020.0,26714000.0,1738000.0,3832500.0
1998-08-01 00:00:00+00:00,131325000.0,65290000.0,13993300.0,8486674.0,36137020.0,26714000.0,1738000.0,3832500.0
1998-09-01 00:00:00+00:00,131244000.0,65220000.0,14005800.0,8506634.0,36137020.0,26714000.0,1738000.0,3832500.0
1998-10-01 00:00:00+00:00,131329000.0,65130000.0,14063800.0,8518908.0,35984000.0,26833000.0,1737000.0,3832500.0
1998-11-01 00:00:00+00:00,131390000.0,65080000.0,14101700.0,8531171.0,35984000.0,26833000.0,1737000.0,3832500.0
1998-12-01 00:00:00+00:00,131986000.0,64870000.0,14140700.0,8575002.0,35984000.0,26833000.0,1737000.0,3832500.0
1999-01-01 00:00:00+00:00,131999000.0,64890000.0,14159400.0,8585448.0,36212000.0,26955000.0,1734000.0,3832500.0
1999-02-01 00:00:00+00:00,132280000.0,64770000.0,14198900.0,8564627.0,36212000.0,26955000.0,1734000.0,3832500.0
1999-03-01 00:00:00+00:00,132602000.0,64790000.0,14200000.0,8586020.0,36212000.0,26955000.0,1734000.0,3832500.0
1999-04-01 00:00:00+00:00,133027000.0,64770000.0,14273300.0,8586537.0,35987230.0,27036000.0,1752000.0,3832500.0
1999-05-01 00:00:00+00:00,132856000.0,64590000.0,14263300.0,8594242.0,35987230.0,27036000.0,1752000.0,3832500.0
1999-06-01 00:00:00+00:00,132947000.0,64550000.0,14278700.0,8620963.0,35987230.0,27036000.0,1752000.0,3832500.0
1999-07-01 00:00:00+00:00,132955000.0,64620000.0,14316600.0,8622766.0,35935470.0,27095000.0,1758000.0,3861400.0
1999-08-01 00:00:00+00:00,133311000.0,64680000.0,14352700.0,8610717.0,35935470.0,27095000.0,1758000.0,3861400.0
1999-09-01 00:00:00+00:00,133378000.0,64450000.0,14373000.0,8661950.0,35935470.0,27095000.0,1758000.0,3861400.0
1999-10-01 00:00:00+00:00,133414000.0,64410000.0,14430900.0,8680016.0,36112510.0,27218000.0,1766000.0,3861400.0
1999-11-01 00:00:00+00:00,133591000.0,64710000.0,14451800.0,8688122.0,36112510.0,27218000.0,1766000.0,3861400.0
1999-12-01 00:00:00+00:00,133707000.0,64810000.0,14474600.0,8701606.0,36112510.0,27218000.0,1766000.0,3861400.0
2000-01-01 00:00:00+00:00,133993000.0,64630000.0,14514700.0,8741498.0,36133780.0,27323000.0,1786000.0,3861400.0
2000-02-01 00:00:00+00:00,134309000.0,64640000.0,14549400.0,8751396.0,36133780.0,27323000.0,1786000.0,3861400.0
2000-03-01 00:00:00+00:00,134523000.0,64560000.0,14611300.0,8785773.0,36133780.0,27323000.0,1786000.0,3861400.0
2000-04-01 00:00:00+00:00,136559000.0,64500000.0,14652700.0,8739810.0,36107510.0,27362000.0,1784000.0,3861400.0
2000-05-01 00:00:00+00:00,136598000.0,64300000.0,14672200.0,8788966.0,36107510.0,27362000.0,1784000.0,3861400.0
2000-06-01 00:00:00+00:00,136701000.0,64140000.0,14697500.0,8837054.0,36107510.0,27362000.0,1784000.0,3861400.0
2000-07-01 00:00:00+00:00,137270000.0,64380000.0,14722700.0,8873976.0,36162290.0,27468000.0,1784000.0,3878800.0
2000-08-01 00:00:00+00:00,136630000.0,64450000.0,14736400.0,8869873.0,36162290.0,27468000.0,1784000.0,3878800.0
2000-09-01 00:00:00+00:00,136940000.0,64360000.0,14746800.0,8910159.0,36162290.0,27468000.0,1784000.0,3878800.0
2000-10-01 00:00:00+00:00,136531000.0,64380000.0,14750400.0,8991956.0,36264280.0,27555000.0,1806000.0,3878800.0
2000-11-01 00:00:00+00:00,136662000.0,64380000.0,14770300.0,8988998.0,36264280.0,27555000.0,1806000.0,3878800.0
2000-12-01 00:00:00+00:00,136893000.0,64510000.0,14812200.0,8985600.0,36264280.0,27555000.0,1806000.0,3878800.0
2001-01-01 00:00:00+00:00,137088000.0,64720000.0,14835300.0,8960448.0,36407920.0,27548000.0,1822000.0,3878800.0
2001-02-01 00:00:00+00:00,137322000.0,64760000.0,14871400.0,8902895.0,36407920.0,27548000.0,1822000.0,3878800.0
2001-03-01 00:00:00+00:00,137614000.0,64620000.0,14920000.0,8944396.0,36407920.0,27548000.0,1822000.0,3878800.0
2001-04-01 00:00:00+00:00,137778000.0,64570000.0,14894400.0,8957899.0,36357860.0,27623000.0,1824000.0,3878800.0
2001-05-01 00:00:00+00:00,137612000.0,64700000.0,14883900.0,8954099.0,36357860.0,27623000.0,1824000.0,3878800.0
2001-06-01 00:00:00+00:00,137783000.0,64450000.0,14888700.0,8963986.0,36357860.0,27623000.0,1824000.0,3878800.0
2001-07-01 00:00:00+00:00,137299000.0,64270000.0,14922300.0,9014908.0,36405910.0,27707000.0,1841000.0,3937000.0
2001-08-01 00:00:00+00:00,137092000.0,64210000.0,14946200.0,9007844.0,36405910.0,27707000.0,1841000.0,3937000.0
2001-09-01 00:00:00+00:00,136873000.0,64040000.0,14922500.0,9004829.0,36405910.0,27707000.0,1841000.0,3937000.0
2001-10-01 00:00:00+00:00,137071000.0,64020000.0,14946300.0,9024444.0,36319200.0,27715000.0,1845000.0,3937000.0
2001-11-01 00:00:00+00:00,136241000.0,63970000.0,14948500.0,9046975.0,36319200.0,27715000.0,1845000.0,3937000.0
2001-12-01 00:00:00+00:00,136846000.0,63670000.0,14972800.0,9026574.0,36319200.0,27715000.0,1845000.0,3937000.0
2002-01-01 00:00:00+00:00,136392000.0,63720000.0,14976900.0,9045974.0,36302040.0,27803000.0,1868000.0,3937000.0
2002-02-01 00:00:00+00:00,136238000.0,64020000.0,14990300.0,9078629.0,36302040.0,27803000.0,1868000.0,3937000.0
2002-03-01 00:00:00+00:00,136047000.0,63820000.0,14965600.0,9064958.0,36302040.0,27803000.0,1868000.0,3937000.0
2002-04-01 00:00:00+00:00,135701000.0,63650000.0,15019400.0,9083192.0,36173250.0,27797000.0,1893000.0,3937000.0
2002-05-01 00:00:00+00:00,136438000.0,63630000.0,15042300.0,9126898.0,36173250.0,27797000.0,1893000.0,3937000.0
