time,cci_ew
2011-10-31 00:00:00+00:00,-0.011176090095743385
2011-11-30 00:00:00+00:00,0.005520884973908569
2011-12-31 00:00:00+00:00,-0.0018912148261962525
2012-01-31 00:00:00+00:00,-0.007198343770721483
2012-02-29 00:00:00+00:00,-0.00039650198394181047
2012-03-31 00:00:00+00:00,0.005631533199818239
2012-04-30 00:00:00+00:00,0.0033866807898788043
2012-05-31 00:00:00+00:00,0.002564987786474182
2012-06-30 00:00:00+00:00,0.00022091701018145393
2012-07-31 00:00:00+00:00,-0.00054779171677799
2012-08-31 00:00:00+00:00,0.002601071328561133
2012-09-30 00:00:00+00:00,-0.0012503645851118517
2012-10-31 00:00:00+00:00,-0.000535152271401329
2012-11-30 00:00:00+00:00,0.0002066093345387543
2012-12-31 00:00:00+00:00,-0.0005924626708511127
2013-01-31 00:00:00+00:00,-0.0077565439021949345
2013-02-28 00:00:00+00:00,-0.0014226957604676072
2013-03-31 00:00:00+00:00,0.007833355238369588
2013-04-30 00:00:00+00:00,-0.008546901367680548
2013-05-31 00:00:00+00:00,-0.006753043797005032
2013-06-30 00:00:00+00:00,-0.008890782479494375
2013-07-31 00:00:00+00:00,-0.007297925226464996
2013-08-31 00:00:00+00:00,0.004230191354706481
2013-09-30 00:00:00+00:00,0.010603725819398502
2013-10-31 00:00:00+00:00,-0.0018574787209575394
2013-11-30 00:00:00+00:00,0.003360387489974359
2013-12-31 00:00:00+00:00,-0.004920015264569089
2014-01-31 00:00:00+00:00,-0.0016330540310505182
2014-02-28 00:00:00+00:00,0.003984511433324123
2014-03-31 00:00:00+00:00,-0.00624449079568179
2014-04-30 00:00:00+00:00,0.002951522271334106
2014-05-31 00:00:00+00:00,-0.005215638619007423
2014-06-30 00:00:00+00:00,0.002776745631523081
2014-07-31 00:00:00+00:00,-0.0036265524224440293
2014-08-31 00:00:00+00:00,-0.006742802560839811
2014-09-30 00:00:00+00:00,0.000621564040073963
2014-10-31 00:00:00+00:00,-0.004026366178003116
2014-11-30 00:00:00+00:00,0.0008109389057704419
2014-12-31 00:00:00+00:00,0.001103032596625031
2015-01-31 00:00:00+00:00,-0.0032429432298951566
2015-02-28 00:00:00+00:00,0.0011924061020629484
2015-03-31 00:00:00+00:00,-0.003113624360323697
2015-04-30 00:00:00+00:00,0.0005228043817806505
2015-05-31 00:00:00+00:00,0.0010629473405368017
2015-06-30 00:00:00+00:00,0.0
2015-07-31 00:00:00+00:00,-8.123729447739869e-05
2015-08-31 00:00:00+00:00,-0.001828914398767978
2015-09-30 00:00:00+00:00,-0.001770470118673373
2015-10-31 00:00:00+00:00,0.0
2015-11-30 00:00:00+00:00,0.0
2015-12-31 00:00:00+00:00,0.0
2016-01-31 00:00:00+00:00,3.4081111150108256e-05
2016-02-29 00:00:00+00:00,0.006936126835853207
2016-03-31 00:00:00+00:00,0.004072498174800598
2016-04-30 00:00:00+00:00,-0.003996099120998187
2016-05-31 00:00:00+00:00,0.0001494655335800843
2016-06-30 00:00:00+00:00,0.018108486583884087
