time,bs_ew
2011-10-31 00:00:00+00:00,0.0041994294874798666
2011-11-30 00:00:00+00:00,-0.0054204456121143
2011-12-31 00:00:00+00:00,-0.00042979075962967794
2012-01-31 00:00:00+00:00,0.001088677893442691
2012-02-29 00:00:00+00:00,-0.003358400524516303
2012-03-31 00:00:00+00:00,0.0004953405871934713
2012-04-30 00:00:00+00:00,0.0002658147004570566
2012-05-31 00:00:00+00:00,0.006347388081372474
2012-06-30 00:00:00+00:00,-0.0012850986790573504
2012-07-31 00:00:00+00:00,0.002567774659163913
2012-08-31 00:00:00+00:00,-0.0012753913750865875
2012-09-30 00:00:00+00:00,-0.003045683348886996
2012-10-31 00:00:00+00:00,-0.0020655009694653392
2012-11-30 00:00:00+00:00,0.0006247259817353523
2012-12-31 00:00:00+00:00,-0.00012109626090295311
2013-01-31 00:00:00+00:00,-0.0012605691883688097
2013-02-28 00:00:00+00:00,0.004188906190581099
2013-03-31 00:00:00+00:00,0.0028999113235230745
2013-04-30 00:00:00+00:00,-0.0012327037950355946
2013-05-31 00:00:00+00:00,-0.002745464243035345
2013-06-30 00:00:00+00:00,-0.001648079241872047
2013-07-31 00:00:00+00:00,-0.00017604830292861084
2013-08-31 00:00:00+00:00,0.003249631324911295
2013-09-30 00:00:00+00:00,7.473832126936308e-05
2013-10-31 00:00:00+00:00,-0.0007947419036969938
2013-11-30 00:00:00+00:00,0.0032042569066454973
2013-12-31 00:00:00+00:00,9.341588450340055e-06
2014-01-31 00:00:00+00:00,-0.002154958737059842
2014-02-28 00:00:00+00:00,-0.001663462103450697
2014-03-31 00:00:00+00:00,0.0002161953086148305
2014-04-30 00:00:00+00:00,0.000520173190841744
2014-05-31 00:00:00+00:00,0.0034813689884067855
2014-06-30 00:00:00+00:00,-0.0011698481844303332
2014-07-31 00:00:00+00:00,0.0011126521109074972
2014-08-31 00:00:00+00:00,0.0009815655453311312
2014-09-30 00:00:00+00:00,-0.0012039789626587805
2014-10-31 00:00:00+00:00,0.0015019804451541496
2014-11-30 00:00:00+00:00,-0.0002154583485610706
2014-12-31 00:00:00+00:00,-0.005352848547572675
2015-01-31 00:00:00+00:00,-0.021096646931211605
2015-02-28 00:00:00+00:00,-0.0013169330265201395
