time,high_housing_z_xs
2015-05-31 00:00:00+00:00,0.004890628311492451
2015-06-30 00:00:00+00:00,0.008029174237382586
2015-07-31 00:00:00+00:00,-0.01276204756012389
2015-08-31 00:00:00+00:00,-0.02246867457415236
2015-09-30 00:00:00+00:00,-0.005802957713712198
2015-10-31 00:00:00+00:00,0.017957968913156597
2015-11-30 00:00:00+00:00,-0.0046817562342867935
2015-12-31 00:00:00+00:00,0.012325651026191542
2016-01-31 00:00:00+00:00,0.0008906512190449689
2016-02-29 00:00:00+00:00,0.0004652208647577538
2016-03-31 00:00:00+00:00,-0.006173929036726977
2016-04-30 00:00:00+00:00,-0.006350431995796213
2016-05-31 00:00:00+00:00,0.012328875923385496
2016-06-30 00:00:00+00:00,-0.0066066533774197245
2016-07-31 00:00:00+00:00,-0.008345375118721798
2016-08-31 00:00:00+00:00,-0.0010855606884597746
2016-09-30 00:00:00+00:00,-0.0042223139709541835
2016-10-31 00:00:00+00:00,0.0014434077567291315
2016-11-30 00:00:00+00:00,-0.009807961857338898
2016-12-31 00:00:00+00:00,0.004772296046043012
2017-01-31 00:00:00+00:00,-0.012465274925033465
2017-02-28 00:00:00+00:00,-0.004463773257030623
2017-03-31 00:00:00+00:00,0.006602781047851725
2017-04-30 00:00:00+00:00,0.009671118802091705
2017-05-31 00:00:00+00:00,-0.01768036572632592
2017-06-30 00:00:00+00:00,0.002390787376085557
2017-07-31 00:00:00+00:00,-0.0021764262351735564
2017-08-31 00:00:00+00:00,0.01037895731045313
2017-09-30 00:00:00+00:00,-0.004103017871836867
2017-10-31 00:00:00+00:00,0.004946460136265873
2017-11-30 00:00:00+00:00,0.007638633292100794
2017-12-31 00:00:00+00:00,0.005768218029659655
2018-01-31 00:00:00+00:00,0.0027746959077148414
2018-02-28 00:00:00+00:00,-0.0030090877962662965
2018-03-31 00:00:00+00:00,-0.006789619495846777
2018-04-30 00:00:00+00:00,0.007213247223491148
2018-05-31 00:00:00+00:00,-0.010085570095510477
2018-06-30 00:00:00+00:00,-0.0028916446844557964
2018-07-31 00:00:00+00:00,0.002566882502454293
2018-08-31 00:00:00+00:00,0.00018279522824493633
2018-09-30 00:00:00+00:00,-0.0018250118899838519
2018-10-31 00:00:00+00:00,-0.005611713537329477
2018-11-30 00:00:00+00:00,-0.021203319889536942
2018-12-31 00:00:00+00:00,0.00990199444296369
2019-01-31 00:00:00+00:00,0.008284183809074142
2019-02-28 00:00:00+00:00,0.005252801718566458
2019-03-31 00:00:00+00:00,0.0015779010701932883
2019-04-30 00:00:00+00:00,-0.0013894259142263055
2019-05-31 00:00:00+00:00,-0.004606675934083149
2019-06-30 00:00:00+00:00,0.0007244746226544585
2019-07-31 00:00:00+00:00,0.0020326120229614553
2019-08-31 00:00:00+00:00,-0.006512317895949082
2019-09-30 00:00:00+00:00,-0.0055350098301178985
2019-10-31 00:00:00+00:00,-0.003335449356442255
2019-11-30 00:00:00+00:00,0.006201278150627543
2019-12-31 00:00:00+00:00,0.0033357271384257814
2020-01-31 00:00:00+00:00,0.0015256384184829663
2020-02-29 00:00:00+00:00,0.0035106755483254037
2020-03-31 00:00:00+00:00,0.011048444010543612
2020-04-30 00:00:00+00:00,0.010321211349479276
2020-05-31 00:00:00+00:00,0.0020567259485191336
2020-06-30 00:00:00+00:00,0.004692099631755431
2020-07-31 00:00:00+00:00,0.0123037727878752
2020-08-31 00:00:00+00:00,-0.0009266590138786723
2020-09-30 00:00:00+00:00,0.001944807722327191
2020-10-31 00:00:00+00:00,-0.004538367985128744
2020-11-30 00:00:00+00:00,-0.0022195334972775482
2020-12-31 00:00:00+00:00,0.0008903819298491378
2021-01-31 00:00:00+00:00,0.002419632278643835
2021-02-28 00:00:00+00:00,0.0009304624989960875
2021-03-31 00:00:00+00:00,0.0152566928933775
2021-04-30 00:00:00+00:00,-0.005936229958939276
2021-05-31 00:00:00+00:00,-0.0005132158177635349
2021-06-30 00:00:00+00:00,0.0022607628348858544
2021-07-31 00:00:00+00:00,0.0020264680604318297
2021-08-31 00:00:00+00:00,-0.004892497253510486
2021-09-30 00:00:00+00:00,-0.0033519641827236546
2021-10-31 00:00:00+00:00,0.011812879301623225
2021-11-30 00:00:00+00:00,-0.009700333518910753
2021-12-31 00:00:00+00:00,0.0031636580206657605
2022-01-31 00:00:00+00:00,-0.00037340818224296246
2022-02-28 00:00:00+00:00,-0.0019633303086509235
2022-03-31 00:00:00+00:00,-0.012867308980882175
2022-04-30 00:00:00+00:00,0.010115846791836969
2022-05-31 00:00:00+00:00,0.0002148724113719691
2022-06-30 00:00:00+00:00,0.00044964870604613516
2022-07-31 00:00:00+00:00,-0.010332722697603103
2022-08-31 00:00:00+00:00,0.0009676592063008194
2022-09-30 00:00:00+00:00,0.011811642655220167
2022-10-31 00:00:00+00:00,0.005530950420965519
2022-11-30 00:00:00+00:00,-0.018703562343256763
2022-12-31 00:00:00+00:00,-0.0026263586013056672
2023-01-31 00:00:00+00:00,0.005584719804725191
2023-02-28 00:00:00+00:00,-0.008971705320475531
2023-03-31 00:00:00+00:00,-0.00694827623199612
2023-04-30 00:00:00+00:00,-0.005213293251709161
2023-05-31 00:00:00+00:00,0.00795234563952385
2023-06-30 00:00:00+00:00,0.004422291873986239
2023-07-31 00:00:00+00:00,-0.003978947341774397
2023-08-31 00:00:00+00:00,-0.0017827663364327062
2023-09-30 00:00:00+00:00,0.005082190954509791
2023-10-31 00:00:00+00:00,-0.004474325558125325
2023-11-30 00:00:00+00:00,-0.0076727306420814045
2023-12-31 00:00:00+00:00,0.005074293378329209
2024-01-31 00:00:00+00:00,0.001359885787237447
2024-02-29 00:00:00+00:00,-0.005629690631012596
2024-03-31 00:00:00+00:00,0.00810705701144121
2024-04-30 00:00:00+00:00,0.000594725818645836
2024-05-31 00:00:00+00:00,-0.006321045833596384
2024-06-30 00:00:00+00:00,0.00480890506223508
2024-07-31 00:00:00+00:00,-0.003257724986249655
2024-08-31 00:00:00+00:00,-0.003543025419832202
2024-09-30 00:00:00+00:00,0.004595255660618358
2024-10-31 00:00:00+00:00,-0.002829981748086574
2024-11-30 00:00:00+00:00,-0.006686506223459343
2024-12-31 00:00:00+00:00,-0.014214037076598851
2025-01-31 00:00:00+00:00,-0.00538862338298618
2025-02-28 00:00:00+00:00,-0.002249323995140884
2025-03-31 00:00:00+00:00,0.004296545016404085
2025-04-30 00:00:00+00:00,0.0026029159533424995
2025-05-31 00:00:00+00:00,0.0009994154262502608
2025-06-30 00:00:00+00:00,-0.0006573322920946367
2025-07-31 00:00:00+00:00,-0.0023644736760283225
2025-08-31 00:00:00+00:00,0.007800177054201329
2025-09-30 00:00:00+00:00,0.011243611240889129
2025-10-31 00:00:00+00:00,-0.002188831652041312
2025-11-30 00:00:00+00:00,0.0024982698179132345
2025-12-31 00:00:00+00:00,-0.006273955990120372
2026-01-31 00:00:00+00:00,0.00022123494991932446
2026-02-28 00:00:00+00:00,-0.005877218050668875
2026-03-31 00:00:00+00:00,-0.0038087500720422884
2026-04-30 00:00:00+00:00,-0.00594268769776507
2026-05-31 00:00:00+00:00,0.006140624694212615
2026-06-30 00:00:00+00:00,0.0030062664361891756
2026-07-31 00:00:00+00:00,0.005223587993515411
2026-08-31 00:00:00+00:00,0.0023572250617620583
2026-09-30 00:00:00+00:00,-0.005023761413917138
