time,z_21d
2011-09-15 23:00:00+00:00,
2011-09-18 23:00:00+00:00,
2011-09-19 23:00:00+00:00,
2011-09-20 23:00:00+00:00,
2011-09-21 23:00:00+00:00,
2011-09-22 23:00:00+00:00,
2011-09-25 23:00:00+00:00,
2011-09-26 23:00:00+00:00,
2011-09-27 23:00:00+00:00,
2011-09-28 23:00:00+00:00,
2011-09-29 23:00:00+00:00,
2011-10-02 23:00:00+00:00,
2011-10-03 23:00:00+00:00,
2011-10-04 23:00:00+00:00,
2011-10-05 23:00:00+00:00,
2011-10-06 23:00:00+00:00,
2011-10-09 23:00:00+00:00,
2011-10-10 23:00:00+00:00,
2011-10-11 23:00:00+00:00,
2011-10-12 23:00:00+00:00,
2011-10-13 23:00:00+00:00,
2011-10-16 23:00:00+00:00,
2011-10-17 23:00:00+00:00,
2011-10-18 23:00:00+00:00,
2011-10-19 23:00:00+00:00,
2011-10-20 23:00:00+00:00,
2011-10-23 23:00:00+00:00,
2011-10-24 23:00:00+00:00,
2011-10-25 23:00:00+00:00,
2011-10-26 23:00:00+00:00,
2011-10-27 23:00:00+00:00,
2011-10-31 00:00:00+00:00,
2011-11-01 00:00:00+00:00,
2011-11-02 00:00:00+00:00,
2011-11-03 00:00:00+00:00,
2011-11-04 00:00:00+00:00,
2011-11-07 00:00:00+00:00,
2011-11-08 00:00:00+00:00,
2011-11-09 00:00:00+00:00,
2011-11-10 00:00:00+00:00,
2011-11-11 00:00:00+00:00,
2011-11-14 00:00:00+00:00,
2011-11-15 00:00:00+00:00,
2011-11-16 00:00:00+00:00,
2011-11-17 00:00:00+00:00,
2011-11-18 00:00:00+00:00,
2011-11-21 00:00:00+00:00,
2011-11-22 00:00:00+00:00,
2011-11-23 00:00:00+00:00,
2011-11-24 00:00:00+00:00,
2011-11-25 00:00:00+00:00,
2011-11-28 00:00:00+00:00,
2011-11-29 00:00:00+00:00,
2011-11-30 00:00:00+00:00,
2011-12-01 00:00:00+00:00,
2011-12-02 00:00:00+00:00,
2011-12-05 00:00:00+00:00,
2011-12-06 00:00:00+00:00,
2011-12-07 00:00:00+00:00,
2011-12-08 00:00:00+00:00,
2011-12-09 00:00:00+00:00,
2011-12-12 00:00:00+00:00,
2011-12-13 00:00:00+00:00,
2011-12-14 00:00:00+00:00,
2011-12-15 00:00:00+00:00,
2011-12-16 00:00:00+00:00,
2011-12-19 00:00:00+00:00,
2011-12-20 00:00:00+00:00,
2011-12-21 00:00:00+00:00,
2011-12-22 00:00:00+00:00,
2011-12-23 00:00:00+00:00,
2011-12-26 00:00:00+00:00,
2011-12-27 00:00:00+00:00,
2011-12-28 00:00:00+00:00,
2011-12-29 00:00:00+00:00,
2011-12-30 00:00:00+00:00,-1.9123609019358363
2012-01-02 00:00:00+00:00,-2.195021807134443
2012-01-03 00:00:00+00:00,-2.0263785475425875
2012-01-04 00:00:00+00:00,-1.9706987381550376
2012-01-05 00:00:00+00:00,-1.6324229945967823
2012-01-06 00:00:00+00:00,-1.4947924062447049
2012-01-09 00:00:00+00:00,-1.237976642943481
2012-01-10 00:00:00+00:00,-1.2420345803551116
2012-01-11 00:00:00+00:00,-1.0308591693561813
2012-01-12 00:00:00+00:00,-1.3255863762552016
2012-01-13 00:00:00+00:00,-1.4352917040869844
2012-01-16 00:00:00+00:00,-1.441601785806451
2012-01-17 00:00:00+00:00,-1.4013861969737582
2012-01-18 00:00:00+00:00,-1.3943898810354827
2012-01-19 00:00:00+00:00,-1.2851000632353105
2012-01-20 00:00:00+00:00,-1.4080406762262048
2012-01-23 00:00:00+00:00,-1.3355116069208275
2012-01-24 00:00:00+00:00,-1.2882917776395024
2012-01-25 00:00:00+00:00,-1.0792283932111377
2012-01-26 00:00:00+00:00,-1.0189629307486645
2012-01-27 00:00:00+00:00,-0.8727124138843783
2012-01-30 00:00:00+00:00,-1.0870068558684316
2012-01-31 00:00:00+00:00,-1.0857422425212633
2012-02-01 00:00:00+00:00,-1.0930789456466936
2012-02-02 00:00:00+00:00,-1.0466389061345163
2012-02-03 00:00:00+00:00,-1.0815376968492785
2012-02-06 00:00:00+00:00,-1.1755690536569647
2012-02-07 00:00:00+00:00,-1.343102294653927
2012-02-08 00:00:00+00:00,-1.4848111895327243
2012-02-09 00:00:00+00:00,-1.5220753745612488
2012-02-10 00:00:00+00:00,-1.557867911080679
2012-02-13 00:00:00+00:00,-1.6083495574159115
2012-02-14 00:00:00+00:00,-1.6012888886879473
2012-02-15 00:00:00+00:00,-1.6847085513704325
2012-02-16 00:00:00+00:00,-1.6709247907500544
2012-02-17 00:00:00+00:00,-1.6983428501125817
2012-02-20 00:00:00+00:00,-1.6885733326176589
2012-02-21 00:00:00+00:00,-1.5783397508017285
2012-02-22 00:00:00+00:00,-1.5702666355325914
2012-02-23 00:00:00+00:00,-1.677845655366174
2012-02-24 00:00:00+00:00,-1.577432160647131
2012-02-27 00:00:00+00:00,-1.4977920675504306
2012-02-28 00:00:00+00:00,-1.387988925566036
2012-02-29 00:00:00+00:00,-1.3481954284400948
2012-03-01 00:00:00+00:00,-1.3115147216531884
2012-03-02 00:00:00+00:00,-1.1982915405277625
2012-03-05 00:00:00+00:00,-1.3222735774124723
2012-03-06 00:00:00+00:00,-1.1237458160424199
2012-03-07 00:00:00+00:00,-1.0575791270483306
2012-03-08 00:00:00+00:00,-0.8316862076016259
2012-03-09 00:00:00+00:00,-0.9445196475553624
2012-03-12 00:00:00+00:00,-0.73062092814192
2012-03-13 00:00:00+00:00,-0.5333630783326009
2012-03-14 00:00:00+00:00,-0.5676803738849582
2012-03-15 00:00:00+00:00,-0.5273241394739253
2012-03-16 00:00:00+00:00,-0.34336398405916074
2012-03-19 00:00:00+00:00,-0.2355552174531239
2012-03-20 00:00:00+00:00,-0.18275781936637053
2012-03-21 00:00:00+00:00,-0.272875516494128
2012-03-22 00:00:00+00:00,-0.24384156448064132
2012-03-23 00:00:00+00:00,-0.2686630136262922
2012-03-25 23:00:00+00:00,-0.29770205307498027
2012-03-26 23:00:00+00:00,-0.3632882701114774
2012-03-27 23:00:00+00:00,-0.3642162752819411
2012-03-28 23:00:00+00:00,-0.3893811302876179
2012-03-29 23:00:00+00:00,-0.4477321085542021
2012-04-01 23:00:00+00:00,-0.5995105925480363
2012-04-02 23:00:00+00:00,-0.5693879571415021
2012-04-03 23:00:00+00:00,-0.7502903473898572
2012-04-04 23:00:00+00:00,-0.6420752141077216
2012-04-05 23:00:00+00:00,-0.7986685180313212
2012-04-08 23:00:00+00:00,-0.7299118806477574
2012-04-09 23:00:00+00:00,-0.9241564280220438
2012-04-10 23:00:00+00:00,-1.0970916530354349
2012-04-11 23:00:00+00:00,-0.9913010071993212
2012-04-12 23:00:00+00:00,-0.9793531076482836
2012-04-15 23:00:00+00:00,-0.9751831924469468
2012-04-16 23:00:00+00:00,-0.903516772392561
2012-04-17 23:00:00+00:00,-1.0111343990302473
2012-04-18 23:00:00+00:00,-0.9679998330306686
2012-04-19 23:00:00+00:00,-1.006444820201079
2012-04-22 23:00:00+00:00,-0.9824338853034521
2012-04-23 23:00:00+00:00,-0.9497101997797422
2012-04-24 23:00:00+00:00,-0.9887237907610633
2012-04-25 23:00:00+00:00,-1.053234424108041
2012-04-26 23:00:00+00:00,-1.0673307618409293
2012-04-29 23:00:00+00:00,-1.059513257180993
2012-04-30 23:00:00+00:00,-0.895604492820419
2012-05-01 23:00:00+00:00,-0.9013365972086516
2012-05-02 23:00:00+00:00,-0.8986132340181605
2012-05-03 23:00:00+00:00,-0.9805552065791245
2012-05-06 23:00:00+00:00,-1.014767104767697
2012-05-07 23:00:00+00:00,-0.7642904377128289
2012-05-08 23:00:00+00:00,-0.631521944789355
2012-05-09 23:00:00+00:00,-0.4517209676698937
2012-05-10 23:00:00+00:00,-0.5195153888133662
2012-05-13 23:00:00+00:00,-0.6451645096559742
2012-05-14 23:00:00+00:00,-0.7960014616679918
2012-05-15 23:00:00+00:00,-0.9394934914911525
2012-05-16 23:00:00+00:00,-0.8348337464952958
2012-05-17 23:00:00+00:00,-0.8718220648505414
2012-05-20 23:00:00+00:00,-0.8256890514286213
2012-05-21 23:00:00+00:00,-0.7447780715283633
2012-05-22 23:00:00+00:00,-0.7050323342630881
2012-05-23 23:00:00+00:00,-0.4896807415788452
2012-05-24 23:00:00+00:00,-0.39382018218514997
2012-05-27 23:00:00+00:00,-0.39127976935131387
2012-05-28 23:00:00+00:00,-0.3538231144341636
2012-05-29 23:00:00+00:00,-0.5248877865578412
2012-05-30 23:00:00+00:00,-0.5539062402386703
2012-05-31 23:00:00+00:00,-0.3209283198195827
2012-06-03 23:00:00+00:00,-0.4061709089632587
2012-06-04 23:00:00+00:00,-0.312423442306065
2012-06-05 23:00:00+00:00,-0.42223872122212547
2012-06-06 23:00:00+00:00,-0.5668766447999661
2012-06-07 23:00:00+00:00,-0.48375825871264105
2012-06-10 23:00:00+00:00,-0.5449710941115634
2012-06-11 23:00:00+00:00,-0.35170990660263013
2012-06-12 23:00:00+00:00,-0.1259542624278198
2012-06-13 23:00:00+00:00,-0.07838691371800051
2012-06-14 23:00:00+00:00,-0.1984173770907834
2012-06-17 23:00:00+00:00,-0.11187818785058383
2012-06-18 23:00:00+00:00,-0.00705029903497752
2012-06-19 23:00:00+00:00,-0.05570128523376841
2012-06-20 23:00:00+00:00,-0.05386488762447308
2012-06-21 23:00:00+00:00,-0.3627611311719259
2012-06-24 23:00:00+00:00,-0.1751219407452705
2012-06-25 23:00:00+00:00,-0.23333279432867093
2012-06-26 23:00:00+00:00,-0.2804579389518296
2012-06-27 23:00:00+00:00,-0.2231885787660645
2012-06-28 23:00:00+00:00,-0.22941996466812
2012-07-01 23:00:00+00:00,-0.40436655744029126
2012-07-02 23:00:00+00:00,0.0746416933278885
2012-07-03 23:00:00+00:00,-0.014957255310627728
2012-07-04 23:00:00+00:00,-0.1939105422779257
2012-07-05 23:00:00+00:00,-0.11711587616458896
2012-07-08 23:00:00+00:00,-0.3138284120467394
2012-07-09 23:00:00+00:00,-0.09498467715229109
2012-07-10 23:00:00+00:00,-0.23288357790761904
2012-07-11 23:00:00+00:00,-0.47162309371960814
2012-07-12 23:00:00+00:00,-0.5897665939845373
2012-07-15 23:00:00+00:00,-0.5030737273490974
2012-07-16 23:00:00+00:00,-0.43174050425074373
2012-07-17 23:00:00+00:00,-0.6514092469519315
2012-07-18 23:00:00+00:00,-0.6566012189928293
2012-07-19 23:00:00+00:00,-0.7645523493043133
2012-07-22 23:00:00+00:00,-0.7188247869311506
2012-07-23 23:00:00+00:00,-0.7863918888879416
2012-07-24 23:00:00+00:00,-0.6738031106303118
2012-07-25 23:00:00+00:00,-0.5571560025359956
2012-07-26 23:00:00+00:00,-0.4325367502870897
2012-07-29 23:00:00+00:00,-0.1357457755824317
2012-07-30 23:00:00+00:00,-0.12258736895608721
2012-07-31 23:00:00+00:00,-0.6147887660578994
2012-08-01 23:00:00+00:00,-0.6323243560055117
2012-08-02 23:00:00+00:00,-0.6037043948457508
2012-08-05 23:00:00+00:00,-0.6597504645015162
2012-08-06 23:00:00+00:00,-0.36289658215572496
2012-08-07 23:00:00+00:00,-0.557296256262019
2012-08-08 23:00:00+00:00,-0.5517179123666033
2012-08-09 23:00:00+00:00,-0.5781323569529083
2012-08-12 23:00:00+00:00,-0.5232437380411703
2012-08-13 23:00:00+00:00,-0.6666846086743963
2012-08-14 23:00:00+00:00,-0.8283918615262987
2012-08-15 23:00:00+00:00,-0.8144619853102875
2012-08-16 23:00:00+00:00,-0.8566302446583002
2012-08-19 23:00:00+00:00,-0.7694899365220994
2012-08-20 23:00:00+00:00,-0.7387097426532573
2012-08-21 23:00:00+00:00,-1.0187600648216357
2012-08-22 23:00:00+00:00,-0.9939371421117645
2012-08-23 23:00:00+00:00,-1.007594334004319
2012-08-26 23:00:00+00:00,-1.1161429930568838
2012-08-27 23:00:00+00:00,-1.3699861785941274
2012-08-28 23:00:00+00:00,-1.4801763310419642
2012-08-29 23:00:00+00:00,-1.4330155061313368
2012-08-30 23:00:00+00:00,-1.3978968451212168
2012-09-02 23:00:00+00:00,-1.3997313236711593
2012-09-03 23:00:00+00:00,-1.3354441301675029
2012-09-04 23:00:00+00:00,-1.7189602693873574
2012-09-05 23:00:00+00:00,-1.6781857607639987
2012-09-06 23:00:00+00:00,-1.6386364061327787
2012-09-09 23:00:00+00:00,-1.534610151948055
2012-09-10 23:00:00+00:00,-1.3498951977014109
2012-09-11 23:00:00+00:00,-1.3206809332678549
2012-09-12 23:00:00+00:00,-1.1511010408584013
2012-09-13 23:00:00+00:00,-1.0953979971806045
2012-09-16 23:00:00+00:00,-0.9270432182503738
2012-09-17 23:00:00+00:00,-0.9047468310747484
2012-09-18 23:00:00+00:00,-0.9431295938921378
2012-09-19 23:00:00+00:00,-0.9261249734286485
2012-09-20 23:00:00+00:00,-1.0400705084371966
2012-09-23 23:00:00+00:00,-1.0861615706356098
2012-09-24 23:00:00+00:00,-1.1639145790973193
2012-09-25 23:00:00+00:00,-1.2070852537575878
2012-09-26 23:00:00+00:00,-1.1337555048598527
2012-09-27 23:00:00+00:00,-1.1631531634189833
2012-09-30 23:00:00+00:00,-1.1125139597978733
2012-10-01 23:00:00+00:00,-1.0010837595082178
2012-10-02 23:00:00+00:00,-1.054825162775913
2012-10-03 23:00:00+00:00,-0.9855231729333
2012-10-04 23:00:00+00:00,-1.013820373027724
2012-10-07 23:00:00+00:00,-0.9552378954193226
2012-10-08 23:00:00+00:00,-1.0280092732239512
2012-10-09 23:00:00+00:00,-1.2164122764707377
2012-10-10 23:00:00+00:00,-1.0666720033028572
2012-10-11 23:00:00+00:00,-1.2823142634231341
2012-10-14 23:00:00+00:00,-1.2553365610797322
2012-10-15 23:00:00+00:00,-1.4493210965452876
2012-10-16 23:00:00+00:00,-1.5485037429944581
2012-10-17 23:00:00+00:00,-1.4171614303555504
2012-10-18 23:00:00+00:00,-1.3488604643006883
2012-10-21 23:00:00+00:00,-1.2621507776034697
2012-10-22 23:00:00+00:00,-1.1721528334402547
2012-10-23 23:00:00+00:00,-1.1093609989407232
2012-10-24 23:00:00+00:00,-0.945672981473005
2012-10-25 23:00:00+00:00,-0.9017910285389914
2012-10-29 00:00:00+00:00,-0.9237242355626217
2012-10-30 00:00:00+00:00,-1.0291108068878538
2012-10-31 00:00:00+00:00,-1.2220831447738918
2012-11-01 00:00:00+00:00,-1.2102769196801868
2012-11-02 00:00:00+00:00,-1.32020490205505
2012-11-05 00:00:00+00:00,-1.2982340376319592
2012-11-06 00:00:00+00:00,-1.2208414319606145
2012-11-07 00:00:00+00:00,-1.2732354657185054
2012-11-08 00:00:00+00:00,-1.3610431202009412
2012-11-09 00:00:00+00:00,-1.4636742798614697
2012-11-12 00:00:00+00:00,-1.4372799072488764
2012-11-13 00:00:00+00:00,-1.5522485102749772
2012-11-14 00:00:00+00:00,-1.572496195061027
2012-11-15 00:00:00+00:00,-1.6483401210055397
2012-11-16 00:00:00+00:00,-1.778720066500807
2012-11-19 00:00:00+00:00,-1.845503096834602
2012-11-20 00:00:00+00:00,-1.9342406275374062
2012-11-21 00:00:00+00:00,-2.1004531123370764
2012-11-22 00:00:00+00:00,-2.1370631111275427
2012-11-23 00:00:00+00:00,-2.3545992602269705
2012-11-26 00:00:00+00:00,-2.5545903885141685
2012-11-27 00:00:00+00:00,-2.2318794323973594
2012-11-28 00:00:00+00:00,-2.230586359636814
2012-11-29 00:00:00+00:00,-2.1553187453722242
2012-11-30 00:00:00+00:00,-2.1869216366762356
2012-12-03 00:00:00+00:00,-2.108698261540621
2012-12-04 00:00:00+00:00,-2.1552970602543753
2012-12-05 00:00:00+00:00,-2.2917561191704148
2012-12-06 00:00:00+00:00,-2.262513866257219
2012-12-07 00:00:00+00:00,-2.22750012695433
2012-12-10 00:00:00+00:00,-2.204068965335435
2012-12-11 00:00:00+00:00,-2.149309117493606
2012-12-12 00:00:00+00:00,-2.1424352960748183
2012-12-13 00:00:00+00:00,-1.9928156839781974
2012-12-14 00:00:00+00:00,-1.8683100681077063
2012-12-17 00:00:00+00:00,-1.9883925749639704
2012-12-18 00:00:00+00:00,-1.8911307890169629
2012-12-19 00:00:00+00:00,-1.9344162166840015
2012-12-20 00:00:00+00:00,-1.8496196725549083
2012-12-21 00:00:00+00:00,-1.799713535253482
2012-12-24 00:00:00+00:00,-1.8315883430758688
2012-12-25 00:00:00+00:00,-1.4622678242883007
2012-12-26 00:00:00+00:00,-1.7768897431575827
2012-12-27 00:00:00+00:00,-1.8036085527420997
2012-12-28 00:00:00+00:00,-1.8004927316398067
2012-12-31 00:00:00+00:00,-1.8408793564153294
2013-01-01 00:00:00+00:00,-1.8455441452068388
2013-01-02 00:00:00+00:00,-1.7245963271495233
2013-01-03 00:00:00+00:00,-1.8440838776524915
2013-01-04 00:00:00+00:00,-1.6666388000751093
2013-01-07 00:00:00+00:00,-1.3225641259438596
2013-01-08 00:00:00+00:00,-1.3420603231317767
2013-01-09 00:00:00+00:00,-1.2952024809073845
2013-01-10 00:00:00+00:00,-1.2609430573732276
2013-01-11 00:00:00+00:00,-1.3564059935248438
2013-01-14 00:00:00+00:00,-0.9840389338178317
2013-01-15 00:00:00+00:00,-0.8406240012534114
2013-01-16 00:00:00+00:00,-0.8287005082331338
2013-01-17 00:00:00+00:00,-0.7247972561276764
2013-01-18 00:00:00+00:00,-0.8188021529538447
2013-01-21 00:00:00+00:00,-0.8075742902165992
2013-01-22 00:00:00+00:00,-0.6564321384677182
2013-01-23 00:00:00+00:00,-1.0130273603266025
2013-01-24 00:00:00+00:00,-0.905776719261719
2013-01-25 00:00:00+00:00,-0.7995537765822179
2013-01-28 00:00:00+00:00,-0.6783074156885323
2013-01-29 00:00:00+00:00,-0.5495999236319532
2013-01-30 00:00:00+00:00,-0.5188109371212495
2013-01-31 00:00:00+00:00,-0.4707138623271768
2013-02-01 00:00:00+00:00,-0.2637117078151346
2013-02-04 00:00:00+00:00,-0.34588186673075283
2013-02-05 00:00:00+00:00,-0.5793988650791732
2013-02-06 00:00:00+00:00,-0.5814332455468284
2013-02-07 00:00:00+00:00,-0.5653927104459222
2013-02-08 00:00:00+00:00,-0.4621417242076343
2013-02-11 00:00:00+00:00,-0.25348258117361755
2013-02-12 00:00:00+00:00,-0.5840962638082833
2013-02-13 00:00:00+00:00,-0.5783747166499297
2013-02-14 00:00:00+00:00,-0.5494877631649373
2013-02-15 00:00:00+00:00,-0.5273713966780404
2013-02-18 00:00:00+00:00,-0.42320384215875634
2013-02-19 00:00:00+00:00,-0.37738839722626644
2013-02-20 00:00:00+00:00,-0.5403671299777784
2013-02-21 00:00:00+00:00,-0.45866228644325047
2013-02-22 00:00:00+00:00,-0.09456694758715666
2013-02-25 00:00:00+00:00,-0.06164546329838272
2013-02-26 00:00:00+00:00,-0.1308060733927109
2013-02-27 00:00:00+00:00,-0.07406231441001761
2013-02-28 00:00:00+00:00,-0.04375030774631093
2013-03-01 00:00:00+00:00,-0.13179193084858956
2013-03-04 00:00:00+00:00,-0.1492173967697495
2013-03-05 00:00:00+00:00,-0.11550714698997401
2013-03-06 00:00:00+00:00,-0.17571201487099108
2013-03-07 00:00:00+00:00,-0.22017534983831255
2013-03-08 00:00:00+00:00,-0.07474068911361252
2013-03-11 00:00:00+00:00,-0.03556829415614616
2013-03-12 00:00:00+00:00,0.07131640776844629
2013-03-13 00:00:00+00:00,0.08913128075323105
2013-03-14 00:00:00+00:00,-0.06088389333486647
2013-03-15 00:00:00+00:00,-0.06280655496969936
2013-03-18 00:00:00+00:00,0.13788543631474245
2013-03-19 00:00:00+00:00,0.08047014237928178
2013-03-20 00:00:00+00:00,0.03997921998205665
2013-03-21 00:00:00+00:00,0.16946363299720987
2013-03-22 00:00:00+00:00,0.20136360980876297
2013-03-25 00:00:00+00:00,-0.1185938948461315
2013-03-26 00:00:00+00:00,0.007697402830009125
2013-03-27 00:00:00+00:00,0.13191559427340727
2013-03-28 00:00:00+00:00,-0.004360631319354861
2013-03-29 00:00:00+00:00,0.04155909733850342
2013-03-31 23:00:00+00:00,0.05398085042416917
2013-04-01 23:00:00+00:00,-0.17979033255057333
2013-04-02 23:00:00+00:00,-0.28765998468120746
2013-04-03 23:00:00+00:00,-0.2364975838903333
2013-04-04 23:00:00+00:00,-0.2829693525499259
2013-04-07 23:00:00+00:00,-0.43949808346364716
