time,housing_chg_xs
2011-10-31 00:00:00+00:00,-0.01800348705118915
2011-11-30 00:00:00+00:00,-0.002750998319905884
2011-12-31 00:00:00+00:00,-0.009888863285272276
2012-01-31 00:00:00+00:00,0.005142477626213449
2012-02-29 00:00:00+00:00,-0.003015460921771407
2012-03-31 00:00:00+00:00,0.009362270278819418
2012-04-30 00:00:00+00:00,0.003937749189277806
2012-05-31 00:00:00+00:00,0.0026389709224201585
2012-06-30 00:00:00+00:00,0.0011325556169119455
2012-07-31 00:00:00+00:00,0.006125514642837171
2012-08-31 00:00:00+00:00,-0.01551797185981485
2012-09-30 00:00:00+00:00,0.0030521155202520855
2012-10-31 00:00:00+00:00,0.001992139105119195
2012-11-30 00:00:00+00:00,0.0022265127150420394
2012-12-31 00:00:00+00:00,-0.0028229124587412224
2013-01-31 00:00:00+00:00,0.0003260539230423021
2013-02-28 00:00:00+00:00,0.005638281153739433
2013-03-31 00:00:00+00:00,0.01291763345682484
2013-04-30 00:00:00+00:00,-0.0036460916782893316
2013-05-31 00:00:00+00:00,0.000260473710447906
2013-06-30 00:00:00+00:00,0.0013634330991441068
2013-07-31 00:00:00+00:00,-0.01175770091062256
2013-08-31 00:00:00+00:00,-0.008076461791676315
2013-09-30 00:00:00+00:00,0.007250292749183984
2013-10-31 00:00:00+00:00,-0.0011964178872343467
2013-11-30 00:00:00+00:00,-0.009719184934263714
2013-12-31 00:00:00+00:00,0.0011466314942647493
2014-01-31 00:00:00+00:00,0.005007319384701114
2014-02-28 00:00:00+00:00,0.008681322679790604
2014-03-31 00:00:00+00:00,-0.02365723414897747
2014-04-30 00:00:00+00:00,0.004705431384301573
2014-05-31 00:00:00+00:00,0.011861289513949824
2014-06-30 00:00:00+00:00,0.006313416583400677
2014-07-31 00:00:00+00:00,-0.00393040766944508
2014-08-31 00:00:00+00:00,-0.003143388778645728
2014-09-30 00:00:00+00:00,0.0022046818666492385
2014-10-31 00:00:00+00:00,0.0010047600022813352
2014-11-30 00:00:00+00:00,-0.009750817346106166
2014-12-31 00:00:00+00:00,0.008674861178734616
2015-01-31 00:00:00+00:00,-8.482902801187908e-05
2015-02-28 00:00:00+00:00,-0.008978237768484831
2015-03-31 00:00:00+00:00,0.0025259118287792592
2015-04-30 00:00:00+00:00,-0.00516205219269783
