time,macro_ip
2025-03-31 00:00:00+00:00,-0.002966452014206422
2025-04-30 00:00:00+00:00,-0.004857818899465571
2025-05-31 00:00:00+00:00,0.0032263007804813615
2025-06-30 00:00:00+00:00,-0.0008613271752436757
2025-07-31 00:00:00+00:00,0.00546142234384317
2025-08-31 00:00:00+00:00,-0.004278385660515971
2025-09-30 00:00:00+00:00,-0.0038317331761091866
2025-10-31 00:00:00+00:00,0.0070062363848164555
2025-11-30 00:00:00+00:00,0.004032227346533412
2025-12-31 00:00:00+00:00,0.007317678064379551
2026-01-31 00:00:00+00:00,0.00015619529529198317
2026-02-28 00:00:00+00:00,-0.0013139930638079722
2026-03-31 00:00:00+00:00,0.000492498671713415
2026-04-30 00:00:00+00:00,0.006787077266558139
2026-05-31 00:00:00+00:00,-0.0012560269497039478
2026-06-30 00:00:00+00:00,-0.0008745932871959683
2026-07-31 00:00:00+00:00,0.0012413944496834084
2026-08-31 00:00:00+00:00,0.0018298814690773657
2026-09-30 00:00:00+00:00,-0.008863153418622649
