time,soft_ew6_no_cip_ew
2015-05-31 00:00:00+00:00,0.0016412307897801792
2015-06-30 00:00:00+00:00,0.0018832476595904701
2015-07-31 00:00:00+00:00,0.002584012684850423
2015-08-31 00:00:00+00:00,0.006539094541226698
2015-09-30 00:00:00+00:00,0.0006697602058607366
2015-10-31 00:00:00+00:00,-0.0032373025208345396
2015-11-30 00:00:00+00:00,-5.520837773709264e-05
2015-12-31 00:00:00+00:00,-0.0015962721273881098
2016-01-31 00:00:00+00:00,0.007114362239565519
2016-02-29 00:00:00+00:00,0.00752051430036027
2016-03-31 00:00:00+00:00,-0.003960839564550955
2016-04-30 00:00:00+00:00,0.0007132469782071826
2016-05-31 00:00:00+00:00,-0.003846341645839968
2016-06-30 00:00:00+00:00,0.01137963360978822
2016-07-31 00:00:00+00:00,-9.776268002081867e-05
2016-08-31 00:00:00+00:00,-0.002676551267253413
2016-09-30 00:00:00+00:00,-0.0026018262285828486
2016-10-31 00:00:00+00:00,-0.0010304149285709219
2016-11-30 00:00:00+00:00,0.005040876002155414
2016-12-31 00:00:00+00:00,0.0022409989172034184
2017-01-31 00:00:00+00:00,0.0033421193122069592
2017-02-28 00:00:00+00:00,0.0014980997975635457
2017-03-31 00:00:00+00:00,-0.001325674752810424
2017-04-30 00:00:00+00:00,-0.00014275956488618569
2017-05-31 00:00:00+00:00,-0.0022351167008300976
2017-06-30 00:00:00+00:00,0.0026923388066952825
2017-07-31 00:00:00+00:00,0.0033522917104897854
2017-08-31 00:00:00+00:00,-0.0016440881681571984
2017-09-30 00:00:00+00:00,0.0032681365091138392
2017-10-31 00:00:00+00:00,0.001231985953446646
2017-11-30 00:00:00+00:00,0.0012105189001931915
2017-12-31 00:00:00+00:00,-0.0011638495240261504
2018-01-31 00:00:00+00:00,0.0016653140067670602
2018-02-28 00:00:00+00:00,0.005783339229426421
2018-03-31 00:00:00+00:00,-0.0024288186752133845
2018-04-30 00:00:00+00:00,-0.0011657401081821561
2018-05-31 00:00:00+00:00,0.006063817679900163
2018-06-30 00:00:00+00:00,-0.00030483600605091254
2018-07-31 00:00:00+00:00,0.0006669883150267619
2018-08-31 00:00:00+00:00,0.000528361521213716
2018-09-30 00:00:00+00:00,0.0006744119241639535
2018-10-31 00:00:00+00:00,0.002275366575615223
2018-11-30 00:00:00+00:00,-0.0007979970727698404
2018-12-31 00:00:00+00:00,-0.002418434198048325
2019-01-31 00:00:00+00:00,-0.0033724087636679556
2019-02-28 00:00:00+00:00,0.00034399058973533236
2019-03-31 00:00:00+00:00,-0.00028738816794526834
2019-04-30 00:00:00+00:00,0.0005109893349912742
2019-05-31 00:00:00+00:00,-0.005536053092639159
2019-06-30 00:00:00+00:00,-0.0017438978985595543
2019-07-31 00:00:00+00:00,-0.0012794312961998955
2019-08-31 00:00:00+00:00,-0.00010407273728541
2019-09-30 00:00:00+00:00,0.002450003112029142
2019-10-31 00:00:00+00:00,0.0019103344629085584
2019-11-30 00:00:00+00:00,0.0001108733679529017
2019-12-31 00:00:00+00:00,-0.0020975807643571764
2020-01-31 00:00:00+00:00,-0.0006573959442378596
2020-02-29 00:00:00+00:00,0.0020984423056920054
2020-03-31 00:00:00+00:00,0.0012485329571652048
2020-04-30 00:00:00+00:00,-0.0005545173662289127
2020-05-31 00:00:00+00:00,0.006428772422918838
2020-06-30 00:00:00+00:00,0.002138841599947261
2020-07-31 00:00:00+00:00,0.0005151453472644896
2020-08-31 00:00:00+00:00,-0.00022816701223715707
2020-09-30 00:00:00+00:00,-0.004066324074348038
2020-10-31 00:00:00+00:00,-0.0002522373784745735
2020-11-30 00:00:00+00:00,0.004471705302828699
2020-12-31 00:00:00+00:00,0.00024819737541204034
2021-01-31 00:00:00+00:00,0.005181000011742265
2021-02-28 00:00:00+00:00,0.007052771788482293
2021-03-31 00:00:00+00:00,0.009982495989288465
2021-04-30 00:00:00+00:00,0.0011768538393506223
2021-05-31 00:00:00+00:00,0.0040537650737773046
2021-06-30 00:00:00+00:00,0.0013634467722403176
2021-07-31 00:00:00+00:00,-0.000365125552266643
2021-08-31 00:00:00+00:00,-0.000642390690718142
2021-09-30 00:00:00+00:00,0.002057592017453036
2021-10-31 00:00:00+00:00,-0.0038547039751684053
2021-11-30 00:00:00+00:00,0.0029181286283006536
2021-12-31 00:00:00+00:00,-0.0008577710014561202
2022-01-31 00:00:00+00:00,-0.000757265483174896
2022-02-28 00:00:00+00:00,0.0009401053297621864
2022-03-31 00:00:00+00:00,0.011330748787323541
2022-04-30 00:00:00+00:00,0.006494491904269983
2022-05-31 00:00:00+00:00,-0.0021213893719894683
2022-06-30 00:00:00+00:00,0.0031371508234478984
2022-07-31 00:00:00+00:00,-0.001435519104813654
2022-08-31 00:00:00+00:00,0.004584736970894898
2022-09-30 00:00:00+00:00,0.005502414774638531
2022-10-31 00:00:00+00:00,-0.0025080194650419774
2022-11-30 00:00:00+00:00,0.0014138547036746107
2022-12-31 00:00:00+00:00,0.002421940803370992
2023-01-31 00:00:00+00:00,-0.0036326719690092935
2023-02-28 00:00:00+00:00,0.005736451962439437
2023-03-31 00:00:00+00:00,-0.0023705174765212833
2023-04-30 00:00:00+00:00,0.0012891901888616442
2023-05-31 00:00:00+00:00,-0.0005387451209144523
2023-06-30 00:00:00+00:00,0.004517062107399106
2023-07-31 00:00:00+00:00,-0.0038254747972213954
2023-08-31 00:00:00+00:00,0.0005166040807640382
2023-09-30 00:00:00+00:00,0.004191556417212361
2023-10-31 00:00:00+00:00,-0.0010856749629714058
2023-11-30 00:00:00+00:00,0.00256076177266662
2023-12-31 00:00:00+00:00,-0.00551122371385615
2024-01-31 00:00:00+00:00,0.0022761559675430476
2024-02-29 00:00:00+00:00,0.004664916711638822
2024-03-31 00:00:00+00:00,0.0032286460924635385
2024-04-30 00:00:00+00:00,0.0043789220952603625
2024-05-31 00:00:00+00:00,0.00044728847855934895
2024-06-30 00:00:00+00:00,-0.0012777590566547259
2024-07-31 00:00:00+00:00,0.0021491447276884568
2024-08-31 00:00:00+00:00,-0.0016816653025193418
2024-09-30 00:00:00+00:00,7.339249753113286e-05
2024-10-31 00:00:00+00:00,-0.0018270951645507072
2024-11-30 00:00:00+00:00,-0.0020997885025366703
2024-12-31 00:00:00+00:00,-0.0003477347263584063
2025-01-31 00:00:00+00:00,-0.0019746573272232393
2025-02-28 00:00:00+00:00,-0.0022270027707079754
2025-03-31 00:00:00+00:00,0.0009088610976508704
2025-04-30 00:00:00+00:00,0.0027424379225871043
2025-05-31 00:00:00+00:00,-0.00016812225960793903
2025-06-30 00:00:00+00:00,0.002180789459378385
2025-07-31 00:00:00+00:00,0.0014508955893046682
2025-08-31 00:00:00+00:00,0.0009002182391038005
2025-09-30 00:00:00+00:00,0.00039109533885128833
2025-10-31 00:00:00+00:00,-0.0012208146509445905
2025-11-30 00:00:00+00:00,0.0006460279044551154
2025-12-31 00:00:00+00:00,-0.0016425435697248192
2026-01-31 00:00:00+00:00,-0.0007413011713479634
2026-02-28 00:00:00+00:00,0.00028344078716813215
2026-03-31 00:00:00+00:00,0.0023509007674809013
2026-04-30 00:00:00+00:00,0.0012958885283518295
2026-05-31 00:00:00+00:00,0.00035271262435165873
2026-06-30 00:00:00+00:00,4.7240068115073086e-05
2026-07-31 00:00:00+00:00,0.00205698483245631
2026-08-31 00:00:00+00:00,0.0035029502632708542
2026-09-30 00:00:00+00:00,-0.0007473703978271296
