time,soft_ew6_no_cip_ew
2011-10-31 00:00:00+00:00,0.004757580249712845
2011-11-30 00:00:00+00:00,0.0004370085094942411
2011-12-31 00:00:00+00:00,0.005241324687805138
2012-01-31 00:00:00+00:00,0.0004488982894954585
2012-02-29 00:00:00+00:00,-0.0016579567702308395
2012-03-31 00:00:00+00:00,0.003710824703573312
2012-04-30 00:00:00+00:00,0.002995458853416455
2012-05-31 00:00:00+00:00,0.0017676362552037084
2012-06-30 00:00:00+00:00,-0.0024427233483336197
2012-07-31 00:00:00+00:00,9.568315232155733e-05
2012-08-31 00:00:00+00:00,0.003345247988754352
2012-09-30 00:00:00+00:00,0.0019377177181192362
2012-10-31 00:00:00+00:00,0.002278598021166367
2012-11-30 00:00:00+00:00,0.0011361151246478407
2012-12-31 00:00:00+00:00,0.0031822352097758966
2013-01-31 00:00:00+00:00,-0.0028584807307999727
2013-02-28 00:00:00+00:00,-8.248061764271064e-05
2013-03-31 00:00:00+00:00,-0.0047928944925806904
2013-04-30 00:00:00+00:00,0.0036878189264935024
2013-05-31 00:00:00+00:00,0.007884446672042245
2013-06-30 00:00:00+00:00,0.007583479241427993
2013-07-31 00:00:00+00:00,0.0014535058425839686
2013-08-31 00:00:00+00:00,0.002852581848977076
2013-09-30 00:00:00+00:00,0.00021670025494469058
2013-10-31 00:00:00+00:00,-0.0014109819829044579
2013-11-30 00:00:00+00:00,0.002021928869681
2013-12-31 00:00:00+00:00,0.0003085352230316474
2014-01-31 00:00:00+00:00,0.002062936735530263
2014-02-28 00:00:00+00:00,-0.0007312247775342895
2014-03-31 00:00:00+00:00,0.0031519902953176526
2014-04-30 00:00:00+00:00,0.00020315705493390013
2014-05-31 00:00:00+00:00,0.002635391025762601
2014-06-30 00:00:00+00:00,8.484299582134369e-05
2014-07-31 00:00:00+00:00,-0.00020124696938639275
2014-08-31 00:00:00+00:00,0.003372708384402623
2014-09-30 00:00:00+00:00,0.00617057819581146
2014-10-31 00:00:00+00:00,0.001261215721110931
2014-11-30 00:00:00+00:00,0.0031262446943902678
2014-12-31 00:00:00+00:00,0.00010596175462795898
2015-01-31 00:00:00+00:00,0.010420416895963847
2015-02-28 00:00:00+00:00,-0.00915408593865985
2015-03-31 00:00:00+00:00,0.0038662079032276697
2015-04-30 00:00:00+00:00,-0.0005912439425608262
