label,ret,p2t,static,daily,gates,mean_mo,pct_pos,top3_share,n_months,overlap
2024,0.02573663415200511,0.034674844045403094,0.019386749817699455,0.012242416413318424,True,0.00175582800018032,0.7272727272727273,0.6709769409491483,11,research/WF overlap
2025,0.06673465919023802,0.01614869669737286,0.011783053761726333,0.011783053761726333,True,0.005448235233551485,0.7272727272727273,0.6642921864556905,11,mixed research→holdout
2026,0.08538591952159802,0.02257835959440629,0.009262715466678784,0.00982043628608837,True,0.009905523005928785,0.75,0.8957143880072107,8,pure holdout
holdout_365d,0.09280101176507816,0.02254311448666142,0.009230415377323515,0.01156167280878406,True,0.007217874345425275,0.75,0.8230923171699938,12,pure holdout
roll12_end,0.09280101176507816,0.02254311448666142,0.009230415377323515,0.01156167280878406,True,0.007217874345425275,0.75,0.8230923171699938,12,pure holdout
roll12_m6,0.057203262424010415,0.016899639941756216,0.005149781367703108,0.01056473916964198,True,0.003737335624636453,0.6666666666666666,0.788226115991685,12,mixed
