time,carry_ir3m_ew
2016-02-29 00:00:00+00:00,0.00034942367823709297
2016-03-31 00:00:00+00:00,0.01174684398580772
2016-04-30 00:00:00+00:00,-1.2786026892586122e-05
2016-05-31 00:00:00+00:00,-0.003505738077016818
2016-06-30 00:00:00+00:00,-0.0027599794696221425
2016-07-31 00:00:00+00:00,0.0026549750134834404
2016-08-31 00:00:00+00:00,0.0013489529696497637
2016-09-30 00:00:00+00:00,-0.003003996132386555
2016-10-31 00:00:00+00:00,0.010820112494531742
2016-11-30 00:00:00+00:00,0.00621169574417979
2016-12-31 00:00:00+00:00,-0.0075129447535698946
2017-01-31 00:00:00+00:00,0.012437776064400552
2017-02-28 00:00:00+00:00,0.0029089486208275783
2017-03-31 00:00:00+00:00,-0.008870849965889827
2017-04-30 00:00:00+00:00,-0.014556825232408421
2017-05-31 00:00:00+00:00,-0.0011085709247284914
2017-06-30 00:00:00+00:00,0.009751459809350216
2017-07-31 00:00:00+00:00,0.008143153438521455
2017-08-31 00:00:00+00:00,-0.012861337676609241
2017-09-30 00:00:00+00:00,-0.000992931783647566
2017-10-31 00:00:00+00:00,-0.007941007095791375
2017-11-30 00:00:00+00:00,-0.008975169640975555
2017-12-31 00:00:00+00:00,0.011968582272769535
2018-01-31 00:00:00+00:00,-0.0009415058331814219
2018-02-28 00:00:00+00:00,-0.007041910501892512
2018-03-31 00:00:00+00:00,-0.003215935954489324
2018-04-30 00:00:00+00:00,-0.002219765720372746
2018-05-31 00:00:00+00:00,0.002611311681516515
2018-06-30 00:00:00+00:00,-0.009278271753964673
2018-07-31 00:00:00+00:00,0.0007271021122168264
2018-08-31 00:00:00+00:00,-0.011296261170656519
2018-09-30 00:00:00+00:00,0.0010830525949758751
2018-10-31 00:00:00+00:00,0.003901335126447858
2018-11-30 00:00:00+00:00,0.020293498489791784
2018-12-31 00:00:00+00:00,-0.00925590095224671
2019-01-31 00:00:00+00:00,0.005558542738020256
2019-02-28 00:00:00+00:00,-0.0004966356949804851
2019-03-31 00:00:00+00:00,0.002239156965608835
2019-04-30 00:00:00+00:00,-0.009127729023654663
2019-05-31 00:00:00+00:00,-0.007807422517123408
2019-06-30 00:00:00+00:00,0.007016892337722069
2019-07-31 00:00:00+00:00,-0.0026055530089730272
2019-08-31 00:00:00+00:00,-0.018761488488184597
2019-09-30 00:00:00+00:00,-0.0020473177573530066
2019-10-31 00:00:00+00:00,0.003291456882635657
2019-11-30 00:00:00+00:00,0.005505788726382521
2019-12-31 00:00:00+00:00,0.014137861642699034
2020-01-31 00:00:00+00:00,-0.012689564268429265
2020-02-29 00:00:00+00:00,-0.008731205742837811
2020-03-31 00:00:00+00:00,-0.017797308501160347
2020-04-30 00:00:00+00:00,0.0084992180631549
2020-05-31 00:00:00+00:00,0.00034092492436199606
2020-06-30 00:00:00+00:00,-0.001422176658475327
2020-07-31 00:00:00+00:00,-0.01611874825811932
2020-08-31 00:00:00+00:00,0.0075003271010671835
2020-09-30 00:00:00+00:00,0.00018660201487086248
2020-10-31 00:00:00+00:00,0.0011240333495201593
2020-11-30 00:00:00+00:00,0.008679140902991378
2020-12-31 00:00:00+00:00,-0.0014162091184143355
2021-01-31 00:00:00+00:00,0.01239184923341341
2021-02-28 00:00:00+00:00,0.01097650661409344
2021-03-31 00:00:00+00:00,-0.012514055071170871
2021-04-30 00:00:00+00:00,0.006441286072977448
2021-05-31 00:00:00+00:00,-0.0017721450787430149
2021-06-30 00:00:00+00:00,-0.0037853267271218405
2021-07-31 00:00:00+00:00,-0.0013744905862941303
2021-08-31 00:00:00+00:00,0.008313800789601755
2021-09-30 00:00:00+00:00,0.0022250975506634685
2021-10-31 00:00:00+00:00,0.009605096751853281
2021-11-30 00:00:00+00:00,-0.007141545442844732
2021-12-31 00:00:00+00:00,-0.003168732979963007
2022-01-31 00:00:00+00:00,0.0009464154510760991
2022-02-28 00:00:00+00:00,0.007526972222178907
2022-03-31 00:00:00+00:00,0.019090350852930094
2022-04-30 00:00:00+00:00,0.004137852843587808
2022-05-31 00:00:00+00:00,-0.00458118991347789
2022-06-30 00:00:00+00:00,-0.006421453467879146
2022-07-31 00:00:00+00:00,0.0003319988784333816
2022-08-31 00:00:00+00:00,0.003131609887664366
2022-09-30 00:00:00+00:00,-0.014587011770376357
2022-10-31 00:00:00+00:00,0.006198539299304029
2022-11-30 00:00:00+00:00,-0.004169674037136417
2022-12-31 00:00:00+00:00,-0.006336555071439487
2023-01-31 00:00:00+00:00,-0.0007826962180533803
2023-02-28 00:00:00+00:00,-0.010440828355323006
2023-03-31 00:00:00+00:00,0.0003003743535472392
2023-04-30 00:00:00+00:00,-0.0077836176871548535
2023-05-31 00:00:00+00:00,-0.004149163025149338
2023-06-30 00:00:00+00:00,3.1473711463947396e-05
2023-07-31 00:00:00+00:00,0.0034599175563099216
2023-08-31 00:00:00+00:00,-0.008549539606493739
2023-09-30 00:00:00+00:00,0.010146439072689528
2023-10-31 00:00:00+00:00,-0.003183801866871949
2023-11-30 00:00:00+00:00,0.010602471258915225
2023-12-31 00:00:00+00:00,-0.005934031305397602
2024-01-31 00:00:00+00:00,-0.004697904882222881
2024-02-29 00:00:00+00:00,0.0033800620470612053
2024-03-31 00:00:00+00:00,-0.006734446115621906
2024-04-30 00:00:00+00:00,0.00038320040735562166
2024-05-31 00:00:00+00:00,0.012678551264105886
2024-06-30 00:00:00+00:00,0.0011583957020475655
2024-07-31 00:00:00+00:00,-0.019560525741941226
2024-08-31 00:00:00+00:00,0.011004916772015205
2024-09-30 00:00:00+00:00,0.0029106835239367523
2024-10-31 00:00:00+00:00,-0.011523051345574964
2024-11-30 00:00:00+00:00,-0.00024390957827735704
2024-12-31 00:00:00+00:00,-0.008919754498239785
2025-01-31 00:00:00+00:00,-0.004005915907040469
2025-02-28 00:00:00+00:00,0.003186236537548348
2025-03-31 00:00:00+00:00,0.006709451977039205
2025-04-30 00:00:00+00:00,-0.009693230172094114
2025-05-31 00:00:00+00:00,0.005553081415195393
2025-06-30 00:00:00+00:00,-0.0018353293150968897
2025-07-31 00:00:00+00:00,-0.004239885029905688
2025-08-31 00:00:00+00:00,0.0034158477738022164
2025-09-30 00:00:00+00:00,-0.0007157917681162029
2025-10-31 00:00:00+00:00,-0.0038916940866754457
2025-11-30 00:00:00+00:00,0.005328374736325081
2025-12-31 00:00:00+00:00,0.0012842396609802353
2026-01-31 00:00:00+00:00,-0.0031153902144744894
2026-02-28 00:00:00+00:00,-0.006110009784037196
2026-03-31 00:00:00+00:00,0.0031629185179880004
2026-04-30 00:00:00+00:00,0.008456364169828534
2026-05-31 00:00:00+00:00,0.00014996303790537624
2026-06-30 00:00:00+00:00,-0.0019023895654911582
2026-07-31 00:00:00+00:00,-0.00025692205342808805
2026-08-31 00:00:00+00:00,0.008152724489997043
2026-09-30 00:00:00+00:00,-0.0003004885667344803
