time,carry_ir3m_ew
2011-10-31 00:00:00+00:00,0.003009909790713472
2011-11-30 00:00:00+00:00,0.011736049324752695
2011-12-31 00:00:00+00:00,0.0015105171785936289
2012-01-31 00:00:00+00:00,0.010633215432571452
2012-02-29 00:00:00+00:00,0.0021533063248948547
2012-03-31 00:00:00+00:00,-0.004610109168443732
2012-04-30 00:00:00+00:00,0.0032563760902808436
2012-05-31 00:00:00+00:00,0.007712099250325677
2012-06-30 00:00:00+00:00,0.00437987286765007
2012-07-31 00:00:00+00:00,0.01482941597376497
2012-08-31 00:00:00+00:00,-0.008440726141118793
2012-09-30 00:00:00+00:00,-0.00033606442852207596
2012-10-31 00:00:00+00:00,-0.006872562742289534
2012-11-30 00:00:00+00:00,-0.0013047754710341364
2012-12-31 00:00:00+00:00,-0.006999822654321974
2013-01-31 00:00:00+00:00,-0.008426941848525882
2013-02-28 00:00:00+00:00,0.0034148345308346872
2013-03-31 00:00:00+00:00,0.0164398799366543
2013-04-30 00:00:00+00:00,-0.007343109890089572
2013-05-31 00:00:00+00:00,-0.001623758624167193
2013-06-30 00:00:00+00:00,-0.013813333101393765
2013-07-31 00:00:00+00:00,-0.006396130489112473
2013-08-31 00:00:00+00:00,6.662300914439534e-05
2013-09-30 00:00:00+00:00,0.002317760016881776
2013-10-31 00:00:00+00:00,-0.0026083165757097015
2013-11-30 00:00:00+00:00,-0.0015252185324298173
2013-12-31 00:00:00+00:00,-0.009179502304817566
2014-01-31 00:00:00+00:00,0.0017080731390171078
2014-02-28 00:00:00+00:00,-0.0022311174638283138
2014-03-31 00:00:00+00:00,0.004457414845414842
2014-04-30 00:00:00+00:00,-0.0005577309718897139
2014-05-31 00:00:00+00:00,0.007891491889571167
2014-06-30 00:00:00+00:00,0.0011753767044206942
2014-07-31 00:00:00+00:00,0.0038161941917360664
2014-08-31 00:00:00+00:00,0.0015975231810996249
2014-09-30 00:00:00+00:00,0.0007443061211660496
2014-10-31 00:00:00+00:00,0.0009978778340837824
2014-11-30 00:00:00+00:00,-0.0015734289464391926
2014-12-31 00:00:00+00:00,0.005232540737946767
2015-01-31 00:00:00+00:00,-0.020223152646571263
2015-02-28 00:00:00+00:00,0.017859529160346055
2015-03-31 00:00:00+00:00,0.006722893543811281
2015-04-30 00:00:00+00:00,-0.006765422689176459
2015-05-31 00:00:00+00:00,-0.005700121906583977
2015-06-30 00:00:00+00:00,-0.007349304869214701
2015-07-31 00:00:00+00:00,0.0006246427175375935
2015-08-31 00:00:00+00:00,-0.016372585673732787
2015-09-30 00:00:00+00:00,-0.0024761664659415095
2015-10-31 00:00:00+00:00,0.01593198055513101
2015-11-30 00:00:00+00:00,0.0072571464292146
2015-12-31 00:00:00+00:00,-0.011085955045218587
2016-01-31 00:00:00+00:00,-0.011345094489951246
