time,retail_chg_xs
2011-10-31 00:00:00+00:00,0.02025557983082682
2011-11-30 00:00:00+00:00,-0.006582821282262619
2011-12-31 00:00:00+00:00,0.012578325061745721
2012-01-31 00:00:00+00:00,0.006039353195587571
2012-02-29 00:00:00+00:00,-0.003217110035801607
2012-03-31 00:00:00+00:00,0.001298361586647756
2012-04-30 00:00:00+00:00,0.004464055337738193
2012-05-31 00:00:00+00:00,0.026489174409227934
2012-06-30 00:00:00+00:00,-0.01284247219285628
2012-07-31 00:00:00+00:00,0.007752194019838621
2012-08-31 00:00:00+00:00,-0.005160586235008702
2012-09-30 00:00:00+00:00,0.007101107200911505
2012-10-31 00:00:00+00:00,0.0062241070715678415
2012-11-30 00:00:00+00:00,0.003580842686515373
2012-12-31 00:00:00+00:00,0.006081514244163255
2013-01-31 00:00:00+00:00,0.008612919081255388
2013-02-28 00:00:00+00:00,0.005738533814935831
2013-03-31 00:00:00+00:00,-0.0006808038135300842
2013-04-30 00:00:00+00:00,0.004722863944431666
2013-05-31 00:00:00+00:00,-0.003977745663757304
2013-06-30 00:00:00+00:00,-0.008444942809691325
2013-07-31 00:00:00+00:00,0.005492071917921892
2013-08-31 00:00:00+00:00,0.012209196493138563
2013-09-30 00:00:00+00:00,-0.005270590815024012
2013-10-31 00:00:00+00:00,0.001349521929778108
2013-11-30 00:00:00+00:00,-0.0028646302496389
2013-12-31 00:00:00+00:00,-0.0006804216608922165
2014-01-31 00:00:00+00:00,0.0016197897572256537
2014-02-28 00:00:00+00:00,0.00016716934208371725
2014-03-31 00:00:00+00:00,-0.0022133012860923174
2014-04-30 00:00:00+00:00,0.0008463305917958408
2014-05-31 00:00:00+00:00,0.011325806000287209
2014-06-30 00:00:00+00:00,-0.007038123788153161
2014-07-31 00:00:00+00:00,-0.003879456893865263
2014-08-31 00:00:00+00:00,0.0011082096650776307
2014-09-30 00:00:00+00:00,-0.003625896041596244
2014-10-31 00:00:00+00:00,0.002677472688410898
2014-11-30 00:00:00+00:00,0.003297230367947268
2014-12-31 00:00:00+00:00,0.0027228283926017394
2015-01-31 00:00:00+00:00,-0.018318380345026752
2015-02-28 00:00:00+00:00,0.018136076179342542
2015-03-31 00:00:00+00:00,-0.008111158124620377
2015-04-30 00:00:00+00:00,0.004998936463267212
2015-05-31 00:00:00+00:00,-0.014872518100826126
2015-06-30 00:00:00+00:00,-0.012619731571081982
2015-07-31 00:00:00+00:00,0.008335384006505464
2015-08-31 00:00:00+00:00,0.016183012122649387
2015-09-30 00:00:00+00:00,-0.0011216457966938265
2015-10-31 00:00:00+00:00,-0.0036155838753799685
2015-11-30 00:00:00+00:00,-0.008614641124912392
2015-12-31 00:00:00+00:00,0.002572291188884579
2016-01-31 00:00:00+00:00,-0.01045440356593963
2016-02-29 00:00:00+00:00,0.022127531050441407
2016-03-31 00:00:00+00:00,0.01367374459916637
2016-04-30 00:00:00+00:00,-0.0014073338147214676
2016-05-31 00:00:00+00:00,-0.0004385868768277401
2016-06-30 00:00:00+00:00,-0.022716807424324026
2016-07-31 00:00:00+00:00,-0.006798405843512434
2016-08-31 00:00:00+00:00,-0.0006531727803682497
2016-09-30 00:00:00+00:00,-0.0036578504380170296
2016-10-31 00:00:00+00:00,-0.012314624412900321
2016-11-30 00:00:00+00:00,0.003692198310928152
2016-12-31 00:00:00+00:00,0.003827954605834183
2017-01-31 00:00:00+00:00,-0.00838755443460426
2017-02-28 00:00:00+00:00,0.006148641426324319
2017-03-31 00:00:00+00:00,0.008449459014227445
2017-04-30 00:00:00+00:00,-0.004991798248120793
2017-05-31 00:00:00+00:00,0.004104443817029457
2017-06-30 00:00:00+00:00,-0.0010163021572056063
