time,low_rel_gpr_xs
2011-10-31 00:00:00+00:00,-0.009806544682574359
2011-11-30 00:00:00+00:00,0.017227921716896688
2011-12-31 00:00:00+00:00,0.0013726822972373043
2012-01-31 00:00:00+00:00,-0.007002961146714393
2012-02-29 00:00:00+00:00,-0.00036056215450475104
2012-03-31 00:00:00+00:00,0.00043766441997816763
2012-04-30 00:00:00+00:00,0.0009749634548796848
2012-05-31 00:00:00+00:00,-0.015284250872476313
2012-06-30 00:00:00+00:00,-0.0006523657118086001
2012-07-31 00:00:00+00:00,0.015661670799151706
2012-08-31 00:00:00+00:00,-0.007901415896036101
2012-09-30 00:00:00+00:00,-0.007499845571250274
2012-10-31 00:00:00+00:00,-0.008048919318373926
2012-11-30 00:00:00+00:00,-0.004147596870412995
2012-12-31 00:00:00+00:00,-0.004894337180355146
2013-01-31 00:00:00+00:00,0.01308815260554086
2013-02-28 00:00:00+00:00,-0.01032931374070134
2013-03-31 00:00:00+00:00,0.0003385453841107111
2013-04-30 00:00:00+00:00,0.00447162378273025
2013-05-31 00:00:00+00:00,-0.00674359532073765
2013-06-30 00:00:00+00:00,0.011217429591917405
2013-07-31 00:00:00+00:00,-0.014180039872963235
2013-08-31 00:00:00+00:00,-0.00919784017840175
2013-09-30 00:00:00+00:00,-0.004838779808472915
2013-10-31 00:00:00+00:00,-0.0010448022210999275
2013-11-30 00:00:00+00:00,0.0005251607363019328
2013-12-31 00:00:00+00:00,0.0015582078048703707
2014-01-31 00:00:00+00:00,-0.009823246154152199
2014-02-28 00:00:00+00:00,-0.0004575422409252017
2014-03-31 00:00:00+00:00,0.0012704789731943222
2014-04-30 00:00:00+00:00,0.00025231038992101773
2014-05-31 00:00:00+00:00,0.00819131162738218
2014-06-30 00:00:00+00:00,0.00657624108952759
2014-07-31 00:00:00+00:00,0.009006154304485259
2014-08-31 00:00:00+00:00,0.0033275402360470885
2014-09-30 00:00:00+00:00,0.015062337889258037
2014-10-31 00:00:00+00:00,0.0016636094010420432
2014-11-30 00:00:00+00:00,0.009841178407441031
2014-12-31 00:00:00+00:00,0.0021982980824746257
2015-01-31 00:00:00+00:00,0.03310193949170115
2015-02-28 00:00:00+00:00,0.0010886058875279048
2015-03-31 00:00:00+00:00,0.01021528764911439
2015-04-30 00:00:00+00:00,-0.012072680708779426
2015-05-31 00:00:00+00:00,0.009617874123258652
2015-06-30 00:00:00+00:00,0.01121067053626934
2015-07-31 00:00:00+00:00,0.0030326449757813734
2015-08-31 00:00:00+00:00,-0.0013474453581295842
2015-09-30 00:00:00+00:00,0.004694561971462452
2015-10-31 00:00:00+00:00,0.008199765147376414
2015-11-30 00:00:00+00:00,0.012206472701306259
2015-12-31 00:00:00+00:00,-0.007491525827626244
2016-01-31 00:00:00+00:00,0.0025720452040143282
2016-02-29 00:00:00+00:00,-0.006639108567241148
2016-03-31 00:00:00+00:00,0.011999654293036954
2016-04-30 00:00:00+00:00,-0.006548912163767184
2016-05-31 00:00:00+00:00,-0.00845741458954885
2016-06-30 00:00:00+00:00,-0.015894451069818794
2016-07-31 00:00:00+00:00,0.0046655118318605915
2016-08-31 00:00:00+00:00,-0.0041616153963112135
2016-09-30 00:00:00+00:00,-0.007555934700300804
2016-10-31 00:00:00+00:00,-0.008287071807236646
2016-11-30 00:00:00+00:00,0.020961064022113396
2016-12-31 00:00:00+00:00,-0.0007070415102172767
2017-01-31 00:00:00+00:00,-0.0002854703725189145
2017-02-28 00:00:00+00:00,0.00422145679381325
2017-03-31 00:00:00+00:00,0.003318688426219074
2017-04-30 00:00:00+00:00,0.01989434249543609
