time,cli_chg_xs
2021-03-31 00:00:00+00:00,0.004603342356376272
2021-04-30 00:00:00+00:00,0.005030868571921587
2021-05-31 00:00:00+00:00,0.002691636042237988
2021-06-30 00:00:00+00:00,-0.0017499247567548393
2021-07-31 00:00:00+00:00,0.0029706571505592194
2021-08-31 00:00:00+00:00,-0.0014433074666222456
2021-09-30 00:00:00+00:00,-0.007453472345456569
2021-10-31 00:00:00+00:00,0.008386064270899496
2021-11-30 00:00:00+00:00,-0.003649058585135423
2021-12-31 00:00:00+00:00,-0.0026592481889007313
2022-01-31 00:00:00+00:00,0.007434406546598771
2022-02-28 00:00:00+00:00,-0.008559635989188852
2022-03-31 00:00:00+00:00,-0.03244876163380117
2022-04-30 00:00:00+00:00,-0.012227636155560218
2022-05-31 00:00:00+00:00,0.0008524117998005565
2022-06-30 00:00:00+00:00,-0.014519467925373175
2022-07-31 00:00:00+00:00,0.01336512367364917
2022-08-31 00:00:00+00:00,-4.815876973962574e-05
2022-09-30 00:00:00+00:00,0.00012772983668885018
2022-10-31 00:00:00+00:00,-0.020595317749234177
2022-11-30 00:00:00+00:00,0.018685492555257976
2022-12-31 00:00:00+00:00,0.010666512564697861
2023-01-31 00:00:00+00:00,0.005935133182788377
2023-02-28 00:00:00+00:00,-0.012884618488125388
2023-03-31 00:00:00+00:00,-0.002938259047766567
2023-04-30 00:00:00+00:00,-0.012527562945086834
2023-05-31 00:00:00+00:00,-0.0012363671638886409
2023-06-30 00:00:00+00:00,-0.0030787962297870175
2023-07-31 00:00:00+00:00,0.0034680973855560904
2023-08-31 00:00:00+00:00,0.007919534106963999
2023-09-30 00:00:00+00:00,-0.013897532634843834
2023-10-31 00:00:00+00:00,0.003402623643036895
2023-11-30 00:00:00+00:00,0.006038216055121115
2023-12-31 00:00:00+00:00,-0.014330187940344463
2024-01-31 00:00:00+00:00,0.013141261454950426
2024-02-29 00:00:00+00:00,0.0050660600310390436
2024-03-31 00:00:00+00:00,0.000258595848783294
2024-04-30 00:00:00+00:00,0.004715967551735867
2024-05-31 00:00:00+00:00,-0.0005521977829060498
2024-06-30 00:00:00+00:00,0.0031432283457710763
2024-07-31 00:00:00+00:00,-0.01143518634977303
2024-08-31 00:00:00+00:00,5.7521560782758385e-05
2024-09-30 00:00:00+00:00,-0.0022021811832136917
2024-10-31 00:00:00+00:00,0.0043462463025765175
2024-11-30 00:00:00+00:00,-0.0023935919287613183
2024-12-31 00:00:00+00:00,-0.004907836066330606
2025-01-31 00:00:00+00:00,-0.004868393012579242
2025-02-28 00:00:00+00:00,-0.008639290147219869
2025-03-31 00:00:00+00:00,-0.005150975117153234
2025-04-30 00:00:00+00:00,-0.0017008175379362722
2025-05-31 00:00:00+00:00,-0.0007408146508426361
2025-06-30 00:00:00+00:00,0.00453885615887728
2025-07-31 00:00:00+00:00,0.011302669580480318
2025-08-31 00:00:00+00:00,-0.005025744008651856
2025-09-30 00:00:00+00:00,0.0001735958540363125
2025-10-31 00:00:00+00:00,0.001251341194810518
2025-11-30 00:00:00+00:00,-0.0009499960289029996
2025-12-31 00:00:00+00:00,-0.007139607518786728
2026-01-31 00:00:00+00:00,-0.009240054982296297
2026-02-28 00:00:00+00:00,-0.006941001583009698
2026-03-31 00:00:00+00:00,0.0011807409985762352
2026-04-30 00:00:00+00:00,-0.010051884176490167
2026-05-31 00:00:00+00:00,-0.0008696745249522353
2026-06-30 00:00:00+00:00,0.0020001626915104875
2026-07-31 00:00:00+00:00,-0.0009265539909637521
2026-08-31 00:00:00+00:00,-0.0034464054886441664
2026-09-30 00:00:00+00:00,0.0087380812471205
