time,mom_low_gpr
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0
2012-01-31 00:00:00+00:00,0.0
2012-02-29 00:00:00+00:00,-0.00027423691020467267
2012-03-31 00:00:00+00:00,-0.0034588964502718644
2012-04-30 00:00:00+00:00,-0.0033998914634372213
2012-05-31 00:00:00+00:00,-0.006873065776974552
2012-06-30 00:00:00+00:00,-0.013218750291165371
2012-07-31 00:00:00+00:00,-0.008847453876624112
2012-08-31 00:00:00+00:00,-0.015254143263410014
2012-09-30 00:00:00+00:00,0.0015600949389507068
2012-10-31 00:00:00+00:00,-0.008146982586051621
2012-11-30 00:00:00+00:00,0.0012206775957199767
2012-12-31 00:00:00+00:00,0.003527527075892767
2013-01-31 00:00:00+00:00,0.0007766003044464842
2013-02-28 00:00:00+00:00,0.00141349691539161
2013-03-31 00:00:00+00:00,0.0
2013-04-30 00:00:00+00:00,0.0
2013-05-31 00:00:00+00:00,-0.007336662562448915
2013-06-30 00:00:00+00:00,-0.007059591363996587
2013-07-31 00:00:00+00:00,-0.0032234251123092195
2013-08-31 00:00:00+00:00,-0.010334660920931493
2013-09-30 00:00:00+00:00,-0.005520803198201363
2013-10-31 00:00:00+00:00,-0.0006653367359235052
2013-11-30 00:00:00+00:00,0.003914962061130289
2013-12-31 00:00:00+00:00,-0.006990090460662457
2014-01-31 00:00:00+00:00,0.005507823158693137
2014-02-28 00:00:00+00:00,-0.003694877249345363
2014-03-31 00:00:00+00:00,-0.0024356809308023752
2014-04-30 00:00:00+00:00,0.0013202923819106704
2014-05-31 00:00:00+00:00,-0.0008609076470562638
2014-06-30 00:00:00+00:00,0.0069940002186485994
2014-07-31 00:00:00+00:00,0.0005516652434147673
2014-08-31 00:00:00+00:00,0.0010536744197733316
2014-09-30 00:00:00+00:00,0.00029213656711668534
2014-10-31 00:00:00+00:00,-0.00028828352349530295
2014-11-30 00:00:00+00:00,-0.006594735712460498
2014-12-31 00:00:00+00:00,0.005448585634213465
2015-01-31 00:00:00+00:00,-0.009358044627078788
2015-02-28 00:00:00+00:00,0.0037574236445316878
2015-03-31 00:00:00+00:00,-0.003357320836314348
2015-04-30 00:00:00+00:00,-0.0034602383027123595
2015-05-31 00:00:00+00:00,0.0057621495896862385
2015-06-30 00:00:00+00:00,-0.017474040942722868
2015-07-31 00:00:00+00:00,-0.0017452906042447758
2015-08-31 00:00:00+00:00,0.003882001468867191
2015-09-30 00:00:00+00:00,-0.0018078254261163496
2015-10-31 00:00:00+00:00,-0.01627577493086274
2015-11-30 00:00:00+00:00,-0.008740880329881517
2015-12-31 00:00:00+00:00,-0.0037841433764753685
2016-01-31 00:00:00+00:00,-0.012393031790181586
2016-02-29 00:00:00+00:00,-0.0037803620356766654
2016-03-31 00:00:00+00:00,0.00905280550657861
2016-04-30 00:00:00+00:00,-0.01693497754516393
2016-05-31 00:00:00+00:00,-0.011742787727973325
2016-06-30 00:00:00+00:00,0.009217465373887679
2016-07-31 00:00:00+00:00,-0.005019259566369505
2016-08-31 00:00:00+00:00,0.0002344153900757373
2016-09-30 00:00:00+00:00,-6.832802408096583e-06
2016-10-31 00:00:00+00:00,0.014117192097383935
2016-11-30 00:00:00+00:00,-0.009828853173147079
2016-12-31 00:00:00+00:00,0.007370292086133379
2017-01-31 00:00:00+00:00,0.0043374177001618275
2017-02-28 00:00:00+00:00,0.0007991081566927072
2017-03-31 00:00:00+00:00,-0.0030478267752336308
2017-04-30 00:00:00+00:00,-0.007844661991861401
2017-05-31 00:00:00+00:00,-0.0019612546179824664
2017-06-30 00:00:00+00:00,0.0013476983569213896
2017-07-31 00:00:00+00:00,-0.01761962380189841
2017-08-31 00:00:00+00:00,-0.000914358043415775
