,USD,EUR,GBP,JPY,CAD,AUD,NZD,CHF
1955-07-01 00:00:00+00:00,,,-0.6000856999999999,,,,,
1955-08-01 00:00:00+00:00,,,-0.6000856999999999,,,,,
1955-09-01 00:00:00+00:00,,,-0.6000856999999999,,,,,
1955-10-01 00:00:00+00:00,,,-0.4266211999999999,,,,,
1955-11-01 00:00:00+00:00,,,-0.4266211999999999,,,,,
1955-12-01 00:00:00+00:00,,,-0.4266211999999999,,,,,
1956-01-01 00:00:00+00:00,,,-0.3496503999999999,,,,,
1956-02-01 00:00:00+00:00,,,-0.3496503999999999,,,,,
1956-03-01 00:00:00+00:00,,,-0.3496503999999999,,,,,
1956-04-01 00:00:00+00:00,,,-0.9489198,,,,,
1956-05-01 00:00:00+00:00,,,-0.9489198,,,,,
1956-06-01 00:00:00+00:00,,,-0.9489198,,,,,
1956-07-01 00:00:00+00:00,,,0.5112071999999999,,,,,
1956-08-01 00:00:00+00:00,,,0.5112071999999999,,,,,
1956-09-01 00:00:00+00:00,,,0.5112071999999999,,,,,
1956-10-01 00:00:00+00:00,,,1.260912,,,,,
1956-11-01 00:00:00+00:00,,,1.260912,,,,,
1956-12-01 00:00:00+00:00,,,1.260912,,,,,
1957-01-01 00:00:00+00:00,,,1.260745,,,,,
1957-02-01 00:00:00+00:00,,,1.260745,,,,,
1957-03-01 00:00:00+00:00,,,1.260745,,,,,
1957-04-01 00:00:00+00:00,,,1.620715,,,,,
1957-05-01 00:00:00+00:00,,,1.620715,,,,,
1957-06-01 00:00:00+00:00,,,1.620715,,,,,
1957-07-01 00:00:00+00:00,,,0.5018586999999999,,,,,
1957-08-01 00:00:00+00:00,,,0.5018586999999999,,,,,
1957-09-01 00:00:00+00:00,,,0.5018586999999999,,,,,
1957-10-01 00:00:00+00:00,,,1.043765,,,,,
1957-11-01 00:00:00+00:00,,,1.043765,,,,,
1957-12-01 00:00:00+00:00,,,1.043765,,,,,
1958-01-01 00:00:00+00:00,,,1.344568,,,,,
1958-02-01 00:00:00+00:00,,,1.344568,,,,,
1958-03-01 00:00:00+00:00,,,1.344568,,,,,
1958-04-01 00:00:00+00:00,,,1.899736,,,,,
1958-05-01 00:00:00+00:00,,,1.899736,,,,,
1958-06-01 00:00:00+00:00,,,1.899736,,,,,
1958-07-01 00:00:00+00:00,,,2.241379,,,,,
1958-08-01 00:00:00+00:00,,,2.241379,,,,,
1958-09-01 00:00:00+00:00,,,2.241379,,,,,
1958-10-01 00:00:00+00:00,,,0.9259259,,,,,
1958-11-01 00:00:00+00:00,,,0.9259259,,,,,
1958-12-01 00:00:00+00:00,,,0.9259259,,,,,
1959-01-01 00:00:00+00:00,,,2.0260990000000003,,,,,
1959-02-01 00:00:00+00:00,,,2.0260990000000003,,,,,
1959-03-01 00:00:00+00:00,,,2.0260990000000003,,,,,
1959-04-01 00:00:00+00:00,,,1.175068,,,,,
1959-05-01 00:00:00+00:00,,,1.175068,,,,,
1959-06-01 00:00:00+00:00,,,1.175068,,,,,
1959-07-01 00:00:00+00:00,,,0.5437553,,,,,
1959-08-01 00:00:00+00:00,,,0.5437553,,,,,
1959-09-01 00:00:00+00:00,,,0.5437553,,,,,
1959-10-01 00:00:00+00:00,,,1.151505,,,,,
1959-11-01 00:00:00+00:00,,,1.151505,,,,,
1959-12-01 00:00:00+00:00,,,1.151505,,,,,
1960-01-01 00:00:00+00:00,,,1.196133,,,-2.618328,,
1960-02-01 00:00:00+00:00,,,1.196133,,,-2.618328,,
1960-03-01 00:00:00+00:00,,,1.196133,,,-2.618328,,
1960-04-01 00:00:00+00:00,,,0.1265622999999999,,,0.0978473599999999,,
1960-05-01 00:00:00+00:00,,,0.1265622999999999,,,0.0978473599999999,,
1960-06-01 00:00:00+00:00,,,0.1265622999999999,,,0.0978473599999999,,
1960-07-01 00:00:00+00:00,0.2579941,,-0.2645913999999999,,,-1.56025,,
1960-08-01 00:00:00+00:00,0.2579941,,-0.2645913999999999,,,-1.56025,,
1960-09-01 00:00:00+00:00,0.2579941,,-0.2645913999999999,,,-1.56025,,
1960-10-01 00:00:00+00:00,0.391809,,-1.295497,,,-3.4033809999999995,,
1960-11-01 00:00:00+00:00,0.391809,,-1.295497,,,-3.4033809999999995,,
1960-12-01 00:00:00+00:00,0.391809,,-1.295497,,,-3.4033809999999995,,
1961-01-01 00:00:00+00:00,0.6128986999999999,,-1.124962,,,-5.5,,
1961-02-01 00:00:00+00:00,0.6128986999999999,,-1.124962,,,-5.5,,
1961-03-01 00:00:00+00:00,0.6128986999999999,,-1.124962,,,-5.5,,
1961-04-01 00:00:00+00:00,0.8204414000000001,,-0.7000298,,,-4.290876,,
1961-05-01 00:00:00+00:00,0.8204414000000001,,-0.7000298,,,-4.290876,,
1961-06-01 00:00:00+00:00,0.8204414000000001,,-0.7000298,,,-4.290876,,
1961-07-01 00:00:00+00:00,0.9093277,,0.07266386,,,-3.528613,,
1961-08-01 00:00:00+00:00,0.9093277,,0.07266386,,,-3.528613,,
1961-09-01 00:00:00+00:00,0.9093277,,0.07266386,,,-3.528613,,
1961-10-01 00:00:00+00:00,0.6523324,,-0.3633192999999999,,,0.04627487,,
1961-11-01 00:00:00+00:00,0.6523324,,-0.3633192999999999,,,0.04627487,,
1961-12-01 00:00:00+00:00,0.6523324,,-0.3633192999999999,,,0.04627487,,
1962-01-01 00:00:00+00:00,0.594718,,0.8849558,,,0.646502,,
1962-02-01 00:00:00+00:00,0.594718,,0.8849558,,,0.646502,,
1962-03-01 00:00:00+00:00,0.594718,,0.8849558,,,0.646502,,
1962-04-01 00:00:00+00:00,0.5738771999999999,,0.3410543999999999,,,2.289901,,
1962-05-01 00:00:00+00:00,0.5738771999999999,,0.3410543999999999,,,2.289901,,
1962-06-01 00:00:00+00:00,0.5738771999999999,,0.3410543999999999,,,2.289901,,
1962-07-01 00:00:00+00:00,0.4350072999999999,,0.6449804,,,0.6224989,,
1962-08-01 00:00:00+00:00,0.4350072999999999,,0.6449804,,,0.6224989,,
1962-09-01 00:00:00+00:00,0.4350072999999999,,0.6449804,,,0.6224989,,
1962-10-01 00:00:00+00:00,0.696242,,0.8485014,,,0.02176752,,
1962-11-01 00:00:00+00:00,0.696242,,0.8485014,,,0.02176752,,
1962-12-01 00:00:00+00:00,0.696242,,0.8485014,,,0.02176752,,
1963-01-01 00:00:00+00:00,0.6311706999999999,,0.4606422,,,-2.816599,,
1963-02-01 00:00:00+00:00,0.6311706999999999,,0.4606422,,,-2.816599,,
1963-03-01 00:00:00+00:00,0.6311706999999999,,0.4606422,,,-2.816599,,
1963-04-01 00:00:00+00:00,0.4782125999999999,,0.4450437999999999,,,-1.233793,,
1963-05-01 00:00:00+00:00,0.4782125999999999,,0.4450437999999999,,,-1.233793,,
1963-06-01 00:00:00+00:00,0.4782125999999999,,0.4450437999999999,,,-1.233793,,
1963-07-01 00:00:00+00:00,0.5424081999999999,,1.072641,,,-1.1370559999999998,,
1963-08-01 00:00:00+00:00,0.5424081999999999,,1.072641,,,-1.1370559999999998,,
1963-09-01 00:00:00+00:00,0.5424081999999999,,1.072641,,,-1.1370559999999998,,
1963-10-01 00:00:00+00:00,0.7615695999999998,,0.516129,,,-1.124744,,
1963-11-01 00:00:00+00:00,0.7615695999999998,,0.516129,,,-1.124744,,
1963-12-01 00:00:00+00:00,0.7615695999999998,,0.516129,,,-1.124744,,
1964-01-01 00:00:00+00:00,0.6337245999999999,,0.4320751999999999,,,-0.3689319999999999,,
1964-02-01 00:00:00+00:00,0.6337245999999999,,0.4320751999999999,,,-0.3689319999999999,,
1964-03-01 00:00:00+00:00,0.6337245999999999,,0.4320751999999999,,,-0.3689319999999999,,
1964-04-01 00:00:00+00:00,0.8257664,,-0.06161429,,,1.978315,,
1964-05-01 00:00:00+00:00,0.8257664,,-0.06161429,,,1.978315,,
1964-06-01 00:00:00+00:00,0.8257664,,-0.06161429,,,1.978315,,
1964-07-01 00:00:00+00:00,1.140602,,-0.7860475999999998,,,0.7520210999999998,,
1964-08-01 00:00:00+00:00,1.140602,,-0.7860475999999998,,,0.7520210999999998,,
1964-09-01 00:00:00+00:00,1.140602,,-0.7860475999999998,,,0.7520210999999998,,
1964-10-01 00:00:00+00:00,0.8999903,,-0.6166251999999999,,,-0.8180331,,
1964-11-01 00:00:00+00:00,0.8999903,,-0.6166251999999999,,,-0.8180331,,
1964-12-01 00:00:00+00:00,0.8999903,,-0.6166251999999999,,,-0.8180331,,
1965-01-01 00:00:00+00:00,0.9970652,,-1.253191,,,-2.488364,,
1965-02-01 00:00:00+00:00,0.9970652,,-1.253191,,,-2.488364,,
1965-03-01 00:00:00+00:00,0.9970652,,-1.253191,,,-2.488364,,
1965-04-01 00:00:00+00:00,0.9533657,,-1.445674,,,-2.168257,,
1965-05-01 00:00:00+00:00,0.9533657,,-1.445674,,,-2.168257,,
1965-06-01 00:00:00+00:00,0.9533657,,-1.445674,,,-2.168257,,
1965-07-01 00:00:00+00:00,0.7004833999999999,,0.1219647,,,-3.161853,,
1965-08-01 00:00:00+00:00,0.7004833999999999,,0.1219647,,,-3.161853,,
1965-09-01 00:00:00+00:00,0.7004833999999999,,0.1219647,,,-3.161853,,
1965-10-01 00:00:00+00:00,0.8638835999999999,,-0.2427719999999999,,,-3.185247,,
1965-11-01 00:00:00+00:00,0.8638835999999999,,-0.2427719999999999,,,-3.185247,,
1965-12-01 00:00:00+00:00,0.8638835999999999,,-0.2427719999999999,,,-3.185247,,
1966-01-01 00:00:00+00:00,0.6966288,,-0.3662609,,,-4.376879,,
1966-02-01 00:00:00+00:00,0.6966288,,-0.3662609,,,-4.376879,,
1966-03-01 00:00:00+00:00,0.6966288,,-0.3662609,,,-4.376879,,
1966-04-01 00:00:00+00:00,0.6679994,,-0.1796280999999999,,,-3.648671,,
1966-05-01 00:00:00+00:00,0.6679994,,-0.1796280999999999,,,-3.648671,,
