time,tb_ca_blend
2016-05-31 00:00:00+00:00,-0.006079142968292706
2016-06-30 00:00:00+00:00,-0.016429705384739646
2016-07-31 00:00:00+00:00,-0.0032281254226869116
2016-08-31 00:00:00+00:00,0.0006673166126698327
2016-09-30 00:00:00+00:00,-0.007867348085916048
2016-10-31 00:00:00+00:00,-0.0035112039513931492
2016-11-30 00:00:00+00:00,0.023013477764822765
2016-12-31 00:00:00+00:00,-0.004689833147737188
2017-01-31 00:00:00+00:00,0.005873421522375022
2017-02-28 00:00:00+00:00,0.0030645323629079346
2017-03-31 00:00:00+00:00,-0.0066468370106774755
2017-04-30 00:00:00+00:00,0.004623756129158441
2017-05-31 00:00:00+00:00,-0.009991570312086084
2017-06-30 00:00:00+00:00,0.00608431471481552
2017-07-31 00:00:00+00:00,0.007541120333122597
2017-08-31 00:00:00+00:00,-0.018892291770398417
2017-09-30 00:00:00+00:00,0.01798982020436002
2017-10-31 00:00:00+00:00,-0.0054552132144317644
2017-11-30 00:00:00+00:00,-0.004045330209564546
2017-12-31 00:00:00+00:00,0.0043161686587895876
2018-01-31 00:00:00+00:00,-0.0018755952149037691
2018-02-28 00:00:00+00:00,-0.00882699445556856
2018-03-31 00:00:00+00:00,0.0036276816365232722
2018-04-30 00:00:00+00:00,0.011093818995259408
2018-05-31 00:00:00+00:00,-0.008061080620177408
2018-06-30 00:00:00+00:00,-0.004243124911737062
2018-07-31 00:00:00+00:00,0.0012576664106151991
2018-08-31 00:00:00+00:00,-0.015401183371631544
2018-09-30 00:00:00+00:00,0.0063808090175407894
2018-10-31 00:00:00+00:00,-0.0006991186971690988
2018-11-30 00:00:00+00:00,0.008058385035630389
2018-12-31 00:00:00+00:00,-0.008157090938611389
2019-01-31 00:00:00+00:00,0.01097985272671842
2019-02-28 00:00:00+00:00,0.006984047782889968
2019-03-31 00:00:00+00:00,-0.0059838012871283874
2019-04-30 00:00:00+00:00,-0.0008067210329527619
2019-05-31 00:00:00+00:00,-0.01415532057897606
2019-06-30 00:00:00+00:00,0.0010082550392909173
2019-07-31 00:00:00+00:00,-0.0052780694885621315
2019-08-31 00:00:00+00:00,-0.00735085817115344
2019-09-30 00:00:00+00:00,0.005284503130206009
2019-10-31 00:00:00+00:00,0.01254729860375381
2019-11-30 00:00:00+00:00,0.0067514755094821854
2019-12-31 00:00:00+00:00,0.004712491410021613
2020-01-31 00:00:00+00:00,-0.002411459486317158
2020-02-29 00:00:00+00:00,-0.006940914132330667
2020-03-31 00:00:00+00:00,-0.018539028594533713
2020-04-30 00:00:00+00:00,0.0005741410760473631
2020-05-31 00:00:00+00:00,-0.00305433116989684
2020-06-30 00:00:00+00:00,0.0014655263853207146
2020-07-31 00:00:00+00:00,-0.003318970364700302
2020-08-31 00:00:00+00:00,0.002346454003929521
2020-09-30 00:00:00+00:00,-0.002448608971746813
2020-10-31 00:00:00+00:00,0.0010334424773883466
2020-11-30 00:00:00+00:00,0.007849146666124573
2020-12-31 00:00:00+00:00,-0.0049635844534592355
2021-01-31 00:00:00+00:00,0.0056889395778023655
2021-02-28 00:00:00+00:00,0.00721439455894024
2021-03-31 00:00:00+00:00,0.01984988761261719
2021-04-30 00:00:00+00:00,-0.005870600901027534
2021-05-31 00:00:00+00:00,0.007281105504633567
2021-06-30 00:00:00+00:00,-0.00033057659353630253
2021-07-31 00:00:00+00:00,0.0021784566162399432
2021-08-31 00:00:00+00:00,-0.00010575591035033582
2021-09-30 00:00:00+00:00,-0.003611005337751605
2021-10-31 00:00:00+00:00,0.000849983578675495
2021-11-30 00:00:00+00:00,-0.012230810215939858
2021-12-31 00:00:00+00:00,-0.0011282111508884585
2022-01-31 00:00:00+00:00,-0.00199193517633367
2022-02-28 00:00:00+00:00,0.0009752981996224985
2022-03-31 00:00:00+00:00,-0.005581194650235322
2022-04-30 00:00:00+00:00,-0.0037542537630593786
2022-05-31 00:00:00+00:00,-0.0016873306369020735
2022-06-30 00:00:00+00:00,-0.006097112578684949
2022-07-31 00:00:00+00:00,0.001659796512531564
2022-08-31 00:00:00+00:00,-0.0051587151479477455
2022-09-30 00:00:00+00:00,-0.004929511287719235
2022-10-31 00:00:00+00:00,0.02525839610910996
2022-11-30 00:00:00+00:00,0.0005792365373376018
2022-12-31 00:00:00+00:00,-0.0033998298123067983
2023-01-31 00:00:00+00:00,0.004025282164628496
2023-02-28 00:00:00+00:00,-0.003363704907890841
2023-03-31 00:00:00+00:00,0.002514625566343076
2023-04-30 00:00:00+00:00,-0.002895879457684547
2023-05-31 00:00:00+00:00,-0.002744092141682808
2023-06-30 00:00:00+00:00,0.005915833180616836
2023-07-31 00:00:00+00:00,-0.003168764488725606
2023-08-31 00:00:00+00:00,-0.0034562455524244085
2023-09-30 00:00:00+00:00,0.0030061846416491456
2023-10-31 00:00:00+00:00,-0.008912333924377847
2023-11-30 00:00:00+00:00,0.0070282897438276315
2023-12-31 00:00:00+00:00,-0.006742126256682801
2024-01-31 00:00:00+00:00,0.005935993623245039
2024-02-29 00:00:00+00:00,0.005212252946792173
2024-03-31 00:00:00+00:00,3.2451899344421165e-05
2024-04-30 00:00:00+00:00,-0.0012175128922056189
2024-05-31 00:00:00+00:00,0.005164666821724451
2024-06-30 00:00:00+00:00,-0.0027804660897120526
2024-07-31 00:00:00+00:00,0.001733187798705016
2024-08-31 00:00:00+00:00,0.002446378931772575
2024-09-30 00:00:00+00:00,0.004056405293893173
2024-10-31 00:00:00+00:00,-0.012437402620944282
2024-11-30 00:00:00+00:00,0.0018369145173264823
2024-12-31 00:00:00+00:00,-0.0005586536773809492
2025-01-31 00:00:00+00:00,-0.0006325703292767715
2025-02-28 00:00:00+00:00,0.00029776668614189816
2025-03-31 00:00:00+00:00,-0.0022133447326169176
2025-04-30 00:00:00+00:00,-0.007690798261033249
2025-05-31 00:00:00+00:00,0.002719256455980368
2025-06-30 00:00:00+00:00,-0.00405159640010444
2025-07-31 00:00:00+00:00,-0.0021790975344662122
2025-08-31 00:00:00+00:00,-0.0016086798025441995
2025-09-30 00:00:00+00:00,-0.003889832627367973
2025-10-31 00:00:00+00:00,0.004050606591660566
2025-11-30 00:00:00+00:00,0.0026757278171647414
2025-12-31 00:00:00+00:00,0.003725723212693044
2026-01-31 00:00:00+00:00,0.0020912635771888066
2026-02-28 00:00:00+00:00,-0.0017960455751980797
2026-03-31 00:00:00+00:00,-0.003645537229864604
2026-04-30 00:00:00+00:00,0.007883418088196592
2026-05-31 00:00:00+00:00,0.00162742165528873
2026-06-30 00:00:00+00:00,-0.007231498349011045
2026-07-31 00:00:00+00:00,0.00806022866593925
2026-08-31 00:00:00+00:00,0.005223157938928358
2026-09-30 00:00:00+00:00,-0.00866750693363183
